wavelength_nm,T_total,R_total,closure_residual,absolute_order_sum,order_minus_T
445.0,0.798202425399808,0.19716664201724737,0.0046309325829446135,0.798202425399808,0.0
445.99999999999994,0.7941150473261219,0.19827226156441038,0.00761269110946769,0.7941150473261221,2.220446049250313e-16
446.99999999999994,0.7986076182672975,0.19962158440419256,0.0017707973285099043,0.7986076182672975,0.0
448.00000000000006,0.7868185947934396,0.20157298253168307,0.0116084226748773,0.7868185947934396,0.0
449.0,0.8034309855772098,0.2049082352155996,-0.00833922079280941,0.8034309855772099,1.1102230246251565e-16
450.0,0.7337437248947121,0.2288122661595252,0.03744400894576272,0.733743724894712,-1.1102230246251565e-16
450.9999999999999,0.7969954584506863,0.22602194818527763,-0.02301740663596394,0.7969954584506863,0.0
451.99999999999994,0.7681834721673008,0.2636137583578037,-0.03179723052510447,0.7681834721673009,1.1102230246251565e-16
453.00000000000006,0.7510947200726475,0.2325838782855594,0.01632140164179305,0.7510947200726475,0.0
453.9999999999999,0.773979481680557,0.2280908779176495,-0.002070359598206478,0.7739794816805571,1.1102230246251565e-16
455.00000000000006,0.772424721220395,0.22299064813578606,0.0045846306438189766,0.7724247212203948,-1.1102230246251565e-16
