geometry_id,geometry_hash,distance_to_formal_0,distance_to_formal_1,distance_to_formal_2,min_distance,mean_distance,max_distance
K6X_D110_D125_D135_D150_D175_D190,e599c908c3befb142dacc503b37f1aefc68655082078b987ae553e49f60ec84f,0.19985201625794735,0.3263569759322527,0.4925480182640653,0.19985201625794735,0.33958567015142177,0.4925480182640653
K6X_D110_D125_D135_D150_D175_D195,8dec6f5b0c5e14724c2affbc607009cd1dc9594a8198830842a33521d111b112,0.21066252211737152,0.31008683647302115,0.46948290829745015,0.21066252211737152,0.33007742229594755,0.46948290829745015
K6X_D110_D125_D135_D155_D175_D195,a3ad99978a51c5a5a648762b417ca3aafec573a1e02d054ff42fa2f542719e2f,0.2209447171745395,0.2878197989826109,0.45182077401810505,0.2209447171745395,0.3201950967250851,0.45182077401810505
K6X_D115_D125_D135_D155_D180_D195,6b0dc7669084190a35b027ffcb34fdd72c7abeb62142a2c3b5c97fe4747d18c8,0.26367902309234786,0.26085884550481797,0.4282895663715402,0.26085884550481797,0.31760914498956866,0.4282895663715402
K6X_D125_D135_D150_D175_D195_D210,ba68207f7cbc118689cd26066f5c7ffe384d880c539cbbc9c6af112f2dc24d18,0.5188745216627707,0.038461538461538436,0.18445505858895078,0.038461538461538436,0.24726370623775332,0.5188745216627707
K6X_D110_D190_D210_D215_D220_D225,02a7beacb7a5e503de03a7aae4857727444d893b2052182e874bb2b2f32680e7,1.1627858813716134,0.7527071457992665,0.6583554911009112,0.6583554911009112,0.8579495060905971,1.1627858813716134
K6X_D100_D105_D115_D120_D125_D130,929f0b81018a32b2c705664ed717b9a6e5d0c0b98cb35196f05747b6b565a528,0.5370861555295746,0.9850960365281305,1.156407413720993,0.5370861555295746,0.8928632019262327,1.156407413720993
K6X_D100_D130_D135_D165_D170_D230,01760c3660d3ba0cd0a5960d3899d61c6ce51c703445eb29e43fc16af24a4555,0.4142434467026541,0.3240826835837061,0.3748767055695756,0.3240826835837061,0.3710676119519786,0.4142434467026541
K6X_D110_D120_D130_D220_D225_D230,1349c3d97f9e4cadcb81c54d0a5e5c1f184b70035d02e442c130543a2558cc35,0.8660254037844388,0.5160156871153362,0.4955422587201972,0.4955422587201972,0.6258611165399907,0.8660254037844388
K6X_D190_D195_D200_D205_D210_D215,2783d2e043b5c2adf0e3bd8e11f603689297d2d140a249c79932d99e0335166a,1.2622183908786107,0.8302705055739578,0.737820234355803,0.737820234355803,0.9434363769361238,1.2622183908786107
K6X_D170_D195_D205_D210_D225_D230,be637e356d054ce4c000720c4fd65f91320b4dc8d9bf6140ae536acc492fda32,1.2888920061627722,0.8249080995972006,0.7050116453778216,0.7050116453778216,0.9396039170459315,1.2888920061627722
K6X_D105_D115_D125_D135_D145_D150,c486ccec690462e55ec85915b6b8a30917e5fd7e501a9593a0aa01533cc16c72,0.29542868261033106,0.7154259706822413,0.8887861544839495,0.29542868261033106,0.633213602592174,0.8887861544839495
K6X_D135_D160_D165_D205_D210_D215,a6d69bd20c0d465e33ff70a9f95436eb0cc9b8832bc5c48c41dcf5053df14e5a,0.8426500884694863,0.3668996928526715,0.2903782475104135,0.2903782475104135,0.49997600961085714,0.8426500884694863
K6X_D100_D105_D110_D115_D190_D230,28af39e140680f8a92b622e4f0dcc8436d1ad0021a7f35350015946e4bbc6ea3,0.5245454498840714,0.6493055006205435,0.7205766921228921,0.5245454498840714,0.6314758808758357,0.7205766921228921
K6X_D100_D110_D120_D125_D130_D205,28e52dee45b7d602f92a9be9cd041afef3d7550bc706d562fdebcc66dbf2d1d8,0.30284645669276195,0.6997463614869327,0.8149853884775805,0.30284645669276195,0.6058594022190916,0.8149853884775805
K6X_D145_D170_D190_D210_D225_D230,7483f55aeff7ea22b89928dcfbc36f0e7c1c9cc5a2d9ba78d9bfd27e0c0c3e22,1.08240363688233,0.5995560487738422,0.47884229223033586,0.47884229223033586,0.7202673259621694,1.08240363688233
K6X_D110_D115_D120_D125_D130_D140,97c0058ee55e7c461711cba59eb27862b84901f89382791431dc3aa1c092def3,0.4385290096535146,0.8608857417538227,1.0284416890093029,0.4385290096535146,0.7759521468055467,1.0284416890093029
K6X_D105_D125_D135_D155_D160_D165,15c32c640ecaa81d7b0a38000cc3fb0e98bb69357d1c2a7876ba0a125bd274b5,0.1998520162579474,0.489535463898379,0.6661733875264912,0.1998520162579474,0.45185362256093925,0.6661733875264912
K6X_D120_D145_D200_D215_D220_D230,269b86c19099935a4fe83452d0a05faf6296e1ec0d4b4f38325d07863d571033,1.0132261440245762,0.5717718748968657,0.48498154665071125,0.48498154665071125,0.689993188524051,1.0132261440245762
K6X_D140_D160_D165_D170_D180_D190,0ac97060e42705949d81140172fb178bb0fee693903982773db4697ba86e5d0d,0.6020183016345587,0.3076923076923077,0.3728984505704869,0.3076923076923077,0.4275363532991177,0.6020183016345587
K6X_D100_D140_D165_D190_D225_D230,21b70b358c2bfdf1aedcf8c0b7cff52623e49009d66f8ebdc8316f4e58399911,0.7994080650317896,0.4015502503427135,0.3461538461538462,0.3461538461538462,0.5157040538427832,0.7994080650317896
K6X_D105_D110_D115_D120_D135_D200,04dd1829254c4801f45f498a2b6458529817ace687391911b5e3426f2ea99ce3,0.3003942183041021,0.7050116453778215,0.8266994330847952,0.3003942183041021,0.6107017655889063,0.8266994330847952
K6X_D100_D130_D135_D155_D160_D225,300fdbe1088aaa5f1740045c52520d3b1a7d01c07078bdea2526e26b7b9eb3d6,0.34185363143521497,0.3768445758127966,0.44853476114194624,0.34185363143521497,0.38907765612998596,0.44853476114194624
K6X_D120_D125_D180_D185_D190_D195,50ad4213fdfa1bf1b1a353c55769ade406e6fdebf5a82de63c4bd7e0c7fc3e7c,0.5921078583977174,0.2826334318595975,0.3768445758127966,0.2826334318595975,0.4171952886900372,0.5921078583977174
K6X_D100_D105_D130_D145_D175_D220,755ff7c36738865b5c4bada4bac221f914a7cfcf213197650300c56a80a55266,0.31948553318915673,0.4317296984739163,0.5357072414301585,0.31948553318915673,0.4289741576977438,0.5357072414301585
K6X_D160_D165_D170_D175_D180_D220,35df0a885e8930de3868cebd5d71e2a3f516172023fcd0da2669969a72abb29b,0.7863480115484951,0.40155025034271347,0.3330866937632456,0.3330866937632456,0.5069949852181513,0.7863480115484951
K6X_D135_D155_D190_D220_D225_D230,44825bb6c0ca299596847e936de26c97539f13b2aea4f8017223d24deeaaeb90,1.0596136395350702,0.5832981110808886,0.4772951402304176,0.4772951402304176,0.7067356302821254,1.0596136395350702
K6X_D150_D205_D215_D220_D225_D230,1378d30bbda23695267aae4a889c45ff266766efe10cbac3e7ee6cb40fb7be18,1.3406480813794905,0.8904489925223251,0.7730673554708377,0.7730673554708377,1.0013881431242178,1.3406480813794905
K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,1.4970384966175818,1.043435382019272,0.9294650748918902,0.9294650748918902,1.1566463178429147,1.4970384966175818
