slot,geometry_id,geometry_hash,D0,D1,D2,D3,D4,D5,cnn_uncertainty_percentile,committee_uncertainty_percentile,novelty_percentile,cnn_mlp_disagreement_percentile,predicted_eta_plus1,predicted_eta_plus1_min,predicted_eta_plus1_max,predicted_eta_plus1_450_p,predicted_eta_plus1_450_s,lf_rank,lf_passing_status,lf_pareto_status,rationale,lf_authority_source
U1,K6X_D200_D205_D215_D220_D225_D230,387ae38a766485eadf9f5c9e791d735d0c0dfaa180486523e334f988f239eec9,200,205,215,220,225,230,0.9829545454545454,0.9559659090909091,1.0,0.8977272727272727,0.2386128008365631,0.18052931129932404,0.33900773525238037,0.18473714590072632,0.28331220149993896,,not_in_authoritative_passing_set,not_in_authoritative_pareto_set,"{""fallback_near_duplicate_relaxed"": false, ""metric"": ""highest CNN epistemic uncertainty"", ""rank_position"": 1, ""slot"": ""U1""}",
U2,K6X_D100_D140_D145_D155_D225_D230,b3675b12a5a697a0cb36ebd8799b9f4e45182e7384a43255e7f003887d9785d6,100,140,145,155,225,230,0.8181818181818181,0.9261363636363638,0.5681818181818182,0.43750000000000006,0.8074259161949158,0.7685807347297668,0.8641071319580078,0.7694262862205505,0.8401702046394348,,not_in_authoritative_passing_set,not_in_authoritative_pareto_set,"{""fallback_near_duplicate_relaxed"": false, ""metric"": ""highest committee uncertainty after U1 near-duplicate exclusion"", ""rank_position"": 2, ""slot"": ""U2""}",
D1,K6X_D100_D200_D205_D210_D215_D220,be59997cf141c53a03303d7cf05734da8b1ae25d0a64f2927ab681a0f9ecc96b,100,200,205,210,215,220,0.8806818181818181,0.890625,0.9090909090909091,0.9602272727272727,0.5947521328926086,0.530234158039093,0.6913521885871887,0.5328646302223206,0.6489611268043518,,not_in_authoritative_passing_set,not_in_authoritative_pareto_set,"{""fallback_near_duplicate_relaxed"": false, ""metric"": ""farthest from current three formal HF geometries"", ""rank_position"": 5, ""slot"": ""D1""}",
D2,K6X_D100_D110_D115_D220_D225_D230,3e20850f5b7402c4416f521873aca37e9073de4318f168d9617b996729a1f136,100,110,115,220,225,230,0.6647727272727272,0.5923295454545454,0.8636363636363636,0.6363636363636364,0.8643195033073425,0.8352803587913513,0.9060655236244202,0.8357748985290527,0.8886346220970154,,not_in_authoritative_passing_set,not_in_authoritative_pareto_set,"{""fallback_near_duplicate_relaxed"": false, ""metric"": ""maximin coverage against existing HF and selected set"", ""rank_position"": 1, ""slot"": ""D2""}",
X1,K6X_D100_D130_D135_D155_D160_D225,300fdbe1088aaa5f1740045c52520d3b1a7d01c07078bdea2526e26b7b9eb3d6,100,130,135,155,160,225,0.3806818181818181,0.10653409090909088,0.45454545454545453,0.75,0.8089897036552429,0.7708759307861328,0.864067018032074,0.7718536257743835,0.841229259967804,,not_in_authoritative_passing_set,not_in_authoritative_pareto_set,"{""fallback_near_duplicate_relaxed"": false, ""metric"": ""highest CNN/MLP eta/order disagreement"", ""rank_position"": 7, ""slot"": ""X1""}",
P1,K6X_D100_D105_D115_D120_D125_D130,929f0b81018a32b2c705664ed717b9a6e5d0c0b98cb35196f05747b6b565a528,100,105,115,120,125,130,0.08522727272727272,0.453125,0.8409090909090909,0.625,0.8823288083076477,0.8574450016021729,0.9177501797676086,0.8582074642181396,0.9032711982727051,,not_in_authoritative_passing_set,not_in_authoritative_pareto_set,"{""fallback_near_duplicate_relaxed"": false, ""metric"": ""highest predicted eta(+1), excluding nearby selected candidates"", ""rank_position"": 2, ""slot"": ""P1""}",
