candidate_id,category,target_bin,wavelength_nm,geometry_hash_sha256,source_polarization_x_status,source_polarization_y_status,physics_origin,model_fill,Jones_complete,txx_real,txx_imag,txy_real,txy_imag,tyx_real,tyx_imag,tyy_real,tyy_imag,Txx,Txy,Tyx,Tyy,cross_power_xy_yx,combined_leakage,target_transmission,orthogonal_rejection,sigma1,sigma2,sigma2_over_sigma1,determinant_real,determinant_imag,jones_frobenius_norm,projection_error_apcd_v1,phase_wrapped_deg,primitive_valid,manufacturing_pass,phase_unwrapped_deg,x_checkpoint_sha256,y_checkpoint_sha256
LPML_R3_001,B0_TARGETED_ACTIVE_LEARNING,0,450.0,9eb265ac22a86be446b2a88f94b890c814208855cbefdf1836468af51943309c,ACCEPTED,ACCEPTED,FORMAL_WEIGHTED_G0_PROSPECTIVE_ROUND3_TARGETED_ACTIVE_LEARNING,NONE,True,0.2816162591658076,0.9548700100621907,-0.008531419482702222,-0.0005061211740097189,-0.00846418758373197,-0.0005078175288681152,-0.3026207423966117,0.5452399038560387,0.9910844535427114,7.304127703261204e-05,7.190035009522816e-05,0.3888658664856187,0.0001449416271278402,0.3890108081127466,0.9910844535427114,2.5477041585319307,0.995577386979807,0.6236352525233944,0.6264056020951422,-0.60592810841869,-0.13542366557433438,1.1747745578005415,0.2818724322305971,73.5678265889319,True,True,73.5678265889319,af586423cd6c76c73d7e2dab037da3628ede48fc7b3efa4435724bbddfe8db1e,065f9abc91fb41634e2faa4b8a4f55d05a0336604d4e738c8eab064f0d7ff325
LPML_R3_001,B0_TARGETED_ACTIVE_LEARNING,0,450.5,9eb265ac22a86be446b2a88f94b890c814208855cbefdf1836468af51943309c,ACCEPTED,ACCEPTED,FORMAL_WEIGHTED_G0_PROSPECTIVE_ROUND3_TARGETED_ACTIVE_LEARNING,NONE,True,0.31836540412509934,0.9453666199792315,-0.005700088756760426,0.0017494111685187092,-0.005702012203523237,0.0018134670261650125,-0.26731437438965233,0.6034804542538312,0.9950745767146947,3.55514512714846e-05,3.58016058241157e-05,0.4356456334217417,7.13530570956003e-05,0.4357169864788373,0.9950745767146947,2.2837635611964497,0.9975656110552128,0.660041222071449,0.6616519402400665,-0.6556432555686684,-0.06056247580165053,1.1961569977195854,0.30452862435553896,71.38832936649561,True,True,71.38832936649561,af586423cd6c76c73d7e2dab037da3628ede48fc7b3efa4435724bbddfe8db1e,065f9abc91fb41634e2faa4b8a4f55d05a0336604d4e738c8eab064f0d7ff325
LPML_R3_001,B0_TARGETED_ACTIVE_LEARNING,0,451.0,9eb265ac22a86be446b2a88f94b890c814208855cbefdf1836468af51943309c,ACCEPTED,ACCEPTED,FORMAL_WEIGHTED_G0_PROSPECTIVE_ROUND3_TARGETED_ACTIVE_LEARNING,NONE,True,0.3516269556968358,0.935054322968251,-0.009303620293007766,0.005131398550296265,-0.009359671261756929,0.005119026653486064,-0.21113161765984825,0.6602655016536729,0.9979681028742386,0.00011288860163844853,0.00011380788000725929,0.48052709264964083,0.00022669648164570783,0.4807537891312865,0.9979681028742386,2.075840327077919,0.9991145435323883,0.6931753175839375,0.6937896381061606,-0.6916844906586865,0.03484327017380168,1.21602709345044,0.32511440571104355,69.39124142650303,True,True,69.39124142650303,af586423cd6c76c73d7e2dab037da3628ede48fc7b3efa4435724bbddfe8db1e,065f9abc91fb41634e2faa4b8a4f55d05a0336604d4e738c8eab064f0d7ff325
LPML_R3_001,B0_TARGETED_ACTIVE_LEARNING,0,451.5,9eb265ac22a86be446b2a88f94b890c814208855cbefdf1836468af51943309c,ACCEPTED,ACCEPTED,FORMAL_WEIGHTED_G0_PROSPECTIVE_ROUND3_TARGETED_ACTIVE_LEARNING,NONE,True,0.38356339315848037,0.9214918660483384,-0.012802732641223134,0.00213046363242994,-0.012768867035434207,0.002072470866348571,-0.15803630741736013,0.7186634071528923,0.9962681357644959,0.00016844883837174683,0.000167339100860462,0.5414525672427184,0.00033578793923220887,0.5417883551819506,0.9962681357644959,1.8388511422138556,0.9982321082926904,0.7359274073711187,0.7372307515030746,-0.7230184875001909,0.13007754005824074,1.240184055270203,0.35225517292187336,67.40088231362915,True,True,67.40088231362917,af586423cd6c76c73d7e2dab037da3628ede48fc7b3efa4435724bbddfe8db1e,065f9abc91fb41634e2faa4b8a4f55d05a0336604d4e738c8eab064f0d7ff325
LPML_R3_001,B0_TARGETED_ACTIVE_LEARNING,0,452.0,9eb265ac22a86be446b2a88f94b890c814208855cbefdf1836468af51943309c,ACCEPTED,ACCEPTED,FORMAL_WEIGHTED_G0_PROSPECTIVE_ROUND3_TARGETED_ACTIVE_LEARNING,NONE,True,0.4162686445607288,0.9061846002737971,-0.009768521293702877,0.0003774491425470852,-0.009700878456801893,0.0004025029298630828,-0.11041532184936721,0.7575297442261665,0.9944501142178076,9.556647612073606e-05,9.426905144219148e-05,0.5860428566864604,0.00018983552756292755,0.5862326922140233,0.9944501142178076,1.6963402543486115,0.9972787984102598,0.7655833100801109,0.7676723011664446,-0.7325188361454602,0.21528680899598707,1.2572520854752365,0.37087307448947404,65.32764983303906,True,True,65.32764983303906,af586423cd6c76c73d7e2dab037da3628ede48fc7b3efa4435724bbddfe8db1e,065f9abc91fb41634e2faa4b8a4f55d05a0336604d4e738c8eab064f0d7ff325
LPML_R3_001,B0_TARGETED_ACTIVE_LEARNING,0,452.5,9eb265ac22a86be446b2a88f94b890c814208855cbefdf1836468af51943309c,ACCEPTED,ACCEPTED,FORMAL_WEIGHTED_G0_PROSPECTIVE_ROUND3_TARGETED_ACTIVE_LEARNING,NONE,True,0.4494242169304568,0.8907720202439352,-0.00892400720972577,0.0049422059628390505,-0.008941342948595287,0.004981919414534071,-0.04956120222379164,0.7790940186411711,0.995456918813016,0.00010406330445835934,0.00010476713477730616,0.6094438026483171,0.0002088304392356655,0.6096526330875528,0.995456918813016,1.632826407673462,0.997822701196266,0.7806788128788664,0.7823822929092804,-0.7163243283816226,0.3060846356556159,1.2669291818805692,0.3798199520809521,63.227531083629515,True,True,63.22753108362951,af586423cd6c76c73d7e2dab037da3628ede48fc7b3efa4435724bbddfe8db1e,065f9abc91fb41634e2faa4b8a4f55d05a0336604d4e738c8eab064f0d7ff325
LPML_R3_001,B0_TARGETED_ACTIVE_LEARNING,0,453.0,9eb265ac22a86be446b2a88f94b890c814208855cbefdf1836468af51943309c,ACCEPTED,ACCEPTED,FORMAL_WEIGHTED_G0_PROSPECTIVE_ROUND3_TARGETED_ACTIVE_LEARNING,NONE,True,0.48114389752940595,0.8758766469488909,-0.013785082205091531,0.006147721195019655,-0.013799071105221784,0.006101527818301247,0.01876525784772979,0.8044816986425742,0.9986593508002197,0.00022782296729282505,0.00022764300508447074,0.6475429383529333,0.0004554659723772958,0.6479984043253106,0.9986593508002197,1.541144768465925,0.9994805725662543,0.8047958375812853,0.8052140878685626,-0.6957506542774539,0.40367645400322316,1.2832216313347942,0.3935234278697529,61.21875868430271,True,True,61.218758684302706,af586423cd6c76c73d7e2dab037da3628ede48fc7b3efa4435724bbddfe8db1e,065f9abc91fb41634e2faa4b8a4f55d05a0336604d4e738c8eab064f0d7ff325
LPML_R3_001,B0_TARGETED_ACTIVE_LEARNING,0,453.5,9eb265ac22a86be446b2a88f94b890c814208855cbefdf1836468af51943309c,ACCEPTED,ACCEPTED,FORMAL_WEIGHTED_G0_PROSPECTIVE_ROUND3_TARGETED_ACTIVE_LEARNING,NONE,True,0.5097718072784793,0.8595290033603278,-0.013976958209001921,0.002338105556480199,-0.013904171739583221,0.002302714838828589,0.07478050254602703,0.8275338688473057,0.9986574031135651,0.00020082209836942979,0.00019862848739278608,0.6904044276504262,0.00039945058576221584,0.6908038782361885,0.9986574031135651,1.4456453337572612,0.9994609387921249,0.8309868309296592,0.8314350252986663,-0.6733573236421351,0.4861941411008863,1.2997927840043404,0.408890032498577,59.32855241117139,True,True,59.32855241117138,af586423cd6c76c73d7e2dab037da3628ede48fc7b3efa4435724bbddfe8db1e,065f9abc91fb41634e2faa4b8a4f55d05a0336604d4e738c8eab064f0d7ff325
LPML_R3_001,B0_TARGETED_ACTIVE_LEARNING,0,454.0,9eb265ac22a86be446b2a88f94b890c814208855cbefdf1836468af51943309c,ACCEPTED,ACCEPTED,FORMAL_WEIGHTED_G0_PROSPECTIVE_ROUND3_TARGETED_ACTIVE_LEARNING,NONE,True,0.5383388046432894,0.8392077381472226,-0.009994688747572712,0.004309192669436866,-0.009949995416253962,0.004345930018373455,0.12709235043334935,0.831023751968164,0.994078296350943,0.00011846294462318502,0.00011788951650807432,0.7067529418739178,0.00023635246113125932,0.706989294335049,0.994078296350943,1.4060726298350987,0.9971006731304307,0.8407483799144869,0.8431930722450818,-0.6290635388816743,0.5541155298728692,1.3042498191243854,0.4156150515159368,57.320455027630885,True,True,57.32045502763088,af586423cd6c76c73d7e2dab037da3628ede48fc7b3efa4435724bbddfe8db1e,065f9abc91fb41634e2faa4b8a4f55d05a0336604d4e738c8eab064f0d7ff325
LPML_R3_002,B0_TARGETED_ACTIVE_LEARNING,0,450.0,382f254cc62e52ef1485292d4c6facb36dafff993d37ab8261ac35b251cf3ca0,ACCEPTED,ACCEPTED,FORMAL_WEIGHTED_G0_PROSPECTIVE_ROUND3_TARGETED_ACTIVE_LEARNING,NONE,True,0.29142943646698516,0.9442464622199516,-0.0006362164872978015,0.0013376993384499947,-0.0006145443201575002,0.001301904065879232,-0.2820790284439245,0.5426792625484508,0.9765324978543588,2.194210938799107e-06,2.0726189181907197e-06,0.3740693602879988,4.266829856989827e-06,0.3740736271178558,0.9765324978543588,2.6105355391618987,0.9882017368278823,0.6116072696613178,0.6189093247544485,-0.5946277555070953,-0.10819776263944063,1.1621558092494375,0.2769672224946792,72.84783625359805,True,True,72.84783625359805,550bfa5e363631dfe8e220a9cc0d8f7b76726b317d3b4c23a74080e2c3755ca7,80afca817b54220a3e75b8d8d30eda544280c527d58d8fc2756db96185aef433
