candidate_id,H_nm,D_nm,polarization,T,R_total,txx_amplitude,txx_phase_deg_wrapped,tyx_amplitude,cross_pol_fraction,energy_residual,x_input_reconstruction_residual
NP_P1D_H500_D140,500,140,x,0.876203633923252,0.10730827897507578,0.9719879702340984,-160.39603430818354,2.8796016921202816e-09,8.776938602148564e-18,0.016488087101672266,0.027054963894966446
