candidate_id,top_pair_count,bottom_pair_count,cavity_span_nm,termination,fdtd_x_span_um,gan_device_x_span_um,top_dbr_mdc_span_um,monitor_x_span_um,dipole_orientation,source_y_offset_nm,wavelength_nm,eta10,eta20,eta30,peak_abs_angle_deg,dominant_zone,apcd_integration_status
R1C2_C2_cav230,6,0,230,TiO2_50nm,20,3,8,16,physical_x_theta90_phi0,0,450,0.39847885776285646,0.5865632812974813,0.8563771945857132,9.298662864455567,abs_5_10,not_run
R1C2_C2_cav230,6,0,230,TiO2_50nm,20,3,8,16,physical_x_theta90_phi0,0,453,0.4607406097884527,0.6816741613325253,0.8556591642205009,9.00834332946029,abs_5_10,not_run
R1C2_C2_cav230,6,0,230,TiO2_50nm,20,3,8,16,physical_x_theta90_phi0,0,456,0.4942185387009043,0.7190401009249459,0.8612277307907673,6.808961808702712,abs_5_10,not_run
