candidate_id,H_nm,D_nm,polarization,T,R_total,txx_amplitude,txx_phase_deg_wrapped
NP_P1D_H500_D230,500,230,x,0.834774901607063,0.14830167799076396,0.9489736176338214,106.92371248165313
