geometry_uid,exact_hash,J1_side_nm,J2_length_nm,J2_width_nm,D_nm,Psi_deg,H_global,wavelength_nm,Re_txx,Im_txx,Re_txy,Im_txy,Re_tyx,Im_tyx,Re_tyy,Im_tyy,phi_txx,projector_error,Txx,throughput,x_accepted,y_accepted,full_jones_accepted,broadband_status,source_stage,case_uid_x,case_uid_y,attempt_uid_x,attempt_uid_y,solver_entered,solver_replay,ml_eligible,ml_admitted,split,spectral_scope,history_preserved,Txy,Tyx,Tyy,full_jones_frobenius_norm,full_jones_finite,throughput_x,throughput_y,model_fill,strict_candidate
GLOBAL_002,19fafaf7076b7795bfc41398f050ee9e79fedd2a373640761e553da9bb6096f2,108.0,107.0,100.0,195.0,0.0,550.0,452.5,-0.08595629857082203,0.9115604194404929,7.489648835360416e-09,-4.243878761698546e-09,7.045051513541902e-09,4.104252362905197e-09,-0.1985534689045943,0.0890712722454473,95.38682177402109,0.05346935784032436,0.8383308835545237,0.4428440275539971,True,True,True,CENTER_ONLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_002_Px,H1C1A_GLOBAL_002_Py,H1C1A_GLOBAL_002_Px_attempt_001,H1C1A_GLOBAL_002_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,7.410534662101162e-17,6.647763828687193e-17,0.04735717155347029,0.94111001222386,True,0.8383308835545238,0.04735717155347036,NONE,False
GLOBAL_002,19fafaf7076b7795bfc41398f050ee9e79fedd2a373640761e553da9bb6096f2,108.0,107.0,100.0,195.0,0.0,550.0,453.0,0.005607334011810988,0.9176815555561791,-1.7249744101596455e-09,-2.8526439886381616e-10,4.808573515934578e-09,-1.3416648883421456e-09,-0.2927789835900713,0.20525699246874277,89.64990843181113,0.13180125637913687,0.8421708796027287,0.4850104228960387,True,True,True,CENTER_ONLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_002_Px,H1C1A_GLOBAL_002_Py,H1C1A_GLOBAL_002_Px_attempt_001,H1C1A_GLOBAL_002_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,3.056912492964752e-18,2.4922443930757576e-17,0.12784996618934877,0.9848963629702759,True,0.8421708796027286,0.1278499661893488,NONE,False
GLOBAL_002,19fafaf7076b7795bfc41398f050ee9e79fedd2a373640761e553da9bb6096f2,108.0,107.0,100.0,195.0,0.0,550.0,453.5,0.09913670054021419,0.9285177569028749,4.626830279244108e-09,-2.45518728765559e-09,7.154598871015351e-09,6.164298429129874e-09,-0.3494745779874812,0.3265136952968803,83.90568752578167,0.2078133409123174,0.8719733102779464,0.5503584920769492,True,True,True,CENTER_ONLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_002_Px,H1C1A_GLOBAL_002_Py,H1C1A_GLOBAL_002_Px_attempt_001,H1C1A_GLOBAL_002_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,2.7435503050395724e-17,8.918686012850718e-17,0.22874367387595207,1.0491506012741443,True,0.8719733102779463,0.22874367387595212,NONE,False
GLOBAL_002,19fafaf7076b7795bfc41398f050ee9e79fedd2a373640761e553da9bb6096f2,108.0,107.0,100.0,195.0,0.0,550.0,454.0,0.1557303407541092,0.9487646701634751,2.6700428591285528e-09,-5.507484978137168e-09,1.4062231580567117e-08,-1.0158557933716868e-08,-0.34815768195245217,0.4511863659051593,80.67858361055914,0.2599949600501369,0.9244063383817988,0.624594623331504,True,True,True,CENTER_ONLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_002_Px,H1C1A_GLOBAL_002_Py,H1C1A_GLOBAL_002_Px_attempt_001,H1C1A_GLOBAL_002_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,3.7461519653989947e-17,3.009426563181811e-16,0.32478290828120915,1.1176713500233457,True,0.9244063383817988,0.32478290828120915,NONE,False
GLOBAL_004,1cc0ca6edf977fda814cb2d59f204f6c47f61d859fc669d0d29c6ecb9161bddd,105.0,111.0,103.0,202.06187171260194,-1.4179228314511307,550.0,450.0,0.3677664491465424,0.9728920399393741,0.01509753853350848,-0.008822471085647904,0.01598882614108161,-0.009349896521613424,-0.12811247800175304,0.05243533337883039,69.29272468556576,0.01798422868978211,1.081771082495253,0.5507910942468571,True,True,True,CENTER_ONLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_004_Px,H1C1A_GLOBAL_004_Py,H1C1A_GLOBAL_004_Px_attempt_001,H1C1A_GLOBAL_004_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.00030577166582786673,0.00034306312633461346,0.019162271206298744,1.0495628559041685,True,1.0821141456215877,0.01946804287212661,NONE,False
GLOBAL_004,1cc0ca6edf977fda814cb2d59f204f6c47f61d859fc669d0d29c6ecb9161bddd,105.0,111.0,103.0,202.06187171260194,-1.4179228314511307,550.0,450.5,0.32543050747914937,0.24445167443620333,0.004397885379727017,0.006723684357190008,0.004591570749879801,0.007113386428953552,-0.31121261874062384,0.13703670834785525,36.91255604747852,0.4113580439693002,0.16566163633280023,0.14071511097329972,True,True,True,CENTER_ONLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_004_Px,H1C1A_GLOBAL_004_Py,H1C1A_GLOBAL_004_Px_attempt_001,H1C1A_GLOBAL_004_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,6.454932714833827e-05,7.168278843877231e-05,0.11563235349821205,0.530499973559471,True,0.16573331912123906,0.11569690282536038,NONE,False
GLOBAL_004,1cc0ca6edf977fda814cb2d59f204f6c47f61d859fc669d0d29c6ecb9161bddd,105.0,111.0,103.0,202.06187171260194,-1.4179228314511307,550.0,451.0,-0.2607700349292352,0.8466062468051619,0.021708153628684775,0.010770707158585911,0.02202843452148351,0.010946511929282568,-0.39473252729540803,0.27303609675948576,107.11977874675756,0.22784145815884516,0.7847431482465173,0.5081489783013702,True,True,True,CENTER_ONLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_004_Px,H1C1A_GLOBAL_004_Py,H1C1A_GLOBAL_004_Px_attempt_001,H1C1A_GLOBAL_004_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.0005872520666625938,0.000605078050885212,0.23036247823867534,1.0081160432225749,True,0.7853482262974025,0.23094973030533794,NONE,False
GLOBAL_004,1cc0ca6edf977fda814cb2d59f204f6c47f61d859fc669d0d29c6ecb9161bddd,105.0,111.0,103.0,202.06187171260194,-1.4179228314511307,550.0,451.5,-0.0062457892136894315,0.9009312353821852,0.02081123133235428,0.004917619758783198,0.02103418854298064,0.004943042724164185,-0.41799876873576597,0.43155541720701623,90.39720193374262,0.30835564845003327,0.8117161007701723,0.5868016553241029,True,True,True,CENTER_ONLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_004_Px,H1C1A_GLOBAL_004_Py,H1C1A_GLOBAL_004_Px_attempt_001,H1C1A_GLOBAL_004_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.00045729033366073945,0.0004668707590345705,0.36096304878533825,1.0833297331137024,True,0.8121829715292067,0.36142033911899896,NONE,False
GLOBAL_004,1cc0ca6edf977fda814cb2d59f204f6c47f61d859fc669d0d29c6ecb9161bddd,105.0,111.0,103.0,202.06187171260194,-1.4179228314511307,550.0,452.0,0.13059942036972583,0.9484591419008868,0.022645977684925073,0.001274601881252863,0.022830854364771946,0.0012816227912560638,-0.39920619968581206,0.5764449067440829,82.1598790428651,0.3495946676063194,0.9166309524562747,0.704661314109162,True,True,True,CENTER_ONLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_004_Px,H1C1A_GLOBAL_004_Py,H1C1A_GLOBAL_004_Px_attempt_001,H1C1A_GLOBAL_004_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.0005144649152618177,0.0005228904680044933,0.4916543203787828,1.1871489494660408,True,0.9171538429242793,0.4921687852940448,NONE,False
GLOBAL_004,1cc0ca6edf977fda814cb2d59f204f6c47f61d859fc669d0d29c6ecb9161bddd,105.0,111.0,103.0,202.06187171260194,-1.4179228314511307,550.0,452.5,0.17311375161110848,0.9731365936741181,0.024246156774508552,0.0007926439633272397,0.02437367417696399,0.0007994011446421296,-0.3466915088845733,0.6904901165482725,79.91302755669017,0.3797523828666869,0.976963200944538,0.7875590118829543,True,True,True,CENTER_ONLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_004_Px,H1C1A_GLOBAL_004_Py,H1C1A_GLOBAL_004_Px_attempt_001,H1C1A_GLOBAL_004_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.0005885044027866459,0.0005947150350748564,0.596971603383509,1.2550370607141084,True,0.977557915979613,0.5975601077862956,NONE,False
GLOBAL_004,1cc0ca6edf977fda814cb2d59f204f6c47f61d859fc669d0d29c6ecb9161bddd,105.0,111.0,103.0,202.06187171260194,-1.4179228314511307,550.0,453.0,0.21099331946734937,0.9450088294666807,0.023225171224584118,9.152500180001679e-05,0.023322786372881883,6.486077164187285e-05,-0.2713798916665212,0.7783038011150412,77.41392765763601,0.4205608280709503,0.937559868629837,0.8090235472936217,True,True,True,CENTER_ONLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_004_Px,H1C1A_GLOBAL_004_Py,H1C1A_GLOBAL_004_Px_attempt_001,H1C1A_GLOBAL_004_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.0005394169552372045,0.0005439565711147829,0.6794038524310544,1.2720248010896813,True,0.9381038252009517,0.6799432693862917,NONE,False
GLOBAL_004,1cc0ca6edf977fda814cb2d59f204f6c47f61d859fc669d0d29c6ecb9161bddd,105.0,111.0,103.0,202.06187171260194,-1.4179228314511307,550.0,453.5,0.2786284020104593,0.926602083270542,0.022662905102480885,-0.0026636711357058782,0.02276882809981048,-0.0026973766170662826,-0.18932328235054866,0.8454258354483167,73.26401528889761,0.44531812833146167,0.9362252071282106,0.8439298766984683,True,True,True,CENTER_ONLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_004_Px,H1C1A_GLOBAL_004_Py,H1C1A_GLOBAL_004_Px_attempt_001,H1C1A_GLOBAL_004_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.0005207024116032468,0.0005256953736530152,0.7505881484834698,1.2991765674445244,True,0.9367509025018635,0.7511088508950731,NONE,False
GLOBAL_004,1cc0ca6edf977fda814cb2d59f204f6c47f61d859fc669d0d29c6ecb9161bddd,105.0,111.0,103.0,202.06187171260194,-1.4179228314511307,550.0,454.0,0.325567308789623,0.9348865380255532,0.023814719297009446,-0.004382829292067059,0.023900566370264394,-0.004392504725454638,-0.10878830802202921,0.8907501784941332,70.79970641746002,0.45142354671144846,0.9800069115339217,0.8932272846009646,True,True,True,CENTER_ONLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_004_Px,H1C1A_GLOBAL_004_Py,H1C1A_GLOBAL_004_Px_attempt_001,H1C1A_GLOBAL_004_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.0005863500477987552,0.0005905311705825545,0.8052707764496261,1.3365831695790313,True,0.9805974427045044,0.8058571264974246,NONE,False
GLOBAL_005,74226792687513b7dab10575be4e2920be1137a572f185cb068118fc42d20299,107.0,105.0,102.0,206.0218435020908,-0.8343455755467915,550.0,450.0,-0.2564555200225642,0.7627696578088332,0.006658462156718811,-0.003834701836696322,0.006665781617895797,-0.0038790767903148005,0.09006800825280492,0.983677977612558,108.5834787994977,0.6011020185378315,0.6475869846238483,0.8117200571560996,True,True,True,PARTIALLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_005_Px,H1C1A_GLOBAL_005_Py,H1C1A_GLOBAL_005_Px_attempt_001,H1C1A_GLOBAL_005_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,5.904005646881866e-05,5.9479881322636484e-05,0.9757346097505596,1.2741428939927417,True,0.6476464645051708,0.9757936498070284,NONE,False
GLOBAL_005,74226792687513b7dab10575be4e2920be1137a572f185cb068118fc42d20299,107.0,105.0,102.0,206.0218435020908,-0.8343455755467915,550.0,450.5,0.1037577553141129,0.9104501937617866,0.00618888900644221,-0.00840787957667025,0.006171166968190089,-0.008365281013040304,0.4843419085874208,0.5498720502431735,83.49844324061587,0.3901397704751387,0.8396852271086982,0.6884243195878605,True,True,True,PARTIALLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_005_Px,H1C1A_GLOBAL_005_Py,H1C1A_GLOBAL_005_Px_attempt_001,H1C1A_GLOBAL_005_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.00010899478610984992,0.00010806122817641309,0.5369463560527367,1.1733919375791368,True,0.8397932883368745,0.5370553508388465,NONE,False
GLOBAL_005,74226792687513b7dab10575be4e2920be1137a572f185cb068118fc42d20299,107.0,105.0,102.0,206.0218435020908,-0.8343455755467915,550.0,451.0,0.2051763666507185,0.9747507611467341,0.004612714234147367,-0.008126000329878829,0.004567055638911966,-0.008056156531842792,0.4348748567603981,0.21793606769266996,78.11327367994096,0.1926616381888312,0.9922363877881275,0.6145108635505449,True,True,True,PARTIALLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_005_Px,H1C1A_GLOBAL_005_Py,H1C1A_GLOBAL_005_Px_attempt_001,H1C1A_GLOBAL_005_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,8.730901396709656e-05,8.575965527447088e-05,0.23661227064372084,1.1086125234278612,True,0.9923221474434019,0.23669957965768793,NONE,False
GLOBAL_005,74226792687513b7dab10575be4e2920be1137a572f185cb068118fc42d20299,107.0,105.0,102.0,206.0218435020908,-0.8343455755467915,550.0,451.5,0.2262110929921715,0.9707912001613984,0.0014704582855107828,-0.007084171540071467,0.0014537393654386148,-0.006995736111570154,0.25453707237510426,0.05020196510557734,76.88315420037316,0.06353581870544112,0.9936070129035213,0.5305098864165679,True,True,True,PARTIALLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_005_Px,H1C1A_GLOBAL_005_Py,H1C1A_GLOBAL_005_Px_attempt_001,H1C1A_GLOBAL_005_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,5.234773397858585e-05,5.105368188535256e-05,0.06730935851375065,1.030058140511076,True,0.9936580665854066,0.06736170624772927,NONE,False
GLOBAL_005,74226792687513b7dab10575be4e2920be1137a572f185cb068118fc42d20299,107.0,105.0,102.0,206.0218435020908,-0.8343455755467915,550.0,452.0,0.27571699228990526,0.9280449453818872,-0.0011771999422161572,-0.007556058890745298,-0.0011256854309299425,-0.0073361419947309305,0.02933172348303705,0.003290924823863983,73.45360827232952,0.001049531621357791,0.9372872804862616,0.4691360133238321,True,True,True,PARTIALLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_005_Px,H1C1A_GLOBAL_005_Py,H1C1A_GLOBAL_005_Px_attempt_001,H1C1A_GLOBAL_005_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,5.847982566436478e-05,5.508614705626265e-05,0.0008711801886816712,0.9686444273559126,True,0.9373423666333182,0.0009296600143460359,NONE,False
GLOBAL_005,74226792687513b7dab10575be4e2920be1137a572f185cb068118fc42d20299,107.0,105.0,102.0,206.0218435020908,-0.8343455755467915,550.0,452.5,0.34522381775672883,0.9188965915372003,-0.0013747963401518593,-0.0068271681612748145,-0.0014100562075128427,-0.0070036516938412705,-0.1628146249328889,0.05368525279209385,69.40910825123137,0.02969691855085088,0.9635504302852153,0.4965203392151199,True,True,True,PARTIALLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_005_Px,H1C1A_GLOBAL_005_Py,H1C1A_GLOBAL_005_Px_attempt_001,H1C1A_GLOBAL_005_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,4.850029007921948e-05,5.103939555699119e-05,0.029390708459388303,0.9965142640375199,True,0.9636014696807723,0.029439208749467517,NONE,False
GLOBAL_005,74226792687513b7dab10575be4e2920be1137a572f185cb068118fc42d20299,107.0,105.0,102.0,206.0218435020908,-0.8343455755467915,550.0,453.0,0.3788953376819875,0.9279874132852325,-0.001599196490196659,-0.004629256049302921,-0.001624784453234068,-0.0046965158628154025,-0.2939857310512913,0.1824826267181389,67.78990803089141,0.10651521689484789,1.0047223161329641,0.5622492599377159,True,True,True,PARTIALLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_005_Px,H1C1A_GLOBAL_005_Py,H1C1A_GLOBAL_005_Px_attempt_001,H1C1A_GLOBAL_005_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,2.3987440984264996e-05,2.4697185769147828e-05,0.11972751911571376,1.0604237454317171,True,1.0047470133187337,0.11975150655669799,NONE,False
GLOBAL_005,74226792687513b7dab10575be4e2920be1137a572f185cb068118fc42d20299,107.0,105.0,102.0,206.0218435020908,-0.8343455755467915,550.0,453.5,0.3964498971898035,0.9063690998239973,-0.0030560917310442173,-0.003009294343975777,-0.0030671423627270456,-0.0030439618666150206,-0.36023827708989187,0.34659091492700456,66.37521647532105,0.20342798748210877,0.978677466097569,0.6143057066517182,True,True,True,PARTIALLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_005_Px,H1C1A_GLOBAL_005_Py,H1C1A_GLOBAL_005_Px_attempt_001,H1C1A_GLOBAL_005_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,1.8395549117241446e-05,1.8673066118641245e-05,0.24989687859063184,1.1084274506269847,True,0.9786961391636874,0.24991527413974904,NONE,False
GLOBAL_005,74226792687513b7dab10575be4e2920be1137a572f185cb068118fc42d20299,107.0,105.0,102.0,206.0218435020908,-0.8343455755467915,550.0,454.0,0.43955005297561905,0.8756682588064626,-0.0033218435616640036,-0.0031535477128684856,-0.003326586411802979,-0.0031651341968485123,-0.3674016389845735,0.4993290751989298,63.34519967791948,0.2859033801579437,0.9599991485520114,0.6721773509895229,True,True,True,PARTIALLY_COMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_005_Px,H1C1A_GLOBAL_005_Py,H1C1A_GLOBAL_005_Px_attempt_001,H1C1A_GLOBAL_005_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,2.0979507825506646e-05,2.1084251639252093e-05,0.3843134896675694,1.1594631093652983,True,0.9600202328036509,0.3843344691753949,NONE,False
GLOBAL_006,58cb7c6aebab655f9f14af16d5a2ec1d0182037e8543fca5a31e7a08ebfcd176,113.0,112.0,96.0,191.1674658512792,2.398421334092505,550.0,450.0,-0.19677503679044178,0.9799167537744355,-0.0040295559030150965,0.030869957536957687,-0.00393762710140689,0.030251172136228962,0.24548453126427452,0.3155913162758176,101.35443508965682,0.1393623743330995,0.9989572594317075,0.580358811676183,True,True,True,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_006_Px,H1C1A_GLOBAL_006_Py,H1C1A_GLOBAL_006_Px_attempt_001,H1C1A_GLOBAL_006_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.0009691915991090944,0.0009306383228054894,0.15986053399874373,1.0773660581958044,True,0.9998878977545131,0.16082972559785275,NONE,True
GLOBAL_006,58cb7c6aebab655f9f14af16d5a2ec1d0182037e8543fca5a31e7a08ebfcd176,113.0,112.0,96.0,191.1674658512792,2.398421334092505,550.0,450.5,-0.11664450285174739,0.9841118825231515,-0.006676307208351573,0.009985957600053207,-0.006792679515409036,0.009725651398351671,0.269193759885123,0.2907963884601305,96.75959903106389,0.13806699528241895,0.9820821373687925,0.5696974892442942,True,True,True,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_006_Px,H1C1A_GLOBAL_006_Py,H1C1A_GLOBAL_006_Px_attempt_001,H1C1A_GLOBAL_006_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.00014429242713034758,0.00014072879012131732,0.15702781990254439,1.0674244603195995,True,0.9822228661589136,0.15717211232967476,NONE,True
GLOBAL_006,58cb7c6aebab655f9f14af16d5a2ec1d0182037e8543fca5a31e7a08ebfcd176,113.0,112.0,96.0,191.1674658512792,2.398421334092505,550.0,451.0,-0.014470396877286582,0.9944100393723102,0.007101357155225169,0.013487654618657273,0.006829018853618364,0.012986452060628118,0.2590365562477466,0.25574971895182713,90.83369447467538,0.11849693900540692,0.9890607187902257,0.5610081022715202,True,True,True,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_006_Px,H1C1A_GLOBAL_006_Py,H1C1A_GLOBAL_006_Px_attempt_001,H1C1A_GLOBAL_006_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.00023234610055825457,0.00021528343562606734,0.13250785621663055,1.0592526632220665,True,0.9892760022258517,0.13274020231718875,NONE,True
GLOBAL_006,58cb7c6aebab655f9f14af16d5a2ec1d0182037e8543fca5a31e7a08ebfcd176,113.0,112.0,96.0,191.1674658512792,2.398421334092505,550.0,451.5,0.07275738156588125,1.0174508555186115,0.0026576715887252863,0.027858831986291164,0.0026004717262500393,0.02708254684900954,0.24570564930448707,0.19855983605389993,85.90977106057528,0.08873607881871282,1.040499879967878,0.5709102795483555,True,True,True,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_006_Px,H1C1A_GLOBAL_006_Py,H1C1A_GLOBAL_006_Px_attempt_001,H1C1A_GLOBAL_006_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.0007831777379139174,0.0007402267970278222,0.0997972745938912,1.0685600400055724,True,1.041240106764906,0.10058045233180511,NONE,True
GLOBAL_006,58cb7c6aebab655f9f14af16d5a2ec1d0182037e8543fca5a31e7a08ebfcd176,113.0,112.0,96.0,191.1674658512792,2.398421334092505,550.0,452.0,0.14637035881307597,0.9682068687150143,-0.005630201929860104,0.017881667318309282,-0.005733189512734227,0.017469802427834562,0.2406610351473442,0.1448630019845297,81.40330713956507,0.07664615713726364,0.9588488225660016,0.5192206812034363,True,True,True,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_006_Px,H1C1A_GLOBAL_006_Py,H1C1A_GLOBAL_006_Px_attempt_001,H1C1A_GLOBAL_006_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.00035145319985369067,0.0003380634588565001,0.0789030231821611,1.0190394312326059,True,0.9591868860248579,0.07925447638201479,NONE,True
GLOBAL_006,58cb7c6aebab655f9f14af16d5a2ec1d0182037e8543fca5a31e7a08ebfcd176,113.0,112.0,96.0,191.1674658512792,2.398421334092505,550.0,452.5,0.4007695405076531,0.6234541161626928,0.04317263491866964,-0.030390886555643964,0.041347484445824374,-0.03073004403049312,0.22841120535274476,0.10691687028403063,57.266229793887135,0.1116579678419809,0.5493112595589198,0.30917779395425904,True,True,True,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_006_Px,H1C1A_GLOBAL_006_Py,H1C1A_GLOBAL_006_Px_attempt_001,H1C1A_GLOBAL_006_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.002787482391458754,0.002653950076113734,0.06360289588202599,0.7863558913803077,True,0.5519652096350334,0.06639037827348472,NONE,True
GLOBAL_006,58cb7c6aebab655f9f14af16d5a2ec1d0182037e8543fca5a31e7a08ebfcd176,113.0,112.0,96.0,191.1674658512792,2.398421334092505,550.0,453.0,-0.08087297604924139,0.9230305424677449,-0.07020320073556618,-0.006032305692491909,-0.06921101054609866,-0.004653814521552285,0.16330195283071278,0.06795079653695285,95.00728543650666,0.045644859505806434,0.8585258205833604,0.449793679603795,True,True,True,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_006_Px,H1C1A_GLOBAL_006_Py,H1C1A_GLOBAL_006_Px_attempt_001,H1C1A_GLOBAL_006_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.004964878105485871,0.00481182197041319,0.0312848385483307,0.9484657923233659,True,0.8633376425537734,0.03624971665381657,NONE,True
GLOBAL_006,58cb7c6aebab655f9f14af16d5a2ec1d0182037e8543fca5a31e7a08ebfcd176,113.0,112.0,96.0,191.1674658512792,2.398421334092505,550.0,453.5,0.3809499073662804,0.8493904712082162,-0.018482651588443186,0.02329028452586835,-0.017976123326183552,0.02284883057298927,0.12372846694675223,0.033146765213825424,65.8438621483001,0.02049984347587941,0.8665870045016933,0.44236185095512703,True,True,True,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_006_Px,H1C1A_GLOBAL_006_Py,H1C1A_GLOBAL_006_Px_attempt_001,H1C1A_GLOBAL_006_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.0008840457630356841,0.0008452100683913296,0.016407441577134023,0.9405975238699357,True,0.8674322145700843,0.017291487340169713,NONE,True
GLOBAL_006,58cb7c6aebab655f9f14af16d5a2ec1d0182037e8543fca5a31e7a08ebfcd176,113.0,112.0,96.0,191.1674658512792,2.398421334092505,550.0,454.0,0.5456286367923041,0.7330914317225341,-0.01375398668364709,0.031851428596202026,-0.013535782503640558,0.031743112891342476,0.07613447477074806,0.010113977097706799,53.340258982830164,0.009832836382761334,0.8351336565528231,0.42171346780575236,True,True,True,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_006_Px,H1C1A_GLOBAL_006_Py,H1C1A_GLOBAL_006_Px_attempt_001,H1C1A_GLOBAL_006_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.0012036856533128976,0.0011908426240183746,0.00589875078135061,0.9183827827281524,True,0.8363244991768413,0.007102436434663507,NONE,True
GLOBAL_008,919905dfcf294368d2b73bdb4d8aa298c3d7369e62eb4dbd9cd964ec472c0c8f,104.0,109.0,99.0,184.13310403075272,-2.1786800752766027,550.0,450.0,0.3022094703822661,0.9844644289305521,0.0064608973971767006,-0.016174072545295834,0.006630459020148711,-0.016364962440869622,-0.2879773389213071,0.7593900382629631,72.93463653748444,0.3836877986562176,1.0605007758182878,0.8603600362819482,True,True,True,INCOMPATIBLE,H1C1A_BROADBAND_GLOBAL,H1C1A_GLOBAL_008_Px,H1C1A_GLOBAL_008_Py,H1C1A_GLOBAL_008_Px_attempt_001,H1C1A_GLOBAL_008_Py_attempt_001,True,False,True,False,UNASSIGNED,BROADBAND_9NM_GRID,,0.00030334381787733706,0.0003117749825089449,0.659604177945222,1.3117622012254722,True,1.060812550800797,0.6599075217630994,NONE,False
