case_id,wavelength_nm,T_total,R_signed_monitor,R_total,closure,signed_closure_residual,sourcepower_W,raw_transmitted_power_W,raw_reflected_power_W,normalization_path,transmitted_order_sum,transmitted_order_sum_mismatch,eta_plus1,eta_0,eta_minus1,non_target_efficiency,directionality,eta_plus1_over_minus1,plus1_transmitted_fraction,plus1_air_side_angle_deg,transmitted_order_count,raw_power_origin,transmission_power_normalization_mismatch,reflection_power_normalization_mismatch
RUN3C_P_PILOT_HF_SIMTIME_2PS_RECOVERY_V2,445,0.7716198781306755,-0.22788119903774132,0.22788119903774132,0.9995010771684167,0.0004989228315832317,9.406179484425252e-16,7.257995067447472e-16,-2.1434914592750297e-16,monitor_T_and_order_sum,0.7716198781306753,-1.1102230246251565e-16,0.6715695664768114,0.055678518332987446,0.0004985699011389438,0.10005031165386402,0.9992581557223856,1346.9917958197307,0.870337306633098,14.817860402183731,7,direct_getdata_power,0.0,0.0
RUN3C_P_PILOT_HF_SIMTIME_2PS_RECOVERY_V2,446,0.7683030674357874,-0.23143919519838338,0.23143919519838338,0.9997422626341708,0.00025773736582926365,9.406820787279247e-16,7.227289265685373e-16,-2.1771070323833317e-16,monitor_T_and_order_sum,0.7683030674357874,0.0,0.6651850013025734,0.05473669516195086,0.0006361350789674859,0.10311806613321395,0.9990445856338765,1045.6662795301881,0.8657846486577613,14.85192444636312,7,direct_getdata_power,0.0,2.7755575615628914e-17
RUN3C_P_PILOT_HF_SIMTIME_2PS_RECOVERY_V2,447,0.7650740853429394,-0.23512146396637737,0.23512146396637737,1.0001955493093169,-0.00019554930931678371,9.407457805215036e-16,7.197402175727191e-16,-2.2118952513640826e-16,monitor_T_and_order_sum,0.7650740853429393,-1.1102230246251565e-16,0.6643895766367183,0.049764323457776205,0.000721058680121604,0.10068450870622114,0.9989158815964834,921.4084719494276,0.8683990078410642,14.885993861861795,7,direct_getdata_power,0.0,0.0
RUN3C_P_PILOT_HF_SIMTIME_2PS_RECOVERY_V2,448,0.5053457166872318,-0.4740546559762544,0.4740546559762544,0.9794003726634862,0.02059962733651377,9.408090576289273e-16,4.754338274933294e-16,-4.459949141536252e-16,monitor_T_and_order_sum,0.5053457166872318,0.0,0.44235867507686044,0.024687621873255263,0.002217680199700987,0.06298704161037139,0.9950117000749592,199.4691007010408,0.8753585129339183,14.92006866327333,7,direct_getdata_power,0.0,0.0
RUN3C_P_PILOT_HF_SIMTIME_2PS_RECOVERY_V2,449,0.6644653378812949,-0.33942522401330766,0.33942522401330766,1.0038905618946026,-0.0038905618946025733,9.408719138137385e-16,6.251767741152663e-16,-3.1935566011405767e-16,monitor_T_and_order_sum,0.6644653378812949,0.0,0.5201808368440247,0.045699967115403986,0.0015178224490125715,0.1442845010372702,0.9970906146259425,342.7152083449757,0.7828562412339916,14.95414886521045,7,direct_getdata_power,0.0,0.0
RUN3C_P_PILOT_HF_SIMTIME_2PS_RECOVERY_V2,450,0.7395719671897157,-0.26067433158527137,0.26067433158527137,1.0002462987749872,-0.00024629877498710817,9.409343527979162e-16,6.958886702951369e-16,-2.4527743348121673e-16,monitor_T_and_order_sum,0.739571967189716,2.220446049250313e-16,0.6216787417275325,0.05220383934188648,0.0029133828557477625,0.11789322546218328,0.9953355434033186,213.3872451748088,0.8405926256099683,14.988234482305128,7,direct_getdata_power,0.0,0.0
RUN3C_P_PILOT_HF_SIMTIME_2PS_RECOVERY_V2,451,0.7470487693072377,-0.25299419122123756,0.25299419122123756,1.0000429605284753,-4.296052847529985e-05,9.409963782624261e-16,7.029701863035134e-16,-2.3806661766061623e-16,monitor_T_and_order_sum,0.7470487693072377,0.0,0.6331743055899215,0.04884986725363966,0.0036812166344265067,0.11387446371731624,0.9942196989647367,172.00137032646086,0.8475675639986454,15.022325529208606,7,direct_getdata_power,0.0,0.0
RUN3C_P_PILOT_HF_SIMTIME_2PS_RECOVERY_V2,452,0.751794819801661,-0.24816137625286053,0.24816137625286053,0.9999561960545215,4.3803945478509965e-05,9.410579938477605e-16,7.074825249076897e-16,-2.3353424688701617e-16,monitor_T_and_order_sum,0.7517948198016609,-1.1102230246251565e-16,0.6408670232828975,0.04556799103572265,0.004541210013397167,0.1109277965187635,0.99296381765971,141.12252492006655,0.8524493736894482,15.056422020591514,7,direct_getdata_power,0.0,2.7755575615628914e-17
RUN3C_P_PILOT_HF_SIMTIME_2PS_RECOVERY_V2,453,0.7563445891144975,-0.24346909204948086,0.24346909204948086,0.9998136811639784,0.00018631883602160393,9.411192031544697e-16,7.118104170176307e-16,-2.291334379023497e-16,monitor_T_and_order_sum,0.7563445891144975,0.0,0.6479121564691263,0.042627536757659006,0.005505001504392862,0.10843243264537128,0.9915750582346723,117.6951824540116,0.8566362023263493,15.0905239711439,7,direct_getdata_power,0.0,-2.7755575615628914e-17
RUN3C_P_PILOT_HF_SIMTIME_2PS_RECOVERY_V2,454,0.761075512310817,-0.23854296351973384,0.23854296351973384,0.9996184758305509,0.0003815241694491156,9.411800097436879e-16,7.16309058092377e-16,-2.245118687297913e-16,monitor_T_and_order_sum,0.7610755123108172,1.1102230246251565e-16,0.6546642175820175,0.0401026117776966,0.006574216634297308,0.10641129472879951,0.9900577215507913,99.58056662852759,0.8601830002312018,15.124631395575323,7,direct_getdata_power,0.0,0.0
RUN3C_P_PILOT_HF_SIMTIME_2PS_RECOVERY_V2,455,0.7660227157664878,-0.23342269183644562,0.23342269183644562,0.9994454076029334,0.000554592397066539,9.412404171376484e-16,7.210115405249633e-16,-2.1970687183352881e-16,monitor_T_and_order_sum,0.7660227157664878,0.0,0.6610281457193352,0.038028350721442804,0.007751068240204091,0.10499457004715262,0.9884101238818211,85.28219920586454,0.8629354353518168,15.158744308614912,7,direct_getdata_power,1.1102230246251565e-16,2.7755575615628914e-17
