wavelength_nm,cone_deg,total_cone_power,L_fraction,DoCP_RminusL,usable_L_power,leakage_R_power,L_to_R_power_ratio,normalized_total_power,normalized_usable_L_power,source_priority,source_csv
420,10,2.9977876801780905e-11,0.8749559170784557,-0.7499118341569113,2.6229320689167173e-11,3.748556112613732e-12,6.997179687642029,1.0,1.0,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
422,10,2.9897230923125064e-11,0.8747131083133817,-0.7494262166267633,2.6151499790729678e-11,3.745731132395386e-12,6.981680976660452,0.9973098201987723,0.9970330570372097,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
424,10,2.96665929307572e-11,0.872267593818077,-0.7445351876361539,2.5877207632491954e-11,3.789385298265246e-12,6.828866846646172,0.989616213547011,0.986575593746862,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
426,10,2.903264537517941e-11,0.8658899577290508,-0.7317799154581014,2.5139076076676618e-11,3.89356929850279e-12,6.456563155648328,0.9684690335859495,0.9584341270057813,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
428,10,2.8645014841768825e-11,0.8530779917246012,-0.7061559834492024,2.4436431734137544e-11,4.208583107631281e-12,5.806332228494618,0.9555384802991486,0.9316456199427955,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
430,10,2.832165796913646e-11,0.8406073955673947,-0.6812147911347894,2.380739514358635e-11,4.514262825550111e-12,5.2738168032308055,0.9447519634697393,0.9076634284859275,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
432,10,2.809688592829526e-11,0.8322753884416662,-0.6645507768833322,2.338434664997312e-11,4.712539278322139e-12,4.962154216420436,0.9372540328348438,0.8915345893662797,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
434,10,2.795068759830674e-11,0.8185232964979864,-0.6370465929959728,2.2878288952351418e-11,5.072398645955321e-12,4.510349156132342,0.9323771587668365,0.8722410017198903,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
450,10,2.8346418342698573e-11,0.788813891144277,-0.577627782288554,2.236004855290757e-11,5.986369789791003e-12,3.735159927981697,0.9455779183472589,0.8524829452461714,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
453,10,2.7764928404717467e-11,0.8037858795657129,-0.6075717591314259,2.2317057398864877e-11,5.447871005852592e-12,4.096473168121985,0.926180616069115,0.850843895781179,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
448,10,2.8573917305195018e-11,0.7805477742766566,-0.5610955485533132,2.2303307554935213e-11,6.270609750259806e-12,3.5568004457638485,0.9531668134514956,0.8503196792338804,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
454,10,2.7534046965402393e-11,0.807860792582942,-0.6157215851658839,2.2243677004485925e-11,5.290369960916468e-12,4.204559826404386,0.9184788885304469,0.8480462482458672,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
436,10,2.7253427068685767e-11,0.8000345592705418,-0.6000691185410836,2.180368351350787e-11,5.4497435551778956e-12,4.000864131082244,0.9091179888719375,0.8312713764833753,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
438,10,2.7398232814691126e-11,0.7888865204035911,-0.5777730408071822,2.161409655038917e-11,5.784136264301957e-12,3.7367889625604476,0.9139484092170087,0.8240433218430964,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
447,10,2.767961263368452e-11,0.7779788671500512,-0.5559577343001023,2.1534153679906128e-11,6.145458953778393e-12,3.504075747941714,0.9233346583117638,0.8209954781177322,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
440,10,2.745646541506169e-11,0.7841351035336496,-0.568270207067299,2.1529578350907465e-11,5.926887064154223e-12,3.6325271795911593,0.9158909283872491,0.8208210424526655,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
455,10,2.6494671828540968e-11,0.8120744552311286,-0.6241489104622573,2.1515646191689938e-11,4.97902563685103e-12,4.321256358362003,0.8838074825555021,0.8202898750853276,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
446,10,2.761878532382941e-11,0.7756931514224467,-0.5513863028448934,2.1423702626301255e-11,6.195082697528156e-12,3.4581786349437005,0.9213055849968885,0.8167845015959312,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
462,10,2.569669125809448e-11,0.8335143873438177,-0.6670287746876353,2.1418561870753856e-11,4.278129387340624e-12,5.006525032677445,0.8571885003065963,0.8165885088895884,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
442,10,2.7525018700213385e-11,0.7779427397335763,-0.5558854794671525,2.141288845886192e-11,6.112130241351463e-12,3.5033429611812856,0.9181777242669233,0.8163722085149365,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
456,10,2.625692045246999e-11,0.8154870308388505,-0.6309740616777012,2.141217809875664e-11,4.84474235371335e-12,4.419673232436158,0.8758765881281537,0.8163451258423161,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
458,10,2.5848903293329926e-11,0.8229868555404559,-0.6459737110809118,2.127330764054693e-11,4.575595652782995e-12,4.649297983227158,0.8622659791501416,0.8110506517743291,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
444,10,2.747574663408504e-11,0.7740263217587213,-0.5480526435174428,2.1266951104755412e-11,6.208795529329628e-12,3.4252941660411924,0.9165341099958346,0.810808307114822,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
460,10,2.550832030042372e-11,0.8294691108681377,-0.6589382217362754,2.115836375933213e-11,4.34995654109159e-12,4.864040263267226,0.8509048345581413,0.8066683849753924,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
464,10,2.5186524675485096e-11,0.8358173377378441,-0.6716346754756881,2.105133400113247e-11,4.135190674352626e-12,5.090777102903026,0.8401703977243923,0.8025878462733793,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
466,10,2.4533150863407088e-11,0.8354357145824579,-0.6708714291649158,2.0495870422529745e-11,4.0372804408773435e-12,5.076652643450197,0.8183751980043377,0.7814106459491584,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
468,10,2.3339553454329737e-11,0.8333960782868972,-0.6667921565737944,1.9451092317805808e-11,3.888461136523929e-12,5.0022596690252685,0.77855925583573,0.7415781959553072,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
470,10,2.292458080281061e-11,0.8310559628984884,-0.6621119257969766,1.905160957312397e-11,3.872971229686637e-12,4.919119829006693,0.7647166260103091,0.7263478074364454,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
472,10,2.2865670359270773e-11,0.8306268572628112,-0.6612537145256222,1.8992839909728495e-11,3.872830449542277e-12,4.904123781606093,0.7627514953931755,0.7241071980019911,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
474,10,2.2465695433223804e-11,0.8321592590560608,-0.6643185181121216,1.869503646589065e-11,3.770658967333154e-12,4.9580289885279525,0.7494091586862875,0.7127533605402058,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
476,10,2.174561541880905e-11,0.832729532890958,-0.6654590657819158,1.8108216170131274e-11,3.6373992486777766e-12,4.978341648009565,0.7253887779509856,0.690380676828205,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
478,10,2.158548945085885e-11,0.8321537195445957,-0.6643074390891915,1.7962445334722827e-11,3.6230441161360253e-12,4.9578323528336625,0.7200473066717158,0.6848231239988384,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
480,10,2.110270396121633e-11,0.8287437251409724,-0.6574874502819447,1.7488733491365574e-11,3.6139704698507543e-12,4.839202101196971,0.7039425807488365,0.6667627308620501,ultra,outputs\stage10_cp_dipole_bw2a_no_dbr_microled_center_spectral_boundary_ultra\stage10_cp_dipole_bw2a_center_spectral_boundary_combined_summary.csv
