geometry_id,wavelength_nm,S0,S1,S2,S3,DoLP,psi_deg,total_power,polarized_lp_excess_power,axis_free_useful_lp_power,useful_lp_power,circular_contamination,sigma1,sigma2,sigma2_over_sigma1,dominant_u1_overlap_adjacent,dominant_u1_drift_angle_deg
BF04R_I02,435.0,0.9174543723293761,-0.008475823163769713,-0.002444264381521353,0.012837176565324671,0.009614892085034266,98.04327193762059,0.45872718616468805,0.0044106123914448995,0.46313779855613296,0.46313779855613296,0.013992168932316107,0.9659348955854582,0.9496728500642007,0.983164449699893,,
BF04R_I02,436.0,0.8643020966906758,-0.02720872836629462,-0.0022209749986670017,0.01207832262474122,0.03158528027704063,92.33327681103158,0.4321510483453379,0.01364961198400443,0.44580066032934235,0.44580066032934235,0.013974653851920387,0.945597142572454,0.9134824778506494,0.9660376884870463,0.959459649485,16.37041210721584
BF04R_I02,437.0,0.5433777230195912,-0.30065550075787206,-0.014557919759207167,0.09847318154256289,0.5539567289337547,91.38606545366295,0.2716888615097956,0.15050387300970225,0.42219273451949785,0.42219273451949785,0.18122417863459686,0.9274069379874711,0.47610063790325435,0.5133675611015175,0.9986218228913996,3.0084308725547424
BF04R_I02,438.0,0.8842158898795953,0.08625698180581193,0.002775324007073217,-0.03352507575936049,0.09760242872762133,0.9214298409192326,0.44210794493979766,0.04315080918590174,0.4852587541256994,0.4852587541256994,0.037915034261514616,0.9883321536982177,0.8897366653821979,0.9002405335624389,0.028224071973361194,88.38266501906888
BF04R_I02,439.0,0.8668865246866171,0.12001732494496736,0.003531117378744088,-0.03643887352465398,0.13850631666404922,0.8426274084263771,0.43344326234330854,0.06003462975002085,0.4934778920933294,0.4934778920933294,0.042034190735433075,0.9961743270077285,0.861051542931045,0.8643582951163173,0.9992796365189051,2.1749012784611956
BF04R_I02,440.0,0.8328819488022163,0.15426828604695547,0.0035988372010302746,-0.04224724033899818,0.18527266459963154,0.6681891490271019,0.41644097440110817,0.07715512897576025,0.49359610337686843,0.49359610337686843,0.05072416373023183,0.9964291064241791,0.8203005141258569,0.8232402173292754,0.9999017715937446,0.8030817083537466
BF04R_I02,441.0,0.7933574180439172,0.184171200965498,0.004267779328805187,-0.04759369005714792,0.23220384474093325,0.6637356642425245,0.3966787090219586,0.09211032136176872,0.48878903038372734,0.48878903038372734,0.05999022505454574,0.9917795686698143,0.776587485900302,0.7830242832506317,0.9999740436941563,0.41281931706201414
BF04R_I02,442.0,0.7463941438785933,0.23078747865316196,0.005145858661007467,-0.05731262210824854,0.309280079318002,0.6386549648940932,0.37319707193929663,0.11542242001063176,0.4886194919499284,0.4886194919499284,0.07678600184404834,0.992092334953932,0.7131206676873426,0.7188047347633791,0.9999886988049671,0.2723956853376973
BF04R_I02,443.0,0.6924759295307309,0.27677829696544165,0.006899781023920611,-0.06739451427591367,0.39981791974042813,0.714012758150999,0.34623796476536545,0.13843214280764807,0.48467010757301354,0.48467010757301354,0.0973239810971983,0.9886479607081345,0.6383784683470367,0.6457085774897954,0.9999965668880814,0.15013492635279133
BF04R_I02,444.0,0.6314670557227332,0.336976550500348,0.009016947053597665,-0.08171586649146229,0.5338317578286413,0.766388280541201,0.3157335278613666,0.16854858418367163,0.48428211204503824,0.48428211204503824,0.12940638114198372,0.9891042587596747,0.5334855918850485,0.539362344424675,0.9999994916937975,0.05776973204992489
BF04R_I02,445.0,0.5686938175293479,0.39320870090673965,0.012294163824955096,-0.0959594691451647,0.6917621364384489,0.8954205438895119,0.28434690876467394,0.19670042509671953,0.4810473338613935,0.4810473338613935,0.16873661395169404,0.986726372468083,0.40467110217394275,0.41011481345304,0.999997350831629,0.13188412027555402
BF04R_I02,446.0,0.5157155733746501,0.44459945009845103,0.015468891878954965,-0.11089866947983312,0.862623692718606,0.9963404608524418,0.25785778668732506,0.22243423614846694,0.480292022835792,0.480292022835792,0.21503843437217465,0.9870148770559041,0.23923373344831297,0.24238108159210947,0.9999953449125123,0.17482426960135433
BF04R_I02,447.0,0.4869086034695068,0.46882946485362886,0.018973102046121924,-0.1203455603349381,0.9636576896423978,1.1587217549841708,0.2434543017347534,0.23460660994321567,0.47806091167796905,0.47806091167796905,0.24716252593896684,0.9855502863356922,0.05007833905641148,0.05081256608691614,0.9999905016861722,0.24972454548867415
BF04R_I02,448.0,0.49670641634609,0.45806405564027813,0.020294800102968077,-0.1227665407329154,0.9231075072151467,1.2684322368276317,0.248353208173045,0.22925671090550395,0.47760991907854894,0.47760991907854894,0.24716117346745808,0.9855814016568094,0.14846593346751025,0.1506379211477935,0.9999843955110455,0.3200832662183124
BF04R_I02,449.0,0.544159225613753,0.4100898791254916,0.02089786735454784,-0.1149042140581166,0.7545989928100567,1.4586128810798193,0.2720796128068765,0.2053110017882192,0.4773906145950957,0.4773906145950957,0.21115917667024212,0.985167529285892,0.3431667094405239,0.348333353708147,0.9999790886599912,0.3705350699264694
