geometry_id,role,mdc_weighted_DoLP,mdc_weighted_axis_free_useful_lp_power,mdc_weighted_useful_lp_power,mdc_fwhm_psi_span_deg,mdc_fwhm_DoLP_worst,dominant_u1_overlap_worst,dominant_u1_overlap_mean,dominant_u1_drift_max_deg,normalized_singular_gap_mean,normalized_singular_gap_worst,normalized_singular_gap_max,source,source_sha256,mechanism_direction,mdc_weighted_polarized_lp_excess_power,mdc_weighted_total_power,mdc_weighted_psi_deg,mdc_weighted_circular_contamination,formal_DoLP_mean,formal_DoLP_worst,formal_axis_free_useful_lp_power_mean,formal_axis_free_useful_lp_power_worst,formal_useful_lp_power_mean,formal_useful_lp_power_worst,sigma1_mean,sigma2_mean,dominant_u1_spectral_stability_bf04_like,circular_contamination_mean,throughput_total_power_mean,dominant_u1_state_flip_or_decorrelation,state_flip,phase_used_for_qualification,k6_used,qualification_axis_free,source_weighted_coherency_integration,L1_nm,W1_nm,L2_nm,W2_nm,delta_theta_deg,D_nm,geometry_hash_sha256,v2_validity_x,v2_validity_y,u1_reference_bf04_like_or_better,doLP_viability_pass,axis_free_useful_lp_viability_pass,psi_flatness_pass,promising,broadband_worst_case_viable,scientific_rank
BF04,AUTHORITATIVE_FIXED_REDESIGN_BASELINE,0.4415746838626898,0.4776416102087662,0.4776416102087662,39.62464253012616,0.05159116633107405,0.677028187693097,0.981089911533961,47.38815064052738,0.36526868479452207,0.05139162332459257,0.9541379557078192,D:\project\worktrees\blue_apcd_paper_a_lp_cp_broadband_v1\paper_a_broadband\reports\lp_bf01_bf04_initial_truth_v1\BF04_metrics.json,5a7a0606a557f26f45e1f04d64e0c1721e0832036fa429ace190951f73f52fef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BF04R_I01,INITIAL_LOCAL_MECHANISM_CANDIDATE,0.5215537983050723,0.48051892205890745,0.48051892205890745,40.221121522520185,0.037782968931009714,0.642612802474305,0.9838453184589026,50.01307333661283,0.4476404792342951,0.10639007234781139,0.9888897585998366,,,increase A_mean while approximately preserving Delta_A,0.16471088254418295,0.3158080395147245,1.0495364967765706,0.124437132208677,0.4911395603511871,0.037782968931009714,0.48195227709004923,0.46079277422434883,0.48195227709004923,0.46079277422434883,0.9877392708249988,0.5461983223701443,False,0.12196870853897514,0.3338007586845696,True,,False,False,True,True,261,89,207,77,81.518898904,213.0,07b510e377ba69195b5e432cfb4031dba381c94ec7b662acef584077c2981058,VALID_FOR_PHYSICS_TRUTH,VALID_FOR_PHYSICS_TRUTH,False,False,True,False,False,True,4
BF04R_I02,INITIAL_LOCAL_MECHANISM_CANDIDATE,0.3266137074625229,0.4687253194815211,0.4687253194815211,1.8991826714559805,0.04500352146018028,0.028224071973361194,0.966141607607258,88.38266501906888,0.3053983692229888,0.01683555030010697,0.9491874339130839,,,decrease A_mean while approximately preserving Delta_A,0.11540067279286723,0.3533246466886538,1.2678003388635166,0.09552920912512611,0.33099663982277155,0.009614892085034266,0.4784592245725862,0.42219273451949785,0.4784592245725862,0.42219273451949785,0.9839850315963655,0.6835206868007544,False,0.10407642689166523,0.37373441116113165,True,,False,False,True,True,244,95,194,80,81.618082523,216.0,002b7038e6572549af080944267cfe7b62a4a77897b9e95dc7ad8fb10fd41446,VALID_FOR_PHYSICS_TRUTH,VALID_FOR_PHYSICS_TRUTH,False,False,True,True,False,True,3
BF04R_I03,INITIAL_LOCAL_MECHANISM_CANDIDATE,0.6237011154096782,0.48354494330823505,0.48354494330823505,5.024438053588244,0.3340851330497907,0.9827262664974862,0.9991985702164695,10.66492693085247,0.502237059181462,0.28285294865694643,0.9544426325628972,,,increase Delta_A while approximately preserving A_mean,0.18574078543757228,0.2978041578706628,0.22706274700813323,0.06836052471825799,0.573761952711465,0.3171237956736561,0.4838650109449286,0.44916767338904084,0.4838650109449286,0.44916767338904084,0.9851762552942357,0.4903809982309358,True,0.06655810025582685,0.31406979995440887,False,,False,False,True,True,264,87,194,80,85.819861293,220.0,b818fd28e0535053a21940f40a9b45cfb0b9252aba9e0158be2496fba87eea06,VALID_FOR_PHYSICS_TRUTH,VALID_FOR_PHYSICS_TRUTH,True,True,True,True,True,True,1
BF04R_I04,INITIAL_LOCAL_MECHANISM_CANDIDATE,0.4190541741215383,0.4792226047508843,0.4792226047508843,0.4059037053380121,0.20445574369514727,0.004879059652740227,0.9337296369093564,89.7204493647704,0.3446917161180825,0.00783709818782452,0.930739416307419,,,decrease or reverse Delta_A while approximately preserving A_mean,0.14151696004035322,0.33770564471053105,0.05727504578825407,0.0038219467866937914,0.3919485308430156,0.007867318495448437,0.48380123474587117,0.39523436538437523,0.48380123474587117,0.39523436538437523,0.9834840242137035,0.6439521992664002,False,0.00429953642409429,0.3604421865029498,True,,False,False,True,True,245,93,207,77,89.696137458,215.0,718e890a0e77373d4daac095e122f6593fd0f81690162a1a19e3014722f948af,VALID_FOR_PHYSICS_TRUTH,VALID_FOR_PHYSICS_TRUTH,False,False,True,True,False,True,2
