geometry_id,wavelength_nm,S0,S1,S2,S3,DoLP,psi_deg,total_power,polarized_lp_excess_power,axis_free_useful_lp_power,useful_lp_power,circular_contamination,sigma1,sigma2,sigma2_over_sigma1,dominant_u1_overlap_adjacent,dominant_u1_drift_angle_deg
BF04R_I04,435.0,0.884907315929574,0.006960523629511328,0.00013577226778977913,-7.760624145153642e-05,0.007867318495448437,0.5587360905960366,0.442453657964787,0.003480923846685185,0.44593458181147216,0.44593458181147216,8.769985291624912e-05,0.9443884773555686,0.9369872121310829,0.9921629018121755,,
BF04R_I04,436.0,0.618431077509335,-0.17203319930130467,-0.0012379326170888513,0.003366119697941885,0.27818403621027377,90.20614361170755,0.3092155387546675,0.08601882662970774,0.39523436538437523,0.39523436538437523,0.005442998937728958,0.8891016019947267,0.6681021601140655,0.7514351100202248,0.007454586324615135,89.57287970961454
BF04R_I04,437.0,0.8521681338824596,0.09347893505474553,0.00019345873243743132,-0.001052627125098127,0.10969564751768378,0.05928797245786422,0.4260840669412298,0.046739567620086325,0.47282363456131615,0.47282363456131615,0.0012352340849714487,0.9724470142473628,0.8710241513564988,0.8957034559159386,0.004879059652740227,89.7204493647704
BF04R_I04,438.0,0.8437836221877224,0.15698877514734755,0.0002729985130714075,-0.001475995531629151,0.18605363790781201,0.04981772369022304,0.4218918110938612,0.07849450625752828,0.5003863173513895,0.5003863173513895,0.0017492583321328985,1.000389710629392,0.8287265358622744,0.8284036981356833,0.9999995546098905,0.05407641977988392
BF04R_I04,439.0,0.8117075807536567,0.17151198686589858,0.00022784246098807168,-0.0015626855184354659,0.21129793816079945,0.03805682613745843,0.40585379037682834,0.08575606910136914,0.49160985947819746,0.49160985947819746,0.0019251828558562172,0.9915779534648781,0.8001176936612,0.8069135571896722,0.9999999683746594,0.014409709878200372
BF04R_I04,440.0,0.7758814354425198,0.2128537798206004,0.0003205370031667282,-0.0019035442271942368,0.27433833501606275,0.04314089134815389,0.3879407177212599,0.10642701058458683,0.4943677283058467,0.4943677283058467,0.0024533957641460526,0.9943560570027294,0.7503458554473558,0.7546048019349433,0.9999999925248138,0.0070056532760743905
BF04R_I04,441.0,0.7373391820122404,0.241041516702362,0.0002913579130748708,-0.001971275616579375,0.3269074785003333,0.03462799862276008,0.3686695910061202,0.1205208463955599,0.4891904374016801,0.4891904374016801,0.002673499068908358,0.9891354484419502,0.7044781250401058,0.7122160328494684,0.9999999158581148,0.023504106833994128
BF04R_I04,442.0,0.6933859307422381,0.2883467559429533,0.00044794966659846745,-0.002514988910233137,0.41585369864845706,0.044504757127214224,0.34669296537111904,0.1441735519449813,0.4908665173161003,0.4908665173161003,0.003627112692553418,0.990829956350395,0.6364179908543995,0.6423079830958786,0.9999999481652423,0.018447952364760434
BF04R_I04,443.0,0.6463177988014155,0.3280806550078234,0.00043885781196374317,-0.0026347251377618554,0.5076155246469652,0.03832089007813468,0.32315889940070774,0.16404047426362614,0.48719937366433386,0.48719937366433386,0.004076516448483865,0.9871217384515573,0.5641154767236992,0.5714750823020023,0.9999999344351316,0.02074785621455175
BF04R_I04,444.0,0.5969199751212321,0.379946028881482,0.000690974927546775,-0.0033290185372047455,0.6365118827057467,0.05209937786219948,0.29845998756061604,0.18997332859454144,0.4884333161551575,0.4884333161551575,0.005576993024112881,0.9883730146741805,0.46578829322594245,0.47126771604492934,0.9999999042848775,0.025068474900944434
BF04R_I04,445.0,0.5497889134617342,0.42204001333585467,0.0006421004240605506,-0.0035412591029034875,0.7676409826648741,0.043585459641087995,0.2748944567308671,0.21102025089400955,0.48591470762487665,0.48591470762487665,0.006441124977595538,0.985821622806918,0.3573983141115849,0.36253852202386166,0.9999999717577441,0.013617184535445106
BF04R_I04,446.0,0.512667656227254,0.4631553269617296,0.001087188134166363,-0.004236688971284407,0.9034246598945941,0.06724653003984667,0.256333828113627,0.2315783014830328,0.48791212959665975,0.48791212959665975,0.008264006749445451,0.9878479823228189,0.22246724764612788,0.22520392978180706,0.9999998431892239,0.032086739476689725
BF04R_I04,447.0,0.4880546317359134,0.481512657966743,0.0007860618035083883,-0.004401706410309159,0.9865971312891824,0.04676718568403614,0.2440273158679567,0.24075664979152525,0.48478396565948195,0.48478396565948195,0.009018880518873807,0.984676621933066,0.08075403203749545,0.0820107132014197,0.9999999361219984,0.02047921440696122
BF04R_I04,448.0,0.490149613699623,0.4854425151656047,0.0015197032600389238,-0.004891837093247496,0.9904014618129638,0.08968342877524427,0.2450748068498115,0.24272244695758308,0.4877972538073946,0.4877972538073946,0.00998029368282915,0.9877343542446657,0.06841105790820011,0.069260583692581,0.9999996101010366,0.05059570883481401
