case_type,candidate_physics_claim,wavelength_nm,grating_order_n,u_x,absolute_power,normalized_efficiency
blank_calibration,false,445.0,-3,-0.767241379310345,6.010083682870652e-19,6.014373582933127e-19
blank_calibration,false,445.0,-2,-0.5114942528735632,5.57908605974483e-18,5.583068320708095e-18
blank_calibration,false,445.0,-1,-0.2557471264367816,5.16406224782263e-18,5.1677482715335305e-18
blank_calibration,false,445.0,0,0.0,0.9992867253749171,0.9999999999999999
blank_calibration,false,445.0,1,0.2557471264367816,3.360740950547822e-18,3.3631397928226483e-18
blank_calibration,false,445.0,2,0.5114942528735632,2.092130029812948e-18,2.0936233582288535e-18
blank_calibration,false,445.0,3,0.767241379310345,1.040770376668018e-18,1.0415132616492395e-18
blank_calibration,false,445.99999999999994,-3,-0.7689655172413793,5.972894367838743e-19,5.977093561438624e-19
blank_calibration,false,445.99999999999994,-2,-0.5126436781609195,5.507948235529072e-18,5.511820552626064e-18
blank_calibration,false,445.99999999999994,-1,-0.25632183908045975,5.1825758728158496e-18,5.186219439585288e-18
blank_calibration,false,445.99999999999994,0,0.0,0.9992974522555624,0.9999999999999999
blank_calibration,false,445.99999999999994,1,0.25632183908045975,3.1663524265082074e-18,3.1685785041893987e-18
blank_calibration,false,445.99999999999994,2,0.5126436781609195,2.0645593374066076e-18,2.0660108086402013e-18
blank_calibration,false,445.99999999999994,3,0.7689655172413793,1.077636003352771e-18,1.0783936263625877e-18
blank_calibration,false,446.99999999999994,-3,-0.7706896551724137,6.0067795262889885e-19,6.010929574003481e-19
blank_calibration,false,446.99999999999994,-2,-0.5137931034482758,5.434385876185556e-18,5.438140460582475e-18
blank_calibration,false,446.99999999999994,-1,-0.2568965517241379,5.194267434375591e-18,5.1978561223905505e-18
blank_calibration,false,446.99999999999994,0,0.0,0.9993095830414581,1.0
blank_calibration,false,446.99999999999994,1,0.2568965517241379,2.979900887323408e-18,2.9819596828581413e-18
blank_calibration,false,446.99999999999994,2,0.5137931034482758,2.0377416009436064e-18,2.039149464314771e-18
blank_calibration,false,446.99999999999994,3,0.7706896551724137,1.1156101209180975e-18,1.1163808892162045e-18
blank_calibration,false,448.00000000000006,-3,-0.7724137931034484,6.115409436159337e-19,6.1195525146085685e-19
blank_calibration,false,448.00000000000006,-2,-0.5149425287356322,5.3588970301292326e-18,5.362527585209634e-18
