wavelength_nm,monitor,z_nm,signed_flux_monitor_T,raw_power_W,sourcepower_W,raw_over_sourcepower,monitor_minus_raw_over_sourcepower
445.0,N1_DIAG_PML_LOWER,-500.0,-0.2176661557388126,-2.047406928564132e-16,9.406179484425257e-16,-0.2176661557388126,0.0
445.0,N1_DIAG_LOWER_OUTSIDE,-110.0,0.7812348121971248,7.348434863007414e-16,9.406179484425257e-16,0.7812348121971248,0.0
445.0,N1_DIAG_LOWER_INSIDE,-90.0,0.7812162025245599,7.348259817087122e-16,9.406179484425257e-16,0.7812162025245599,0.0
445.0,N1_DIAG_UPPER_INSIDE,590.0,0.7766261714929378,7.305085161364603e-16,9.406179484425257e-16,0.7766261714929378,0.0
445.0,N1_DIAG_UPPER_OUTSIDE,610.0,0.776603347390339,7.304870473758988e-16,9.406179484425257e-16,0.776603347390339,0.0
445.0,N1_DIAG_PML_UPPER,1100.0,0.7763392988090079,7.30238678541038e-16,9.406179484425257e-16,0.7763392988090079,0.0
445.99999999999994,N1_DIAG_PML_LOWER,-500.0,-0.22404242298836108,-2.1075269217993254e-16,9.406820787279249e-16,-0.2240424229883611,2.7755575615628914e-17
445.99999999999994,N1_DIAG_LOWER_OUTSIDE,-110.0,0.7747271844519121,7.287719783172572e-16,9.406820787279249e-16,0.7747271844519121,0.0
445.99999999999994,N1_DIAG_LOWER_INSIDE,-90.0,0.7747434457488706,7.287872750278828e-16,9.406820787279249e-16,0.7747434457488706,0.0
445.99999999999994,N1_DIAG_UPPER_INSIDE,590.0,0.7779334772924924,7.317880805315448e-16,9.406820787279249e-16,0.7779334772924925,-1.1102230246251565e-16
445.99999999999994,N1_DIAG_UPPER_OUTSIDE,610.0,0.7779535181339553,7.318069325919515e-16,9.406820787279249e-16,0.7779535181339553,0.0
445.99999999999994,N1_DIAG_PML_UPPER,1100.0,0.7782307279186611,7.320676988684723e-16,9.406820787279249e-16,0.7782307279186612,-1.1102230246251565e-16
446.99999999999994,N1_DIAG_PML_LOWER,-500.0,-0.22184154363876787,-2.0869649612254807e-16,9.407457805215044e-16,-0.22184154363876787,0.0
446.99999999999994,N1_DIAG_LOWER_OUTSIDE,-110.0,0.7770209576164954,7.309791872544968e-16,9.407457805215044e-16,0.7770209576164954,0.0
446.99999999999994,N1_DIAG_LOWER_INSIDE,-90.0,0.7769869049210602,7.309471523249507e-16,9.407457805215044e-16,0.7769869049210602,0.0
446.99999999999994,N1_DIAG_UPPER_INSIDE,590.0,0.7689568752311058,7.233929357766637e-16,9.407457805215044e-16,0.7689568752311058,0.0
446.99999999999994,N1_DIAG_UPPER_OUTSIDE,610.0,0.7689329899479792,7.233704657973459e-16,9.407457805215044e-16,0.7689329899479792,0.0
446.99999999999994,N1_DIAG_PML_UPPER,1100.0,0.768629125704526,7.230846067924659e-16,9.407457805215044e-16,0.768629125704526,0.0
448.00000000000006,N1_DIAG_PML_LOWER,-500.0,-0.23816928966782958,-2.24071824968542e-16,9.408090576289282e-16,-0.23816928966782958,0.0
448.00000000000006,N1_DIAG_LOWER_OUTSIDE,-110.0,0.7610901665375193,7.160405223508076e-16,9.408090576289282e-16,0.7610901665375193,0.0
448.00000000000006,N1_DIAG_LOWER_INSIDE,-90.0,0.7611672413498728,7.161130350323849e-16,9.408090576289282e-16,0.7611672413498729,-1.1102230246251565e-16
448.00000000000006,N1_DIAG_UPPER_INSIDE,590.0,0.7788113659767343,7.327127872952698e-16,9.408090576289282e-16,0.7788113659767344,-1.1102230246251565e-16
448.00000000000006,N1_DIAG_UPPER_OUTSIDE,610.0,0.7788363522353641,7.32736294593705e-16,9.408090576289282e-16,0.7788363522353642,-1.1102230246251565e-16
448.00000000000006,N1_DIAG_PML_UPPER,1100.0,0.7791692465442472,7.330494845747354e-16,9.408090576289282e-16,0.7791692465442474,-1.1102230246251565e-16
449.0,N1_DIAG_PML_LOWER,-500.0,-0.3040018041905145,-2.8602675931155885e-16,9.408719138137389e-16,-0.3040018041905145,0.0
449.0,N1_DIAG_LOWER_OUTSIDE,-110.0,0.6957386711343794,6.546009750244311e-16,9.408719138137389e-16,0.6957386711343795,-1.1102230246251565e-16
449.0,N1_DIAG_LOWER_INSIDE,-90.0,0.6958621318983009,6.547171357896628e-16,9.408719138137389e-16,0.6958621318983009,0.0
449.0,N1_DIAG_UPPER_INSIDE,590.0,0.7472039418737549,7.030232027999296e-16,9.408719138137389e-16,0.747203941873755,-1.1102230246251565e-16
449.0,N1_DIAG_UPPER_OUTSIDE,610.0,0.7471925707201997,7.030125040009218e-16,9.408719138137389e-16,0.7471925707201997,0.0
449.0,N1_DIAG_PML_UPPER,1100.0,0.7469237228609715,7.02759552601085e-16,9.408719138137389e-16,0.7469237228609715,0.0
450.0,N1_DIAG_PML_LOWER,-500.0,-0.2663127555269014,-2.505828202635347e-16,9.409343527979164e-16,-0.2663127555269014,0.0
450.0,N1_DIAG_LOWER_OUTSIDE,-110.0,0.7332236395997378,6.899153107829119e-16,9.409343527979164e-16,0.7332236395997378,0.0
450.0,N1_DIAG_LOWER_INSIDE,-90.0,0.7332512459691101,6.899412865642104e-16,9.409343527979164e-16,0.7332512459691101,0.0
