ux_exact,mass_status,MDC_IMPORTANCE,total_MDC_angular_mass,P_mass,S_mass,normalized_fraction,fill_policy
-0.9549788465408765,NOT_AVAILABLE,UNKNOWN,,,,NOT_AVAILABLE,NO_FILL
-0.7413793103448276,NOT_AVAILABLE,UNKNOWN,,,,NOT_AVAILABLE,NO_FILL
-0.48275862068965514,FORMALLY_AVAILABLE_FOR_THIS_NODE,AVAILABLE_PARTIAL_NODE_PROXY,2.145941979383427e-08,1.440694504878389e-08,7.052474745050381e-09,NOT_COMPUTED_WITHOUT_9_NODE_DENOMINATOR,NO_FILL
-0.3786893999886029,FORMALLY_AVAILABLE_FOR_THIS_NODE,AVAILABLE_PARTIAL_NODE_PROXY,4.330687838028891e-07,2.2299390016747496e-07,2.1007488363541419e-07,NOT_COMPUTED_WITHOUT_9_NODE_DENOMINATOR,NO_FILL
0.22413793103448276,FORMALLY_AVAILABLE_FOR_THIS_NODE,AVAILABLE_PARTIAL_NODE_PROXY,7.009313509806375e-07,3.528547945102031e-07,3.480765564704343e-07,NOT_COMPUTED_WITHOUT_9_NODE_DENOMINATOR,NO_FILL
0.37868939998860307,FORMALLY_AVAILABLE_FOR_THIS_NODE,AVAILABLE_PARTIAL_NODE_PROXY,5.614734587025622e-08,3.2180697783692526e-08,2.3966648086563702e-08,NOT_COMPUTED_WITHOUT_9_NODE_DENOMINATOR,NO_FILL
0.48275862068965514,NOT_AVAILABLE,UNKNOWN,,,,NOT_AVAILABLE,NO_FILL
0.7413793103448276,NOT_AVAILABLE,UNKNOWN,,,,NOT_AVAILABLE,NO_FILL
0.9549788465408766,NOT_AVAILABLE,UNKNOWN,,,,NOT_AVAILABLE,NO_FILL
