task_id,geometry_id,geometry_hash,polarization,wavelength_start_nm,wavelength_end_nm,wavelength_step_nm,material_contract,production_mesh_id,setup_status,entered,run_invocation_count,training_label,diagnostic_only,solver_authorized
K6HF_050_y,K6X_D115_D130_D145_D155_D180_D195,fd51f6505b9d4c0dff4573d9b89d37c7417dc1ddfda156c47fc90df04d740112,y,445,455,1,Native-M1,PENDING,BLOCKED_BY_PRODUCTION_MESH,False,0,False,False,False
K6HF_051_x,K6X_D165_D170_D175_D180_D185_D190,e817ccf6ce85068aa6c72eab3e573fb9f94437044711139db7c6850b042f9d19,x,445,455,1,Native-M1,PENDING,BLOCKED_BY_PRODUCTION_MESH,False,0,False,False,False
K6HF_051_y,K6X_D165_D170_D175_D180_D185_D190,e817ccf6ce85068aa6c72eab3e573fb9f94437044711139db7c6850b042f9d19,y,445,455,1,Native-M1,PENDING,BLOCKED_BY_PRODUCTION_MESH,False,0,False,False,False
K6HF_052_x,K6X_D130_D150_D165_D185_D220_D230,e9dda1ca0ebb13120f078fac0d1267f0cc9a3b62a58a6aa7f6977f8762fefd2a,x,445,455,1,Native-M1,PENDING,BLOCKED_BY_PRODUCTION_MESH,False,0,False,False,False
K6HF_052_y,K6X_D130_D150_D165_D185_D220_D230,e9dda1ca0ebb13120f078fac0d1267f0cc9a3b62a58a6aa7f6977f8762fefd2a,y,445,455,1,Native-M1,PENDING,BLOCKED_BY_PRODUCTION_MESH,False,0,False,False,False
K6HF_053_x,K6X_D100_D115_D135_D220_D225_D230,f4d85e3c82bcd54b959a7e8165b5e60a0bb9aee084c7589d38abca05e554cda5,x,445,455,1,Native-M1,PENDING,BLOCKED_BY_PRODUCTION_MESH,False,0,False,False,False
K6HF_053_y,K6X_D100_D115_D135_D220_D225_D230,f4d85e3c82bcd54b959a7e8165b5e60a0bb9aee084c7589d38abca05e554cda5,y,445,455,1,Native-M1,PENDING,BLOCKED_BY_PRODUCTION_MESH,False,0,False,False,False
K6HF_054_x,K6X_D135_D160_D175_D205_D210_D215,f3387231b21bea68dc7adf24c44bfdb6f7a0d0b5f53d1f3d2c7fe6fe44e4c870,x,445,455,1,Native-M1,PENDING,BLOCKED_BY_PRODUCTION_MESH,False,0,False,False,False
K6HF_054_y,K6X_D135_D160_D175_D205_D210_D215,f3387231b21bea68dc7adf24c44bfdb6f7a0d0b5f53d1f3d2c7fe6fe44e4c870,y,445,455,1,Native-M1,PENDING,BLOCKED_BY_PRODUCTION_MESH,False,0,False,False,False
K6HF_055_x,K6X_D100_D110_D120_D135_D145_D150,f6aa203c32af3973957d9bce114972d0a2679fe27f96b22dd236b7d48afe1243,x,445,455,1,Native-M1,PENDING,BLOCKED_BY_PRODUCTION_MESH,False,0,False,False,False
K6HF_055_y,K6X_D100_D110_D120_D135_D145_D150,f6aa203c32af3973957d9bce114972d0a2679fe27f96b22dd236b7d48afe1243,y,445,455,1,Native-M1,PENDING,BLOCKED_BY_PRODUCTION_MESH,False,0,False,False,False
K6HF_056_x,K6X_D175_D180_D185_D200_D210_D230,e8e48c05db37f14bfcae5f008a4f37a633ec20ab1c06358e873cd6a2f82c60c4,x,445,455,1,Native-M1,PENDING,BLOCKED_BY_PRODUCTION_MESH,False,0,False,False,False
K6HF_056_y,K6X_D175_D180_D185_D200_D210_D230,e8e48c05db37f14bfcae5f008a4f37a633ec20ab1c06358e873cd6a2f82c60c4,y,445,455,1,Native-M1,PENDING,BLOCKED_BY_PRODUCTION_MESH,False,0,False,False,False
K6HF_057_x,K6X_D100_D150_D160_D165_D205_D230,fe32787d37a3cfe19e6df8fdb5f5adcdef997fe26ab907c9dcce6d991978708d,x,445,455,1,Native-M1,PENDING,BLOCKED_BY_PRODUCTION_MESH,False,0,False,False,False
K6HF_057_y,K6X_D100_D150_D160_D165_D205_D230,fe32787d37a3cfe19e6df8fdb5f5adcdef997fe26ab907c9dcce6d991978708d,y,445,455,1,Native-M1,PENDING,BLOCKED_BY_PRODUCTION_MESH,False,0,False,False,False
K6HF_058_x,K6X_D110_D155_D200_D205_D210_D215,fec676a4e369017d8ee11f0df04e1ab868c62e9667de79174a49a7cd65e072b0,x,445,455,1,Native-M1,PENDING,BLOCKED_BY_PRODUCTION_MESH,False,0,False,False,False
K6HF_058_y,K6X_D110_D155_D200_D205_D210_D215,fec676a4e369017d8ee11f0df04e1ab868c62e9667de79174a49a7cd65e072b0,y,445,455,1,Native-M1,PENDING,BLOCKED_BY_PRODUCTION_MESH,False,0,False,False,False
K6HF_059_x,K6X_D120_D125_D130_D135_D140_D160,ea7f9144a87c36000581e55dfcc7c6931417045593a11280c00f75e12442b5df,x,445,455,1,Native-M1,PENDING,BLOCKED_BY_PRODUCTION_MESH,False,0,False,False,False
K6HF_059_y,K6X_D120_D125_D130_D135_D140_D160,ea7f9144a87c36000581e55dfcc7c6931417045593a11280c00f75e12442b5df,y,445,455,1,Native-M1,PENDING,BLOCKED_BY_PRODUCTION_MESH,False,0,False,False,False
