schema_version,candidate_id,variable,step_nm,dTxx_per_nm,dTyy_per_nm,dlog_R_total_per_nm,drank_ratio_per_nm,dmatrix_error_per_nm,dphase_deg_per_nm,local_only_no_global_extrapolation,source_stage,evidence_tier,source_schema_version,v1_15_source_row_provenance,v1_15_source_row_index
LP_ML_SCHEMA_V1.15,LP_H500_D1_B120_J1M02,J1,-2.0,0.0038065817980685868,-0.15397526734643358,1.1697855362027711,-0.2011355655755761,-0.20113556557557605,2.193792020005219,True,B120_PROJECTOR_PHASE_REPAIR_STAGE_D1_V1,FORMAL_FULL_DIMER_450,LP_ML_SCHEMA_V1.14,one_factor_local_diagnostics_v1_14.csv,1
LP_ML_SCHEMA_V1.15,LP_H500_D1_B120_J1M05,J1,-5.0,0.004455743885858165,-0.13221277741384996,0.6129925785184142,-0.13146379254354118,-0.13146379254354115,1.3445237546944782,True,B120_PROJECTOR_PHASE_REPAIR_STAGE_D1_V1,FORMAL_FULL_DIMER_450,LP_ML_SCHEMA_V1.14,one_factor_local_diagnostics_v1_14.csv,2
LP_ML_SCHEMA_V1.15,LP_H500_D1_B120_J2WP02,J2W,2.0,-0.007338570502332609,-0.016324749941471785,2.121706429422704,-0.07969835781730206,-0.07969835781729967,0.7967031040726056,True,B120_PROJECTOR_PHASE_REPAIR_STAGE_D1_V1,FORMAL_FULL_DIMER_450,LP_ML_SCHEMA_V1.14,one_factor_local_diagnostics_v1_14.csv,3
LP_ML_SCHEMA_V1.15,LP_H500_D1_B120_J2WP05,J2W,5.0,-0.0011091384616264133,0.09743085109719833,-0.5519557923825732,0.10773325636015926,0.10773325636015926,0.7536230674147589,True,B120_PROJECTOR_PHASE_REPAIR_STAGE_D1_V1,FORMAL_FULL_DIMER_450,LP_ML_SCHEMA_V1.14,one_factor_local_diagnostics_v1_14.csv,4
LP_ML_SCHEMA_V1.15,LP_H500_D1_B120_J2LM02,J2L,-2.0,0.0055645540050436315,-0.014676858646554818,0.3228587233790683,-0.034505341916120674,-0.03450534191612066,1.0251787332230577,True,B120_PROJECTOR_PHASE_REPAIR_STAGE_D1_V1,FORMAL_FULL_DIMER_450,LP_ML_SCHEMA_V1.14,one_factor_local_diagnostics_v1_14.csv,5
LP_ML_SCHEMA_V1.15,LP_H500_D1_B120_J2LM03,J2L,-3.0,0.006620537145122785,-0.014403716861553832,0.28494684078026394,-0.0321928279983437,-0.03219282799834367,1.0617220393845628,True,B120_PROJECTOR_PHASE_REPAIR_STAGE_D1_V1,FORMAL_FULL_DIMER_450,LP_ML_SCHEMA_V1.14,one_factor_local_diagnostics_v1_14.csv,6
