Jones_rows,formal_accepted_subruns,geometry_rows,raw_solver_invocations,route,source_stage,subrun_rows
6,12,6,13,CASE_B_PHASE_DIRECTION_FOUND_BUT_THREE_AXIS_LEAKAGE_COMPENSATION_INSUFFICIENT,D5_FINALIZED,12
