schema_version,candidate_id,seed_family,seed_candidate_id,J1_primitive,J1_dimensions_nm,J2_primitive,J2_dimensions_nm,J1_rotation_deg,J2_rotation_deg,J1_center_x_nm,J1_center_y_nm,J2_center_x_nm,J2_center_y_nm,D_nm,directed_PSI_deg,common_translation_x_nm,common_translation_y_nm,target_direct_gap_nm,direct_gap_nm,periodic_gap_nm,direct_overlap,periodic_overlap,footprint,primitive_valid,fabrication_hard_pass,fabrication_preferred_pass,integer_center_coordinates,exact_geometry_hash,canonical_relative_geometry_hash,symmetry_equivalence_hash,equivalence_primary_candidate_id,internal_equivalent_duplicate,equivalent_to_existing_formal_geometry,existing_formal_data_available,source_existing_candidate_id,source_exact_replay_geometry_hash,source_canonical_relative_geometry_hash,existing_formal_classification_450,delta_J1_nm,delta_J2_L_nm,delta_J2_W_nm,changed_variables_relative_to_seed,H_nm,period_x_nm,period_y_nm,wavelength_planning_reference_nm,material,placement_grammar,eligible_new_geometry,selection_order_within_family,selection_rationale,planned_new_simulation,label_reuse_semantics,source_package,source_row_index,split_group,split_assignment,v1_7_source_row_provenance,route,manifest_order,source_anchor_primary,source_anchors,anchor_exact_hashes,anchor_canonical_hashes,anchor_symmetry_hashes,anchor_450_source_rows,probe_type,expected_repair_mechanism,physics_first_priority,auxiliary_model_rank,manufacturing_boundary_role,exact_variable_changes_nm,physics_configuration_hash,relative_dx_nm,relative_dy_nm,direct_closest_J1_nm,direct_closest_J2_nm,closest_periodic_translation_nm,evidence_tier,source_stage,execution_manifest_version,execution_manifest_path,execution_manifest_sha256,original_logical_manifest_path,original_logical_manifest_sha256,logical_candidate_id,candidate_instance_id,supersedes_candidate_id,center_grid_fix,common_translation_delta_x_nm,common_translation_delta_y_nm,runner_contract_version,execution_attempt_id,prior_failed_attempt_id,prior_failed_attempt_solver_calls,prior_failed_attempt_path,prior_failed_checkpoint_path,migration_schema_adapter_version,metric_schema_adapter_version,exact_hash_source_field,matrix_projection_error_source_field,v1_9_source_row_provenance,v1_9_source_row_index,v1_11_source_row_provenance,v1_13_source_row_provenance,plan_version,candidate_order,status,anchor_candidate_id,anchor_role,exact_variable_changes,expected_cancellation_mechanism,expected_rank_control_variable,expected_phase_or_Txx_compensation_variable,target_actual_bin_deg,target_separation_to_primary_deg,anchor_450_phase_deg,anchor_max_relative_drift_deg,J1_characteristic_dimension_nm,J2_length_nm,J2_width_nm,manufacturing_hard_status,manufacturing_preferred_status,duplicate_against_canonical_v1_11,duplicate_within_stage_d0,physics_claim_status,future_wavelength_nm,wavelength_nm,anchor_exact_geometry_hash,anchor_canonical_relative_geometry_hash,anchor_symmetry_equivalence_hash,anchor_450_source_row,anchor_450_source_path,anchor_450_source_sha256,anchor_phase_450_deg,source_schema_version,v1_15_source_row_provenance,v1_15_source_row_index,source_seed_id,source_anchor_id,projector_backbone_variable,phase_repair_variable,expected_mechanism,target_phase_deg,duplicate_exact,duplicate_canonical,duplicate_symmetry,evidence_neighbor_ids,evidence_ids,evidence_type,future_Jones,future_projector_pass,source_seed_exact_geometry_hash,source_seed_450_source_row,source_anchor_exact_geometry_hash,source_anchor_450_source_row,J1,J2L,J2W,gap,acquisition_class,duplicate_geometry_vector,geometry_distance_to_seed,trust_region_status,prediction_label,predicted_phase_deg,predicted_phase_uncertainty_deg,predicted_Txx,predicted_Txx_uncertainty,predicted_log10_Tyy,predicted_Tyy,predicted_log10_Tyy_uncertainty,predicted_log10_R_total,predicted_R_total,predicted_log10_R_uncertainty,predicted_rank,predicted_rank_uncertainty,probability_projector_feasibility,probability_phase_window,J2W_nonlinearity_risk,nonlinearity_uncertainty_multiplier,acquisition_score,candidate_origin,nearest_formal_neighbors,selected_phase_model,selected_Txx_model,selected_projector_models,future_physics_pass,model_version,training_data_hash,surrogate_predicted_phase_deg,surrogate_predicted_phase_uncertainty_deg,surrogate_predicted_Txx,surrogate_predicted_Txx_uncertainty,surrogate_predicted_Tyy,surrogate_predicted_log10_Tyy,surrogate_predicted_log10_Tyy_uncertainty,surrogate_predicted_rank,surrogate_predicted_rank_uncertainty,surrogate_probability_projector_feasibility,surrogate_probability_phase_window,surrogate_J2W_nonlinearity_risk,surrogate_nonlinearity_uncertainty_multiplier,surrogate_model_version,surrogate_training_data_hash,backbone_id,candidate_class,common_scale_delta_nm,compensation_delta_J2W_nm,gap_maintenance,evidence_pair_id,evidence_strength,integer_dimensions,half_grid_centers,canonical_v1_17_duplicate,internal_duplicate,original_plan_version,execution_plan_version,migration_row_index,periodic_gap_x_nm,periodic_gap_y_nm,periodic_gap_corner_nm,nearest_periodic_gap_nm,nearest_periodic_gap_direction,periodic_gap_formula_version,horizontal_formula_gap_x_nm,supersedes_plan_version,periodic_gap_metadata_source,common_mode_class,compensation_delta_nm,source_plan_sha256,source_contract_sha256,exact_geometry_hash_sha256,geometry_hash_sha256,canonical_relative_geometry_hash_sha256,symmetry_equivalence_geometry_hash_sha256,evidence_neighbor_ids_source_field,evidence_neighbor_count,migration_csv_path,migration_csv_sha256,common_mode_operator_version,common_mode_delta_nm,execution_order,evidence_source,planning_status,physics_label,prediction_status,J1_side_nm,period_nm,rotation_deg,authorized_subruns,inputs,mechanism_hypothesis,expected_direction,projector_behavior,spectral_authorization
LP_ML_SCHEMA_V1.17,LP_H500_IFDOE_B060_J1D-10_J2L-10_J2W+10_G80_D230,B060,LP_S2_H500_LEGACY_B060_RECT170W130_J2L150W90_D220_PSI180,sharp_rectangle,"{""length_nm"":160.0,""width_nm"":120.0}",sharp_rectangle,"{""length_nm"":140.0,""width_nm"":100.0}",0,0,-115.0,0,115.0,0,230.0,0,0,0,80,80.0,52.0,False,False,"{""x_max_nm"":185.0,""x_min_nm"":-195.0,""y_max_nm"":60.0,""y_min_nm"":-60.0}",True,True,False,True,a1da888d1491c6462dcba741b3904f4ac4da8ae3bb7fb6dc76ed9375341e4970,75f047e3704fa57c25333b9f7c5d35091c24561a706175733b5a1ec10f7ac78d,ab14a23a4878f093912f0ae98ab74e46cb3d5811baf49e47be7bf02d97cd6c6d,LP_H500_IFDOE_B060_J1D-10_J2L-10_J2W+10_G80_D230,False,False,False,,,,,-10,-10,10,"{""J1_size_delta_nm"": -10, ""J2_length_delta_nm"": -10, ""J2_width_delta_nm"": 10, ""target_direct_gap_nm"": 80}",500.0,432.0,432.0,450,APCD_TIO2_NATIVE_M1,horizontal x-pair; J1 left/J2 right; common translation zero; no swap-order duplicate,True,2,family-balanced greedy maximin diversity rank 2; integer centers; hard fabrication pass; no static-pairing exclusion,True,none; new formal full-dimer label required,INTERACTION_FIRST_DOE_SELECTION_V1,10,75f047e3704fa57c25333b9f7c5d35091c24561a706175733b5a1ec10f7ac78d,UNASSIGNED,canonical_v1_5/geometry_master_v1_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canonical_v1_7/geometry_master_v1_7.csv,11,canonical_v1_9/geometry_master_v1_9.csv,canonical_v1_11/geometry_master_v1_11.csv:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP_ML_SCHEMA_V1.13,geometry_master_v1_13.csv,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP_ML_SCHEMA_V1.17,LP_H500_IFDOE_B060_J1D-10_J2L+10_J2W-10_G60_D220,B060,LP_S2_H500_LEGACY_B060_RECT170W130_J2L150W90_D220_PSI180,sharp_rectangle,"{""length_nm"":160.0,""width_nm"":120.0}",sharp_rectangle,"{""length_nm"":160.0,""width_nm"":80.0}",0,0,-110.0,0,110.0,0,220.0,0,0,0,60,60.0,52.0,False,False,"{""x_max_nm"":190.0,""x_min_nm"":-190.0,""y_max_nm"":60.0,""y_min_nm"":-60.0}",True,True,False,True,b722152ec15909aa6351b5a9537fd7b0d7f7f16c6cb17ecf67b67f9ff5e0ac4a,145824dcde2935ea3b80ce32179b2d4c4c3343b4bdfa37ce02d9ca670725d689,92e04d37f43b1f679895e553b1aae8fd2cfd7dd06f53714d66a009003b01a69b,LP_H500_IFDOE_B060_J1D-10_J2L+10_J2W-10_G60_D220,False,False,False,,,,,-10,10,-10,"{""J1_size_delta_nm"": -10, ""J2_length_delta_nm"": 10, ""J2_width_delta_nm"": -10, ""target_direct_gap_nm"": 60}",500.0,432.0,432.0,450,APCD_TIO2_NATIVE_M1,horizontal x-pair; J1 left/J2 right; common translation zero; no swap-order duplicate,True,3,family-balanced greedy maximin diversity rank 3; integer centers; hard fabrication pass; no static-pairing exclusion,True,none; new formal full-dimer label required,INTERACTION_FIRST_DOE_SELECTION_V1,11,145824dcde2935ea3b80ce32179b2d4c4c3343b4bdfa37ce02d9ca670725d689,UNASSIGNED,canonical_v1_5/geometry_master_v1_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canonical_v1_7/geometry_master_v1_7.csv,12,canonical_v1_9/geometry_master_v1_9.csv,canonical_v1_11/geometry_master_v1_11.csv:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP_ML_SCHEMA_V1.13,geometry_master_v1_13.csv,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP_ML_SCHEMA_V1.17,LP_H500_IFDOE_B060_J1D-10_J2L+10_J2W+10_G60_D220,B060,LP_S2_H500_LEGACY_B060_RECT170W130_J2L150W90_D220_PSI180,sharp_rectangle,"{""length_nm"":160.0,""width_nm"":120.0}",sharp_rectangle,"{""length_nm"":160.0,""width_nm"":100.0}",0,0,-110.0,0,110.0,0,220.0,0,0,0,60,60.0,52.0,False,False,"{""x_max_nm"":190.0,""x_min_nm"":-190.0,""y_max_nm"":60.0,""y_min_nm"":-60.0}",True,True,False,True,c689d55db14ac13ea8077bbea8ab2b773d4ad149480a24b202a30b82b0f92757,c7aeb0b255ba9e42377b1cf38e4c04ca267b4b2294faaa823f5221fc5464f361,cb38b84b3371a63dd340a038de08628b2756f4af6a62ee5994ae92ea32ea82d4,LP_H500_IFDOE_B060_J1D-10_J2L+10_J2W+10_G60_D220,False,False,False,,,,,-10,10,10,"{""J1_size_delta_nm"": -10, ""J2_length_delta_nm"": 10, ""J2_width_delta_nm"": 10, ""target_direct_gap_nm"": 60}",500.0,432.0,432.0,450,APCD_TIO2_NATIVE_M1,horizontal x-pair; J1 left/J2 right; common translation zero; no swap-order duplicate,True,4,family-balanced greedy maximin diversity rank 4; integer centers; hard fabrication pass; no static-pairing exclusion,True,none; new formal full-dimer label required,INTERACTION_FIRST_DOE_SELECTION_V1,12,c7aeb0b255ba9e42377b1cf38e4c04ca267b4b2294faaa823f5221fc5464f361,UNASSIGNED,canonical_v1_5/geometry_master_v1_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canonical_v1_7/geometry_master_v1_7.csv,13,canonical_v1_9/geometry_master_v1_9.csv,canonical_v1_11/geometry_master_v1_11.csv:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP_ML_SCHEMA_V1.13,geometry_master_v1_13.csv,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP_ML_SCHEMA_V1.17,LP_H500_IFDOE_B060_J1D+10_J2L-10_J2W-10_G60_D220,B060,LP_S2_H500_LEGACY_B060_RECT170W130_J2L150W90_D220_PSI180,sharp_rectangle,"{""length_nm"":180.0,""width_nm"":140.0}",sharp_rectangle,"{""length_nm"":140.0,""width_nm"":80.0}",0,0,-110.0,0,110.0,0,220.0,0,0,0,60,60.0,52.0,False,False,"{""x_max_nm"":180.0,""x_min_nm"":-200.0,""y_max_nm"":70.0,""y_min_nm"":-70.0}",True,True,False,True,22d70956ded5f0eb375b429554dc012ac2c04a07246f02c57360d85f666c03b7,17861e3cef816e8c8230ec957495dd57965f1f0045b4ca42a431e3960b402265,3e96ce5a41434086c5676d6d1f4be2149d7976e18871c0a0a2e57358bfad74a4,LP_H500_IFDOE_B060_J1D+10_J2L-10_J2W-10_G60_D220,False,False,False,,,,,10,-10,-10,"{""J1_size_delta_nm"": 10, ""J2_length_delta_nm"": -10, ""J2_width_delta_nm"": -10, ""target_direct_gap_nm"": 60}",500.0,432.0,432.0,450,APCD_TIO2_NATIVE_M1,horizontal x-pair; J1 left/J2 right; common translation zero; no swap-order duplicate,True,5,family-balanced greedy maximin diversity rank 5; integer centers; hard fabrication pass; no static-pairing exclusion,True,none; new formal full-dimer label required,INTERACTION_FIRST_DOE_SELECTION_V1,13,17861e3cef816e8c8230ec957495dd57965f1f0045b4ca42a431e3960b402265,UNASSIGNED,canonical_v1_5/geometry_master_v1_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canonical_v1_7/geometry_master_v1_7.csv,14,canonical_v1_9/geometry_master_v1_9.csv,canonical_v1_11/geometry_master_v1_11.csv:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP_ML_SCHEMA_V1.13,geometry_master_v1_13.csv,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP_ML_SCHEMA_V1.17,LP_H500_IFDOE_B060_J1D+10_J2L-10_J2W+10_G60_D220,B060,LP_S2_H500_LEGACY_B060_RECT170W130_J2L150W90_D220_PSI180,sharp_rectangle,"{""length_nm"":180.0,""width_nm"":140.0}",sharp_rectangle,"{""length_nm"":140.0,""width_nm"":100.0}",0,0,-110.0,0,110.0,0,220.0,0,0,0,60,60.0,52.0,False,False,"{""x_max_nm"":180.0,""x_min_nm"":-200.0,""y_max_nm"":70.0,""y_min_nm"":-70.0}",True,True,False,True,9753ccc33dcc8526926f2422c835e44f07ab3248a029d489bda834f16d0ea593,8d577680978b7264f018fe60019322f5ee7b2fb1bc0b383c49132358ce122d5f,de98624f8ba18862eadba00f405e8c35bc36f4dead3b32d60805e21742ae229a,LP_H500_IFDOE_B060_J1D+10_J2L-10_J2W+10_G60_D220,False,False,False,,,,,10,-10,10,"{""J1_size_delta_nm"": 10, ""J2_length_delta_nm"": -10, ""J2_width_delta_nm"": 10, ""target_direct_gap_nm"": 60}",500.0,432.0,432.0,450,APCD_TIO2_NATIVE_M1,horizontal x-pair; J1 left/J2 right; common translation zero; no swap-order duplicate,True,6,family-balanced greedy maximin diversity rank 6; integer centers; hard fabrication pass; no static-pairing exclusion,True,none; new formal full-dimer label required,INTERACTION_FIRST_DOE_SELECTION_V1,14,8d577680978b7264f018fe60019322f5ee7b2fb1bc0b383c49132358ce122d5f,UNASSIGNED,canonical_v1_5/geometry_master_v1_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canonical_v1_7/geometry_master_v1_7.csv,15,canonical_v1_9/geometry_master_v1_9.csv,canonical_v1_11/geometry_master_v1_11.csv:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP_ML_SCHEMA_V1.13,geometry_master_v1_13.csv,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP_ML_SCHEMA_V1.17,LP_H500_IFDOE_B060_J1D-10_J2L-10_J2W+00_G60_D210,B060,LP_S2_H500_LEGACY_B060_RECT170W130_J2L150W90_D220_PSI180,sharp_rectangle,"{""length_nm"":160.0,""width_nm"":120.0}",sharp_rectangle,"{""length_nm"":140.0,""width_nm"":90.0}",0,0,-105.0,0,105.0,0,210.0,0,0,0,60,60.0,72.0,False,False,"{""x_max_nm"":175.0,""x_min_nm"":-185.0,""y_max_nm"":60.0,""y_min_nm"":-60.0}",True,True,True,True,8b49903f41a381ca5974ac6ad22805b05566f5bdd327723572205d85d2dc84d8,e1b8fc294dbd27c4fef97bf27dbe6dca400fd61673680dcf442d1c9c48475760,69deec4dbcea19db3240a9eae2013160322042a192385fc233c6eb3527df7216,LP_H500_IFDOE_B060_J1D-10_J2L-10_J2W+00_G60_D210,False,False,False,,,,,-10,-10,0,"{""J1_size_delta_nm"": -10, ""J2_length_delta_nm"": -10, ""J2_width_delta_nm"": 0, ""target_direct_gap_nm"": 60}",500.0,432.0,432.0,450,APCD_TIO2_NATIVE_M1,horizontal x-pair; J1 left/J2 right; common translation zero; no swap-order duplicate,True,7,family-balanced greedy maximin diversity rank 7; integer centers; hard fabrication pass; no static-pairing exclusion,True,none; new formal full-dimer label required,INTERACTION_FIRST_DOE_SELECTION_V1,15,e1b8fc294dbd27c4fef97bf27dbe6dca400fd61673680dcf442d1c9c48475760,UNASSIGNED,canonical_v1_5/geometry_master_v1_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canonical_v1_7/geometry_master_v1_7.csv,16,canonical_v1_9/geometry_master_v1_9.csv,canonical_v1_11/geometry_master_v1_11.csv:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP_ML_SCHEMA_V1.13,geometry_master_v1_13.csv,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP_ML_SCHEMA_V1.17,LP_S2_H500_LEGACY_B120_SQUARE110_J2L120W90_D175_PSI180,B120,LP_S2_H500_LEGACY_B120_SQUARE110_J2L120W90_D175_PSI180,sharp_rectangle,"{""side_nm"":110.0}",sharp_rectangle,"{""length_nm"":120.0,""width_nm"":90.0}",0,0,-87.5,0,87.5,0,175.0,0,0,0,60,60.0,142.0,False,False,"{""x_max_nm"":147.5,""x_min_nm"":-142.5,""y_max_nm"":55.0,""y_min_nm"":-55.0}",True,True,True,False,378205998fb6aa226d5b99399b7f85e5f5851297714ced9959932f0a5ca973d5,31dd36e8a4ff3117c1c8c0c8b75f10871edf5a5f9e00dbc09ad6046793c168d5,c5fc8d7eb6b405c8ed1b33591bdbd118356228759f1e43daa99b50d74e50ce2e,LP_H500_IFDOE_B120_J1D+00_J2L+00_J2W+00_G60_D175,False,True,True,LP_S2_H500_LEGACY_B120_SQUARE110_J2L120W90_D175_PSI180,0675f0576cf1a47d1ca81167b4eab950b07a7339a2b4831ada23312fdfe8588b,8922f2cce649bbc2b1223724f0e944e4f50d5667d74e86f68787c9e09a775cf7,MIXED_RESPONSE,0,0,0,"{""J1_size_delta_nm"": 0, ""J2_length_delta_nm"": 0, ""J2_width_delta_nm"": 0, ""target_direct_gap_nm"": 60}",500.0,432.0,432.0,450,APCD_TIO2_NATIVE_M1,horizontal x-pair; J1 left/J2 right; common translation zero; no swap-order duplicate,False,0,existing formal 450-nm seed baseline; retained for family anchor; no rerun,False,source exact/canonical provenance retained; normalized planning placement linked by canonical or x-reflection symmetry equivalence,INTERACTION_FIRST_DOE_SELECTION_V1,16,31dd36e8a4ff3117c1c8c0c8b75f10871edf5a5f9e00dbc09ad6046793c168d5,UNASSIGNED,canonical_v1_5/geometry_master_v1_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canonical_v1_7/geometry_master_v1_7.csv,17,canonical_v1_9/geometry_master_v1_9.csv,canonical_v1_11/geometry_master_v1_11.csv:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP_ML_SCHEMA_V1.13,geometry_master_v1_13.csv,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP_ML_SCHEMA_V1.17,LP_H500_IFDOE_B120_J1D-10_J2L+00_J2W-10_G90_D200,B120,LP_S2_H500_LEGACY_B120_SQUARE110_J2L120W90_D175_PSI180,sharp_rectangle,"{""side_nm"":100.0}",sharp_rectangle,"{""length_nm"":120.0,""width_nm"":80.0}",0,0,-100.0,0,100.0,0,200.0,0,0,0,90,90.0,122.0,False,False,"{""x_max_nm"":160.0,""x_min_nm"":-150.0,""y_max_nm"":50.0,""y_min_nm"":-50.0}",True,True,True,True,a88b428c41e43a087f6c17c3673fc54c4c68c07edd14cf9ad8deffc3db672c1b,b240de6795a66a214efc6112b277067b6d405a80f9d521aae4a186b409036d62,a019fabaaf8c8694834cdcc631913fca8ec8141b94cca1daeecc83e2d9d43076,LP_H500_IFDOE_B120_J1D-10_J2L+00_J2W-10_G90_D200,False,False,False,,,,,-10,0,-10,"{""J1_size_delta_nm"": -10, ""J2_length_delta_nm"": 0, ""J2_width_delta_nm"": -10, ""target_direct_gap_nm"": 90}",500.0,432.0,432.0,450,APCD_TIO2_NATIVE_M1,horizontal x-pair; J1 left/J2 right; common translation zero; no swap-order duplicate,True,1,family-balanced greedy maximin diversity rank 1; integer centers; hard fabrication pass; no static-pairing exclusion,True,none; new formal full-dimer label required,INTERACTION_FIRST_DOE_SELECTION_V1,17,b240de6795a66a214efc6112b277067b6d405a80f9d521aae4a186b409036d62,UNASSIGNED,canonical_v1_5/geometry_master_v1_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canonical_v1_7/geometry_master_v1_7.csv,18,canonical_v1_9/geometry_master_v1_9.csv,canonical_v1_11/geometry_master_v1_11.csv:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP_ML_SCHEMA_V1.13,geometry_master_v1_13.csv,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP_ML_SCHEMA_V1.17,LP_H500_IFDOE_B120_J1D+00_J2L-10_J2W+10_G90_D200,B120,LP_S2_H500_LEGACY_B120_SQUARE110_J2L120W90_D175_PSI180,sharp_rectangle,"{""side_nm"":110.0}",sharp_rectangle,"{""length_nm"":110.0,""width_nm"":100.0}",0,0,-100.0,0,100.0,0,200.0,0,0,0,90,90.0,122.0,False,False,"{""x_max_nm"":155.0,""x_min_nm"":-155.0,""y_max_nm"":55.0,""y_min_nm"":-55.0}",True,True,True,True,8b12c572eb3d3bc6ce95616d786d504b5ef95dbdd16ed7a1c66b0f0239f1e4b8,aa285ce03f0eb32ffe1d8625bdf68837ebac676f82fa10248df297629781b2e9,b6adfd94a5d6775b2a8b560540e4087b3fbd82d5e385cb959510c570f353e781,LP_H500_IFDOE_B120_J1D+00_J2L-10_J2W+10_G90_D200,False,False,False,,,,,0,-10,10,"{""J1_size_delta_nm"": 0, ""J2_length_delta_nm"": -10, ""J2_width_delta_nm"": 10, ""target_direct_gap_nm"": 90}",500.0,432.0,432.0,450,APCD_TIO2_NATIVE_M1,horizontal x-pair; J1 left/J2 right; common translation zero; no swap-order duplicate,True,2,family-balanced greedy maximin diversity rank 2; integer centers; hard fabrication pass; no static-pairing exclusion,True,none; new formal full-dimer label required,INTERACTION_FIRST_DOE_SELECTION_V1,18,aa285ce03f0eb32ffe1d8625bdf68837ebac676f82fa10248df297629781b2e9,UNASSIGNED,canonical_v1_5/geometry_master_v1_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canonical_v1_7/geometry_master_v1_7.csv,19,canonical_v1_9/geometry_master_v1_9.csv,canonical_v1_11/geometry_master_v1_11.csv:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP_ML_SCHEMA_V1.13,geometry_master_v1_13.csv,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP_ML_SCHEMA_V1.17,LP_H500_IFDOE_B120_J1D+10_J2L+00_J2W-10_G90_D210,B120,LP_S2_H500_LEGACY_B120_SQUARE110_J2L120W90_D175_PSI180,sharp_rectangle,"{""side_nm"":120.0}",sharp_rectangle,"{""length_nm"":120.0,""width_nm"":80.0}",0,0,-105.0,0,105.0,0,210.0,0,0,0,90,90.0,102.0,False,False,"{""x_max_nm"":165.0,""x_min_nm"":-165.0,""y_max_nm"":60.0,""y_min_nm"":-60.0}",True,True,True,True,a637e068c63307f92e63f21f1d26a575a00e500e773e188a5e37cd10610a3a7a,e8b9ef267110aaadb52d46d339a9eb5ae3318ccef44a0cb3f220c8b13e7bde7a,28f28d5a7e430ed4e20c30b8a514034262fa4d11e1166db9687ce395e3e50e57,LP_H500_IFDOE_B120_J1D+10_J2L+00_J2W-10_G90_D210,False,False,False,,,,,10,0,-10,"{""J1_size_delta_nm"": 10, ""J2_length_delta_nm"": 0, ""J2_width_delta_nm"": -10, ""target_direct_gap_nm"": 90}",500.0,432.0,432.0,450,APCD_TIO2_NATIVE_M1,horizontal x-pair; J1 left/J2 right; common translation zero; no swap-order duplicate,True,3,family-balanced greedy maximin diversity rank 3; integer centers; hard fabrication pass; no static-pairing exclusion,True,none; new formal full-dimer label required,INTERACTION_FIRST_DOE_SELECTION_V1,19,e8b9ef267110aaadb52d46d339a9eb5ae3318ccef44a0cb3f220c8b13e7bde7a,UNASSIGNED,canonical_v1_5/geometry_master_v1_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canonical_v1_7/geometry_master_v1_7.csv,20,canonical_v1_9/geometry_master_v1_9.csv,canonical_v1_11/geometry_master_v1_11.csv:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP_ML_SCHEMA_V1.13,geometry_master_v1_13.csv,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
