case_id,candidate_id,patch_option_id,position,dipole_orientation,cone_deg,target_LP,target_LP_power,leakage_LP_power,LP_fraction,target_to_leakage_ratio,total_cone_power,farfield_grid,source_x_nm,source_y_nm,source_z_nm,simulation_time_fs,q_nm,q_definition,result_csv,status,blocking_issues
center_x,H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,A_small,center,x,5;10;20,x,,,,,,101,0.0,0.0,,100,107.9769465,phase_bin_pitch_x_nm / 4,outputs/stage13_3_lp_dipole_results/center_x.csv,prepared_not_run,"[""manual_patch_option_approval_required"", ""manual_q_candidate_approval_required"", ""source_z_requires_manual_definition""]"
center_y,H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,A_small,center,y,5;10;20,x,,,,,,101,0.0,0.0,,100,107.9769465,phase_bin_pitch_x_nm / 4,outputs/stage13_3_lp_dipole_results/center_y.csv,prepared_not_run,"[""manual_patch_option_approval_required"", ""manual_q_candidate_approval_required"", ""source_z_requires_manual_definition""]"
x_plus_qp_x,H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,A_small,x_plus_qp,x,5;10;20,x,,,,,,101,107.9769465,0.0,,100,107.9769465,phase_bin_pitch_x_nm / 4,outputs/stage13_3_lp_dipole_results/x_plus_qp_x.csv,prepared_not_run,"[""manual_patch_option_approval_required"", ""manual_q_candidate_approval_required"", ""source_z_requires_manual_definition""]"
x_plus_qp_y,H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,A_small,x_plus_qp,y,5;10;20,x,,,,,,101,107.9769465,0.0,,100,107.9769465,phase_bin_pitch_x_nm / 4,outputs/stage13_3_lp_dipole_results/x_plus_qp_y.csv,prepared_not_run,"[""manual_patch_option_approval_required"", ""manual_q_candidate_approval_required"", ""source_z_requires_manual_definition""]"
x_minus_qp_x,H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,A_small,x_minus_qp,x,5;10;20,x,,,,,,101,-107.9769465,0.0,,100,107.9769465,phase_bin_pitch_x_nm / 4,outputs/stage13_3_lp_dipole_results/x_minus_qp_x.csv,prepared_not_run,"[""manual_patch_option_approval_required"", ""manual_q_candidate_approval_required"", ""source_z_requires_manual_definition""]"
x_minus_qp_y,H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,A_small,x_minus_qp,y,5;10;20,x,,,,,,101,-107.9769465,0.0,,100,107.9769465,phase_bin_pitch_x_nm / 4,outputs/stage13_3_lp_dipole_results/x_minus_qp_y.csv,prepared_not_run,"[""manual_patch_option_approval_required"", ""manual_q_candidate_approval_required"", ""source_z_requires_manual_definition""]"
