sample_index,L1_nm,W1_nm,L2_nm,W2_nm,A1,A2,A_mean,Delta_A,delta_theta_deg,D_nm,theta1_deg,theta2_deg,j1_center_y_nm,j2_center_y_nm,pillar_1_area_nm2,pillar_2_area_nm2,total_footprint_nm2,cell_area_nm2,footprint_fill_fraction,direct_clearance_nm,periodic_image_clearance_nm,global_minimum_clearance_nm,cell_containment_pass,overlap_or_touching_pass,minimum_lateral_feature_nm,aspect_ratio_H_over_min_feature,geometry_hash_sha256,nearest_object_image_pair
16030,255,87,201,77,0.49122807017543857,0.4460431654676259,0.46863561782153224,0.04518490470781267,85.052540749,218,0.0,85.052540749,109.0,-109.0,22185,15477,37662,186624.0,0.201806841563786,71.0541185290987,67.0541185290987,67.0541185290987,True,True,77,6.818181818181818,eb1d8e8deb86ebb66f36a67bbad69487e7f5c683a23852b1f70a5ff1ebbcb566,"{""distance_nm"": 67.0541185290987, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [29.689217010696666, 152.5], ""point_b_nm"": [29.68921701069665, 219.5541185290987], ""touch_or_overlap"": false}"
16031,244,92,194,79,0.4523809523809524,0.42124542124542125,0.4368131868131868,0.031135531135531136,77.66606614,212,0.0,77.66606614,106.0,-106.0,22448,15326,37774,186624.0,0.20240697873799726,62.80127832499568,70.80127832499568,62.80127832499568,True,True,79,6.6455696202531644,e3cb674d78c4e32b68980d78a4c2392392896aa7f425f5d0a3e991cbebe72776,"{""distance_nm"": 62.80127832499568, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-17.868235633240133, 60.0], ""point_b_nm"": [-17.868235633240133, -2.8012783249956783], ""touch_or_overlap"": false}"
16032,244,90,198,80,0.46107784431137727,0.4244604316546763,0.44276913798302675,0.03661741265670099,89.438260049,213,0.0,89.438260049,106.5,-106.5,21960,15840,37800,186624.0,0.2025462962962963,68.61259584422051,74.6125958442205,68.61259584422051,True,True,80,6.5625,57a1bd0d49ace40c542530b07849f17067293fab94b2a0e3cdef689beba0638e,"{""distance_nm"": 68.61259584422051, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-39.02747615687883, 61.5], ""point_b_nm"": [-39.02747615687883, -7.112595844220514], ""touch_or_overlap"": false}"
16034,260,87,195,79,0.49855907780979825,0.4233576642335766,0.46095837102168746,0.07520141357622162,78.358548134,217,0.0,78.358548134,108.5,-108.5,22620,15405,38025,186624.0,0.20375192901234568,70.0350526384673,68.0350526384673,68.0350526384673,True,True,79,6.6455696202531644,01e5125791ec7b96772531afaaf6e17180d4cc3d644d4f73688d2aa48cea0855,"{""distance_nm"": 68.0350526384673, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [19.013276084758942, 152.0], ""point_b_nm"": [19.013276084758942, 220.0350526384673], ""touch_or_overlap"": false}"
16035,250,92,202,77,0.4619883040935672,0.44802867383512546,0.4550084889643463,0.013959630258441769,85.745022744,210,0.0,85.745022744,105.0,-105.0,23000,15554,38554,186624.0,0.20658650548696844,60.42186975854244,72.42186975854244,60.42186975854244,True,True,77,6.818181818181818,6e31211e2f4348c43e08bd1655fce09ae9f7fd9ea7678f1b27d4b873449b7c22,"{""distance_nm"": 60.42186975854244, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-30.900176952303298, 59.0], ""point_b_nm"": [-30.9001769523033, -1.4218697585424436], ""touch_or_overlap"": false}"
16036,252,89,207,77,0.4780058651026393,0.45774647887323944,0.4678761719879394,0.02025938622939988,83.898404091,212,0.0,83.898404091,106.0,-106.0,22428,15939,38367,186624.0,0.20558449074074073,60.494096121309234,68.49409612130924,60.494096121309234,True,True,77,6.818181818181818,5563a79ca0bc44e58932861911ad4051f639dcaa6f3fb2a3d63a063df08ccd23,"{""distance_nm"": 60.494096121309234, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-27.28069894823797, 61.5], ""point_b_nm"": [-27.28069894823797, 1.0059038786907655], ""touch_or_overlap"": false}"
16037,263,93,200,80,0.47752808988764045,0.42857142857142855,0.4530497592295345,0.0489566613162119,76.511929482,218,0.0,76.511929482,109.0,-109.0,24459,16000,40459,186624.0,0.21679419581618656,64.92843341614315,60.92843341614312,60.92843341614312,True,True,80,6.5625,442a7665786828d96ff2033b98e9c99fb0744c76a3bd33ac15ed9c608aef3e69,"{""distance_nm"": 60.92843341614312, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [15.572449899183027, 155.5], ""point_b_nm"": [15.572449899183031, 216.42843341614312], ""touch_or_overlap"": false}"
16038,258,91,203,78,0.4785100286532951,0.44483985765124556,0.4616749431522703,0.033670171002049554,80.205166787,215,0.0,80.205166787,107.5,-107.5,23478,15834,39312,186624.0,0.21064814814814814,62.84483594184648,64.8448359418465,62.84483594184648,True,True,78,6.730769230769231,8ea6b0637f19f8edded7fc474dc70289d80229a0b450ea0d5d82fe2024d12be1,"{""distance_nm"": 62.84483594184648, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.164261851724433, 62.0], ""point_b_nm"": [-21.164261851724415, -0.8448359418464868], ""touch_or_overlap"": false}"
16041,259,91,196,77,0.48,0.4358974358974359,0.45794871794871794,0.04410256410256408,88.514950722,216,0.0,88.514950722,108.0,-108.0,23569,15092,38661,186624.0,0.20715985082304528,71.53514633507194,71.53514633507191,71.53514633507191,True,True,77,6.818181818181818,ea56ce458b910da0b9f34cf3c80662776f438fecd2497194070b61a6534445e0,"{""distance_nm"": 71.53514633507191, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [35.94729112296747, 153.5], ""point_b_nm"": [35.947291122967464, 225.03514633507191], ""touch_or_overlap"": false}"
16042,264,89,206,80,0.49575070821529743,0.4405594405594406,0.46815507438736903,0.05519126765585686,84.821713418,219,0.0,84.821713418,109.5,-109.5,23496,16480,39976,186624.0,0.21420610425240055,68.31017004846281,62.31017004846282,62.31017004846282,True,True,80,6.5625,670def008f24dba09d581417907eae62082fcf62bfdd462a083afec02e5301c2,"{""distance_nm"": 62.31017004846282, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.54046520378519, 154.0], ""point_b_nm"": [30.54046520378519, 216.31017004846282], ""touch_or_overlap"": false}"
16043,254,94,199,78,0.45977011494252873,0.4368231046931408,0.44829660981783476,0.022947010249387945,77.435238808,213,0.0,77.435238808,106.5,-106.5,23876,15522,39398,186624.0,0.21110896776406035,60.39877492320283,66.39877492320284,60.39877492320283,True,True,78,6.730769230769231,48a4e169f6fd139344b45346c7521a5ccb84e3500b411f1bb79bcd07120f06b7,"{""distance_nm"": 60.39877492320283, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-16.42045256013438, 59.5], ""point_b_nm"": [-16.42045256013438, -0.898774923202831], ""touch_or_overlap"": false}"
16045,262,95,201,80,0.4677871148459384,0.4306049822064057,0.449196048526172,0.03718213263953268,82.975094765,214,0.0,82.975094765,107.0,-107.0,24890,16080,40970,186624.0,0.21953232167352538,61.86241425898472,65.8624142589847,61.86241425898472,True,True,80,6.5625,b2859804b9fe326a142a5791fb8c9a3b8b4d3b0d0a242ba2dc6591aaa32ed0bd,"{""distance_nm"": 61.86241425898472, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-27.40849595092142, 59.5], ""point_b_nm"": [-27.408495950921434, -2.3624142589847184], ""touch_or_overlap"": false}"
16046,256,88,197,77,0.4883720930232558,0.43795620437956206,0.46316414870140893,0.05041588864369373,86.66833207,217,0.0,86.66833207,108.5,-108.5,22528,15169,37697,186624.0,0.20199438443072704,72.42902124400376,70.42902124400376,70.42902124400376,True,True,77,6.818181818181818,84755058737eb5ffecaaa3f77a16ffee9ea2fdbc7ba3fb217183a190da1a2bd6,"{""distance_nm"": 70.42902124400376, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [32.71052173324284, 152.5], ""point_b_nm"": [32.710521733242835, 222.92902124400376], ""touch_or_overlap"": false}"
16048,245,88,196,79,0.47147147147147145,0.4254545454545455,0.44846300846300846,0.046016926016925974,86.206677407,214,0.0,86.206677407,107.0,-107.0,21560,15484,37044,186624.0,0.19849537037037038,69.60147411405055,73.60147411405057,69.60147411405055,True,True,79,6.6455696202531644,f8ab8b433bddfddb46cc3f28ef15b8afd8696d730376f9c60fb764fa16bb9c32,"{""distance_nm"": 69.60147411405055, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-32.93001670100303, 63.0], ""point_b_nm"": [-32.93001670100302, -6.601474114050548], ""touch_or_overlap"": false}"
16050,261,90,200,77,0.48717948717948717,0.44404332129963897,0.46561140423956304,0.0431361658798482,82.513440102,211,0.0,82.513440102,105.5,-105.5,23490,15400,38890,186624.0,0.20838691700960219,61.83615036045286,71.83615036045285,61.83615036045286,True,True,77,6.818181818181818,a05d2d497feee35357fb869ed5c72525950bb543594a79dde9d568d9f6360f5e,"{""distance_nm"": 61.83615036045286, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-25.14244276656136, 60.5], ""point_b_nm"": [-25.14244276656136, -1.3361503604528586], ""touch_or_overlap"": false}"
16051,250,95,206,80,0.4492753623188406,0.4405594405594406,0.4449174014391406,0.008715921759400003,89.899914712,217,0.0,89.899914712,108.5,-108.5,23750,16480,40230,186624.0,0.21556712962962962,66.43028446883984,64.43028446883983,64.43028446883983,True,True,80,6.5625,0debdc3205b16ead9aa3710a02cb6b85e506674446d27bad137219d4a4f387a8,"{""distance_nm"": 64.43028446883983, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [39.820016829802114, 156.0], ""point_b_nm"": [39.82001682980211, 220.43028446883983], ""touch_or_overlap"": false}"
16052,253,89,201,79,0.47953216374269003,0.4357142857142857,0.4576232247284879,0.04381787802840431,88.053296059,215,0.0,88.053296059,107.5,-107.5,22517,15879,38396,186624.0,0.20573988340192043,68.71619344507738,70.71619344507735,68.71619344507738,True,True,79,6.6455696202531644,fdffd6b58f467ee568bd582963cfa343abd0a7e2ffdf9078df8e0caf85ec584c,"{""distance_nm"": 68.71619344507738, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-36.063232289827965, 63.0], ""point_b_nm"": [-36.06323228982797, -5.716193445077378], ""touch_or_overlap"": false}"
16053,264,93,195,77,0.4789915966386555,0.4338235294117647,0.45640756302521013,0.04516806722689076,80.66682145,209,0.0,80.66682145,104.5,-104.5,24552,15015,39567,186624.0,0.21201453189300412,60.046960493152675,74.04696049315268,60.046960493152675,True,True,77,6.818181818181818,28c724c11df329de4d4367799cbdeedef2b4084ed34b9d90f3f046fd7e1e4116,"{""distance_nm"": 60.046960493152675, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-22.178248258335984, 58.0], ""point_b_nm"": [-22.17824825833599, -2.046960493152673], ""touch_or_overlap"": false}"
16054,258,87,204,80,0.4956521739130435,0.43661971830985913,0.4661359461114513,0.059032455603184375,76.973584145,212,0.0,76.973584145,106.0,-106.0,22446,16320,38766,186624.0,0.20772247942386832,60.108832302380065,68.10883230238005,60.108832302380065,True,True,80,6.5625,6cfcb9280f15655f9f1d98a3fd2974b1aed328ccf00404b3c1ba7a40d2506c8e,"{""distance_nm"": 60.108832302380065, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-15.979823689466443, 62.5], ""point_b_nm"": [-15.979823689466446, 2.391167697619938], ""touch_or_overlap"": false}"
16055,248,91,198,78,0.4631268436578171,0.43478260869565216,0.4489547261767346,0.028344234962164927,84.360058755,219,0.0,84.360058755,109.5,-109.5,22568,15444,38012,186624.0,0.20368227023319616,71.14645632702286,65.14645632702286,65.14645632702286,True,True,78,6.730769230769231,d5d7026df039d0c38979e70620ddd9c16ee85fb78b726264dc1191a07254911f,"{""distance_nm"": 65.14645632702286, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [29.08181730194937, 155.0], ""point_b_nm"": [29.081817301949375, 220.14645632702286], ""touch_or_overlap"": false}"
16057,257,95,199,79,0.4602272727272727,0.4316546762589928,0.44594097449313275,0.02857259646827992,85.283368081,211,0.0,85.283368081,105.5,-105.5,24415,15721,40136,186624.0,0.21506344307270234,61.08895229507235,71.08895229507235,61.08895229507235,True,True,79,6.6455696202531644,9c75a5a1c449ce8aace02135905c2bcd59af1f12b0a33da34886dd6fb13a4897,"{""distance_nm"": 61.08895229507235, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-31.184568427012678, 58.0], ""point_b_nm"": [-31.184568427012675, -3.088952295072355], ""touch_or_overlap"": false}"
16058,262,88,202,78,0.49714285714285716,0.44285714285714284,0.47,0.054285714285714326,88.976605386,208,0.0,88.976605386,104.0,-104.0,23056,15756,38812,186624.0,0.20796896433470508,62.319545360640404,78.3195453606404,62.319545360640404,True,True,78,6.730769230769231,befde038f9e1fb9b4e81655bd6d5ecb1da779f0dca10f054cf9fdae15b0766e3,"{""distance_nm"": 62.319545360640404, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-37.189852706526494, 60.0], ""point_b_nm"": [-37.1898527065265, -2.3195453606404035], ""touch_or_overlap"": false}"
16059,252,93,195,80,0.4608695652173913,0.41818181818181815,0.43952569169960476,0.042687747035573154,81.590130776,215,0.0,81.590130776,107.5,-107.5,23436,15600,39036,186624.0,0.20916923868312756,66.1982651865311,68.1982651865311,66.1982651865311,True,True,80,6.5625,c11ef387ecb08ce81b7c2fad68e65a7b091d61f7a82687da22ac2e70d101bf6d,"{""distance_nm"": 66.1982651865311, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-25.310176889043817, 61.0], ""point_b_nm"": [-25.310176889043817, -5.198265186531108], ""touch_or_overlap"": false}"
16060,249,87,200,80,0.48214285714285715,0.42857142857142855,0.45535714285714285,0.0535714285714286,79.743512124,220,0.0,79.743512124,110.0,-110.0,21663,16000,37663,186624.0,0.2018121999314129,70.97574692709424,62.975746927094235,62.975746927094235,True,True,80,6.5625,19f00fd7be1313a42348e267f1dca2a65d57b70fbc741a7dba713ca2f6252fe3,"{""distance_nm"": 62.975746927094235, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.55532447924041, 153.5], ""point_b_nm"": [21.555324479240415, 216.47574692709424], ""touch_or_overlap"": false}"
16061,260,92,207,78,0.4772727272727273,0.45263157894736844,0.4649521531100479,0.024641148325358853,87.129986733,213,0.0,87.129986733,106.5,-106.5,23920,16146,40066,186624.0,0.2146883573388203,61.677080932747685,67.67708093274769,61.677080932747685,True,True,78,6.730769230769231,20d978754f7850d3529f69228c2c8ad3c29772199716b24a1c9bcf5e4672f627,"{""distance_nm"": 61.677080932747685, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.76881281823535, 60.5], ""point_b_nm"": [-33.768812818235354, -1.177080932747684], ""touch_or_overlap"": false}"
16062,254,89,197,79,0.48104956268221577,0.427536231884058,0.4542928972831369,0.05351333079815779,83.436749428,210,0.0,83.436749428,105.0,-105.0,22606,15563,38169,186624.0,0.2045235339506173,63.1306920711344,75.1306920711344,63.1306920711344,True,True,79,6.6455696202531644,b1c0bfa191918649236f43b171b1af1a0854cee68dd8f86b4200eea06917cffe,"{""distance_nm"": 63.1306920711344, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-27.98258019134569, 60.5], ""point_b_nm"": [-27.982580191345676, -2.630692071134396], ""touch_or_overlap"": false}"
16064,244,91,196,79,0.45671641791044776,0.4254545454545455,0.4410854816824966,0.031261872455902284,81.936371773,218,0.0,81.936371773,109.0,-109.0,22204,15484,37688,186624.0,0.20194615912208505,69.92816265880218,65.9281626588022,65.9281626588022,True,True,79,6.6455696202531644,2e429d34722bcf42fcd496d832e9411b95b7cbc2e9b39f11debb08a1105ace8f,"{""distance_nm"": 65.9281626588022, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [25.362732196095493, 154.5], ""point_b_nm"": [25.362732196095486, 220.4281626588022], ""touch_or_overlap"": false}"
16066,260,89,200,80,0.4899713467048711,0.42857142857142855,0.4592713876381498,0.06139991813344253,85.629609078,209,0.0,85.629609078,104.5,-104.5,23140,16000,39140,186624.0,0.20972650891632372,61.742622833614845,75.74262283361483,61.742622833614845,True,True,80,6.5625,ab6ebfc0c041e3ce06190ceb67910a47c76f06cec9af2dce54e68b36b9fb6979,"{""distance_nm"": 61.742622833614845, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-32.26331411813217, 60.0], ""point_b_nm"": [-32.263314118132165, -1.742622833614842], ""touch_or_overlap"": false}"
16068,252,88,201,78,0.4823529411764706,0.44086021505376344,0.461606578115117,0.04149272612270716,76.396515816,217,0.0,76.396515816,108.5,-108.5,22176,15678,37854,186624.0,0.20283564814814814,66.14650917722976,64.14650917722977,64.14650917722977,True,True,78,6.730769230769231,8830a2c730a7c8b959b8379808e287e40c2be9fc83315536e5b326966950f35f,"{""distance_nm"": 64.14650917722977, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [14.268198869799747, 152.5], ""point_b_nm"": [14.268198869799729, 216.64650917722977], ""touch_or_overlap"": false}"
16071,246,94,198,79,0.4470588235294118,0.4296028880866426,0.4383308558080272,0.017455935442769188,80.089753121,214,0.0,80.089753121,107.0,-107.0,23124,15642,38766,186624.0,0.20772247942386832,62.6790639216574,66.67906392165742,62.6790639216574,True,True,79,6.6455696202531644,f52248943dfe313a490a85a22bf1647c5aef5b06a97735cc2e9ae83822f73a01,"{""distance_nm"": 62.6790639216574, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.872180863790376, 60.0], ""point_b_nm"": [-21.872180863790373, -2.679063921657404], ""touch_or_overlap"": false}"
16074,264,90,200,80,0.4915254237288136,0.42857142857142855,0.4600484261501211,0.06295399515738503,77.319825142,213,0.0,77.319825142,106.5,-106.5,23760,16000,39760,186624.0,0.21304869684499314,61.658598755411376,67.65859875541139,61.658598755411376,True,True,80,6.5625,83160117573a0c297817d565adf45eeab6aae1babd8567d044ca74da448c955e,"{""distance_nm"": 61.658598755411376, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-17.073557957772152, 61.5], ""point_b_nm"": [-17.073557957772152, -0.1585987554113757], ""touch_or_overlap"": false}"
16075,253,95,194,78,0.4540229885057471,0.4264705882352941,0.4402467883705206,0.027552400270453026,84.706299752,219,0.0,84.706299752,109.5,-109.5,24035,15132,39167,186624.0,0.20987118484224965,71.3155365846495,65.3155365846495,65.3155365846495,True,True,78,6.730769230769231,8db3e2fe49f42392b8d94831a72430db913a6b4a1e5f299e494b8515caf899eb,"{""distance_nm"": 65.3155365846495, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [29.884331850959924, 157.0], ""point_b_nm"": [29.884331850959924, 222.3155365846495], ""touch_or_overlap"": false}"
16076,250,89,199,77,0.4749262536873156,0.4420289855072464,0.458477619597281,0.03289726818006922,82.8596811,214,0.0,82.8596811,107.0,-107.0,22250,15323,37573,186624.0,0.20132994684499314,65.98611065906445,69.98611065906445,65.98611065906445,True,True,77,6.818181818181818,b308db712d6c91289c100516b1c805aef4f525bca34fa89b3ddf3ee0185779ef,"{""distance_nm"": 65.98611065906445, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-25.833596604277687, 62.5], ""point_b_nm"": [-25.833596604277687, -3.4861106590644493], ""touch_or_overlap"": false}"
16078,256,87,196,78,0.49271137026239065,0.4306569343065693,0.46168415228448,0.06205443595582133,79.166443795,211,0.0,79.166443795,105.5,-105.5,22272,15288,37560,186624.0,0.20126028806584362,63.91631432126579,73.91631432126579,63.91631432126579,True,True,78,6.730769230769231,7fcbe81bacb082e79fd7be3bfa4aa43a849ca9b92513b81ac858eb9b95435e8f,"{""distance_nm"": 63.91631432126579, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-19.88517189287515, 62.0], ""point_b_nm"": [-19.885171892875157, -1.916314321265788], ""touch_or_overlap"": false}"
16079,245,92,202,80,0.4540059347181009,0.4326241134751773,0.44331502409663914,0.021381821242923593,86.552918404,218,0.0,86.552918404,109.0,-109.0,22540,16160,38700,186624.0,0.20736882716049382,68.77766809058521,64.77766809058522,64.77766809058522,True,True,80,6.5625,4ae09865abcb79a4345c6c516116147b30ddd1a4c02e2bbf110d105aff5d6dab,"{""distance_nm"": 64.77766809058522, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [33.854840055487045, 155.0], ""point_b_nm"": [33.85484005548704, 219.77766809058522], ""touch_or_overlap"": false}"
16081,256,91,204,79,0.4755043227665706,0.4416961130742049,0.45860021792038774,0.0338082096923657,86.091263741,215,0.0,86.091263741,107.5,-107.5,23296,16116,39412,186624.0,0.21118398491083676,65.04464973246151,67.04464973246152,65.04464973246151,True,True,79,6.6455696202531644,8f162c1d512f3c9ba502b92c7352aed2dcd2b5783ae4426e071fb8758902a8fc,"{""distance_nm"": 65.04464973246151, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-32.45504275895888, 62.0], ""point_b_nm"": [-32.455042758958875, -3.0446497324615143], ""touch_or_overlap"": false}"
16082,262,89,194,78,0.4928774928774929,0.4264705882352941,0.4596740405563935,0.06640690464219878,89.784501046,218,0.0,89.784501046,109.0,-109.0,23318,15132,38450,186624.0,0.20602923525377229,76.35400095907357,72.35400095907357,72.35400095907357,True,True,78,6.730769230769231,0908d5833b5e4d276e3fd2fe549056138fc546a6836f6c15ac696289c30d2558,"{""distance_nm"": 72.35400095907357, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [38.63489187690733, 153.5], ""point_b_nm"": [38.63489187690733, 225.85400095907357], ""touch_or_overlap"": false}"
16083,251,94,201,80,0.45507246376811594,0.4306049822064057,0.4428387229872608,0.024467481561710247,82.398026436,212,0.0,82.398026436,106.0,-106.0,23594,16080,39674,186624.0,0.21258787722908093,60.091674789818214,68.0916747898182,60.091674789818214,True,True,80,6.5625,d73b8ee19261a508b03250e42fb6918715ab92d1d660ae1c24b7340fe9adad94,"{""distance_nm"": 60.091674789818214, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-26.353240817681908, 59.0], ""point_b_nm"": [-26.353240817681908, -1.091674789818212], ""touch_or_overlap"": false}"
16085,264,95,199,78,0.47075208913649025,0.4368231046931408,0.4537875969148155,0.033928984443349464,87.937882394,216,0.0,87.937882394,108.0,-108.0,25080,15522,40602,186624.0,0.21756044238683128,67.66109996612916,67.66109996612914,67.66109996612914,True,True,78,6.730769230769231,c42d14da5d6fabd8444014f77a778767144fff97d2a2eb88a8bb1cd62fc81860,"{""distance_nm"": 67.66109996612914, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [35.39443798054998, 155.5], ""point_b_nm"": [35.394437980549995, 223.16109996612914], ""touch_or_overlap"": false}"
16086,259,88,203,79,0.49279538904899134,0.4397163120567376,0.46625585055286445,0.053079076992253726,84.244645089,220,0.0,84.244645089,110.0,-110.0,22792,16037,38829,186624.0,0.20806005658436214,71.05054470564444,63.050544705644455,63.050544705644455,True,True,79,6.6455696202531644,8634e3d16c3a68c802637fc68ac61c6968d886b91d8121f407fccb46410ddcc0,"{""distance_nm"": 63.050544705644455, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [29.122359681489797, 154.0], ""point_b_nm"": [29.122359681489804, 217.05054470564446], ""touch_or_overlap"": false}"
16087,248,92,196,77,0.4588235294117647,0.4358974358974359,0.44736048265460027,0.022926093514328783,76.858170479,213,0.0,76.858170479,106.5,-106.5,22816,15092,37908,186624.0,0.203125,62.813147712714574,68.8131477127146,62.813147712714574,True,True,77,6.818181818181818,31d3da7014a4019bc9304fc7980cabb395bf7e34231d0044f552329d9d0c3323,"{""distance_nm"": 62.813147712714574, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-15.210187719662414, 60.5], ""point_b_nm"": [-15.210187719662397, -2.3131477127145725], ""touch_or_overlap"": false}"
16088,247,90,203,78,0.4658753709198813,0.44483985765124556,0.45535761428556343,0.02103551326863573,85.167954415,211,0.0,85.167954415,105.5,-105.5,22230,15834,38064,186624.0,0.20396090534979425,61.575569301430015,71.57556930143002,61.575569301430015,True,True,78,6.730769230769231,093e2184c1ab096cf9a6aa9b673aa704d68287c4b1b5fabce22aa2e1f72ea720,"{""distance_nm"": 61.575569301430015, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-30.311520471259, 60.5], ""point_b_nm"": [-30.311520471258994, -1.0755693014300158], ""touch_or_overlap"": false}"
16089,258,94,197,80,0.4659090909090909,0.4223826714801444,0.4441458811946176,0.04352641942894647,77.781479806,217,0.0,77.781479806,108.5,-108.5,24252,15760,40012,186624.0,0.21439900548696844,65.26563885903246,63.265638859032464,63.265638859032464,True,True,80,6.5625,ca2ef6ad803135c53690f73627f765bf4517ae6d87c2047c540fdd05fd1b7954,"{""distance_nm"": 63.265638859032464, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [18.247290110955916, 155.5], ""point_b_nm"": [18.24729011095592, 218.76563885903246], ""touch_or_overlap"": false}"
16090,263,87,207,77,0.5028571428571429,0.45774647887323944,0.4803018108651912,0.045110663983903454,81.47471711,214,0.0,81.47471711,107.0,-107.0,22881,15939,38820,186624.0,0.20801183127572018,62.43615472407784,66.43615472407782,62.43615472407784,True,True,77,6.818181818181818,6cbf535f6f989186b11afaf5019f026566349fe96667bf437dc0d537b5780c6f,"{""distance_nm"": 62.43615472407784, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-22.731153604284046, 63.5], ""point_b_nm"": [-22.731153604284046, 1.0638452759221604], ""touch_or_overlap"": false}"
