geometry_id,sample_index,direct_clearance_nm,periodic_image_clearance_nm,global_minimum_clearance_nm,cell_containment_pass,overlap_or_touching_pass,nearest_object_image_pair,geometry_hash_sha256,validity
POOL_04701,4701,64.27414418321614,72.27414418321615,64.27414418321614,True,True,"{""distance_nm"": 64.27414418321614, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-32.161316178647, 60.0], ""point_b_nm"": [-32.16131617864699, -4.274144183216141], ""touch_or_overlap"": false}",a09cbf5badf523b1e18972e5f5b070b3cedb76a3790022d23a6275bb69cd4dcb,PASS
POOL_04703,4703,63.797511857983636,65.79751185798364,63.797511857983636,True,True,"{""distance_nm"": 63.797511857983636, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-13.003517409260454, 60.5], ""point_b_nm"": [-13.003517409260436, -3.297511857983638], ""touch_or_overlap"": false}",e3140c51c6af105f0a60af25442f2b592f1eda15994833712818239681a1da9c,PASS
POOL_04704,4704,70.72084468860001,74.72084468860001,70.72084468860001,True,True,"{""distance_nm"": 70.72084468860001, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-35.051678495380486, 63.5], ""point_b_nm"": [-35.05167849538047, -7.220844688600007], ""touch_or_overlap"": false}",58eb19075c187c6c3dbcfe997dcf3288df200ccd49a376800ea531bd8433bfc0,PASS
POOL_04706,4706,61.57955815146289,73.57955815146289,61.57955815146289,True,True,"{""distance_nm"": 61.57955815146289, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-16.53669277253927, 60.0], ""point_b_nm"": [-16.53669277253927, -1.579558151462889], ""touch_or_overlap"": false}",ffff1efb2b8c3b74927473a3b1884058b65c335f8bfc2ed9e36020a25821b8d0,PASS
POOL_04708,4708,64.05281904182331,66.05281904182334,64.05281904182331,True,True,"{""distance_nm"": 64.05281904182331, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.01351280875059, 62.0], ""point_b_nm"": [-33.0135128087506, -2.052819041823315], ""touch_or_overlap"": false}",153d991bc13a735201d7a0188562f1adc496218856cf50f89fb40e18aeff55f9,PASS
POOL_04710,4710,62.1935448991538,70.1935448991538,62.1935448991538,True,True,"{""distance_nm"": 62.1935448991538, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-25.919114840083978, 61.5], ""point_b_nm"": [-25.919114840083992, -0.6935448991537987], ""touch_or_overlap"": false}",2826c0a740556bd584d04514e69b5d8c826dda934e43b8256f433917bbeae121,PASS
POOL_04711,4711,74.40216630440378,68.40216630440378,68.40216630440378,True,True,"{""distance_nm"": 68.40216630440378, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [38.250032996471305, 156.0], ""point_b_nm"": [38.25003299647132, 224.40216630440378], ""touch_or_overlap"": false}",252eba06550b2c3e34e535f13f31156e2636a60389d1a12c193c65cd13d8e866,PASS
POOL_04712,4712,66.6615094876213,62.66150948762129,62.66150948762129,True,True,"{""distance_nm"": 62.66150948762129, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [20.21848028503544, 153.5], ""point_b_nm"": [20.218480285035433, 216.1615094876213], ""touch_or_overlap"": false}",b2182e9efbcc6b00e1ae4d6945868ba6365a5cca2ad30a0e85f9ef3eaa923265,PASS
POOL_04713,4713,63.592666432060746,73.59266643206075,63.592666432060746,True,True,"{""distance_nm"": 63.592666432060746, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-34.93733484077714, 58.5], ""point_b_nm"": [-34.93733484077715, -5.092666432060748], ""touch_or_overlap"": false}",d9e81d6b655f0f7d669d396030d39a629faa7c1c61a8a302ea9ca02cb2aa2490,PASS
POOL_04715,4715,62.91557103223624,64.91557103223624,62.91557103223624,True,True,"{""distance_nm"": 62.91557103223624, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-14.142471552586684, 62.0], ""point_b_nm"": [-14.142471552586677, -0.9155710322362385], ""touch_or_overlap"": false}",61d82cb4bcc38ef8a854a8a3c19721c700bd8ff633ea1667e43ef43813cc7787,PASS
POOL_04716,4716,71.37065842454257,65.37065842454257,65.37065842454257,True,True,"{""distance_nm"": 65.37065842454257, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [18.09584384982277, 153.5], ""point_b_nm"": [18.095843849822767, 218.87065842454257], ""touch_or_overlap"": false}",b2816e101fe63a25ae1713d3e3fa88f2131adbee83e72a90416d00af324244d8,PASS
POOL_04717,4717,62.65216359101621,68.6521635910162,62.65216359101621,True,True,"{""distance_nm"": 62.65216359101621, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-29.98127537602332, 60.0], ""point_b_nm"": [-29.98127537602332, -2.652163591016215], ""touch_or_overlap"": false}",ba46b98d52e8ebc5a16fa1461df0faa076e337c865593f74bfc258b9172a9747,PASS
POOL_04718,4718,65.27071837923813,77.27071837923813,65.27071837923813,True,True,"{""distance_nm"": 65.27071837923813, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-38.14538487689917, 60.0], ""point_b_nm"": [-38.14538487689917, -5.270718379238131], ""touch_or_overlap"": false}",93e0cbcb1110a7bf4bc542018ce9597d253e74961ce79823dacf136c1d5942a5,PASS
POOL_04719,4719,61.37938446191864,61.37938446191865,61.37938446191864,True,True,"{""distance_nm"": 61.37938446191864, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.503696023020737, 60.5], ""point_b_nm"": [-23.50369602302076, -0.8793844619186393], ""touch_or_overlap"": false}",9ea16e268d7f47512265b844bdcc7192e32fe4358fd0d1ff943d73c4e17b08de,PASS
POOL_04720,4720,65.83639231335127,71.83639231335124,65.83639231335127,True,True,"{""distance_nm"": 65.83639231335127, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-28.724506339509645, 61.5], ""point_b_nm"": [-28.724506339509656, -4.336392313351268], ""touch_or_overlap"": false}",e81d01796886d33684c10f533293dc89e90dcfe60f950bdfaffad0c2ee5f1359,PASS
POOL_04722,4722,67.6349021363009,65.63490213630092,65.63490213630092,True,True,"{""distance_nm"": 65.63490213630092, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [22.320308066268026, 152.5], ""point_b_nm"": [22.320308066268034, 218.13490213630092], ""touch_or_overlap"": false}",b4b30acc886c62a9b16454f58c74bd70ddc2f4a1bef27cdc098b84b8948074ac,PASS
POOL_04724,4724,67.0920238267027,75.0920238267027,67.0920238267027,True,True,"{""distance_nm"": 67.0920238267027, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-37.92653910437873, 62.5], ""point_b_nm"": [-37.92653910437873, -4.592023826702704], ""touch_or_overlap"": false}",ffae43e2b55a46d1a5a47f12ba2324527a0c8c3fd2d346372497c069e088e228,PASS
POOL_04726,4726,62.326062384759446,64.32606238475944,62.326062384759446,True,True,"{""distance_nm"": 62.326062384759446, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-16.93809968131147, 63.0], ""point_b_nm"": [-16.93809968131147, 0.6739376152405558], ""touch_or_overlap"": false}",37c5074446e70e1e4883e10b3bddc2a597d100216aa49fc2619e7d48230ff880,PASS
POOL_04729,4729,66.45213933186696,66.45213933186696,66.45213933186696,True,True,"{""distance_nm"": 66.45213933186696, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-26.516757187126828, 61.5], ""point_b_nm"": [-26.516757187126807, -4.952139331866964], ""touch_or_overlap"": false}",d2420868b43f5b83c0bb88863a4d8ec37de9e592762f25ddd530d6a5f0ac55cd,PASS
POOL_04730,4730,70.84735764246197,64.84735764246196,64.84735764246196,True,True,"{""distance_nm"": 64.84735764246196, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [33.51022257484108, 155.0], ""point_b_nm"": [33.51022257484108, 219.84735764246196], ""touch_or_overlap"": false}",350e5049ba9a059592137b54ead3cae722aa10b83f37cf7c3f6e47caee0235ab,PASS
POOL_04731,4731,61.52507167694536,69.52507167694537,61.52507167694536,True,True,"{""distance_nm"": 61.52507167694536, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-19.612856417711328, 58.5], ""point_b_nm"": [-19.612856417711328, -3.0250716769453607], ""touch_or_overlap"": false}",4638519e9152800d3bd7be49db68c909288c118afe1bd70becd9118d1abd43ed,PASS
POOL_04733,4733,62.981393796546584,66.98139379654657,62.981393796546584,True,True,"{""distance_nm"": 62.981393796546584, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-36.73390209997956, 60.0], ""point_b_nm"": [-36.73390209997955, -2.981393796546581], ""touch_or_overlap"": false}",a7087674ac76848474bafa4665037cb1a6ebb860156cb94ffd78183cefd92ae9,PASS
POOL_04734,4734,72.35597674677318,70.3559767467732,70.3559767467732,True,True,"{""distance_nm"": 70.3559767467732, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [29.91465460523844, 152.0], ""point_b_nm"": [29.914654605238425, 222.3559767467732], ""touch_or_overlap"": false}",8a52f521a60f6f7bb9bdea725a3d9adb9a81f292f8a071d4f222194f3bae4c90,PASS
POOL_04736,4736,68.95080786674816,68.95080786674816,68.95080786674816,True,True,"{""distance_nm"": 68.95080786674816, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-31.736609537735006, 63.0], ""point_b_nm"": [-31.736609537735003, -5.950807866748164], ""touch_or_overlap"": false}",8d34c676cec5dda13918e6bde2924cb9eda45f2b19e06c031c183e4eb6f8a609,PASS
POOL_04738,4738,66.67252900141806,72.67252900141804,66.67252900141806,True,True,"{""distance_nm"": 66.67252900141806, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.806021023823504, 62.5], ""point_b_nm"": [-24.80602102382351, -4.172529001418061], ""touch_or_overlap"": false}",d6b0cf4e2c326339677c9520e24d904dc716e24be40b1b7090106bd36ec88133,PASS
POOL_04739,4739,71.70330423825574,63.703304238255726,63.703304238255726,True,True,"{""distance_nm"": 63.703304238255726, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [38.72896502607419, 156.5], ""point_b_nm"": [38.728965026074206, 220.20330423825573], ""touch_or_overlap"": false}",7b7b4ea1c0b848be7dec308288adaaed033aba47ed5c25c34797af4935f13ef5,PASS
POOL_04740,4740,67.98866216027353,69.98866216027352,67.98866216027353,True,True,"{""distance_nm"": 67.98866216027353, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-35.9082572485774, 64.0], ""point_b_nm"": [-35.908257248577414, -3.9886621602735355], ""touch_or_overlap"": false}",505fb4bd2094e051e36c31e2a7a6c2be6a832cbae694353be8f9d4e75d687e3b,PASS
POOL_04743,4743,70.46754544396985,66.46754544396987,66.46754544396987,True,True,"{""distance_nm"": 66.46754544396987, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [28.691907934812093, 156.0], ""point_b_nm"": [28.691907934812086, 222.46754544396987], ""touch_or_overlap"": false}",3d94d0c1d8c71c7703b94b1b3ca9233089f4bfc0e2383005dbae4de98d5e573b,PASS
POOL_04745,4745,64.90086183154686,72.90086183154685,64.90086183154686,True,True,"{""distance_nm"": 64.90086183154686, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-30.76220732919657, 59.5], ""point_b_nm"": [-30.762207329196563, -5.400861831546865], ""touch_or_overlap"": false}",afd63fa598d4629e8a874a60532e7c394845d9ae82b2a22454ea197b9757fa64,PASS
POOL_04746,4746,60.104569279132704,74.1045692791327,60.104569279132704,True,True,"{""distance_nm"": 60.104569279132704, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-36.56001786167958, 59.0], ""point_b_nm"": [-36.56001786167958, -1.1045692791327038], ""touch_or_overlap"": false}",6b7202df2f1a623ac434ace77e100d1d34dd44d20f0fbba8e2384a66fa477670,PASS
POOL_04747,4747,63.56967249237681,65.56967249237681,63.56967249237681,True,True,"{""distance_nm"": 63.56967249237681, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.484424113264012, 60.0], ""point_b_nm"": [-24.484424113264012, -3.569672492376812], ""touch_or_overlap"": false}",7bfab9404055fe861e2ac89cda5c2c6b226205d91fe79383b84c7c92130b558a,PASS
POOL_04748,4748,67.82614251997845,65.82614251997845,65.82614251997845,True,True,"{""distance_nm"": 65.82614251997845, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [21.214556741354727, 153.5], ""point_b_nm"": [21.21455674135472, 219.32614251997845], ""touch_or_overlap"": false}",4ebb7f23a4c2e9a06361dce0ff1a026eb1c3cc518ffe955c0e483e9be01afce3,PASS
POOL_04749,4749,60.478591874437996,70.478591874438,60.478591874437996,True,True,"{""distance_nm"": 60.478591874437996, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.2651177617159, 58.5], ""point_b_nm"": [-33.2651177617159, -1.9785918744379942], ""touch_or_overlap"": false}",f4dddbc873b724f349597c705d24a218dfd21e6b1de41c4271ca328d116759ed,PASS
POOL_04753,4753,66.85799978067331,62.85799978067331,62.85799978067331,True,True,"{""distance_nm"": 62.85799978067331, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [24.610156234349787, 155.0], ""point_b_nm"": [24.610156234349787, 217.8579997806733], ""touch_or_overlap"": false}",78f758dbcd32401ae7cdfd88bf3ca45646877f34c91ef12b188b6e69d2fe155a,PASS
POOL_04754,4754,64.35470559984323,68.35470559984324,64.35470559984323,True,True,"{""distance_nm"": 64.35470559984323, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-18.586744349249614, 62.5], ""point_b_nm"": [-18.586744349249603, -1.8547055998432302], ""touch_or_overlap"": false}",51c7e9460123e1382059ce676e2e46bb6e5f5ec958b85d14875330b7a63fb468,PASS
POOL_04756,4756,62.3240383753741,68.3240383753741,62.3240383753741,True,True,"{""distance_nm"": 62.3240383753741, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-26.87967812930843, 61.0], ""point_b_nm"": [-26.87967812930841, -1.324038375374104], ""touch_or_overlap"": false}",bd8e63979651769f43e46594d4ac289bb8427670d2eba3368f90a65a8d713e81,PASS
POOL_04757,4757,66.90086961968561,60.900869619685636,60.900869619685636,True,True,"{""distance_nm"": 60.900869619685636, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [14.942286427518098, 157.0], ""point_b_nm"": [14.942286427518091, 217.90086961968564], ""touch_or_overlap"": false}",12dfd7bc1cafe525f9cbd65d5de063ba241f6a5df12d008153b23899662547bd,PASS
POOL_04759,4759,60.700407046530806,74.70040704653081,60.700407046530806,True,True,"{""distance_nm"": 60.700407046530806, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-35.168776983398004, 58.0], ""point_b_nm"": [-35.16877698339801, -2.700407046530807], ""touch_or_overlap"": false}",0be4d4a838d5d75c181fd5e363dea4ff9d7b2a8029998b7d5ef2d8bbbffd00ff,PASS
POOL_04761,4761,67.82771366740559,69.82771366740559,67.82771366740559,True,True,"{""distance_nm"": 67.82771366740559, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-35.32125089189405, 61.0], ""point_b_nm"": [-35.32125089189405, -6.827713667405597], ""touch_or_overlap"": false}",49f56ac8e6610d216b9bae95c195606796531321a769a59fed5f1c5c7d562aac,PASS
POOL_04762,4762,70.12442105987493,66.12442105987492,66.12442105987492,True,True,"{""distance_nm"": 66.12442105987492, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.112099244551487, 152.5], ""point_b_nm"": [30.11209924455151, 218.62442105987492], ""touch_or_overlap"": false}",4a62bd9b4513d7f78528f822edcacd60b82026516ab7ad36eff94c8d1965a2f8,PASS
POOL_04763,4763,62.26685110105091,70.26685110105092,62.26685110105091,True,True,"{""distance_nm"": 62.26685110105091, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-16.138484148441748, 60.5], ""point_b_nm"": [-16.13848414844175, -1.766851101050909], ""touch_or_overlap"": false}",5eea2cdab13fec7ef2f35d15ee75c71493d73153d94a6bb848dccf22cc57e3c4,PASS
POOL_04764,4764,60.81740374478332,72.81740374478332,60.81740374478332,True,True,"{""distance_nm"": 60.81740374478332, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-12.644028037460188, 61.0], ""point_b_nm"": [-12.644028037460188, 0.18259625521667644], ""touch_or_overlap"": false}",7cd2d131aa5819e5a6de9487c2b0b081c8263c58258658de50472df38d1fd5ad,PASS
POOL_04765,4765,64.71653190901527,62.71653190901529,62.71653190901529,True,True,"{""distance_nm"": 62.71653190901529, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [26.604969658930926, 154.5], ""point_b_nm"": [26.604969658930926, 217.2165319090153], ""touch_or_overlap"": false}",3ed9d62949bfe26548ee4df672abf25e749c374759077957a7d2a4fb3d881062,PASS
POOL_04766,4766,75.73668755463041,67.73668755463041,67.73668755463041,True,True,"{""distance_nm"": 67.73668755463041, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [32.218702679855596, 155.0], ""point_b_nm"": [32.21870267985559, 222.7366875546304], ""touch_or_overlap"": false}",6ae1c605b849eeda5dc20cebf6bb24ab5d10823d85040245bcc84a604c0e4759,PASS
POOL_04768,4768,62.01148642552104,70.01148642552107,62.01148642552104,True,True,"{""distance_nm"": 62.01148642552104, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-29.541242192441544, 62.0], ""point_b_nm"": [-29.541242192441544, -0.01148642552104473], ""touch_or_overlap"": false}",fa283e519111768f91991df207acf212d8eb294e390553444f7cda886a76470d,PASS
POOL_04769,4769,66.24189498911619,62.24189498911616,62.24189498911616,True,True,"{""distance_nm"": 62.24189498911616, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [15.377685928216664, 155.0], ""point_b_nm"": [15.377685928216671, 217.24189498911616], ""touch_or_overlap"": false}",59d70b7c98708b8cef4fae3a658d3822774c5a463f482474be29b7b049408eea,PASS
POOL_04770,4770,63.89039605817295,65.89039605817294,63.89039605817295,True,True,"{""distance_nm"": 63.89039605817295, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-22.40540004794832, 62.5], ""point_b_nm"": [-22.405400047948312, -1.3903960581729553], ""touch_or_overlap"": false}",561105abae78b2025c5470152a196833bb7bba6cedbeac89fbe79fb0f4b4b173,PASS
POOL_04771,4771,61.684951898739804,77.6849518987398,61.684951898739804,True,True,"{""distance_nm"": 61.684951898739804, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-34.98694426133312, 56.5], ""point_b_nm"": [-34.986944261333136, -5.184951898739802], ""touch_or_overlap"": false}",df8f48b39793f9921fa478308fa371b28aadc00f3b92a6a1d4562da59d5d16d3,PASS
POOL_04772,4772,68.36192597935651,74.36192597935653,68.36192597935651,True,True,"{""distance_nm"": 68.36192597935651, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-38.64409568661331, 62.0], ""point_b_nm"": [-38.644095686613326, -6.361925979356516], ""touch_or_overlap"": false}",eda6457790ba811d6e8ed9e260c549d63b671b6f367b7401324782cb01515a08,PASS
POOL_04774,4774,69.17518791172861,67.17518791172861,67.17518791172861,True,True,"{""distance_nm"": 67.17518791172861, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [19.46364772458807, 152.0], ""point_b_nm"": [19.463647724588085, 219.1751879117286], ""touch_or_overlap"": false}",e784309850597bab0d42c9db1e4662a598a7e672a58097103f8ea49da86ca4be,PASS
POOL_04777,4777,61.21660211385154,65.21660211385154,61.21660211385154,True,True,"{""distance_nm"": 61.21660211385154, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-26.455739066352876, 59.5], ""point_b_nm"": [-26.45573906635288, -1.7166021138515406], ""touch_or_overlap"": false}",ef820f29dab4e150111e5e46f0b45d9f0d86acd43f19851b5770d677cef25fc4,PASS
POOL_04780,4780,60.333728182455545,74.33372818245553,60.333728182455545,True,True,"{""distance_nm"": 60.333728182455545, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.691881985151724, 61.0], ""point_b_nm"": [-23.691881985151717, 0.666271817544458], ""touch_or_overlap"": false}",7391e9483ce87c0f3c9d8e81d07654c2cd0262648489e796c97f40260ea04a5c,PASS
POOL_04781,4781,71.73205970672716,71.73205970672714,71.73205970672714,True,True,"{""distance_nm"": 71.73205970672714, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [38.074425938124946, 154.0], ""point_b_nm"": [38.074425938124946, 225.73205970672714], ""touch_or_overlap"": false}",ec297a4eda786fbeb0443d970a4c28aab8ab68827bca2e511ed8c355c3bceaac,PASS
POOL_04782,4782,69.12555678513162,63.12555678513161,63.12555678513161,True,True,"{""distance_nm"": 63.12555678513161, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [29.792636009110453, 154.5], ""point_b_nm"": [29.792636009110453, 217.6255567851316], ""touch_or_overlap"": false}",41eb32b517f04db7f7b192e741c7c9646d49495a5d7338be70e5856afdd34d0b,PASS
POOL_04784,4784,67.86579285941967,69.86579285941968,67.86579285941967,True,True,"{""distance_nm"": 67.86579285941967, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-35.03526116107102, 63.0], ""point_b_nm"": [-35.03526116107101, -4.865792859419673], ""touch_or_overlap"": false}",046b0ddc0e8333cca927802e97f583070e8bfad9582919e5d98a42f1bef337a6,PASS
POOL_04787,4787,69.7593270073556,63.75932700735561,63.75932700735561,True,True,"{""distance_nm"": 63.75932700735561, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [29.0105746241929, 155.5], ""point_b_nm"": [29.010574624192902, 219.2593270073556], ""touch_or_overlap"": false}",5b320e79aac30d8492c83ce4a96d3670ba256d406cb7c579efae4276bae89a49,PASS
POOL_04788,4788,70.27854887837557,74.27854887837557,70.27854887837557,True,True,"{""distance_nm"": 70.27854887837557, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-32.01378119181598, 63.0], ""point_b_nm"": [-32.01378119181598, -7.278548878375581], ""touch_or_overlap"": false}",61376aa884ef3cee7891b3c31e79865aab70c9bb09e554f4198b827b239bf13b,PASS
POOL_04790,4790,61.86824769731791,73.86824769731791,61.86824769731791,True,True,"{""distance_nm"": 61.86824769731791, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-25.808751751648657, 60.0], ""point_b_nm"": [-25.808751751648664, -1.8682476973179085], ""touch_or_overlap"": false}",edcf54fa381abc49abc42ac6ac7b436c9d55a9f886dbb5c2fd7edca5cda030cb,PASS
POOL_04791,4791,67.05394407568738,65.05394407568738,65.05394407568738,True,True,"{""distance_nm"": 65.05394407568738, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [37.812770667495556, 156.0], ""point_b_nm"": [37.81277066749556, 221.05394407568738], ""touch_or_overlap"": false}",d6a9dad1074ef9ab4ef3a9f289d91996e3c9de2cbadbb542689abcb8c89ef9e6,PASS
POOL_04793,4793,62.817253006535736,68.81725300653574,62.817253006535736,True,True,"{""distance_nm"": 62.817253006535736, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.2869716541224, 61.0], ""point_b_nm"": [-33.286971654122404, -1.8172530065357368], ""touch_or_overlap"": false}",bbdcd77b6bcbd7a0fee84b83466136a5a2c27eb994340a08861223e40d9f613a,PASS
POOL_04794,4794,63.913889791914904,75.9138897919149,63.913889791914904,True,True,"{""distance_nm"": 63.913889791914904, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-26.599101729020603, 60.5], ""point_b_nm"": [-26.599101729020603, -3.4138897919149045], ""touch_or_overlap"": false}",407d9e01dbec604cb68d1c055dee62db949bcf488c5bcef700f419202e4c65db,PASS
POOL_04795,4795,61.69835711190846,61.69835711190845,61.69835711190845,True,True,"{""distance_nm"": 61.69835711190845, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [13.409168155720266, 154.5], ""point_b_nm"": [13.409168155720259, 216.19835711190845], ""touch_or_overlap"": false}",05c18076145eb416b3f89416ca885552afdb3fdc5933ad761c53a6ddce2772fe,PASS
POOL_04797,4797,60.834391377508695,70.8343913775087,60.834391377508695,True,True,"{""distance_nm"": 60.834391377508695, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-29.62865500745768, 58.5], ""point_b_nm"": [-29.62865500745769, -2.3343913775086946], ""touch_or_overlap"": false}",d103a78c0085f6565d0939744057f117627114a680a4f6506cc7360f0cfd5685,PASS
