geometry_id,sample_index,direct_clearance_nm,periodic_image_clearance_nm,global_minimum_clearance_nm,cell_containment_pass,overlap_or_touching_pass,nearest_object_image_pair,geometry_hash_sha256,validity
POOL_00023,23,65.6168280406824,67.6168280406824,65.6168280406824,True,True,"{""distance_nm"": 65.6168280406824, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.169942067551688, 60.5], ""point_b_nm"": [-24.16994206755168, -5.116828040682414], ""touch_or_overlap"": false}",38aeca96427b7ef4a7867449da2d3d8987e60c61af0574b7107249eab213a7e0,PASS
POOL_00024,24,69.97050382976131,69.97050382976133,69.97050382976131,True,True,"{""distance_nm"": 69.97050382976131, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-35.91979831857702, 64.0], ""point_b_nm"": [-35.919798318577016, -5.970503829761314], ""touch_or_overlap"": false}",3d309f794faf09000e172137f66f0c5c4d2dc438da275b3a783f62d948a9ab6f,PASS
POOL_00025,25,60.81770384845147,74.81770384845146,60.81770384845147,True,True,"{""distance_nm"": 60.81770384845147, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-22.108332212024322, 58.5], ""point_b_nm"": [-22.108332212024315, -2.31770384845147], ""touch_or_overlap"": false}",174803d548422f3e4f2d401d758deb4b55598aa96fd4907e65e725ee328b27ea,PASS
POOL_00027,27,69.01724989164016,63.01724989164015,63.01724989164015,True,True,"{""distance_nm"": 63.01724989164015, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [27.93807313018334, 157.0], ""point_b_nm"": [27.938073130183344, 220.01724989164015], ""touch_or_overlap"": false}",b2ff7adcbb6db336e34a795089e6f1314c66fcd5ac8ac3abcad7822bd47d7d17,PASS
POOL_00028,28,68.96812022030211,72.9681202203021,68.96812022030211,True,True,"{""distance_nm"": 68.96812022030211, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-31.298420854100158, 62.5], ""point_b_nm"": [-31.298420854100147, -6.468120220302115], ""touch_or_overlap"": false}",9775bbadc753e2c80e62e8821e29016286a0bba9d31b5452e7a05612e8e21657,PASS
POOL_00030,30,63.53833116398439,73.5383311639844,63.53833116398439,True,True,"{""distance_nm"": 63.53833116398439, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-25.543519977297976, 62.0], ""point_b_nm"": [-25.54351997729798, -1.538331163984389], ""touch_or_overlap"": false}",80c9cae8f1414d0abc480afafda47c7a7f6653b9ee5d765be148f022c864f558,PASS
POOL_00033,33,64.35809881059434,72.35809881059433,64.35809881059434,True,True,"{""distance_nm"": 64.35809881059434, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-29.26714580878196, 59.5], ""point_b_nm"": [-29.267145808781958, -4.85809881059434], ""touch_or_overlap"": false}",36fd26d0acd279a7740d15ee45db904710eea9bf7a97b025445d91739ac97018,PASS
POOL_00034,34,61.41306906769311,75.4130690676931,61.41306906769311,True,True,"{""distance_nm"": 61.41306906769311, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-37.079789766032604, 61.0], ""point_b_nm"": [-37.07978976603261, -0.41306906769310836], ""touch_or_overlap"": false}",597cda4d70804a8b4fd1917173c0581d4721beb6b055dc3fa6531c66a7ac1a6b,PASS
POOL_00035,35,65.6293171715015,65.62931717150147,65.62931717150147,True,True,"{""distance_nm"": 65.62931717150147, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [22.872251377694994, 153.5], ""point_b_nm"": [22.872251377694994, 219.12931717150147], ""touch_or_overlap"": false}",6c2573e3d64b77cacd7a2a1e75377778cdd64d448e99d600468fb2984a60fb18,PASS
POOL_00036,36,69.90206164497748,67.90206164497746,67.90206164497746,True,True,"{""distance_nm"": 67.90206164497746, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [19.951569034639306, 152.5], ""point_b_nm"": [19.95156903463929, 220.40206164497746], ""touch_or_overlap"": false}",637bab9837bffb014fa92381ae127087f1588304c45759a8813b1f8088a1e50b,PASS
POOL_00042,42,66.84118755705532,72.84118755705532,66.84118755705532,True,True,"{""distance_nm"": 66.84118755705532, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-25.97086545901375, 62.0], ""point_b_nm"": [-25.970865459013755, -4.841187557055317], ""touch_or_overlap"": false}",46a39f5197655b6b2c9ad75d2f1ae4e2d5c4cd7299a94f2e1026a2778138d99e,PASS
POOL_00043,43,72.03599404189733,64.03599404189731,64.03599404189731,True,True,"{""distance_nm"": 64.03599404189731, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [37.78252904309355, 157.0], ""point_b_nm"": [37.78252904309354, 221.0359940418973], ""touch_or_overlap"": false}",17ac0d4b67de0387a137680de7bf9ee372d4a46dbfd3163d72bfd4c969848d16,PASS
POOL_00044,44,64.89552841810392,66.89552841810391,64.89552841810392,True,True,"{""distance_nm"": 64.89552841810392, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.899181775852554, 62.0], ""point_b_nm"": [-33.89918177585257, -2.8955284181039156], ""touch_or_overlap"": false}",c535f0e117ee57c62c8a4f85bfb15e7db1f83905f682fffbb7e73ef1c07bd2b2,PASS
POOL_00046,46,60.65675395000451,68.65675395000451,60.65675395000451,True,True,"{""distance_nm"": 60.65675395000451, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-14.121881158334645, 62.0], ""point_b_nm"": [-14.121881158334652, 1.3432460499954946], ""touch_or_overlap"": false}",6489ab6a9c2998444cc130ccbfa6c4d0c9fed7924b79318b1f578aa0874d1c65,PASS
POOL_00047,47,69.73677702192661,65.7367770219266,65.7367770219266,True,True,"{""distance_nm"": 65.7367770219266, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [29.124670798395556, 155.5], ""point_b_nm"": [29.124670798395563, 221.2367770219266], ""touch_or_overlap"": false}",aa8b23774379fb19da1649526ba5e1801fb1e694874115f50fdaab3c88b539a4,PASS
POOL_00049,49,68.72447060127284,70.72447060127286,68.72447060127284,True,True,"{""distance_nm"": 68.72447060127284, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-37.497916384830404, 61.0], ""point_b_nm"": [-37.497916384830404, -7.724470601272839], ""touch_or_overlap"": false}",11c78b39b869198714b19cee03ecf49abbc73fb550a3b86bfbeb8eddc41371bd,PASS
POOL_00050,50,69.06388710893515,65.06388710893515,65.06388710893515,True,True,"{""distance_nm"": 65.06388710893515, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.368084397717467, 154.5], ""point_b_nm"": [30.36808439771746, 219.56388710893515], ""touch_or_overlap"": false}",b8bad80bb249e4ca9f02445159b203aeee2f37ac31caf89208c94c397950b8b6,PASS
POOL_00051,51,60.22669721686792,70.22669721686793,60.22669721686792,True,True,"{""distance_nm"": 60.22669721686792, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-18.53712308486743, 58.0], ""point_b_nm"": [-18.53712308486744, -2.2266972168679224], ""touch_or_overlap"": false}",2e748bc3a5ab0e6607ce16f9db6e893b72c624085c6a440deb966c6ce2053f1e,PASS
POOL_00053,53,62.156066134126156,62.15606613412615,62.15606613412615,True,True,"{""distance_nm"": 62.15606613412615, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [26.72777199964068, 155.0], ""point_b_nm"": [26.727771999640687, 217.15606613412615], ""touch_or_overlap"": false}",1fbf842f2a509a3b8b0cd0640dd180d7af188439bec6f0fc97df14dd134e4320,PASS
POOL_00054,54,75.56658294301577,69.56658294301576,69.56658294301576,True,True,"{""distance_nm"": 69.56658294301576, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [34.31562552708098, 153.0], ""point_b_nm"": [34.31562552708099, 222.56658294301576], ""touch_or_overlap"": false}",1a5a50ffebc1ce8997ca8f612044f55e4f7af694aed2c799bfaefaa3cd403e96,PASS
POOL_00055,55,60.2218674182477,66.22186741824771,60.2218674182477,True,True,"{""distance_nm"": 60.2218674182477, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-19.56860757319562, 60.5], ""point_b_nm"": [-19.568607573195617, 0.2781325817523008], ""touch_or_overlap"": false}",96acfd6700fa912c70b1bb5902800b5ba8a47bef79decc5d85b1e099d433bb22,PASS
POOL_00056,56,66.3436805901588,78.34368059015878,66.3436805901588,True,True,"{""distance_nm"": 66.3436805901588, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-38.60285793180849, 60.0], ""point_b_nm"": [-38.60285793180849, -6.343680590158796], ""touch_or_overlap"": false}",4d21eda4609ea552d6b309e231f71b4f04daa032f6e9d022fe7d9e0573ec4b93,PASS
POOL_00057,57,63.59345268777852,61.59345268777852,61.59345268777852,True,True,"{""distance_nm"": 61.59345268777852, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [26.19261797537989, 156.0], ""point_b_nm"": [26.192617975379907, 217.59345268777852], ""touch_or_overlap"": false}",f920a911e0610200f82a86801e0ea634f21729e1374c3b5d5acc4479736314b2,PASS
POOL_00058,58,64.39126912048374,68.39126912048374,64.39126912048374,True,True,"{""distance_nm"": 64.39126912048374, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-18.139624087006524, 63.0], ""point_b_nm"": [-18.13962408700653, -1.3912691204837353], ""touch_or_overlap"": false}",a211371ed1713e4a3e83687783e7bd61848944a1e7c3b27d835bcb44ca25ed3a,PASS
POOL_00060,60,63.989949865306826,71.98994986530681,63.989949865306826,True,True,"{""distance_nm"": 63.989949865306826, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-29.642021200382388, 62.5], ""point_b_nm"": [-29.642021200382374, -1.4899498653068255], ""touch_or_overlap"": false}",4c92d2a53623aa7564388484d24d4bf2842dacef57f5dc68c000baf72da1a1be,PASS
POOL_00061,61,69.79595693825395,63.79595693825394,63.79595693825394,True,True,"{""distance_nm"": 63.79595693825394, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [15.296125412911607, 155.0], ""point_b_nm"": [15.296125412911618, 218.79595693825394], ""touch_or_overlap"": false}",fb8f9af0150818f8f87e400162fdc917e938dfe5bddbde7b40f4fe5d826cc11d,PASS
POOL_00063,63,61.15163447736264,75.15163447736265,61.15163447736264,True,True,"{""distance_nm"": 61.15163447736264, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-35.367459216241826, 57.5], ""point_b_nm"": [-35.36745921624182, -3.6516344773626432], ""touch_or_overlap"": false}",b78d8d4ec18f9bbb6e0b415b1b00d1a419bb98ce002c0f7c3c92a3ba0c34b150,PASS
POOL_00064,64,62.29995058399831,68.29995058399831,62.29995058399831,True,True,"{""distance_nm"": 62.29995058399831, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-30.55731587451362, 61.5], ""point_b_nm"": [-30.557315874513627, -0.799950583998311], ""touch_or_overlap"": false}",d959a1b8dfe3d8f792132b1dd86d5ef86f14ea80d82723dba21e2081ac8e0850,PASS
POOL_00065,65,66.3823819822023,60.382381982202304,60.382381982202304,True,True,"{""distance_nm"": 60.382381982202304, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [16.501102456029187, 157.0], ""point_b_nm"": [16.5011024560292, 217.3823819822023], ""touch_or_overlap"": false}",8a95e777364f8564d0f34808cc2f77b1924e5916153a8e9155c2d7a37f04e1d4,PASS
POOL_00066,66,66.60436307855994,66.60436307855994,66.60436307855994,True,True,"{""distance_nm"": 66.60436307855994, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.500206763430413, 64.0], ""point_b_nm"": [-23.500206763430413, -2.6043630785599383], ""touch_or_overlap"": false}",85b57762303a951def59b5c434e69853df84c44e4f36246aaf03e9e0fb346fa2,PASS
POOL_00067,67,65.52536145090657,77.52536145090656,65.52536145090657,True,True,"{""distance_nm"": 65.52536145090657, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-35.93390547415355, 59.0], ""point_b_nm"": [-35.93390547415355, -6.52536145090657], ""touch_or_overlap"": false}",e6d801417f0c3c9d6748f616b92da9a89b09948e4aa51b4ff10f4fd9196888e0,PASS
POOL_00068,68,65.4228323794413,75.4228323794413,65.4228323794413,True,True,"{""distance_nm"": 65.4228323794413, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-32.59604041236241, 62.0], ""point_b_nm"": [-32.59604041236242, -3.42283237944131], ""touch_or_overlap"": false}",3cb290bf14d524d22327cbc6a3a2983a9b98aacb1ee9e0d0c009cf5a8606a148,PASS
POOL_00070,70,64.74913747294642,68.74913747294642,64.74913747294642,True,True,"{""distance_nm"": 64.74913747294642, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-13.838598189062452, 62.5], ""point_b_nm"": [-13.838598189062438, -2.2491374729464138], ""touch_or_overlap"": false}",903b4b09d7b76d4dee68c116c8bb4f5ff569ad6d4040a22d39a537262709ea39,PASS
POOL_00072,72,61.04028195711416,75.04028195711416,61.04028195711416,True,True,"{""distance_nm"": 61.04028195711416, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-18.884571068564867, 60.5], ""point_b_nm"": [-18.88457106856486, -0.5402819571141642], ""touch_or_overlap"": false}",6ae82c30f633f1a70fda4fe43778eac50ea9ee1a45aee667e5e904d67488221e,PASS
POOL_00073,73,64.91360672043056,66.91360672043058,64.91360672043056,True,True,"{""distance_nm"": 64.91360672043056, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-30.872465520757686, 61.0], ""point_b_nm"": [-30.87246552075769, -3.9136067204305642], ""touch_or_overlap"": false}",b510e3cbf06593e7fda4b385d2b056e7e4118610c79f490c8216c6936dc9a688,PASS
POOL_00074,74,72.6021837141864,68.6021837141864,68.6021837141864,True,True,"{""distance_nm"": 68.6021837141864, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [38.99584979617492, 154.5], ""point_b_nm"": [38.995849796174916, 223.1021837141864], ""touch_or_overlap"": false}",29ebd3522a0ae1fb28891f44f76b5f977ef7bd90dcc341fd5c891b4c500b0433,PASS
POOL_00077,77,68.39522489945412,72.39522489945412,68.39522489945412,True,True,"{""distance_nm"": 68.39522489945412, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-35.86221308523454, 60.0], ""point_b_nm"": [-35.86221308523455, -8.395224899454128], ""touch_or_overlap"": false}",e9c24257abad510366e17025ce04c4b945b6d496ce797743aadf665a6af19882,PASS
POOL_00078,78,67.97826129567693,65.97826129567693,65.97826129567693,True,True,"{""distance_nm"": 65.97826129567693, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [27.411907281627975, 152.0], ""point_b_nm"": [27.41190728162797, 217.97826129567693], ""touch_or_overlap"": false}",be724790a68118827c006b056e5151897e64a5ca11a016f09df054c93d4f2fbb,PASS
POOL_00080,80,67.8006176660585,71.80061766605851,67.8006176660585,True,True,"{""distance_nm"": 67.8006176660585, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-37.65350250057551, 63.0], ""point_b_nm"": [-37.65350250057551, -4.800617666058502], ""touch_or_overlap"": false}",fc2db3bab68c4e0506351213b2c7dae886892dd757ad4ee4785ef160e1060107,PASS
POOL_00083,83,67.5393659154761,65.53936591547611,65.53936591547611,True,True,"{""distance_nm"": 65.53936591547611, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [31.655464978377722, 155.5], ""point_b_nm"": [31.655464978377722, 221.0393659154761], ""touch_or_overlap"": false}",be0d1b2648ca5866c15d45b14368ca1064bd741e2702780384f6820046798585,PASS
POOL_00084,84,69.613333038066,69.613333038066,69.613333038066,True,True,"{""distance_nm"": 69.613333038066, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-28.127040891494644, 62.5], ""point_b_nm"": [-28.127040891494655, -7.113333038066], ""touch_or_overlap"": false}",043a6c06e5de212c29f20aa8b3661dc62815856d1447df3dec845912aeac346d,PASS
POOL_00086,86,62.95395686475166,70.95395686475166,62.95395686475166,True,True,"{""distance_nm"": 62.95395686475166, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.705410955860557, 61.5], ""point_b_nm"": [-21.705410955860557, -1.4539568647516585], ""touch_or_overlap"": false}",eb7d1aae2be4f31157000d1ba53a4f19632381d0d01b554c616aa73c7d6cd2a6,PASS
POOL_00087,87,68.66614891164875,62.66614891164875,62.66614891164875,True,True,"{""distance_nm"": 62.66614891164875, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [33.81614064558664, 156.0], ""point_b_nm"": [33.81614064558665, 218.66614891164875], ""touch_or_overlap"": false}",ea37cc4f218483396567ac54552e8f1bbf0f58cb75145c11c9727a637ec94299,PASS
POOL_00088,88,70.32086827331159,66.32086827331159,66.32086827331159,True,True,"{""distance_nm"": 66.32086827331159, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [25.24513371180045, 153.5], ""point_b_nm"": [25.245133711800445, 219.8208682733116], ""touch_or_overlap"": false}",c51405b88cf85692b93c98ee7fd3b6bcf30a03efd1b5778f36026bc2a940f55f,PASS
POOL_00089,89,62.42064124102323,70.42064124102322,62.42064124102323,True,True,"{""distance_nm"": 62.42064124102323, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-39.29344928352738, 59.0], ""point_b_nm"": [-39.29344928352738, -3.420641241023235], ""touch_or_overlap"": false}",cd534add5953b15b3e8ad014b261e4f00dc178bbf204a09c5fad8f699bfa4b24,PASS
POOL_00090,90,64.62477592077042,80.62477592077042,64.62477592077042,True,True,"{""distance_nm"": 64.62477592077042, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-32.437472391104706, 60.5], ""point_b_nm"": [-32.4374723911047, -4.12477592077042], ""touch_or_overlap"": false}",fd56213ae3c0f6270a7bb8d45caa48efca1cb4144950104bebe0d12899dd0535,PASS
POOL_00091,91,62.655824858437754,64.65582485843777,62.655824858437754,True,True,"{""distance_nm"": 62.655824858437754, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-19.629626545585907, 62.0], ""point_b_nm"": [-19.62962654558591, -0.6558248584377537], ""touch_or_overlap"": false}",dcae5b49ae41786c51b82d32045ada7a7848ac3da32f5b2a2298a71487e1fc1d,PASS
POOL_00093,93,63.143546907159234,69.14354690715925,63.143546907159234,True,True,"{""distance_nm"": 63.143546907159234, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-28.955890662651143, 60.0], ""point_b_nm"": [-28.955890662651157, -3.1435469071592363], ""touch_or_overlap"": false}",80748f7c6b7ec62c5aea5e2c1ca298f51827840cbbe6d5797ad0daa159c5a91e,PASS
POOL_00094,94,62.20713533364152,74.20713533364153,62.20713533364152,True,True,"{""distance_nm"": 62.20713533364152, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-36.00176348019231, 60.0], ""point_b_nm"": [-36.00176348019231, -2.2071353336415136], ""touch_or_overlap"": false}",0b4826b49e8ac8ae35495b6d97f45b95321e72493d6a565fa13bcd2379d68060,PASS
