spectral_peak_nm,spectral_FWHM_nm,T450,T448,T453,max_transmission_angle_450_deg,strict_normal,near_normal,angular_FWHM_450_deg,spectral_boundary_clipped,stopband_left_nm,stopband_right_nm,energy_residual_max,angle_symmetry_error_max,secondary_peak_ratio,sequence_json,candidate_id,scan_mode,sample_id,sample_index,spectral_target_pass,angular_target_pass,combined_pass
435.5399999999946,6.883248105060204,0.06482533477570666,0.0804554301519845,0.04988920723721588,-60.0,False,False,,False,428.9999999999995,443.1999999999987,1.3322676295501878e-15,0.0,0.0,"[[""L"",74],[""H"",40],[""L"",74],[""H"",40],[""L"",74],[""H"",40],[""L"",161],[""H"",40],[""L"",74],[""H"",40],[""L"",74],[""H"",40],[""L"",74]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0010,10,False,False,False
424.9399999999955,6.182902831092633,0.023502174883646695,0.025948750880437882,0.020780584423388482,-60.0,False,False,,False,420.0,431.59999999999934,9.992007221626409e-16,0.0,0.0,"[[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",151],[""H"",40],[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",75]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0011,11,False,False,False
426.07999999999504,6.251999801638931,0.025579370397622606,0.028479135208399092,0.022382110896975217,-60.0,False,False,,False,420.0,432.7999999999993,1.3322676295501878e-15,0.0,0.0,"[[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",152],[""H"",40],[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",75]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0012,12,False,False,False
427.239999999995,6.323061904804604,0.027963720642968252,0.03141883657876832,0.024193400024131444,-60.0,False,False,,False,421.19999999999993,434.1999999999992,1.7763568394002505e-15,0.0,0.0,"[[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",153],[""H"",40],[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",75]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0013,13,False,False,False
428.399999999995,6.396078220536708,0.03071782284327749,0.034859478840289455,0.026252078992719145,-60.0,False,False,,False,422.1999999999999,435.3999999999991,1.2212453270876722e-15,0.0,0.0,"[[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",154],[""H"",40],[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",75]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0014,14,False,False,False
429.53999999999496,6.470965072328909,0.03392084381579278,0.03891938261389016,0.02860451721407256,-60.0,False,False,,False,423.3999999999998,436.59999999999906,1.3322676295501878e-15,0.0,0.0,"[[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",155],[""H"",40],[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",75]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0015,15,False,False,False
430.69999999999493,6.547677685330029,0.03767397812907613,0.04375326363488906,0.03130834618887375,-60.0,False,False,,False,424.39999999999975,437.799999999999,1.5543122344752192e-15,0.0,0.0,"[[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",156],[""H"",40],[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",75]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0016,16,False,False,False
431.8599999999947,6.613676526585493,0.042108077342309105,0.04956618738555044,0.03443585473317771,-60.0,False,False,,False,425.5999999999997,439.1999999999989,1.5543122344752192e-15,0.0,0.0,"[[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",157],[""H"",40],[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",75]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0017,17,False,False,False
432.9999999999947,6.690237767479459,0.04739446755342839,0.056633975139616655,0.03807861777774002,-60.0,False,False,,False,426.5999999999996,440.39999999999884,1.3322676295501878e-15,0.0,0.0,"[[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",158],[""H"",40],[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",75]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0018,18,False,False,False
434.1399999999947,6.768707409300646,0.05376052059582971,0.06533354749348563,0.042353886243726185,-60.0,False,False,,False,427.79999999999956,441.5999999999988,1.1102230246251565e-15,0.0,0.0,"[[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",159],[""H"",40],[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",75]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0019,19,False,False,False
435.2799999999945,6.849055710089772,0.061512422285064886,0.07618881071836464,0.04741352534992968,-60.0,False,False,,False,428.7999999999995,442.7999999999987,1.3322676295501878e-15,0.0,0.0,"[[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",160],[""H"",40],[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",75]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0020,20,False,False,False
436.4399999999945,6.931188783936591,0.07106900082387846,0.08994116579203432,0.05345669261330546,-60.0,False,False,,False,429.79999999999944,444.1999999999986,1.7763568394002505e-15,0.0,0.0,"[[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",161],[""H"",40],[""L"",75],[""H"",40],[""L"",75],[""H"",40],[""L"",75]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0021,21,False,False,False
425.7999999999951,6.24080510555541,0.024462957459288944,0.027236018978447393,0.02139382046737081,-60.0,False,False,,False,420.0,432.5999999999993,1.5543122344752192e-15,0.0,0.0,"[[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",151],[""H"",40],[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",76]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0022,22,False,False,False
426.9599999999951,6.309436123323451,0.026727835928750096,0.03002497034035623,0.0231161871051253,-60.0,False,False,,False,420.79999999999995,433.7999999999992,1.3322676295501878e-15,0.0,0.0,"[[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",152],[""H"",40],[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",76]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0023,23,False,False,False
428.11999999999506,6.380042963038022,0.029341937989368377,0.03328587535535027,0.025072832791529366,-60.0,False,False,,False,421.9999999999999,434.99999999999915,1.7763568394002505e-15,0.0,0.0,"[[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",153],[""H"",40],[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",76]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0024,24,False,False,False
429.27999999999486,6.45252783502491,0.03237962311249852,0.03712945973536687,0.02730749599960831,-60.0,False,False,,False,422.99999999999983,436.39999999999907,1.3322676295501878e-15,0.0,0.0,"[[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",154],[""H"",40],[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",76]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0025,25,False,False,False
430.4399999999948,6.526978767071455,0.03593583632904511,0.041700297841165426,0.02987450059305504,-60.0,False,False,,False,424.19999999999976,437.599999999999,1.1102230246251565e-15,0.0,0.0,"[[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",155],[""H"",40],[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",76]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0026,26,False,False,False
431.5799999999948,6.591945633417879,0.04013320676333286,0.04718972224196915,0.03284193739005381,-60.0,False,False,,False,425.1999999999997,438.79999999999893,1.1102230246251565e-15,0.0,0.0,"[[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",156],[""H"",40],[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",76]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0027,27,False,False,False
432.7399999999948,6.665688907446736,0.045132102960779005,0.0538546791340805,0.036295999066969745,-60.0,False,False,,False,426.39999999999964,439.99999999999886,1.5543122344752192e-15,0.0,0.0,"[[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",157],[""H"",40],[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",76]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0028,28,False,False,False
433.8999999999946,6.741809083996884,0.05114509461210229,0.06204573960234082,0.04034696106242717,-60.0,False,False,,False,427.3999999999996,441.3999999999988,1.3322676295501878e-15,0.0,0.0,"[[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",158],[""H"",40],[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",76]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0029,29,False,False,False
435.03999999999456,6.819672856251259,0.05845808499989165,0.0722494377814683,0.045137544024630646,-60.0,False,False,,False,428.5999999999995,442.5999999999987,1.7763568394002505e-15,0.0,0.0,"[[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",159],[""H"",40],[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",76]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0030,30,False,False,False
436.19999999999453,6.899476132862901,0.06746170027176304,0.08515334683636847,0.05085477142073146,-60.0,False,False,,False,429.59999999999945,443.79999999999865,1.9984014443252818e-15,0.0,0.0,"[[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",160],[""H"",40],[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",76]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0031,31,False,False,False
437.3399999999945,6.9811060414076,0.07869867840314418,0.1017475852951002,0.057747031709656144,0.0,True,True,35.26101853653515,False,430.7999999999994,444.9999999999986,1.7763568394002505e-15,0.0,0.0,"[[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",161],[""H"",40],[""L"",76],[""H"",40],[""L"",76],[""H"",40],[""L"",76]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0032,32,False,False,False
426.679999999995,6.300490689770243,0.02560682684463164,0.02876019495580531,0.02213995916505309,-60.0,False,False,,False,420.59999999999997,433.39999999999924,8.881784197001252e-16,0.0,0.0,"[[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",151],[""H"",40],[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",77]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0033,33,False,False,False
427.819999999995,6.368619636337542,0.028091972578010164,0.0318556495507999,0.024002601583754442,-60.0,False,False,,False,421.5999999999999,434.79999999999916,8.881784197001252e-16,0.0,0.0,"[[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",152],[""H"",40],[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",77]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0034,34,False,False,False
428.99999999999494,6.438654610018773,0.030977124149844583,0.03549981015794414,0.026128586216762187,-60.0,False,False,,False,422.79999999999984,435.9999999999991,1.5543122344752192e-15,0.0,0.0,"[[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",153],[""H"",40],[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",77]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0035,35,False,False,False
430.1599999999949,6.510657709234408,0.03435135945555852,0.03982776557854854,0.028569119311694154,-60.0,False,False,,False,423.7999999999998,437.199999999999,8.881784197001252e-16,0.0,0.0,"[[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",154],[""H"",40],[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",77]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0036,36,False,False,False
431.3199999999949,6.576897476635679,0.038329572628104325,0.04501798022676686,0.03138832581435508,-60.0,False,False,,False,424.9999999999997,438.39999999999895,1.3322676295501878e-15,0.0,0.0,"[[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",155],[""H"",40],[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",77]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0037,37,False,False,False
432.4799999999947,6.645747040071626,0.043061800838046435,0.05130967649004056,0.034667301033557425,-60.0,False,False,,False,425.99999999999966,439.7999999999989,1.5543122344752192e-15,0.0,0.0,"[[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",156],[""H"",40],[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",77]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0038,38,False,False,False
433.61999999999466,6.719481074998498,0.04874662134882303,0.05902862026408884,0.0385096958767676,-60.0,False,False,,False,427.1999999999996,440.9999999999988,1.7763568394002505e-15,0.0,0.0,"[[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",157],[""H"",40],[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",77]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0039,39,False,False,False
434.77999999999463,6.794992513623811,0.05565070628580265,0.06862605146756921,0.04304951964913567,-60.0,False,False,,False,428.19999999999953,442.19999999999874,1.1102230246251565e-15,0.0,0.0,"[[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",158],[""H"",40],[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",77]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0040,40,False,False,False
435.9399999999946,6.872405849174754,0.06413784379621715,0.08073849327036962,0.04846219606098816,-60.0,False,False,,False,429.39999999999947,443.39999999999867,1.3322676295501878e-15,0.0,0.0,"[[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",159],[""H"",40],[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",77]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0041,41,False,False,False
437.0999999999944,6.951678951352051,0.07471273592802952,0.0962811084116603,0.05498046306181387,0.0,True,True,35.40068643178845,False,430.3999999999994,444.7999999999986,1.1102230246251565e-15,0.0,0.0,"[[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",160],[""H"",40],[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",77]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0042,42,False,False,False
438.25999999999436,7.032841590079386,0.08808816236894697,0.11659511849853439,0.0629175929770658,0.0,True,True,33.567420908419024,False,431.59999999999934,445.9999999999985,1.1102230246251565e-15,0.0,0.0,"[[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",161],[""H"",40],[""L"",77],[""H"",40],[""L"",77],[""H"",40],[""L"",77]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0043,43,False,True,False
427.5399999999951,6.361877675008316,0.026959090703396853,0.03055943846573051,0.023032951775619835,-60.0,False,False,,False,421.3999999999999,434.3999999999992,8.881784197001252e-16,0.0,0.0,"[[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",151],[""H"",40],[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",78]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0044,44,False,False,False
428.719999999995,6.4294341681483616,0.02970396229221102,0.03402041075761657,0.025058904072617662,-60.0,False,False,,False,422.39999999999986,435.5999999999991,1.1102230246251565e-15,0.0,0.0,"[[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",152],[""H"",40],[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",78]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0045,45,False,False,False
429.8799999999948,6.498945613320984,0.032910598661016296,0.038124964122245676,0.027382853320573768,-60.0,False,False,,False,423.5999999999998,436.99999999999903,9.992007221626409e-16,0.0,0.0,"[[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",153],[""H"",40],[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",78]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0046,46,False,False,False
431.0399999999948,6.566421559354978,0.036686667143705345,0.04303959271016217,0.030065201085876323,-60.0,False,False,,False,424.7999999999997,438.19999999999897,6.661338147750939e-16,0.0,0.0,"[[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",154],[""H"",40],[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",78]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0047,47,False,False,False
432.19999999999476,6.630344676264826,0.041172536706612875,0.04898700910466404,0.033182247756162506,-60.0,False,False,,False,425.79999999999967,439.3999999999989,8.881784197001252e-16,0.0,0.0,"[[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",155],[""H"",40],[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",78]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0048,48,False,False,False
433.3599999999947,6.7016221491508645,0.04655366639665228,0.05626983450821747,0.03683139961191097,-60.0,False,False,,False,426.9999999999996,440.59999999999883,7.771561172376096e-16,0.0,0.0,"[[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",156],[""H"",40],[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",78]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0049,49,False,False,False
434.5199999999947,6.774822558167159,0.053078660189206484,0.06530630686983652,0.04113843497486604,-60.0,False,False,,False,427.99999999999955,441.99999999999875,7.771561172376096e-16,0.0,0.0,"[[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",157],[""H"",40],[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",78]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0050,50,False,False,False
435.6799999999945,6.849881521536815,0.06108602602501187,0.076685075941113,0.046267788527238646,-60.0,False,False,,False,429.1999999999995,443.1999999999987,8.881784197001252e-16,0.0,0.0,"[[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",158],[""H"",40],[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",78]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0051,51,False,False,False
436.83999999999446,6.926798489151224,0.07104452039107069,0.09125071559171706,0.052437326761931996,0.0,True,True,35.55154436277269,False,430.1999999999994,444.3999999999986,1.1102230246251565e-15,0.0,0.0,"[[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",159],[""H"",40],[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",78]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0052,52,False,False,False
437.99999999999443,7.005579194381369,0.08361499943018318,0.11023898096346971,0.05993990919163779,0.0,True,True,33.73180549565838,False,431.39999999999935,445.59999999999854,8.881784197001252e-16,0.0,0.0,"[[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",160],[""H"",40],[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",78]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0053,53,False,True,False
439.1599999999944,7.078208416347081,0.0997466484148818,0.13549185301670857,0.06917535632832425,0.0,True,True,31.963653071122554,False,432.3999999999993,446.99999999999847,1.3322676295501878e-15,0.0,0.0,"[[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",161],[""H"",40],[""L"",78],[""H"",40],[""L"",78],[""H"",40],[""L"",78]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0054,54,False,True,False
428.43999999999494,6.425123588169583,0.028551738106665038,0.032682186126065466,0.024090582984073544,-60.0,False,False,,False,422.1999999999999,435.3999999999991,8.881784197001252e-16,0.0,0.0,"[[""L"",79],[""H"",40],[""L"",79],[""H"",40],[""L"",79],[""H"",40],[""L"",151],[""H"",40],[""L"",79],[""H"",40],[""L"",79],[""H"",40],[""L"",79]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0055,55,False,False,False
429.5999999999949,6.492051391814414,0.031604562514163145,0.036582067485033135,0.026307374223268433,-60.0,False,False,,False,423.3999999999998,436.59999999999906,1.1102230246251565e-15,0.0,0.0,"[[""L"",79],[""H"",40],[""L"",79],[""H"",40],[""L"",79],[""H"",40],[""L"",152],[""H"",40],[""L"",79],[""H"",40],[""L"",79],[""H"",40],[""L"",79]]",EX_N3_L79_H45_C156,design_basin,design_basin_EX_N3_L79_H45_C156_0056,56,False,False,False
