geometry_id,polarization,order_n,mean_hf_minus_lf,mae_hf_minus_lf,max_abs_hf_minus_lf
K6X_D100_D110_D115_D220_D225_D230,s,1,-0.004442715808781376,0.02451708638525284,0.05091451259457717
K6X_D100_D110_D115_D220_D225_D230,s,2,-0.048522025514924044,0.048522025514924044,0.06377354168243335
K6X_D100_D110_D115_D220_D225_D230,s,3,-0.007096650306768012,0.008974268692215613,0.022039460728499518
K6X_D100_D115_D130_D145_D155_D185,p,-3,-0.0022418995340088314,0.0022418995340088314,0.004129239322787897
K6X_D100_D115_D130_D145_D155_D185,p,-2,0.002421154371782559,0.002421154371782559,0.0029968672528303125
K6X_D100_D115_D130_D145_D155_D185,p,-1,0.002843355817309495,0.0036799665312078375,0.004609548130563039
K6X_D100_D115_D130_D145_D155_D185,p,0,0.01220192388717074,0.01220192388717074,0.039015912527320756
K6X_D100_D115_D130_D145_D155_D185,p,1,-0.19916520222151587,0.19916520222151587,0.34435834142210175
K6X_D100_D115_D130_D145_D155_D185,p,2,0.019164773488111395,0.019164773488111395,0.03175392836703539
K6X_D100_D115_D130_D145_D155_D185,p,3,0.016402308862316625,0.01701572931450952,0.0268039954191421
K6X_D100_D115_D130_D145_D155_D185,s,-3,-0.004821978456233376,0.004821978456233376,0.00519321987415249
K6X_D100_D115_D130_D145_D155_D185,s,-2,0.002043428717003441,0.002290327667827238,0.0072997099500074335
K6X_D100_D115_D130_D145_D155_D185,s,-1,-0.003015912921235051,0.0045763349701266115,0.006298192527247077
K6X_D100_D115_D130_D145_D155_D185,s,0,-0.00025142150269580256,0.00030473070959783906,0.0015460114340690972
K6X_D100_D115_D130_D145_D155_D185,s,1,-0.07402468332651586,0.07402468332651586,0.15750759308667095
K6X_D100_D115_D130_D145_D155_D185,s,2,0.002883706962525033,0.002883706962525033,0.008145995924310864
K6X_D100_D115_D130_D145_D155_D185,s,3,-0.001029741078983377,0.0037390546411805474,0.006318015542247866
K6X_D100_D130_D135_D155_D160_D225,p,-3,-0.013679273086164423,0.013679273086164423,0.029630863217216127
K6X_D100_D130_D135_D155_D160_D225,p,-2,-0.017145461733885814,0.0354615560525261,0.054718465178036885
K6X_D100_D130_D135_D155_D160_D225,p,-1,-0.012982024001421037,0.013167379212091213,0.04343182634148575
K6X_D100_D130_D135_D155_D160_D225,p,0,0.003189119873376615,0.007683989929538987,0.018418996405549184
K6X_D100_D130_D135_D155_D160_D225,p,1,-0.197771979512647,0.197771979512647,0.3695580448664768
K6X_D100_D130_D135_D155_D160_D225,p,2,0.01928093702206607,0.024042200890851406,0.059046714665878075
K6X_D100_D130_D135_D155_D160_D225,p,3,0.03720968198471103,0.03720968198471103,0.07846284372342736
K6X_D100_D130_D135_D155_D160_D225,s,-3,-0.01129621875666624,0.011441035082340923,0.03363369861181613
K6X_D100_D130_D135_D155_D160_D225,s,-2,-0.017913067286040363,0.018535873899333165,0.029576830716684627
K6X_D100_D130_D135_D155_D160_D225,s,-1,-0.009852136197424673,0.009852136197424673,0.03905875074775575
K6X_D100_D130_D135_D155_D160_D225,s,0,0.009747461993663706,0.009747461993663706,0.011773994471383793
K6X_D100_D130_D135_D155_D160_D225,s,1,-0.14884055097273793,0.14884055097273793,0.19497088219082304
K6X_D100_D130_D135_D155_D160_D225,s,2,0.021349831567893343,0.021349831567893343,0.025916817984611817
K6X_D100_D130_D135_D155_D160_D225,s,3,0.02184354157472921,0.02184354157472921,0.045178164158754315
K6X_D100_D140_D145_D155_D225_D230,p,-3,-0.04342521982534661,0.04342521982534661,0.06535965148584345
K6X_D100_D140_D145_D155_D225_D230,p,-2,0.014587676332141485,0.015152405482354903,0.04108469700844467
K6X_D100_D140_D145_D155_D225_D230,p,-1,-0.022248926222208705,0.0503418731610165,0.15764368807398682
K6X_D100_D140_D145_D155_D225_D230,p,0,-0.01854509511153125,0.021406275936148144,0.033966192205256894
K6X_D100_D140_D145_D155_D225_D230,p,1,-0.032723023495848096,0.0483145793216047,0.0932442455908159
K6X_D100_D140_D145_D155_D225_D230,p,2,-0.05278742110495689,0.05278742110495689,0.10619968682356906
K6X_D100_D140_D145_D155_D225_D230,p,3,-0.027557346864701158,0.030821981981928395,0.050270519837923584
K6X_D100_D140_D145_D155_D225_D230,s,-3,-0.058858987330887506,0.058858987330887506,0.08386601770629346
K6X_D100_D140_D145_D155_D225_D230,s,-2,0.027295653330359663,0.027295653330359663,0.04812708116304467
K6X_D100_D140_D145_D155_D225_D230,s,-1,-0.017869168091572345,0.057074135160493596,0.15831548816298682
K6X_D100_D140_D145_D155_D225_D230,s,0,-0.023873181808618603,0.024004831215164276,0.04042692433413715
K6X_D100_D140_D145_D155_D225_D230,s,1,-0.18862227304048448,0.18862227304048448,0.2675571964722743
K6X_D100_D140_D145_D155_D225_D230,s,2,-0.018757897003038714,0.03019139310717702,0.06487347761266905
K6X_D100_D140_D145_D155_D225_D230,s,3,0.01555888869105339,0.048164820541728555,0.09623030514112818
K6X_D100_D200_D205_D210_D215_D220,p,-3,-0.0030930593230459793,0.008213345803567211,0.019685495925728585
K6X_D100_D200_D205_D210_D215_D220,p,-2,-0.029192382199383016,0.03675537050315011,0.12478060344535652
K6X_D100_D200_D205_D210_D215_D220,p,-1,0.004493192930166604,0.02041148276580944,0.05512256654384265
K6X_D100_D200_D205_D210_D215_D220,p,0,-0.3315661187832543,0.3315661187832543,0.5077387440420718
K6X_D100_D200_D205_D210_D215_D220,p,1,-0.050588154516450816,0.05120801073470294,0.10059185049560339
K6X_D100_D200_D205_D210_D215_D220,p,2,-0.0608571953632999,0.0608571953632999,0.15765897041909374
K6X_D100_D200_D205_D210_D215_D220,p,3,-0.007989075900132342,0.008256213293885088,0.022862769198395617
K6X_D100_D200_D205_D210_D215_D220,s,-3,-0.00819058855788689,0.009425590274166907,0.02125899646725562
K6X_D100_D200_D205_D210_D215_D220,s,-2,-0.03761887359312619,0.040031242747544986,0.1415730712432365
K6X_D100_D200_D205_D210_D215_D220,s,-1,-0.0002472952350943051,0.02602778211312352,0.04969937021516087
K6X_D100_D200_D205_D210_D215_D220,s,0,-0.04073736931334521,0.11031178543239872,0.25398592385150054
K6X_D100_D200_D205_D210_D215_D220,s,1,-0.029789867839298087,0.037519876337699945,0.07104997786410339
K6X_D100_D200_D205_D210_D215_D220,s,2,-0.06184711480815535,0.06184711480815535,0.14831719547059374
K6X_D100_D200_D205_D210_D215_D220,s,3,-0.002372831459292797,0.009772686348548153,0.019618002266535615
K6X_D105_D120_D125_D130_D165_D190,p,-3,0.004366123627196095,0.004935210668465449,0.017959481628254795
K6X_D105_D120_D125_D130_D165_D190,p,-2,-0.005637795397328559,0.007861197562752845,0.01903704679836199
K6X_D105_D120_D125_D130_D165_D190,p,-1,-0.014071716692988274,0.024219863441544153,0.054912040276539495
K6X_D105_D120_D125_D130_D165_D190,p,0,-0.005399156256741533,0.04301097901693753,0.11859616768877812
K6X_D105_D120_D125_D130_D165_D190,p,1,-0.08188722991348849,0.08522718966482214,0.1760831079237286
K6X_D105_D120_D125_D130_D165_D190,p,2,-0.028426886497646353,0.028426886497646353,0.050765491107117325
K6X_D105_D120_D125_D130_D165_D190,p,3,0.04257065280752202,0.04257065280752202,0.05264331565272676
K6X_D105_D120_D125_D130_D165_D190,s,-3,-0.0062666785726756885,0.008153433631925765,0.012785048897618535
K6X_D105_D120_D125_D130_D165_D190,s,-2,-0.001818886806295293,0.006875110523995625,0.011703245464173338
K6X_D105_D120_D125_D130_D165_D190,s,-1,0.025525204066668264,0.033552425841434724,0.06224694392459458
K6X_D105_D120_D125_D130_D165_D190,s,0,-0.06266033388678448,0.06392764533910045,0.16948935618207767
K6X_D105_D120_D125_D130_D165_D190,s,1,-0.03605883992822974,0.059921429706225826,0.11025038862746939
K6X_D105_D120_D125_D130_D165_D190,s,2,-0.04510063961987212,0.04510063961987212,0.07542991718797792
K6X_D105_D120_D125_D130_D165_D190,s,3,0.02249133977232627,0.0230271234510272,0.0416845443721147
K6X_D110_D125_D135_D150_D175_D190,p,-3,0.0019905733536899556,0.0026715950019820956,0.006441691793865995
K6X_D110_D125_D135_D150_D175_D190,p,-2,-0.001873325492347707,0.002124981366840488,0.005143281810906623
K6X_D110_D125_D135_D150_D175_D190,p,-1,0.0006211661287383318,0.0021770938191417134,0.003747990470901335
K6X_D110_D125_D135_D150_D175_D190,p,0,0.03008753597138664,0.03008753597138664,0.1057298015186341
K6X_D110_D125_D135_D150_D175_D190,p,1,-0.26750192016776564,0.26750192016776564,0.581893715610032
K6X_D110_D125_D135_D150_D175_D190,p,2,0.012368808629403462,0.012441145904833957,0.03200468596979151
K6X_D110_D125_D135_D150_D175_D190,p,3,0.014757838608317775,0.014757838608317775,0.04722144132074207
K6X_D110_D125_D135_D150_D175_D190,s,-3,0.002767253993197774,0.003423084222996281,0.006542713043301859
K6X_D110_D125_D135_D150_D175_D190,s,-2,0.004071696698099111,0.005046136617313759,0.012965663105570293
K6X_D110_D125_D135_D150_D175_D190,s,-1,0.008969674694459258,0.008969674694459258,0.012031587711282217
K6X_D110_D125_D135_D150_D175_D190,s,0,-0.0003385928990233581,0.0009406143045801493,0.004211807380947068
K6X_D110_D125_D135_D150_D175_D190,s,1,-0.10186081500494741,0.10186081500494741,0.1790864555132029
K6X_D110_D125_D135_D150_D175_D190,s,2,0.014742174055689644,0.014742174055689644,0.023679430034191512
K6X_D110_D125_D135_D150_D175_D190,s,3,0.003915032987701229,0.005507055278791518,0.018528051921801857
K6X_D110_D125_D135_D150_D175_D195,p,-3,0.0027861853903031132,0.003760527709439045,0.006744344612342945
K6X_D110_D125_D135_D150_D175_D195,p,-2,0.0013975194200709612,0.0013975194200709612,0.0025926663745758295
K6X_D110_D125_D135_D150_D175_D195,p,-1,-0.0003787529270373504,0.001011294469751818,0.004551912465391072
K6X_D110_D125_D135_D150_D175_D195,p,0,0.028404646022299973,0.028404646022299973,0.07719990999911228
K6X_D110_D125_D135_D150_D175_D195,p,1,-0.2557220349335592,0.2557220349335592,0.5458434645003447
K6X_D110_D125_D135_D150_D175_D195,p,2,0.017606886195925604,0.017606886195925604,0.02843481680826372
K6X_D110_D125_D135_D150_D175_D195,p,3,0.020304584933422097,0.020304584933422097,0.05028954374563602
K6X_D110_D125_D135_D150_D175_D195,s,-3,0.0015603134314575195,0.005208970773718275,0.011037962404093427
K6X_D110_D125_D135_D150_D175_D195,s,-2,0.00822894349493445,0.00822894349493445,0.015031663386230283
K6X_D110_D125_D135_D150_D175_D195,s,-1,0.01224276293860943,0.01224276293860943,0.020518912246717133
K6X_D110_D125_D135_D150_D175_D195,s,0,0.0007505715329698567,0.0011741331787109412,0.0025909573269846473
K6X_D110_D125_D135_D150_D175_D195,s,1,-0.09972593988566567,0.09972593988566567,0.1733491495361943
K6X_D110_D125_D135_D150_D175_D195,s,2,0.005771504274191747,0.005771504274191747,0.012038257562814089
K6X_D110_D125_D135_D150_D175_D195,s,3,0.0006676848665941522,0.004920258405119667,0.012547333539199911
K6X_D110_D190_D210_D215_D220_D225,p,-3,-0.025184720766088995,0.027406844482263857,0.0742712920883069
K6X_D110_D190_D210_D215_D220_D225,p,-2,-0.021259809019693102,0.0325088617605854,0.08029478064817447
K6X_D110_D190_D210_D215_D220_D225,p,-1,-0.0007220127328558212,0.04264145053952509,0.08689239114771766
K6X_D110_D190_D210_D215_D220_D225,p,0,-0.23942224226943348,0.23942224226943348,0.42829163623925354
K6X_D110_D190_D210_D215_D220_D225,p,1,-0.003358280783136412,0.014003723240548362,0.04362568226271703
K6X_D110_D190_D210_D215_D220_D225,p,2,-0.10452910173941342,0.10452910173941342,0.15366688914796334
K6X_D110_D190_D210_D215_D220_D225,p,3,-0.027691823558533727,0.03052048989788496,0.07868574635937285
K6X_D110_D190_D210_D215_D220_D225,s,-3,-0.01683148931956023,0.01935953503459721,0.05229743039399426
K6X_D110_D190_D210_D215_D220_D225,s,-2,-0.02019430290260859,0.03417927638593472,0.06775406420248731
K6X_D110_D190_D210_D215_D220_D225,s,-1,-0.006399638160354187,0.023255707251132896,0.044566163197560654
K6X_D110_D190_D210_D215_D220_D225,s,0,-0.06816453388443525,0.06816453388443525,0.15813437076503906
K6X_D110_D190_D210_D215_D220_D225,s,1,0.004495362634735705,0.01750069944320489,0.04197275950558489
K6X_D110_D190_D210_D215_D220_D225,s,2,-0.14931027592371493,0.14931027592371493,0.17869961091127542
K6X_D110_D190_D210_D215_D220_D225,s,3,-0.016965634257711405,0.029508270522385326,0.06923241502942086
K6X_D120_D125_D180_D185_D190_D195,p,-3,-0.004795046230425017,0.004795046230425017,0.007657965531663954
K6X_D120_D125_D180_D185_D190_D195,p,-2,-0.02457145350944427,0.02457145350944427,0.027065921741083708
K6X_D120_D125_D180_D185_D190_D195,p,-1,0.0014568178383645423,0.0037624459042373158,0.011536134349502708
K6X_D120_D125_D180_D185_D190_D195,p,0,-0.016009627063176088,0.02293558210609753,0.04948670867530555
K6X_D120_D125_D180_D185_D190_D195,p,1,-0.1877936526611608,0.1877936526611608,0.2469430996526919
K6X_D120_D125_D180_D185_D190_D195,p,2,-0.02022467237777158,0.02022467237777158,0.027970738165490783
K6X_D120_D125_D180_D185_D190_D195,p,3,0.010453724102836619,0.010453724102836619,0.021299024717127045
K6X_D120_D125_D180_D185_D190_D195,s,-3,-0.00275146025634429,0.00275146025634429,0.0036627278838807123
K6X_D120_D125_D180_D185_D190_D195,s,-2,-0.019835379291507905,0.019835379291507905,0.02900732704650163
K6X_D120_D125_D180_D185_D190_D195,s,-1,-0.0088884183235991,0.009291144993958549,0.021244237637697283
K6X_D120_D125_D180_D185_D190_D195,s,0,-0.03863673030126701,0.03863673030126701,0.06040200634025414
K6X_D120_D125_D180_D185_D190_D195,s,1,-0.017279846212069894,0.017279846212069894,0.028991806202691872
K6X_D120_D125_D180_D185_D190_D195,s,2,-0.017263128027253397,0.017263128027253397,0.03657373062899078
K6X_D120_D125_D180_D185_D190_D195,s,3,-0.002187206675327017,0.0025654263283882172,0.005158202186902955
K6X_D120_D145_D200_D215_D220_D230,p,-3,-0.08360113248146461,0.08792572661854382,0.1587238429483574
K6X_D120_D145_D200_D215_D220_D230,p,-2,-0.009831927136300912,0.028576851804758538,0.06610744783261971
K6X_D120_D145_D200_D215_D220_D230,p,-1,-0.0012888917406890877,0.007617338865839351,0.0390127781302547
K6X_D120_D145_D200_D215_D220_D230,p,0,-0.09753238065548273,0.1198232318997675,0.19909526433688737
K6X_D120_D145_D200_D215_D220_D230,p,1,-0.08160049120604057,0.10685732225826752,0.30818192260678023
K6X_D120_D145_D200_D215_D220_D230,p,2,-0.07314354613989611,0.11929215273405695,0.28274963355563687
K6X_D120_D145_D200_D215_D220_D230,p,3,-0.0775516109010446,0.0775516109010446,0.15870734914409945
K6X_D120_D145_D200_D215_D220_D230,s,-3,-0.05876145902390189,0.0589005843149062,0.13707382563695739
K6X_D120_D145_D200_D215_D220_D230,s,-2,-0.030954937788860916,0.03432888925645893,0.07334587797105971
K6X_D120_D145_D200_D215_D220_D230,s,-1,-0.010326281820755996,0.011047761313169105,0.0509146903147547
K6X_D120_D145_D200_D215_D220_D230,s,0,0.03008264226323547,0.09423286390824633,0.18802467402169992
K6X_D120_D145_D200_D215_D220_D230,s,1,-0.0026259053964405614,0.04051307456091697,0.11372331816935488
K6X_D120_D145_D200_D215_D220_D230,s,2,-0.16238700071176887,0.17899611200776525,0.3407069235126369
K6X_D120_D145_D200_D215_D220_D230,s,3,-0.03155419268988371,0.07757172811287438,0.17342007782309946
K6X_D125_D135_D150_D175_D190_D210,p,-3,0.005936059182223826,0.005936059182223826,0.00738030323951892
K6X_D125_D135_D150_D175_D190_D210,p,-2,-0.002465754012850403,0.0024933942809850815,0.012184345892658882
K6X_D125_D135_D150_D175_D190_D210,p,-1,0.005286705348942073,0.005286705348942073,0.010306946623503947
K6X_D125_D135_D150_D175_D190_D210,p,0,0.005328648730949978,0.005328648730949978,0.009833430004018021
K6X_D125_D135_D150_D175_D190_D210,p,1,-0.24020489479971657,0.24020489479971657,0.2775428962165415
K6X_D125_D135_D150_D175_D190_D210,p,2,0.03917396293431942,0.03917396293431942,0.04232588004589734
K6X_D125_D135_D150_D175_D190_D210,p,3,-0.0017423507367507203,0.0018676922853502248,0.0038125358624929192
K6X_D125_D135_D150_D175_D190_D210,s,-3,0.00017887287316655266,0.0005475062215469316,0.0011551197087468533
K6X_D125_D135_D150_D175_D190_D210,s,-2,-0.00025430343633724866,0.002674425774434559,0.009622596239862882
K6X_D125_D135_D150_D175_D190_D210,s,-1,0.004847541752321164,0.004847541752321164,0.005901631653280029
K6X_D125_D135_D150_D175_D190_D210,s,0,0.0015042551469784322,0.0025357274322705906,0.0036725800986083437
K6X_D125_D135_D150_D175_D190_D210,s,1,-0.17249617298435294,0.17249617298435294,0.23243485608600567
K6X_D125_D135_D150_D175_D190_D210,s,2,0.022633385792010328,0.022633385792010328,0.03599913956390183
K6X_D125_D135_D150_D175_D190_D210,s,3,0.002287714675189553,0.002632332487454957,0.009009570609618081
K6X_D130_D145_D155_D180_D195_D230,p,-3,0.0009493617347327183,0.0009493617347327183,0.001808983508267745
K6X_D130_D145_D155_D180_D195_D230,p,-2,-0.0005733680803179064,0.0036457111300261555,0.0067806829332997375
K6X_D130_D145_D155_D180_D195_D230,p,-1,0.002444090525235048,0.002444090525235048,0.008359832905334836
K6X_D130_D145_D155_D180_D195_D230,p,0,-0.009120563049324156,0.009120563049324156,0.011473482602408349
K6X_D130_D145_D155_D180_D195_D230,p,1,-0.07588830924308358,0.07588830924308358,0.15490143959851177
K6X_D130_D145_D155_D180_D195_D230,p,2,-0.0007694333210033446,0.002475355760971381,0.005227628650205315
K6X_D130_D145_D155_D180_D195_D230,p,3,0.004741599111982718,0.004741599111982718,0.010666587653005098
K6X_D130_D145_D155_D180_D195_D230,s,-3,0.006179500944198172,0.006179500944198172,0.015155359043705099
K6X_D130_D145_D155_D180_D195_D230,s,-2,0.01690886601340303,0.01690886601340303,0.03242790714736974
K6X_D130_D145_D155_D180_D195_D230,s,-1,0.006953855336967776,0.006953855336967776,0.00991260717961815
K6X_D130_D145_D155_D180_D195_D230,s,0,0.0014360435924342073,0.0061939434291273165,0.01090202127954027
K6X_D130_D145_D155_D180_D195_D230,s,1,-0.198586702115629,0.198586702115629,0.29436625247451176
K6X_D130_D145_D155_D180_D195_D230,s,2,0.003824276118388474,0.004995195183344657,0.007449649122582842
K6X_D130_D145_D155_D180_D195_D230,s,3,0.008781193222328173,0.008781193222328173,0.018667961453307746
K6X_D135_D155_D190_D220_D225_D230,p,-3,0.007710650122254734,0.015967792731065536,0.029630971331972296
K6X_D135_D155_D190_D220_D225_D230,p,-2,-0.02247335155847244,0.023467462897289147,0.0597988410102909
K6X_D135_D155_D190_D220_D225_D230,p,-1,0.04379244001765032,0.047368839989327276,0.1187774331046501
K6X_D135_D155_D190_D220_D225_D230,p,0,0.05345366472116153,0.056138998859700924,0.1165614469522831
K6X_D135_D155_D190_D220_D225_D230,p,1,-0.4653380905329669,0.4653380905329669,0.6557896290295082
K6X_D135_D155_D190_D220_D225_D230,p,2,0.003070000723814586,0.04854240739120485,0.1040799766824374
K6X_D135_D155_D190_D220_D225_D230,p,3,0.005003923384233364,0.016215910928019012,0.0354656196122556
K6X_D135_D155_D190_D220_D225_D230,s,-3,-0.002059098936447101,0.00860601608841074,0.0185307162797976
K6X_D135_D155_D190_D220_D225_D230,s,-2,-0.017612296643880174,0.022800756050539196,0.04493065921863851
K6X_D135_D155_D190_D220_D225_D230,s,-1,0.014548311817187676,0.021287072857067088,0.029707753343101558
K6X_D135_D155_D190_D220_D225_D230,s,0,-0.014503934821420568,0.015867159899021432,0.035838012124752
K6X_D135_D155_D190_D220_D225_D230,s,1,-0.18402935176920696,0.18402935176920696,0.29642705992555307
K6X_D135_D155_D190_D220_D225_D230,s,2,-0.06904285735300228,0.09758353264305013,0.31745832481147757
K6X_D135_D155_D190_D220_D225_D230,s,3,-0.007222407722340621,0.009975995463218807,0.022226195046579154
K6X_D140_D160_D165_D170_D180_D190,p,-3,-0.060833142657780635,0.07073674944252271,0.1275209965358806
K6X_D140_D160_D165_D170_D180_D190,p,-2,-0.018504411157516682,0.027721540308261947,0.08728714483015089
K6X_D140_D160_D165_D170_D180_D190,p,-1,-0.0034163609049901204,0.009248988593292477,0.023463100438034647
K6X_D140_D160_D165_D170_D180_D190,p,0,-0.13349172710333154,0.17303324259036695,0.4540855450614724
K6X_D140_D160_D165_D170_D180_D190,p,1,0.07728203242540235,0.13820979764377442,0.294762772786846
K6X_D140_D160_D165_D170_D180_D190,p,2,-0.09925508518015241,0.09925508518015241,0.20267949419379672
K6X_D140_D160_D165_D170_D180_D190,p,3,-0.06886018512873521,0.07669138949697801,0.13790105653588058
K6X_D140_D160_D165_D170_D180_D190,s,-3,-0.06953092731416792,0.07511668394722892,0.14472903260518058
K6X_D140_D160_D165_D170_D180_D190,s,-2,-0.029858274681446674,0.03141722324065973,0.08501054734345088
K6X_D140_D160_D165_D170_D180_D190,s,-1,0.006324755113594153,0.008804789463448698,0.019615484571554622
K6X_D140_D160_D165_D170_D180_D190,s,0,0.03251087231448665,0.11618996313445233,0.21460651470986986
K6X_D140_D160_D165_D170_D180_D190,s,1,-0.09281631273105222,0.10408080736962087,0.1943973002164557
K6X_D140_D160_D165_D170_D180_D190,s,2,-0.08010177591251605,0.08694515641404744,0.1868617195902967
K6X_D140_D160_D165_D170_D180_D190,s,3,-0.06611161095926248,0.08282625036411362,0.1424707982288806
K6X_D150_D205_D215_D220_D225_D230,p,-3,-0.07725082288647639,0.0901086222084929,0.16029617525161963
K6X_D150_D205_D215_D220_D225_D230,p,-2,-0.007806646367754347,0.04170423722085123,0.08424273101746423
K6X_D150_D205_D215_D220_D225_D230,p,-1,-0.006030580439009382,0.034368123777341004,0.12774419256097574
