model,pair_count,contrast_mae,contrast_median,contrast_p90,contrast_max,worst_geometry,worst_wavelength_nm
LF_only,220,0.09366732076315239,0.05240456315968067,0.233627637019,0.501273205047,K6X_D110_D125_D135_D150_D175_D190,449
LF_global_bias,220,0.09366732076315239,0.05240456315968067,0.233627637019,0.501273205047,K6X_D110_D125_D135_D150_D175_D190,449
LF_affine,220,0.09610066193457242,0.05777943911941202,0.22441165303363744,0.46621489611045275,K6X_D110_D125_D135_D150_D175_D190,449
LF_ridge_residual,220,0.09610050562045722,0.05777890606949172,0.22441112860932896,0.4662153150438463,K6X_D110_D125_D135_D150_D175_D190,449
LF_paired_shared_contrast,220,0.13082075665516507,0.09428873982579,0.286293436032601,0.3996891251127087,K6X_D150_D205_D215_D220_D225_D230,455
corrected_residual_mlp,220,0.12454065783667874,0.09992204304745307,0.2677398903446463,0.5147826956626926,K6X_D135_D155_D190_D220_D225_D230,452
direct_mlp,220,0.10129647781520729,0.04938475592880681,0.25019391632438076,0.4868314771058808,K6X_D140_D160_D165_D170_D180_D190,451
resmlp,220,0.08750474907825967,0.04043339678276903,0.2259162018000121,0.4419787136914978,K6X_D140_D160_D165_D170_D180_D190,451
circular_cnn,220,0.10109297677937464,0.0665400838989475,0.269676038690287,0.4639780806419407,K6X_D135_D155_D190_D220_D225_D230,452
