model,geometry_id,M7_order_profile_mae,M8_order_profile_mae,delta_order,M7_eta_plus1_mae,M8_eta_plus1_mae,delta_eta_plus1,M7_R_mae,M8_R_mae,delta_R,M7_T_mae,M8_T_mae,delta_T,M7_PS_contrast_mae,M8_PS_contrast_mae,delta_PS_contrast
LF_ridge_residual,K6X_D100_D140_D145_D155_D225_D230,0.061788176453973026,0.06898867228485485,0.007200495830881823,0.102259410807505,0.10394005684171007,0.0016806460342050633,0.1062507957274918,0.07681847388497476,-0.02943232184251704,0.08676542678027171,0.07667844943305396,-0.010086977347217752,0.19299666133404542,0.2078801136834202,0.01488345234937477
LF_ridge_residual,K6X_D100_D200_D205_D210_D215_D220,0.03946888779947662,0.04464952726110773,0.005180639461631109,0.04956939217025333,0.05721800212034724,0.007648609950093914,0.13469728686233362,0.13377240237303437,-0.0009248844892992547,0.14070154817706929,0.13778154612664462,-0.0029200020504246693,0.009906179680850558,0.021882818375305927,0.01197663869445537
LF_ridge_residual,K6X_D105_D120_D125_D130_D165_D190,0.030860317622972817,0.02531887898611864,-0.005541438636854176,0.05939634493456167,0.05159346106595714,-0.007802883868604525,0.05940169716138019,0.03963949107384331,-0.019762206087536878,0.04283541012509911,0.03559242895797174,-0.00724298116712737,0.026985243133032796,0.02000135828038162,-0.006983884852651175
LF_ridge_residual,K6X_D110_D125_D135_D150_D175_D190,0.029351690686602393,0.028673393096897624,-0.000678297589704769,0.08439730845265268,0.10105269270028208,0.0166553842476294,0.05448602862223533,0.057478369321520735,0.0029923406992854035,0.054448522360609146,0.05792738721522865,0.0034788648546195053,0.15305706128836993,0.140868519877021,-0.012188541411348924
LF_ridge_residual,K6X_D110_D190_D210_D215_D220_D225,0.030411924346858348,0.03313948777423564,0.0027275634273772956,0.01837764170200977,0.027472583823390753,0.009094942121380983,0.06940692048900242,0.06875322797720486,-0.00065369251179756,0.07058438570633321,0.06943359015828864,-0.001150795548044578,0.018327074245159506,0.03550875049884453,0.01718167625368502
LF_ridge_residual,K6X_D120_D125_D180_D185_D190_D195,0.03509082016014386,0.030777645408095047,-0.004313174752048812,0.07758846767705083,0.07048496368940177,-0.007103503987649057,0.04611117247680214,0.05548778169807669,0.009376609221274548,0.05287235141323448,0.06592651677198667,0.013054165358752194,0.15517693535410165,0.1357123713407302,-0.01946456401337146
LF_ridge_residual,K6X_D120_D145_D200_D215_D220_D230,0.05525817127169325,0.05385377676973681,-0.001404394501956445,0.0588443909443114,0.09963637874840664,0.04079198780409524,0.07701486285183883,0.07752180015448942,0.000506937302650598,0.08013305675903552,0.08080488334891191,0.0006718265898763842,0.100181927106768,0.09309729965184849,-0.007084627454919515
LF_ridge_residual,K6X_D125_D135_D150_D175_D190_D210,0.014286552178396623,0.01069627734696073,-0.0035902748314358933,0.04066210639399863,0.03120509358494634,-0.009457012809052288,0.024307091513006987,0.02657519385068432,0.0022681023376773315,0.02925572409541303,0.023043919475556174,-0.006211804619856855,0.06451396122937508,0.059598945387688125,-0.004915015841686958
LF_ridge_residual,K6X_D130_D145_D155_D180_D195_D230,0.02699612690149639,0.02802579464333483,0.0010296677418384394,0.0945189399636151,0.10677656354294016,0.012257623579325055,0.05335452212548628,0.05343434561138493,7.98234858986474e-05,0.05394234389885728,0.054118134170894526,0.00017579027203724895,0.15758244775285918,0.17293186440409733,0.015349416651238151
LF_ridge_residual,K6X_D140_D160_D165_D170_D180_D190,0.043998158431954704,0.04527884457838015,0.0012806861464254443,0.1101125834820262,0.11515519137496644,0.00504260789294024,0.10170260823256048,0.10136204689938176,-0.00034056133317872384,0.0889057605923047,0.09093122065520041,0.0020254600628957092,0.21546934523109462,0.2274836679402627,0.01201432270916808
LF_ridge_residual,K6X_D150_D205_D215_D220_D225_D230,0.0519933839878208,0.04150874892251401,-0.010484635065306794,0.054704543486702346,0.05151686886532325,-0.0031876746213790955,0.15517287864589913,0.14605969654615894,-0.009113182099740186,0.15121930697985328,0.14439828868129154,-0.006821018298561743,0.08184440081843451,0.06728433906853858,-0.014560061749895936
