candidate_id,solved_case_count,failed_case_count,peak_abs_angle_min_deg,peak_abs_angle_max_deg,peak_abs_angle_std_deg,normal_offaxis_ratio_min,normal_offaxis_ratio_mean,edge_dominated_or_unstable
D5_BASE_13461,9,0,0.028662222062435815,38.88902008351703,13.338528210504743,0.044632783204338576,0.20589725689945979,True
