trace,source_x_um,angle_deg,intensity_proxy
case,-1.4,-72.5496151222685,6.183723914721249e-09
case,-1.4,-72.35946053115805,4.46123167298277e-09
case,-1.4,-72.17127012864599,3.297936264827294e-09
case,-1.4,-71.9849823073061,2.6934141407233016e-09
case,-1.4,-71.80053859185354,2.634694555337222e-09
case,-1.4,-71.6178834207933,3.0968360046979427e-09
case,-1.4,-71.43696394725384,4.043801837060198e-09
case,-1.4,-71.25772985698381,5.429612933535636e-09
case,-1.4,-71.08013320173983,7.199748300005974e-09
case,-1.4,-70.90412824650302,9.292757950056815e-09
case,-1.4,-70.7296713291473,1.1642046746807065e-08
case,-1.4,-70.55672073134137,1.4177783056886698e-08
case,-1.4,-70.38523655960435,1.682888228674317e-08
case,-1.4,-70.21518063555617,1.9525012737824223e-08
case,-1.4,-70.04651639450873,2.219856983099465e-08
case,-1.4,-69.87920879163549,2.4786564686435632e-08
case,-1.4,-69.7132242150396,2.7232374351184153e-08
case,-1.4,-69.54853040510996,2.9487303660540977e-08
case,-1.4,-69.38509637961832,3.151191278748418e-08
case,-1.4,-69.22289236406615,3.327706992709978e-08
case,-1.4,-69.06188972683796,3.476469519607296e-08
case,-1.4,-68.90206091876227,3.59681695792906e-08
case,-1.4,-68.74337941671942,3.689239146954349e-08
case,-1.4,-68.5858196709698,3.755347283097728e-08
case,-1.4,-68.4293570559072,3.797807704982652e-08
case,-1.4,-68.27396782396883,3.820241086735839e-08
case,-1.4,-68.11962906245793,3.82708931482562e-08
case,-1.4,-67.9663186530576,3.8234533335812225e-08
case,-1.4,-67.8140152338336,3.814906198818999e-08
case,-1.4,-67.66269816354124,3.807286448280128e-08
case,-1.4,-67.51234748806844,3.8064776532805997e-08
case,-1.4,-67.36294390886036,3.8181806313458196e-08
case,-1.4,-67.21446875318475,3.847685250665152e-08
case,-1.4,-67.06690394610837,3.899649023616883e-08
case,-1.4,-66.9202319840658,3.977889752526785e-08
case,-1.4,-66.77443590991125,4.085199345586632e-08
case,-1.4,-66.62949928935345,4.223185559645948e-08
case,-1.4,-66.48540618868022,4.3921478508372195e-08
case,-1.4,-66.34214115368837,4.5909927316648794e-08
case,-1.4,-66.19968918973962,4.817193058837565e-08
case,-1.4,-66.05803574287006,5.066794530745052e-08
case,-1.4,-65.91716668188604,5.3344713841403014e-08
case,-1.4,-65.77706828138395,5.6136318788288336e-08
case,-1.4,-65.6377272056365,5.896572684231172e-08
case,-1.4,-65.49913049329244,6.174679773516767e-08
case,-1.4,-65.36126554283915,6.438671933135687e-08
case,-1.4,-65.22412009878309,6.678881552827049e-08
case,-1.4,-65.0876822385048,6.885566018349791e-08
case,-1.4,-64.95194035974859,7.04924182960586e-08
case,-1.4,-64.81688316871022,7.161032551016297e-08
case,-1.4,-64.68249966868754,7.213020905289116e-08
case,-1.4,-64.5487791492625,7.198594776974631e-08
case,-1.4,-64.4157111759837,7.112776622784894e-08
case,-1.4,-64.28328558052225,6.952525808435758e-08
case,-1.4,-64.15149245127412,6.717003715450911e-08
case,-1.4,-64.02032212438473,6.407792085996902e-08
case,-1.4,-63.88976517517275,6.029055990602229e-08
case,-1.4,-63.75981240993156,5.587643994983773e-08
case,-1.4,-63.630454858088555,5.093119542170834e-08
case,-1.4,-63.501683764702946,4.5577192208904444e-08
case,-1.4,-63.37349058328467,3.9962354200357674e-08
case,-1.4,-63.24586696891765,3.4258228254261676e-08
case,-1.4,-63.118804771672075,2.8657302478792527e-08
case,-1.4,-62.99229603029031,2.3369613266363244e-08
case,-1.4,-62.866332966133506,1.8618696736285876e-08
case,-1.4,-62.74090797737537,1.4636959561860885e-08
case,-1.4,-62.616013633430946,1.1660562044460995e-08
case,-1.4,-62.49164266960896,9.923922239715332e-09
case,-1.4,-62.367787981976925,9.653963476482044e-09
case,-1.4,-62.2444426224285,1.1064238334675488e-08
case,-1.4,-62.12159979394388,1.4349069731086064e-08
case,-1.4,-61.999252846033514,1.9677853951449103e-08
case,-1.4,-61.87739527035707,2.7189671097959835e-08
case,-1.4,-61.756020696509225,3.6988345421776305e-08
case,-1.4,-61.63512288796456,4.9138091400989486e-08
case,-1.4,-61.51469573817442,6.36598713200026e-08
case,-1.4,-61.39473326680869,8.052857670952362e-08
case,-1.4,-61.275229616136194,9.967112960431305e-08
case,-1.4,-61.15617904753717,1.209655805309643e-07
case,-1.4,-61.03757593814228,1.4424125887876824e-07
case,-1.4,-60.91941477759251,1.6928000831617757e-07
case,-1.4,-60.801690164914675,1.9581851571875852e-07
case,-1.4,-60.684396805507426,2.235517172260576e-07
case,-1.4,-60.56752950823321,2.521372401141128e-07
case,-1.4,-60.45108318261152,2.812008147289429e-07
case,-1.4,-60.33505283610929,3.1034256733433265e-07
case,-1.4,-60.219433571524206,3.391440829208036e-07
case,-1.4,-60.104220584457096,3.6717610730247896e-07
case,-1.4,-59.98940916086991,3.940067406492956e-07
case,-1.4,-59.87499467472562,4.192099603633518e-07
case,-1.4,-59.76097258570651,4.423743002470284e-07
case,-1.4,-59.64733843700814,4.6311150549514717e-07
case,-1.4,-59.534087853205754,4.810649793687067e-07
case,-1.4,-59.42121653818987,4.959178375924491e-07
case,-1.4,-59.30872027316898,5.074003906035598e-07
case,-1.4,-59.19659491473636,5.15296881727466e-07
case,-1.4,-59.084836392998334,5.194513210556347e-07
case,-1.4,-58.97344070976207,5.197722700621284e-07
case,-1.4,-58.86240393678012,5.162364505625518e-07
case,-1.4,-58.751722214049956,5.088910731671721e-07
case,-1.4,-58.64139174816628,4.978548045250078e-07
case,-1.4,-58.531408810723825,4.833173189590611e-07
case,-1.4,-58.42176973676931,4.6553740806867065e-07
case,-1.4,-58.312470923300324,4.448396509977274e-07
case,-1.4,-58.20350882780943,4.216096777802862e-07
case,-1.4,-58.09487996687213,3.962880878985568e-07
case,-1.4,-57.98658091477663,3.693631153296748e-07
case,-1.4,-57.87860830219438,3.413621593212783e-07
case,-1.4,-57.770958814889624,3.1284232633274335e-07
case,-1.4,-57.663629192466495,2.8438015243775566e-07
case,-1.4,-57.55661622715268,2.565606964620462e-07
case,-1.4,-57.44991676261811,2.2996621172440286e-07
case,-1.4,-57.34352769282732,2.0516461800703237e-07
case,-1.4,-57.237445960924745,1.8269800491175789e-07
case,-1.4,-57.13166855815133,1.6307140274194707e-07
case,-1.4,-57.026192522791696,1.46742057248313e-07
case,-1.4,-56.92101493915078,1.341094398416022e-07
case,-1.4,-56.816132936558745,1.2550621515579953e-07
case,-1.4,-56.71154368840345,1.2119037319409653e-07
case,-1.4,-56.607244411189534,1.2133871386570528e-07
case,-1.4,-56.503232363622914,1.2604184779274548e-07
case,-1.4,-56.399504845720315,1.3530084920907416e-07
case,-1.4,-56.29605919794279,1.4902566506829256e-07
case,-1.4,-56.192892800352176,1.670353497064626e-07
case,-1.4,-56.09000307179042,1.8906015723689575e-07
case,-1.4,-55.987387469080225,2.1474548503920547e-07
case,-1.4,-55.885043486246964,2.4365762205687276e-07
case,-1.4,-55.78296865376096,2.752912159993078e-07
case,-1.4,-55.681160537799265,3.0907833484778586e-07
case,-1.4,-55.57961673952677,3.4439896119065195e-07
case,-1.4,-55.47833489439563,3.8059272375018624e-07
case,-1.4,-55.37731267146262,4.1697163986458884e-07
case,-1.4,-55.276547772724015,4.528336164490435e-07
case,-1.4,-55.176037932467004,4.874764357952131e-07
case,-1.4,-55.075780916637626,5.202119370935518e-07
case,-1.4,-54.97577452222446,5.50380095272249e-07
case,-1.4,-54.87601657665749,5.773626959991648e-07
case,-1.4,-54.77650493722212,6.005963096972621e-07
case,-1.4,-54.67723749048727,6.195842782289831e-07
case,-1.4,-54.5782121517477,6.339074453942519e-07
case,-1.4,-54.47942686447983,6.432333862769593e-07
case,-1.4,-54.38087959981064,6.473239203187413e-07
case,-1.4,-54.282568355999494,6.46040728193305e-07
case,-1.4,-54.18449115793227,6.39348932352241e-07
case,-1.4,-54.08664605662754,6.273185446395525e-07
case,-1.4,-53.98903112875451,6.101237306452637e-07
case,-1.4,-53.891644476162206,5.880398884233739e-07
case,-1.4,-53.79448422541982,5.614385877141229e-07
case,-1.4,-53.69754852736772,5.307804637348469e-07
case,-1.4,-53.60083555667886,4.966062057886234e-07
case,-1.4,-53.504343511430285,4.5952582426818755e-07
case,-1.4,-53.40807061268459,4.202064190476598e-07
case,-1.4,-53.31201510408083,3.793587067894876e-07
case,-1.4,-53.216175251434755,3.37722593496372e-07
case,-1.4,-53.12054934234811,2.960521009938601e-07
case,-1.4,-53.02513568582671,2.5509997138177247e-07
case,-1.4,-52.92993261190705,2.1560228145699324e-07
case,-1.4,-52.83493847129136,1.7826339948395974e-07
case,-1.4,-52.740151634990475,1.437416094576115e-07
case,-1.4,-52.645570493974915,1.1263571333941028e-07
case,-1.4,-52.55119345883336,8.547290000567223e-08
case,-1.4,-52.45701895943875,6.269814135681195e-08
case,-1.4,-52.36304544462159,4.4665341882109676e-08
case,-1.4,-52.26927138185027,3.163042878237982e-08
case,-1.4,-52.17569525691843,2.3746526464550103e-08
case,-1.4,-52.08231557363882,2.1061312871435655e-08
case,-1.4,-51.9891308535438,2.3516606795312015e-08
case,-1.4,-51.8961396355923,3.09501861796035e-08
case,-1.4,-51.80334047588273,4.3099788580507725e-08
case,-1.4,-51.71073194737209,5.960919755954285e-08
case,-1.4,-51.61831263960105,8.003627387974009e-08
case,-1.4,-51.526081158424454,1.038627489789997e-07
case,-1.4,-51.43403612574782,1.3050556119311008e-07
case,-1.4,-51.342176179268826,1.5932948338009136e-07
case,-1.4,-51.25049997222457,1.896607646054465e-07
case,-1.4,-51.15900617314364,2.2080148888743596e-07
case,-1.4,-51.067693465603426,2.5204434102142294e-07
case,-1.4,-50.97656054799229,2.826874633932162e-07
case,-1.4,-50.88560613327656,3.120490884853517e-07
case,-1.4,-50.7948289487722,3.394816393549936e-07
case,-1.4,-50.70422773592103,3.643850044478479e-07
case,-1.4,-50.613801250071404,3.862187133026844e-07
case,-1.4,-50.5235482602633,4.0451276546585037e-07
case,-1.4,-50.43346754901757,4.188768956366735e-07
case,-1.4,-50.34355791212937,4.2900809297459485e-07
case,-1.4,-50.253818158465634,4.346962308168931e-07
case,-1.4,-50.16424710976652,4.358277039289618e-07
case,-1.4,-50.07484360045067,4.3238701295090707e-07
case,-1.4,-49.985606477424184,4.2445627901443167e-07
case,-1.4,-49.89653459989347,4.12212714686497e-07
case,-1.4,-49.80762683918137,3.959241195771619e-07
case,-1.4,-49.71888207854712,3.7594250929226015e-07
case,-1.4,-49.63029921300947,3.526960241340719e-07
case,-1.4,-49.54187714917329,3.2667929833738424e-07
case,-1.4,-49.45361480505946,2.9844250103382053e-07
case,-1.4,-49.36551110993778,2.685792860097937e-07
case,-1.4,-49.277565004163215,2.3771390820256967e-07
case,-1.4,-49.18977543901511,2.0648778040391172e-07
case,-1.4,-49.10214137653926,1.7554575355463443e-07
case,-1.4,-49.01466178939312,1.4552240816513902e-07
case,-1.4,-48.92733566069365,1.1702864274272081e-07
case,-1.4,-48.840161983868065,9.063883770861674e-08
case,-1.4,-48.753139762507345,6.68788603132729e-08
case,-1.4,-48.666268010222204,4.6215157775152786e-08
case,-1.4,-48.57954575050194,2.9045162641095698e-08
case,-1.4,-48.49297201657554,1.5689206649887893e-08
case,-1.4,-48.406545851275546,6.384107714032127e-09
case,-1.4,-48.320266306904145,1.2785596316597823e-09
case,-1.4,-48.23413244510175,4.304164807862025e-10
case,-1.4,-48.14814333671792,3.8059240664422405e-09
case,-1.4,-48.06229806168447,1.1280910065553353e-08
case,-1.4,-47.9765957088909,2.264390345303914e-08
case,-1.4,-47.89103537606197,3.76011132200781e-08
case,-1.4,-47.805616169637425,5.5783157138017267e-08
case,-1.4,-47.72033720465376,7.675339419131809e-08
case,-1.4,-47.63519760462815,1.0001768008269831e-07
case,-1.4,-47.55019650144421,1.250353346397801e-07
case,-1.4,-47.465333035239944,1.5123108369962568e-07
case,-1.4,-47.38060635429738,1.7800771671254298e-07
case,-1.4,-47.29601561493421,2.0475918539425333e-07
case,-1.4,-47.211559981397315,2.3088385866503795e-07
case,-1.4,-47.12723862575797,2.5579764512752386e-07
case,-1.4,-47.04305072780886,2.7894669660590614e-07
case,-1.4,-46.958995474962926,2.998194148189543e-07
case,-1.4,-46.875072062153805,3.1795749796866825e-07
case,-1.4,-46.791279691737856,3.3296578463762756e-07
case,-1.4,-46.70761757339803,3.4452067850451176e-07
case,-1.4,-46.624084924049136,3.523769684803148e-07
case,-1.4,-46.540680967744755,3.5637289428511534e-07
case,-1.4,-46.45740493558569,3.564333464637921e-07
case,-1.4,-46.37425606562987,3.5257113152006236e-07
case,-1.4,-46.29123360280377,3.448862762965148e-07
case,-1.4,-46.20833679881527,3.335633899529283e-07
case,-1.4,-46.12556491206784,3.1886714587320273e-07
case,-1.4,-46.04291720757627,3.011359885320995e-07
case,-1.4,-45.96039295688358,2.807742107645032e-07
case,-1.4,-45.87799143797939,2.5824258403381887e-07
case,-1.4,-45.79571193521955,2.340477572934083e-07
case,-1.4,-45.71355373924702,2.0873066806987316e-07
case,-1.4,-45.63151614691408,1.828542317786783e-07
case,-1.4,-45.54959846120565,1.5699059145452564e-07
case,-1.4,-45.46779999116394,1.3170821963447943e-07
case,-1.4,-45.386120051814274,1.0755916682661023e-07
case,-1.4,-45.3045579640919,8.506674675608621e-08
case,-1.4,-45.223113054770195,6.471393750240556e-08
case,-1.4,-45.14178465638981,4.6932759995377844e-08
case,-1.4,-45.06057210718896,3.209487155828792e-08
case,-1.4,-44.979474751034836,2.0503582863433823e-08
case,-1.4,-44.898491937355956,1.2387472526178607e-08
case,-1.4,-44.81762302107569,7.895735457180089e-09
case,-1.4,-44.73686736254672,7.0953599647485854e-09
case,-1.4,-44.656224327486456,9.970185469224006e-09
case,-1.4,-44.575693286913555,1.642184862339212e-08
case,-1.4,-44.495273617085324,2.6272581709215368e-08
case,-1.4,-44.41496469943605,3.926978447226884e-08
case,-1.4,-44.334765920516254,5.509225009265514e-08
case,-1.4,-44.25467667193294,7.335788874005814e-08
case,-1.4,-44.17469635029065,9.363275899530545e-08
case,-1.4,-44.094824357133405,1.154411891027256e-07
case,-1.4,-44.01506009888752,1.3827674717654914e-07
case,-1.4,-43.93540298680525,1.6161380260416462e-07
case,-1.4,-43.855852436909366,1.84919410295977e-07
case,-1.4,-43.776407869938346,2.0766524528990165e-07
case,-1.4,-43.69706871129252,2.2933931752790926e-07
case,-1.4,-43.617834390981024,2.494572052211925e-07
case,-1.4,-43.53870434356931,2.67572559794375e-07
case,-1.4,-43.45967800812773,2.832866554905471e-07
case,-1.4,-43.38075482818059,2.962567817434285e-07
case,-1.4,-43.30193425165608,3.0620330568733113e-07
case,-1.4,-43.22321573083688,3.1291526489816764e-07
case,-1.4,-43.144598722311514,3.162543857919221e-07
case,-1.4,-43.066082686926286,3.1615746016071867e-07
case,-1.4,-42.987667089738075,3.1263705019237676e-07
case,-1.4,-42.9093513999676,3.0578053009352847e-07
case,-1.4,-42.83113509095352,2.9574750924333293e-07
case,-1.4,-42.75301764010706,2.827657168173864e-07
case,-1.4,-42.674998528867306,2.67125460280442e-07
case,-1.4,-42.59707724265723,2.4917279937684225e-07
case,-1.4,-42.51925327084009,2.2930160267176765e-07
case,-1.4,-42.44152610667673,2.079446748453041e-07
case,-1.4,-42.36389524728319,1.8556415946091518e-07
case,-1.4,-42.286360193589125,1.6264143358533713e-07
case,-1.4,-42.208920450296645,1.3966671731306908e-07
case,-1.4,-42.13157552583987,1.1712862294766273e-07
case,-1.4,-42.05432493234481,9.550386542804349e-08
case,-1.4,-41.97716818559011,7.524734777949411e-08
case,-1.4,-41.90010480496797,5.678282322826816e-08
case,-1.4,-41.82313431344589,4.0494319541298944e-08
case,-1.4,-41.74625623752882,2.671849160289378e-08
case,-1.4,-41.66947010722175,1.5738045739186287e-08
case,-1.4,-41.59277545599291,7.776354410373629e-09
case,-1.4,-41.516171820737455,2.9933531993822135e-09
case,-1.4,-41.43965874174155,1.482784135552082e-09
case,-1.4,-41.36323576264706,3.270820904804071e-09
case,-1.4,-41.28690243041654,8.31608300231416e-09
case,-1.4,-41.21065829529886,1.651101794458107e-08
case,-1.4,-41.13450291079522,2.7684603805442738e-08
case,-1.4,-41.058435833625545,4.1606299062938374e-08
case,-1.4,-40.9824566236954,5.799114347909164e-08
case,-1.4,-40.90656484406337,7.650589286568096e-08
case,-1.4,-40.830760060908744,9.677605243952126e-08
case,-1.4,-40.755041843499725,1.1839365830247967e-07
case,-1.4,-40.67940976416201,1.4092564459281388e-07
case,-1.4,-40.60386339824775,1.639226251804594e-07
case,-1.4,-40.52840232410505,1.8692791349199538e-07
case,-1.4,-40.45302612304761,2.0948660216280033e-07
case,-1.4,-40.37773437932496,2.3115452567773478e-07
case,-1.4,-40.30252668009314,2.515069338759275e-07
case,-1.4,-40.22740261538536,2.7014671200698834e-07
case,-1.4,-40.15236177808361,2.867119937352115e-07
case,-1.4,-40.07740376389007,3.008830268524777e-07
case,-1.4,-40.00252817129928,3.123881671992205e-07
case,-1.4,-39.92773460157049,3.2100889409280463e-07
case,-1.4,-39.85302265870036,3.2658376008311986e-07
case,-1.4,-39.778391949396,3.2901120873307646e-07
case,-1.4,-39.70384208304849,3.2825121597695674e-07
case,-1.4,-39.62937267170645,3.243257330510873e-07
case,-1.4,-39.55498333005027,3.173179316221354e-07
case,-1.4,-39.48067367536635,3.0737027416181545e-07
case,-1.4,-39.40644332752186,2.946814544420351e-07
case,-1.4,-39.3322919089398,2.7950227387237323e-07
case,-1.4,-39.25821904457424,2.621305389104914e-07
case,-1.4,-39.18422436188597,2.4290508260693267e-07
case,-1.4,-39.11030749081844,2.2219902918854682e-07
case,-1.4,-39.03646806377397,2.004124341630612e-07
case,-1.4,-38.96270571559022,1.7796444350307252e-07
case,-1.4,-38.889020083517025,1.552851238460721e-07
case,-1.4,-38.815410807193416,1.3280712117967797e-07
case,-1.4,-38.74187752862501,1.1095730806975225e-07
case,-1.4,-38.66841989216162,9.014857908740187e-08
case,-1.4,-38.59503754447513,7.077195070670543e-08
case,-1.4,-38.52173013453765,5.3189115640463556e-08
case,-1.4,-38.44849731359993,3.7725592472331894e-08
case,-1.4,-38.37533873517005,2.466459969889195e-08
case,-1.4,-38.302254054992304,1.42417691330476e-08
case,-1.4,-38.22924293102639,6.640797305560706e-09
case,-1.4,-38.15630502342689,1.9901153414126418e-09
case,-1.4,-38.08343999452283,3.606381253085054e-10
case,-1.4,-38.010647508797625,1.7646327794206137e-09
case,-1.4,-37.93792723286927,6.155724952900631e-09
case,-1.4,-37.8652788354706,1.3430039578700969e-08
case,-1.4,-37.79270198743,2.342845100818528e-08
case,-1.4,-37.720196361652135,3.5939896206314193e-08
case,-1.4,-37.647761633099066,5.070568438902937e-08
case,-1.4,-37.57539747877144,6.742471750147036e-08
case,-1.4,-37.50310357769009,8.575951863699116e-08
case,-1.4,-37.43087961087758,1.0534295021581147e-07
case,-1.4,-37.35872526134026,1.257854907719712e-07
case,-1.4,-37.28664021405025,1.466829287857863e-07
case,-1.4,-37.21462415592782,1.6762432434307762e-07
case,-1.4,-37.14267677582391,1.8820008464425555e-07
case,-1.4,-37.07079776450282,2.0800999761038143e-07
case,-1.4,-36.99898681462517,2.2667106906496644e-07
case,-1.4,-36.92724362073092,2.438250131753197e-07
case,-1.4,-36.85556787922277,2.591452529228555e-07
case,-1.4,-36.783959288349536,2.723432971885955e-07
case,-1.4,-36.71241754818993,2.831743733855756e-07
case,-1.4,-36.640942360636316,2.9144220919262174e-07
case,-1.4,-36.569533429378794,2.970028735491934e-07
case,-1.4,-36.49819045988941,2.9976760532671547e-07
case,-1.4,-36.426913159406524,2.997045776358567e-07
case,-1.4,-36.35570123691935,2.9683956617665297e-07
case,-1.4,-36.28455440315275,2.9125551098958345e-07
case,-1.4,-36.21347237055206,2.830909820144299e-07
case,-1.4,-36.142454853268184,2.725375796052198e-07
case,-1.4,-36.071501567142846,2.598363211887216e-07
case,-1.4,-36.000612229693914,2.452730842129782e-07
case,-1.4,-35.92978656010103,2.2917319305818594e-07
case,-1.4,-35.85902427919125,2.1189525335292077e-07
case,-1.4,-35.788325109424925,1.938243508697768e-07
case,-1.4,-35.717688774881736,1.7536474362357605e-07
case,-1.4,-35.647115001246846,1.5693218476665733e-07
case,-1.4,-35.57660351579718,1.389460202231086e-07
case,-1.4,-35.506154047387966,1.2182120863259592e-07
case,-1.4,-35.43576632643925,1.0596041204272158e-07
case,-1.4,-35.36544008492272,9.174630390720293e-08
case,-1.4,-35.295175056348555,7.953423637763247e-08
case,-1.4,-35.22497097575249,6.964540173040295e-08
case,-1.4,-35.154827579682944,6.236061320505422e-08
case,-1.4,-35.084744606188366,5.791481874557791e-08
case,-1.4,-35.014721794804665,5.6492447369523994e-08
case,-1.4,-34.94475888654274,5.822367241092878e-08
case,-1.4,-34.874855623876265,6.318165898864392e-08
case,-1.4,-34.80501175072943,7.138084505873082e-08
case,-1.4,-34.73522701246498,8.277628664967563e-08
case,-1.4,-34.665501155872256,9.726407869179475e-08
case,-1.4,-34.59583392915542,1.1468284357858857e-07
case,-1.4,-34.526225081921766,1.348162605749562e-07
case,-1.4,-34.456674365170215,1.5739659074201996e-07
case,-1.4,-34.38718153127986,1.8210913449243183e-07
case,-1.4,-34.31774633399865,2.0859754251479516e-07
case,-1.4,-34.24836852843221,2.3646988587825512e-07
case,-1.4,-34.179047871032786,2.653053778872047e-07
case,-1.4,-34.109784119588255,2.946616289092745e-07
case,-1.4,-34.04057703321124,3.2408230612171575e-07
case,-1.4,-33.97142637232847,3.5310506305115036e-07
case,-1.4,-33.90233189867004,3.81269599022571e-07
case,-1.4,-33.833293375258954,4.0812570625165145e-07
case,-1.4,-33.76431056640069,4.332411623394808e-07
case,-1.4,-33.6953832376729,4.56209328354004e-07
case,-1.4,-33.62651115591516,4.766563174656656e-07
case,-1.4,-33.55769408921894,4.942476061696193e-07
case,-1.4,-33.48893180691754,5.086939693644193e-07
case,-1.4,-33.42022407957621,5.197566318272513e-07
case,-1.4,-33.351570678982334,5.272515417593586e-07
case,-1.4,-33.28297137813576,5.310526868762083e-07
case,-1.4,-33.21442595123916,5.31094389764015e-07
case,-1.4,-33.145934173688495,5.273725366738371e-07
case,-1.4,-33.07749582206369,5.199447123129933e-07
case,-1.4,-33.00911067411918,5.089292322396087e-07
case,-1.4,-32.94077850877476,4.945030838739173e-07
case,-1.4,-32.87249910610643,4.768988066019576e-07
case,-1.4,-32.80427224733734,4.5640036064748016e-07
case,-1.4,-32.73609771482879,4.3333805300568753e-07
case,-1.4,-32.6679752920714,4.080826064463118e-07
case,-1.4,-32.59990476367632,3.8103847408549755e-07
case,-1.4,-32.53188591536648,3.5263651698628276e-07
case,-1.4,-32.463918533968,3.23326175379476e-07
case,-1.4,-32.39600240740168,2.935672751224685e-07
case,-1.4,-32.32813732467447,2.63821619679103e-07
case,-1.4,-32.2603230758712,2.3454452398532593e-07
case,-1.4,-32.19255945214618,2.0617644987484246e-07
case,-1.4,-32.12484624571507,1.7913490312994448e-07
case,-1.4,-32.05718324984672,1.5380674959553818e-07
case,-1.4,-31.989570258855093,1.30541102101858e-07
case,-1.4,-31.922007068091315,1.0964292119254774e-07
case,-1.4,-31.854493473935765,9.136746091896037e-08
case,-1.4,-31.787029273790253,7.591567637052827e-08
case,-1.4,-31.719614266070224,6.343069236064246e-08
case,-1.4,-31.652248250197143,5.399541303715321e-08
case,-1.4,-31.584931026590837,4.763133045791564e-08
case,-1.4,-31.517662396662004,4.429856674504498e-08
case,-1.4,-31.450442162804677,4.389715974052652e-08
case,-1.4,-31.3832701283889,4.626957661118298e-08
case,-1.4,-31.31614609775339,5.120441411150857e-08
case,-1.4,-31.249069876198234,5.844121875542707e-08
case,-1.4,-31.182041269977738,6.767633553601177e-08
case,-1.4,-31.11506008629329,7.856967063278544e-08
case,-1.4,-31.04812613328633,9.075223231671826e-08
case,-1.4,-30.981239220031295,1.0383429553669467e-07
case,-1.4,-30.914399156528773,1.1741401994282799e-07
case,-1.4,-30.847605753698566,1.3108633881374614e-07
case,-1.4,-30.780858823372945,1.4445192788297767e-07
case,-1.4,-30.714158178289868,1.571260587014723e-07
case,-1.4,-30.64750363208634,1.6874714113746488e-07
case,-1.4,-30.58089499929177,1.7898476401147147e-07
case,-1.4,-30.514332095321457,1.8754705169855244e-07
case,-1.4,-30.447814736470008,1.9418716769863734e-07
case,-1.4,-30.381342739905026,1.9870881346528406e-07
case,-1.4,-30.314915923660614,2.0097059187227205e-07
case,-1.4,-30.248534106631137,2.008891291613064e-07
case,-1.4,-30.182197108564903,1.9844087653306247e-07
case,-1.4,-30.115904750058007,1.9366254211384696e-07
case,-1.4,-30.049656852548125,1.866501351767089e-07
case,-1.4,-29.983453238308474,1.7755663648972468e-07
case,-1.4,-29.91729373044172,1.6658834073965368e-07
case,-1.4,-29.851178152874013,1.53999948353424e-07
case,-1.4,-29.78510633034908,1.4008851393361018e-07
case,-1.4,-29.719078088422272,1.2518638618213558e-07
case,-1.4,-29.65309325345482,1.0965329889886332e-07
case,-1.4,-29.587151652607982,9.38677937632067e-08
case,-1.4,-29.52125311383738,7.821817257529883e-08
