runtime_s,signed_peak_angle_deg,peak_abs_angle_deg,angular_FWHM_deg,eta5,eta10,eta20,eta30,normal_0_5_response,offaxis_20_60_response,offaxis_30_40_response,normal_offaxis_ratio,total_power_proxy,extraction_mode,candidate_id,wavelength_nm,source_positions_count,scout_verdict
144.531,14.041304042576005,14.041304042576005,8.234008464681507,0.1484053478843742,0.2654473151795561,0.5769653296309408,0.6578371753948261,3.4771233358222214e-05,0.00019067618060612638,7.70842595086484e-05,0.18235750919538307,0.0002342990589888528,mean_over_9_xdipole_positions,D5_BASE_13461,453.0,9,fail
