wavelength_nm,S0_x,S1_x,S2_x,S3_x,DoLP_x,DoCP_x,psi_x_deg,S0_y,S1_y,S2_y,S3_y,DoLP_y,DoCP_y,psi_y_deg,S0_x_sourcepower_normalized,S1_x_sourcepower_normalized,S2_x_sourcepower_normalized,S3_x_sourcepower_normalized,S0_y_sourcepower_normalized,S1_y_sourcepower_normalized,S2_y_sourcepower_normalized,S3_y_sourcepower_normalized
400.00000000000006,1.0179723698974334e-14,5.972343994706965e-15,4.961308530419795e-17,-2.029807829477842e-16,0.5867104293925933,-0.019939714372427975,0.237976497453762,1.0104419818278108e-14,-4.5527214044956805e-15,6.0960484278210306e-18,4.8888740802705787e-17,0.4505677285431336,0.004838352095611652,89.9616407850547,2.7572778992228275,1.6176678847207688,0.013438190236470263,-0.05497933375591143,2.736881105350088,-1.2331491974776732,0.001651174442417975,0.013241994431510532
401.0000000000001,1.0980489572756418e-14,6.22504436951669e-15,1.8230142155527226e-17,-2.2850156763321946e-16,0.5669210850612786,-0.020809779574869992,0.08389556422980478,1.091642240462672e-14,-5.1659193428984e-15,3.433018816273679e-17,2.7305680313947114e-17,0.47323502343759394,0.0025013396607275035,89.80962285644813,3.0040266309143515,1.70303873436103,0.004987376214666433,-0.06251313202636699,2.9864992266985695,-1.4132848245423686,0.009392003771947818,0.007470248962473151
402.0000000000001,1.1845104675285236e-14,5.491674739795907e-15,-6.060592370624674e-17,-1.8159079426522247e-16,0.46365222617774865,-0.015330450784796435,179.68385575955014,1.1404229943828277e-14,-4.9050587341895814e-15,5.2940998030620006e-17,6.683183160757887e-17,0.4301337705307305,0.005860266930495103,89.69081124833086,3.273012766794493,1.5174472516007544,-0.016746492958209496,-0.05017676113935338,3.151191249452691,-1.355354832142312,0.014628537880513817,0.018466821870833146
403.0000000000001,1.1388472834343294e-14,4.299291485300203e-15,-8.07833388643636e-17,-9.999515859257875e-17,0.3775791923174344,-0.00878038346731016,179.46177180780833,1.1612022076943602e-14,-4.6447221731715836e-15,1.5887752614704957e-17,9.692246460368478e-17,0.39999487730609085,0.008346734441379544,89.90200731211452,3.178266123024718,1.1998353668221393,-0.022544809383323976,-0.02790639532131819,3.240653678838329,-1.2962372873504102,0.004433913716160339,0.027048875673743204
404.00000000000006,1.1441473327757618e-14,3.802365378626065e-15,-5.528382671118939e-17,-8.194245389515845e-17,0.33236692017017333,-0.007161879554127153,179.5835083609814,1.1629812031057259e-14,-4.601329838189273e-15,-2.5564869758076132e-17,8.611828664794474e-17,0.3956556515471904,0.0074049594626264805,90.1591652979593,3.224868402254592,1.071726307625911,-0.015582177295655529,-0.023096119074857865,3.277953133197338,-1.2969206655866945,-0.007205657726838538,0.02427311007171575
405.00000000000017,1.1154456229656054e-14,4.001600124485324e-15,-3.194747104063723e-17,-8.281429762161868e-17,0.3587559598747257,-0.007424324047410086,179.77128944537233,1.1380855942534818e-14,-4.9111578495564625e-15,-6.703688580149409e-17,6.81555714794273e-17,0.43156818581432765,0.005988615603568325,90.39101696838343,3.1752145833208236,1.139090853940803,-0.00909413008217783,-0.023573821986635986,3.2396612632119566,-1.3980045018638307,-0.019082642222522764,0.019401085991146993
406.00000000000006,1.100079083127375e-14,3.932494264627831e-15,-4.664289144334758e-17,-1.671688024051945e-17,0.3574989224300672,-0.0015196071352430078,179.66022639393765,1.1579947474796408e-14,-5.1368494716997286e-15,2.145614117401786e-17,1.0736909774676021e-16,0.4436025545741888,0.009271984866982129,89.88034113210135,3.162515228540047,1.130516268219229,-0.013408931844552429,-0.004805780706604128,3.329011595296115,-1.4767451658825224,0.00616822683471383,0.030866545133593614
407.0000000000001,1.105926575197065e-14,3.2768611506670244e-15,1.845362538884034e-17,-1.9195144714864677e-17,0.2963047624039278,-0.0017356617650176546,0.16132872678492646,1.194426378121473e-14,-5.288268247423979e-15,1.0290984189872648e-16,1.8734573976454186e-16,0.44282925793253536,0.01568499684837744,89.44258165345515,3.210764962968316,0.9513498641805351,0.005357521481719827,-0.005572801982682432,3.4677007061108087,-1.5353086528896565,0.02987714755422731,0.05439087464646426
408.00000000000006,1.0915417409982193e-14,3.0614983664151376e-15,2.7365241423963753e-17,-9.102705665687658e-17,0.2804858990961512,-0.008339310650056494,0.2560627013508538,1.21963086870104e-14,-5.529448089243477e-15,1.5852738541382557e-16,1.6259435756771082e-16,0.4535569103234375,0.013331440006998256,89.17889971777687,3.2002623658477356,0.8975926102636024,0.008023142768810668,-0.026687982030489017,3.5758034921877413,-1.6211642632861478,0.04647822492176531,0.04767060973291573
409.0,1.0739568470569129e-14,3.0855469640238883e-15,-1.7554383041364745e-17,-1.1915835429516025e-16,0.28731106911115956,-0.01109526463951541,179.8370173553402,1.2185161444540368e-14,-5.284873971112233e-15,1.9260035627793019e-16,1.2584678185618412e-16,0.4340018279913638,0.010327871520534552,88.95642676998949,3.1796890208134627,0.9135450676251563,-0.005197367024265878,-0.03527949115728699,3.607689095536935,-1.564704930964316,0.05702363553432814,0.037259749464738964
410.00000000000017,1.0543682244272642e-14,3.0240898892771177e-15,-7.292534608122518e-17,-1.7976945231045774e-16,0.2868987306093324,-0.01704996870596219,179.3092955144482,1.2015086605282878e-14,-4.7281030476600815e-15,1.736157101454124e-16,1.2615166298466235e-16,0.3937790637274907,0.010499438508349584,88.9485233225952,3.152334681228181,0.9041379677671972,-0.021803113207180345,-0.05374720766565978,3.592253002917222,-1.4136013271507433,0.05190737084235775,0.03771663951056351
411.0,1.0518074688391383e-14,3.081048441915252e-15,-1.3306726465288516e-16,-2.069588534584687e-16,0.2932020082233102,-0.019676495897760226,178.76349598766473,1.170738645773535e-14,-4.1279732083805965e-15,1.5230692342304838e-16,1.3805146775621416e-16,0.35283554091098873,0.011791826318759663,88.94347821893494,3.1754707883618596,0.9301872837647646,-0.04017381738682802,-0.06248213794065956,3.5345312527237374,-1.2462602450256723,0.04598238751137114,0.041678578650346326
412.0000000000001,1.0373471852377061e-14,2.9691412313555444e-15,-1.2732163609279799e-16,-1.4939597672104401e-16,0.2864874846081179,-0.01440173346465583,178.77228374822474,1.1605099515639984e-14,-3.93033453418556e-15,2.1977885389887918e-16,1.0234504844750003e-16,0.33920214101406276,0.008818972065648505,88.3997163355713,3.1624056776085254,0.9051578122814038,-0.03881464861448543,-0.04554412367603229,3.5378736376541178,-1.1981824814959248,0.06700070191339512,0.03120040878226593
