wavelength_nm,dot_sx_sy,Poincare_separation_deg,DoLP_x,DoLP_y,psi_x_raw_deg,psi_y_raw_deg,individual_axis_confidence,axis_confidence_definition
400.00000000000006,-0.2644369627070156,105.33349972280004,0.5867104293925933,0.45056772854313365,0.237976497453762,89.9616407850547,True,DoLP>=0.10 diagnostic only; raw psi retained
401.0000000000001,-0.2683266698061651,105.56471818982175,0.5669210850612787,0.4732350234375939,0.08389556422980478,89.80962285644813,True,DoLP>=0.10 diagnostic only; raw psi retained
402.0000000000001,-0.1995223149164799,101.5090267066494,0.4636522261777487,0.4301337705307305,179.68385575955014,89.69081124833086,True,DoLP>=0.10 diagnostic only; raw psi retained
403.0000000000001,-0.15108519787453395,98.6898205905456,0.3775791923174344,0.3999948773060909,179.46177180780833,89.90200731211452,True,DoLP>=0.10 diagnostic only; raw psi retained
404.00000000000006,-0.13152933572175293,97.55797571757896,0.33236692017017333,0.39565565154719035,179.5835083609814,90.1591652979593,True,DoLP>=0.10 diagnostic only; raw psi retained
405.00000000000017,-0.15483589438235257,98.9072787926333,0.35875595987472564,0.4315681858143277,179.77128944537233,90.39101696838343,True,DoLP>=0.10 diagnostic only; raw psi retained
406.00000000000006,-0.15859684390357956,99.12546140792386,0.3574989224300672,0.4436025545741887,179.66022639393765,89.88034113210135,True,DoLP>=0.10 diagnostic only; raw psi retained
407.0000000000001,-0.13119834770551467,97.53884572482939,0.2963047624039278,0.4428292579325353,0.16132872678492646,89.44258165345515,True,DoLP>=0.10 diagnostic only; raw psi retained
408.00000000000006,-0.12723757633758345,97.30999141803535,0.2804858990961512,0.4535569103234375,0.2560627013508538,89.17889971777687,True,DoLP>=0.10 diagnostic only; raw psi retained
409.0,-0.12474921597050492,97.1662735557938,0.2873110691111596,0.4340018279913637,179.8370173553402,88.95642676998949,True,DoLP>=0.10 diagnostic only; raw psi retained
410.00000000000017,-0.1131447703065245,96.49662978330215,0.2868987306093324,0.3937790637274907,179.3092955144482,88.9485233225952,True,DoLP>=0.10 diagnostic only; raw psi retained
411.0,-0.10368206933731951,95.95124025185758,0.29320200822331016,0.3528355409109888,178.76349598766473,88.94347821893494,True,DoLP>=0.10 diagnostic only; raw psi retained
412.0000000000001,-0.09729595889444889,95.5834808925401,0.2864874846081179,0.3392021410140627,178.77228374822474,88.3997163355713,True,DoLP>=0.10 diagnostic only; raw psi retained
413.0000000000001,-0.11486070861671746,96.5955910031566,0.33658099674807357,0.34130326877021033,179.2702301259544,88.17297103728276,True,DoLP>=0.10 diagnostic only; raw psi retained
414.00000000000006,-0.13105264016391807,97.53042458767304,0.39669064278663624,0.33018303767571183,179.12064226448734,88.5708040906991,True,DoLP>=0.10 diagnostic only; raw psi retained
415.0000000000001,-0.14681834274760938,98.4425896027392,0.4525234498868026,0.32409227202793334,178.85848929419515,89.12645518677684,True,DoLP>=0.10 diagnostic only; raw psi retained
416.0,-0.15770971551420715,99.07398483891386,0.45823402258240137,0.34384186345066414,178.4921667843877,89.16193787990615,True,DoLP>=0.10 diagnostic only; raw psi retained
417.00000000000006,-0.1726736224380431,99.94330564550003,0.48812104875861984,0.3539849642517453,178.06340312533692,89.58529064106622,True,DoLP>=0.10 diagnostic only; raw psi retained
418.00000000000006,-0.16783159634919398,99.66176735010045,0.4892238051684397,0.3439838938208434,177.57086014443794,89.69098917491385,True,DoLP>=0.10 diagnostic only; raw psi retained
