wavelength_nm,single_x_angular_integrated_DoLP,single_y_angular_integrated_DoLP,pair_angular_integrated_DoLP,pair_local_DoLP_powerweighted,integral_local_linear_magnitude,magnitude_integrated_linear_Stokes,C_angular,C_source_after_angular,C_source_per_angle_powerweighted,pair_S0_integral,full_angle_solid_angle_sr,peak_theta_deg_450_only,peak_phi_deg_450_only
440.0,0.4587725762106653,0.577829061054212,0.06460757463569841,0.5950344295030133,1.5047063099632434,0.16337781547691818,0.10857787622417103,0.12451988925714742,0.6913006042130423,2.5287718413538007,6.189793355440116,nan,nan
450.0,0.5266499473241029,0.5044014382551262,0.05403785551843508,0.6274161270196653,1.3027730195191978,0.1122047348966012,0.08612761641165362,0.10464005192101708,0.7141739403040356,2.076409839363859,6.189793355440185,0.5438233898814145,45.0
460.0,0.3868289436336948,0.49731572845513455,0.06348337451777808,0.6104383021802042,1.2117524649331686,0.12601787155138922,0.10399638143780417,0.14327045031997201,0.7205168553794804,1.985053134125672,6.189793355440159,nan,nan
