wavelength_nm,S0_x_over_S0_y,linear_Stokes_magnitude_x,linear_Stokes_magnitude_y,linear_Stokes_angle_deg,C_linear,source_linear_cancellation_fraction
400.00000000000006,1.0074525684849325,1.6177237002077327,1.23315030293021,179.44732857520245,0.13498128748029162,0.8650187125197084
401.0000000000001,1.0058688795426738,1.7030460371509415,1.4133160315430535,179.45145458443562,0.09309267693388297,0.906907323066117
402.0000000000001,1.0386588777697832,1.5175396556324592,1.3554337737905295,179.9860890224565,0.05642455797571856,0.9435754420242815
403.0000000000001,0.9807484655885922,1.2000471557015366,1.2962448706584695,179.11952899138691,0.03929364115567276,0.9607063588443272
404.00000000000006,0.983805524732757,1.0718395788114665,1.2969406826563468,178.84868612604433,0.09555314047904175,0.9044468595209583
405.00000000000017,0.9801069696319925,1.1391271556474891,1.3981347340173373,178.760544953978,0.10264700371687986,0.8973529962831202
406.00000000000006,0.949986246070357,1.1305957863717444,1.4767580478804518,179.55977052367334,0.13281841439365297,0.8671815856063471
407.0000000000001,0.9259060210445156,0.9513649494871828,1.5355993304191782,178.56250585334047,0.23523490679282943,0.7647650932071706
408.00000000000006,0.8949771353038635,0.8976284670283781,1.62183038384043,177.84567403285197,0.2880068252055728,0.7119931747944273
409.0,0.881364479202781,0.9135598520109323,1.5657436622875394,178.23881882929896,0.26346877181720274,0.7365312281827973
410.00000000000017,0.8775369325791393,0.9044008185001396,1.4145540241610106,179.27845561629357,0.22007846260951167,0.7799215373904883
411.0,0.8984135550972472,0.9310544122021552,1.2471082464215746,179.64003553746085,0.14513439960257607,0.854865600397424
412.0000000000001,0.8938718567985496,0.9059896478884971,1.2000543125294871,179.2548651746931,0.13977730864227766,0.8602226913577223
413.0000000000001,0.855513907575211,1.03943100457307,1.2320247955434813,177.8054818226566,0.08690912218761637,0.9130908778123836
414.00000000000006,0.8449873047427275,1.233161446960226,1.214709860529085,178.900323652423,0.012202584085727235,0.9877974159142727
415.0000000000001,0.8487014756575096,1.466349586367088,1.237400108448161,179.4640682148364,0.08480663431420764,0.9151933656857923
416.0,0.8893702901641364,1.5278280145467336,1.289030733741135,178.66045780896295,0.08557070870456258,0.9144292912954374
417.00000000000006,0.9467138193083583,1.6881037540290524,1.2931166355374002,176.95622496854128,0.13508165648088544,0.8649183435191146
418.00000000000006,0.9909958348464533,1.7852813599719075,1.2666754940438685,175.75974193904827,0.1737925060963065,0.8262074939036935
