structure_key,display_name,profile_left_half_deg,profile_right_half_deg,profile_fwhm_deg,profile_fwhm_status,frozen_orientation_mean_fwhm_deg,definition
bare,Bare (no MDC),-52.457501099569974,52.45750391727564,104.91500501684561,pass,105.9682981635369,"0.5*(x_fixed_moment+y_invariant_z_fixed_moment), then individual peak normalization"
wan_proxy,Wan periodic proxy,-16.740519755520577,16.74051991111928,33.48103966663986,pass,33.63300070496103,"0.5*(x_fixed_moment+y_invariant_z_fixed_moment), then individual peak normalization"
explicit,Explicit,-13.248359747426592,13.248360255204332,26.496720002630923,pass,26.448277260857672,"0.5*(x_fixed_moment+y_invariant_z_fixed_moment), then individual peak normalization"
zl1_nominal,ZL-1 nominal,-12.535268689502892,12.535269840002496,25.070538529505388,pass,25.034870487376075,"0.5*(x_fixed_moment+y_invariant_z_fixed_moment), then individual peak normalization"
zl1_alternative,ZL-1 alternative,-11.789409672276252,11.789408963880511,23.57881863615676,pass,23.592442404409894,"0.5*(x_fixed_moment+y_invariant_z_fixed_moment), then individual peak normalization"
