structure_key,display_name,peak_wavelength_nm,peak_value,left_half_max_nm,right_half_max_nm,spectral_FWHM_nm,FWHM_status,integrated_420_480,integrated_440_460,T448,T450,T453,edge_stability
bare,Bare (no MDC),480.00000000000006,0.059079891605675755,,,,no_isolated_peak,3.1361517974911437,1.044573583947691,0.05248883683406378,0.05282898001104428,0.05331695918092281,1.0
wan_proxy,Wan periodic proxy,424.2,0.030265737449176898,,452.7727417887499,,window_truncated,0.792270207826433,0.2810641916256999,0.019033283212635223,0.019031716435321772,0.01451169616045687,0.9552927310166266
explicit,Explicit,448.40000000000003,0.016345082172138176,433.7405183349416,453.67170558579505,19.93118725085344,pass,0.429156556347568,0.2167914064365795,0.016311819217469003,0.015167491180430953,0.009299060833779913,0.28216719786959354
zl1_nominal,ZL-1 nominal,448.2000000000001,0.019555817228779894,435.2291282875377,454.251858974073,19.022730686535283,pass,0.551818866057487,0.2677308615553368,0.019552135980193727,0.017994651331700695,0.011791389961691679,0.34298101111719
zl1_alternative,ZL-1 alternative,447.8,0.019682428622464786,435.22356842952405,454.0056552026008,18.782086773076742,pass,0.5631879138975083,0.2685386104046875,0.01965072974633289,0.017386044501296605,0.011283546422812978,0.37475386995454546
