case_id,T_total,R_total,energy_residual,ax_real,ax_imag,ay_real,ay_imag,txx_real,txx_imag,txx_amplitude,txx_phase_deg,tyx_real,tyx_imag,txy_real,txy_imag,tyy_real,tyy_imag,copol_amplitude_mismatch,copol_power_mismatch,copol_phase_mismatch_deg,cross_pol_fraction_x,cross_pol_fraction_y,jones_relative_residual_x,jones_relative_residual_y,data_quality,candidate_quality
blank_x,0.9525262569182045,0.02467562086899992,0.022798122212795608,-0.8608958819856078,-0.7424397688863013,-3.5391063382645594e-24,2.42856294239444e-24,,,,,,,,,,,,,,,,,,pass,pass
pillar_x,0.9197618680126542,0.06252522662024451,0.01771290536710124,-1.1208947804388363,0.16116361683875188,1.779504098430539e-09,4.2644214646815276e-10,,,,,,,,,,,,,,,,,,pass,pass
blank_y,0.9525262708602383,0.02467561666793295,0.022798112471828717,3.691126284167699e-11,2.2670958416907706e-11,-0.8608958884453927,-0.7424397826039827,,,,,,,,,,,,,,,,,,pass,pass
pillar_y,0.919761862304932,0.06252523011423514,0.01771290758083291,9.231634538525265e-10,-4.997950155686232e-10,-1.12089478244134,0.16116362418181077,,,,,,,,,,,,,,,,,,pass,pass
combined,,,,,,,,0.6540904884588913,-0.7512945774919059,0.9961314718756417,-48.956587089479136,-1.4303889485838088e-09,7.382257334883551e-10,-3.278346518446578e-10,8.632780260529315e-10,0.6540904735279108,-0.7512945779299481,9.51055489043714e-09,6.205652257408577e-09,6.642649803163051e-07,2.6111533408462258e-18,8.593605858571158e-19,0.02762551438817005,0.027625516259933286,pass,pass
