candidate_id,family_id,top_pair_count,bottom_pair_count,top_termination_nm,bottom_termination_nm,cavity_physical_thickness_nm,spacer_cap_total_nm,target_wavelength_nm,te_tm_angle_grid_deg,wavelength_grid_nm,negative_reference_distance_flags,source_position_stability_status,normal_angle_resonance_strength_proxy,normal_cone_energy_lower_bound_proxy,normal_offaxis_proxy,offaxis_20_60_penalty,offaxis_30_40_lobe_penalty,faroffaxis_45_55_lobe_penalty,broad_40_60_faroffaxis_penalty,te_tm_mismatch_proxy,te_tm_offaxis_risk_guard,angular_fwhm_deg_proxy,spectral_center_nm_proxy,spectral_fwhm_nm_proxy,broad_fwhm_risk_guard,center_only_false_positive_risk,d5_like_risk_flag,e1_0236_like_risk_flag,hard_pass,hard_fail_reasons,v3_proxy_score
E4_0257,E0A_lower_Q_angle_stable_cavity,5,4,25,45,245,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.936706,0.867234,2.037309,0.267416,0.164675,0.314955,0.290216,0.237991,0.242751,12.543986,452.72,8.715389,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.761891
E4_0145,E0A_lower_Q_angle_stable_cavity,4,4,0,20,245,20,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.939471,0.904671,2.01615,0.285176,0.158283,0.315197,0.28835,0.196373,0.222497,12.489247,452.72,8.901031,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.761792
E4_0279,E0A_lower_Q_angle_stable_cavity,5,5,50,70,220,120,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.908118,0.862518,2.041254,0.236024,0.136645,0.331725,0.295173,0.199678,0.223534,13.0258,452.42,8.535311,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.756335
E4_0080,E0A_lower_Q_angle_stable_cavity,3,5,50,45,270,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.799607,0.714832,1.944522,0.239937,0.207395,0.247393,0.242693,0.166145,0.200832,11.51032,453.37,8.818848,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,0.744614
E4_0242,E0A_lower_Q_angle_stable_cavity,5,3,50,45,270,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.799607,0.714832,1.944522,0.239937,0.207395,0.247393,0.242693,0.166145,0.200832,11.51032,453.37,8.818848,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,0.744614
E4_0139,E0A_lower_Q_angle_stable_cavity,4,4,25,20,220,45,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.823626,0.788826,1.908539,0.253785,0.202664,0.266821,0.256072,0.086698,0.169726,11.893688,452.77,8.84293,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.695308
E4_0429,E0C_MQW_lateral_extent_robust_cavity,4,4,60,25,285,85,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.7256,0.6788,1.91597,0.216012,0.243923,0.201175,0.224784,0.273568,0.244439,11.005743,453.91,8.366611,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,0.68947
E4_0066,E0A_lower_Q_angle_stable_cavity,3,5,0,70,245,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.884471,0.794391,2.078891,0.2623,0.197783,0.256626,0.254335,0.601325,0.39703,11.368063,452.02,8.839803,0.0,medium,low,low,False,45_55_faroffaxis_penalty_high;TE_TM_offaxis_risk_high;spectral_FWHM_proxy_above_8nm,0.685243
E4_0228,E0A_lower_Q_angle_stable_cavity,5,3,0,70,245,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.884471,0.794391,2.078891,0.2623,0.197783,0.256626,0.254335,0.601325,0.39703,11.368063,452.02,8.839803,0.0,medium,low,low,False,45_55_faroffaxis_penalty_high;TE_TM_offaxis_risk_high;spectral_FWHM_proxy_above_8nm,0.685243
E4_0037,E0A_lower_Q_angle_stable_cavity,3,4,0,20,245,20,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.911971,0.854072,1.982602,0.299436,0.163633,0.295793,0.276473,0.234159,0.235017,12.160088,452.72,9.068651,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.685145
E4_0118,E0A_lower_Q_angle_stable_cavity,4,3,0,20,245,20,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.911971,0.854072,1.982602,0.299436,0.163633,0.295793,0.276473,0.234159,0.235017,12.160088,452.72,9.068651,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.685145
E4_0148,E0A_lower_Q_angle_stable_cavity,4,4,25,20,245,45,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.893681,0.858881,1.935803,0.261481,0.209669,0.295709,0.271649,0.092475,0.182744,12.162692,453.07,8.870967,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.674862
E4_0087,E0A_lower_Q_angle_stable_cavity,3,6,25,70,220,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.820246,0.703148,2.016269,0.266868,0.187523,0.236243,0.254612,0.472249,0.330266,11.514906,452.07,8.651302,0.0,medium,low,low,False,TE_TM_offaxis_risk_high;spectral_FWHM_proxy_above_8nm,0.646596
E4_0031,E0A_lower_Q_angle_stable_cavity,3,4,25,20,220,45,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.796126,0.741847,1.870763,0.268045,0.208014,0.247417,0.244195,0.124483,0.182246,11.564529,452.77,9.01055,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,0.613826
E4_0112,E0A_lower_Q_angle_stable_cavity,4,3,25,20,220,45,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.796126,0.741847,1.870763,0.268045,0.208014,0.247417,0.244195,0.124483,0.182246,11.564529,452.77,9.01055,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,0.613826
E4_0186,E0A_lower_Q_angle_stable_cavity,4,5,25,70,270,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.875246,0.807695,1.99441,0.246168,0.148023,0.311444,0.281522,0.403955,0.312219,12.679345,452.67,8.69974,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;TE_TM_offaxis_risk_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.606688
E4_0267,E0A_lower_Q_angle_stable_cavity,5,4,25,70,270,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.875246,0.807695,1.99441,0.246168,0.148023,0.311444,0.281522,0.403955,0.312219,12.679345,452.67,8.69974,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;TE_TM_offaxis_risk_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.606688
E4_0432,E0C_MQW_lateral_extent_robust_cavity,4,5,15,95,225,110,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.793079,0.716096,2.025193,0.233622,0.23412,0.211802,0.242721,0.61736,0.399883,11.123003,451.58,8.209897,0.0,medium,low,low,False,TE_TM_offaxis_risk_high;spectral_FWHM_proxy_above_8nm,0.597994
E4_0456,E0C_MQW_lateral_extent_robust_cavity,5,4,15,95,225,110,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.793079,0.716096,2.025193,0.233622,0.23412,0.211802,0.242721,0.61736,0.399883,11.123003,451.58,8.209897,0.0,medium,low,low,False,TE_TM_offaxis_risk_high;spectral_FWHM_proxy_above_8nm,0.597994
E4_0154,E0A_lower_Q_angle_stable_cavity,4,4,0,20,270,20,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.869416,0.834616,1.909714,0.286216,0.151277,0.305096,0.284153,0.194352,0.216807,12.696028,453.02,8.893476,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.578904
E4_0065,E0A_lower_Q_angle_stable_cavity,3,5,0,45,245,45,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.925,0.832387,2.02091,0.313405,0.1523,0.290596,0.286731,0.441453,0.323907,12.245233,452.37,8.898116,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;TE_TM_offaxis_risk_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.578596
E4_0227,E0A_lower_Q_angle_stable_cavity,5,3,0,45,245,45,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.925,0.832387,2.02091,0.313405,0.1523,0.290596,0.286731,0.441453,0.323907,12.245233,452.37,8.898116,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;TE_TM_offaxis_risk_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.578596
E4_0089,E0A_lower_Q_angle_stable_cavity,3,6,50,45,220,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.772107,0.659522,1.872401,0.260177,0.242335,0.216529,0.243501,0.201639,0.21628,11.32272,452.77,8.631301,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,0.574358
E4_0052,E0A_lower_Q_angle_stable_cavity,3,4,50,20,270,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.754811,0.701823,1.886435,0.222327,0.256897,0.216698,0.215066,0.285006,0.257487,10.802955,453.72,8.958118,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,0.565529
E4_0133,E0A_lower_Q_angle_stable_cavity,4,3,50,20,270,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.754811,0.701823,1.886435,0.222327,0.256897,0.216698,0.215066,0.285006,0.257487,10.802955,453.72,8.958118,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,0.565529
E4_0077,E0A_lower_Q_angle_stable_cavity,3,5,25,45,270,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.839151,0.751904,1.898144,0.286058,0.163019,0.282128,0.273765,0.273092,0.248285,12.373458,453.02,8.874777,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.52054
E4_0239,E0A_lower_Q_angle_stable_cavity,5,3,25,45,270,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.839151,0.751904,1.898144,0.286058,0.163019,0.282128,0.273765,0.273092,0.248285,12.373458,453.02,8.874777,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.52054
E4_0046,E0A_lower_Q_angle_stable_cavity,3,4,0,20,270,20,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.841916,0.786206,1.873948,0.300476,0.156627,0.285692,0.272276,0.232138,0.229327,12.366868,453.02,9.061096,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.50001
E4_0127,E0A_lower_Q_angle_stable_cavity,4,3,0,20,270,20,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.841916,0.786206,1.873948,0.300476,0.156627,0.285692,0.272276,0.232138,0.229327,12.366868,453.02,9.061096,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.50001
E4_0164,E0A_lower_Q_angle_stable_cavity,4,5,0,45,220,45,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.882445,0.814669,1.985537,0.297025,0.139945,0.291186,0.289433,0.399904,0.302299,12.567078,452.07,8.713979,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;TE_TM_offaxis_risk_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.494831
E4_0245,E0A_lower_Q_angle_stable_cavity,5,4,0,45,220,45,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.882445,0.814669,1.985537,0.297025,0.139945,0.291186,0.289433,0.399904,0.302299,12.567078,452.07,8.713979,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;TE_TM_offaxis_risk_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.494831
E4_0061,E0A_lower_Q_angle_stable_cavity,3,5,50,20,220,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.727311,0.647054,1.808512,0.242567,0.293797,0.185835,0.215873,0.3205,0.273425,10.615355,453.12,8.770571,0.0,medium,low,low,False,30_40_penalty_high;spectral_FWHM_proxy_above_8nm,0.471307
E4_0223,E0A_lower_Q_angle_stable_cavity,5,3,50,20,220,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.727311,0.647054,1.808512,0.242567,0.293797,0.185835,0.215873,0.3205,0.273425,10.615355,453.12,8.770571,0.0,medium,low,low,False,30_40_penalty_high;spectral_FWHM_proxy_above_8nm,0.471307
E4_0136,E0A_lower_Q_angle_stable_cavity,4,4,0,20,220,20,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.869416,0.834616,1.909714,0.286216,0.151277,0.305096,0.284153,0.194352,0.216807,12.696028,452.42,8.893476,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.466904
E4_0272,E0A_lower_Q_angle_stable_cavity,5,5,0,45,220,45,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.909945,0.864345,1.98907,0.286389,0.134595,0.317138,0.30547,0.363428,0.292333,13.066336,452.07,8.553847,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.46419
E4_0049,E0A_lower_Q_angle_stable_cavity,3,4,25,20,270,45,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.796126,0.741847,1.832234,0.272645,0.208014,0.255728,0.249475,0.126146,0.185487,11.780422,453.37,9.020054,0.0,medium,low,low,False,45_55_faroffaxis_penalty_high;spectral_FWHM_proxy_above_8nm,0.449961
E4_0130,E0A_lower_Q_angle_stable_cavity,4,3,25,20,270,45,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.796126,0.741847,1.832234,0.272645,0.208014,0.255728,0.249475,0.126146,0.185487,11.780422,453.37,9.020054,0.0,medium,low,low,False,45_55_faroffaxis_penalty_high;spectral_FWHM_proxy_above_8nm,0.449961
E4_0081,E0A_lower_Q_angle_stable_cavity,3,5,50,70,270,120,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.853118,0.764998,1.892416,0.273744,0.147345,0.309539,0.281977,0.278575,0.255057,12.799268,453.02,8.889559,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.437625
E4_0243,E0A_lower_Q_angle_stable_cavity,5,3,50,70,270,120,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.853118,0.764998,1.892416,0.273744,0.147345,0.309539,0.281977,0.278575,0.255057,12.799268,453.02,8.889559,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.437625
E4_0284,E0A_lower_Q_angle_stable_cavity,5,5,25,45,245,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.964206,0.918606,1.957348,0.266956,0.159325,0.359293,0.317934,0.205192,0.239955,13.520826,452.72,8.576281,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.43587
E4_0056,E0A_lower_Q_angle_stable_cavity,3,5,0,45,220,45,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.854945,0.766711,1.949923,0.311285,0.145295,0.271782,0.277555,0.43769,0.314819,12.237919,452.07,8.881598,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;TE_TM_offaxis_risk_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.416694
E4_0218,E0A_lower_Q_angle_stable_cavity,5,3,0,45,220,45,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.854945,0.766711,1.949923,0.311285,0.145295,0.271782,0.277555,0.43769,0.314819,12.237919,452.07,8.881598,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;TE_TM_offaxis_risk_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.416694
E4_0273,E0A_lower_Q_angle_stable_cavity,5,5,0,70,220,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.869416,0.823816,2.000159,0.242762,0.180077,0.290322,0.278797,0.524731,0.368245,12.400907,451.72,8.505835,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;TE_TM_offaxis_risk_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.415558
E4_0188,E0A_lower_Q_angle_stable_cavity,4,5,50,45,270,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.827107,0.76106,1.862675,0.239477,0.202045,0.29173,0.270411,0.133346,0.198036,12.487159,453.37,8.67974,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.40968
E4_0269,E0A_lower_Q_angle_stable_cavity,5,4,50,45,270,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.827107,0.76106,1.862675,0.239477,0.202045,0.29173,0.270411,0.133346,0.198036,12.487159,453.37,8.67974,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.40968
E4_0433,E0C_MQW_lateral_extent_robust_cavity,4,5,60,25,225,85,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.752492,0.676776,1.810889,0.248768,0.275657,0.208884,0.245935,0.316777,0.274129,11.402234,453.19,8.215683,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,0.402407
E4_0457,E0C_MQW_lateral_extent_robust_cavity,5,4,60,25,225,85,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.752492,0.676776,1.810889,0.248768,0.275657,0.208884,0.245935,0.316777,0.274129,11.402234,453.19,8.215683,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,0.402407
E4_0028,E0A_lower_Q_angle_stable_cavity,3,4,0,20,220,20,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.841916,0.786206,1.873948,0.300476,0.156627,0.285692,0.272276,0.232138,0.229327,12.366868,452.42,9.061096,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.38801
E4_0109,E0A_lower_Q_angle_stable_cavity,4,3,0,20,220,20,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.841916,0.786206,1.873948,0.300476,0.156627,0.285692,0.272276,0.232138,0.229327,12.366868,452.42,9.061096,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.38801
E4_0096,E0A_lower_Q_angle_stable_cavity,3,6,25,70,245,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.890301,0.766635,1.959401,0.278463,0.194529,0.284506,0.280212,0.481901,0.350839,12.23693,452.37,8.697382,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;TE_TM_offaxis_risk_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.358414
E4_0436,E0C_MQW_lateral_extent_robust_cavity,4,5,15,95,250,110,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.863134,0.783962,1.976403,0.245582,0.240145,0.25733,0.267296,0.626466,0.419145,11.789653,451.88,8.254132,0.0,medium,low,low,False,45_55_faroffaxis_penalty_high;TE_TM_offaxis_risk_high;spectral_FWHM_proxy_above_8nm,0.347405
E4_0460,E0C_MQW_lateral_extent_robust_cavity,5,4,15,95,250,110,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.863134,0.783962,1.976403,0.245582,0.240145,0.25733,0.267296,0.626466,0.419145,11.789653,451.88,8.254132,0.0,medium,low,low,False,45_55_faroffaxis_penalty_high;TE_TM_offaxis_risk_high;spectral_FWHM_proxy_above_8nm,0.347405
E4_0174,E0A_lower_Q_angle_stable_cavity,4,5,0,70,245,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.911971,0.843272,1.989962,0.26184,0.192433,0.300963,0.282053,0.568526,0.394234,12.344902,452.02,8.700695,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;TE_TM_offaxis_risk_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.338795
E4_0255,E0A_lower_Q_angle_stable_cavity,5,4,0,70,245,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.911971,0.843272,1.989962,0.26184,0.192433,0.300963,0.282053,0.568526,0.394234,12.344902,452.02,8.700695,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;TE_TM_offaxis_risk_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.338795
E4_0195,E0A_lower_Q_angle_stable_cavity,4,6,25,70,220,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.847746,0.749162,1.928246,0.266408,0.182173,0.28058,0.28233,0.439449,0.32747,12.491745,452.07,8.512194,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;TE_TM_offaxis_risk_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.299095
E4_0098,E0A_lower_Q_angle_stable_cavity,3,6,50,45,245,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.842162,0.72301,1.832511,0.271772,0.248551,0.264792,0.269101,0.211292,0.236656,12.044744,453.07,8.677382,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.294106
E4_0468,E0C_MQW_lateral_extent_robust_cavity,5,5,15,95,225,110,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.820579,0.762979,1.939244,0.233122,0.229519,0.254124,0.269808,0.584158,0.396488,12.061799,451.58,8.069655,0.0,medium,low,low,False,45_55_faroffaxis_penalty_high;TE_TM_offaxis_risk_high;spectral_FWHM_proxy_above_8nm,0.264331
E4_0197,E0A_lower_Q_angle_stable_cavity,4,6,50,45,220,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.799607,0.704032,1.797519,0.259717,0.236195,0.260866,0.271219,0.16884,0.213287,12.299559,452.77,8.492193,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.253607
E4_0173,E0A_lower_Q_angle_stable_cavity,4,5,0,45,245,45,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.9525,0.882534,1.94171,0.312945,0.14695,0.334933,0.314449,0.408653,0.321112,13.222073,452.37,8.759008,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;TE_TM_offaxis_risk_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.252874
E4_0254,E0A_lower_Q_angle_stable_cavity,5,4,0,45,245,45,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.9525,0.882534,1.94171,0.312945,0.14695,0.334933,0.314449,0.408653,0.321112,13.222073,452.37,8.759008,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;TE_TM_offaxis_risk_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.252874
E4_0160,E0A_lower_Q_angle_stable_cavity,4,4,50,20,270,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.782311,0.747511,1.811641,0.221867,0.249028,0.261036,0.242783,0.252207,0.254061,11.779794,453.72,8.81901,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.250456
E4_0423,E0C_MQW_lateral_extent_robust_cavity,4,4,15,25,250,40,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.927701,0.880901,1.836894,0.329403,0.175002,0.326982,0.316875,0.132063,0.201273,13.328831,452.86,8.532376,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,0.237209
