candidate_id,source_y_offset_nm,wavelength_nm,dipole_orientation,status,runtime_s,result_fsp,eta5,eta10,eta20,eta30,ring_power_abs_0_10,ring_power_abs_10_20,ring_power_abs_20_30,ring_power_abs_30_45,FWHM_deg,peak_angle_deg,peak_abs_angle_deg,P_total,outside20,dominant_zone,near_normal_peak,left_right_asymmetry
R1C2_C2_cav230,-40.0,450.0,physical_x_theta90_phi0,ok,13.25305060017854,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r1c4_rcled_c2_cav230_source_y_robustness\_saved_fsp\R1C4_ym40_450nm.fsp,0.11617259603561036,0.2685193773246662,0.5025658106291802,0.6937154463935828,0.2685193773246662,0.23404643330451397,0.19114963576440258,0.08116922065329726,114.26333711630268,25.51296710439964,25.51296710439964,0.0011917049004407784,0.49743418937081985,abs_10_20,False,-9.244845006251124e-08
R1C2_C2_cav230,-40.0,453.0,physical_x_theta90_phi0,ok,11.544616099912673,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r1c4_rcled_c2_cav230_source_y_robustness\_saved_fsp\R1C4_ym40_453nm.fsp,0.14182312185622842,0.42545603719482444,0.6247661603695059,0.7987301705019876,0.42545603719482444,0.19931012317468152,0.17396401013248156,0.04520978659416951,21.39139134677491,9.41485772405966,9.41485772405966,0.0008902611737942759,0.37523383963049406,abs_5_10,True,-4.2549747336222796e-08
R1C2_C2_cav230,-40.0,456.0,physical_x_theta90_phi0,ok,11.077935000415891,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r1c4_rcled_c2_cav230_source_y_robustness\_saved_fsp\R1C4_ym40_456nm.fsp,0.21966329435722548,0.42444505620108874,0.6911227003208147,0.79063502114962,0.42444505620108874,0.266677644119726,0.09951232082880519,0.0619295220845777,35.354145803982014,16.29842472369126,16.29842472369126,0.0006940063299058028,0.3088772996791853,abs_10_20,False,5.2470522581148855e-08
R1C2_C2_cav230,-20.0,450.0,physical_x_theta90_phi0,ok,11.112017900217324,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r1c4_rcled_c2_cav230_source_y_robustness\_saved_fsp\R1C4_ym20_450nm.fsp,0.06422336175592334,0.4437642843020773,0.6069372503619591,0.9061103694874585,0.4437642843020773,0.16317296605988177,0.2991731191254993,0.046669367634407856,47.74495256202317,9.008343329460283,9.008343329460283,0.0009827678148875544,0.3930627496380409,abs_5_10,True,1.74838668682572e-08
R1C2_C2_cav230,-20.0,453.0,physical_x_theta90_phi0,ok,11.771482599899173,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r1c4_rcled_c2_cav230_source_y_robustness\_saved_fsp\R1C4_ym20_453nm.fsp,0.049678334451812585,0.4818201789930831,0.7084111379449021,0.8660251914526094,0.4818201789930831,0.22659095895181905,0.1576140535077073,0.03424288944022427,23.729577476582296,-7.271042291234983,7.271042291234983,0.0009284456672229073,0.29158886205509793,abs_5_10,True,-1.8677858227557603e-08
R1C2_C2_cav230,-20.0,456.0,physical_x_theta90_phi0,ok,11.20041590044275,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r1c4_rcled_c2_cav230_source_y_robustness\_saved_fsp\R1C4_ym20_456nm.fsp,0.07046761198982772,0.4386209979730556,0.6695683136408543,0.7936615623870141,0.4386209979730556,0.23094731566779889,0.12409324874615946,0.06076605004958495,16.97270006563412,-6.751233647092284,6.751233647092284,0.0008374147238985847,0.33043168635914566,abs_5_10,True,4.399097306904634e-09
R1C2_C2_cav230,0.0,450.0,physical_x_theta90_phi0,ok,13.18458649981767,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r1c4_rcled_c2_cav230_source_y_robustness\_saved_fsp\R1C4_y0_450nm.fsp,0.12482634710749067,0.39847885776285646,0.5865632812974813,0.8563771945857132,0.39847885776285646,0.18808442353462476,0.26981391328823207,0.08341667560493236,46.49419962557087,-9.298662864455567,9.298662864455567,0.003420258451042314,0.41343671870251875,abs_5_10,True,-3.342699688863965e-08
R1C2_C2_cav230,0.0,453.0,physical_x_theta90_phi0,ok,11.115520300343633,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r1c4_rcled_c2_cav230_source_y_robustness\_saved_fsp\R1C4_y0_453nm.fsp,0.0926985890470792,0.4607406097884527,0.6816741613325253,0.8556591642205009,0.4607406097884527,0.22093355154407265,0.1739850028879755,0.052484482696730915,46.86880208688322,9.00834332946029,9.00834332946029,0.0024209925836738023,0.31832583866747466,abs_5_10,True,-1.5270507619740174e-07
R1C2_C2_cav230,0.0,456.0,physical_x_theta90_phi0,ok,11.17615249985829,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r1c4_rcled_c2_cav230_source_y_robustness\_saved_fsp\R1C4_y0_456nm.fsp,0.11457264659035529,0.4942185387009043,0.7190401009249459,0.8612277307907673,0.4942185387009043,0.22482156222404148,0.1421876298658215,0.05262074109131304,19.527357789035474,6.808961808702712,6.808961808702712,0.00155918546139743,0.28095989907505414,abs_5_10,True,4.129099097910077e-08
R1C2_C2_cav230,20.0,450.0,physical_x_theta90_phi0,ok,13.161204600241035,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r1c4_rcled_c2_cav230_source_y_robustness\_saved_fsp\R1C4_yp20_450nm.fsp,0.13577488216346734,0.3514783493131415,0.5561730076056437,0.7941253912492472,0.3514783493131415,0.20469465829250227,0.2379523836436035,0.10049017753865379,46.1201224788539,-9.356755440825347,9.356755440825347,0.005093829087952251,0.4438269923943563,abs_20_30,True,4.4860268114755374e-08
R1C2_C2_cav230,20.0,453.0,physical_x_theta90_phi0,ok,11.484089800156653,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r1c4_rcled_c2_cav230_source_y_robustness\_saved_fsp\R1C4_yp20_453nm.fsp,0.11148953147808562,0.440651781037396,0.6505256216659139,0.837446897508073,0.440651781037396,0.2098738406285179,0.18692127584215903,0.060049175284846185,46.86880208688322,-9.29866286445556,9.29866286445556,0.0029480759388870502,0.3494743783340861,abs_5_10,True,-8.481282202159756e-08
R1C2_C2_cav230,20.0,456.0,physical_x_theta90_phi0,ok,11.552415399812162,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r1c4_rcled_c2_cav230_source_y_robustness\_saved_fsp\R1C4_yp20_456nm.fsp,0.1586423340562657,0.5064403758003959,0.7319133022161398,0.8800510870154038,0.5064403758003959,0.22547292641574407,0.14813778479926393,0.05066951558038128,22.325528219996688,-8.77625586518454,8.77625586518454,0.0015771898753949402,0.2680866977838602,abs_5_10,True,4.908812734753175e-09
R1C2_C2_cav230,40.0,450.0,physical_x_theta90_phi0,ok,11.120701800100505,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r1c4_rcled_c2_cav230_source_y_robustness\_saved_fsp\R1C4_yp40_450nm.fsp,0.13366860433840677,0.2953434922853928,0.524143366334063,0.7138849805584861,0.2953434922853928,0.22879987404867025,0.18974161422442312,0.11548365019279186,45.49781119505825,9.356755440825339,9.356755440825339,0.003507035546229236,0.475856633665937,abs_10_20,True,-6.49407188465114e-08
R1C2_C2_cav230,40.0,453.0,physical_x_theta90_phi0,ok,13.212699099909514,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r1c4_rcled_c2_cav230_source_y_robustness\_saved_fsp\R1C4_yp40_453nm.fsp,0.1264803854995796,0.4136340655462129,0.6124605963270768,0.8095099942518931,0.4136340655462129,0.1988265307808639,0.19704939792481613,0.06340348869438299,46.619008437630605,9.41485772405966,9.41485772405966,0.0014851700319971043,0.38753940367292317,abs_5_10,True,-2.434984053873289e-09
R1C2_C2_cav230,40.0,456.0,physical_x_theta90_phi0,ok,11.287950000260025,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r1c4_rcled_c2_cav230_source_y_robustness\_saved_fsp\R1C4_yp40_456nm.fsp,0.21560903325824027,0.4667561655266871,0.7004980289424863,0.836445183639469,0.4667561655266871,0.23374186341579928,0.13594715469698257,0.05800424881174903,31.76158781197926,9.29866286445556,9.29866286445556,0.0007297274417191955,0.29950197105751375,abs_5_10,True,3.659738281246256e-09
