source_y_offset_nm,robustness_pass,power_not_collapsed_vs_center,avg_eta20,min_eta20,max_peak_abs_angle_deg,worst_dominant_zone,rank
0.0,True,True,0.6624258478516508,0.5865632812974813,9.298662864455567,abs_5_10,1
-20.0,True,False,0.6616389006492385,0.6069372503619591,9.008343329460283,abs_5_10,2
40.0,True,False,0.612367330534542,0.524143366334063,9.41485772405966,abs_10_20,3
20.0,False,True,0.6462039771625658,0.5561730076056437,9.356755440825347,abs_20_30,4
-40.0,False,False,0.6061515571065003,0.5025658106291802,25.51296710439964,abs_10_20,5
