geometry_uid,exact_hash,D_nm,J1_side_nm,J2_length_nm,J2_width_nm,Psi_deg,H_global,wavelength_nm,Re_txx,Im_txx,Re_txy,Im_txy,Re_tyx,Im_tyx,Re_tyy,Im_tyy,phi_txx,projector_error,Txx,Txy,Tyx,Tyy,full_jones_frobenius_norm,full_jones_finite,throughput_x,throughput_y,throughput,x_accepted,y_accepted,full_jones_accepted,source_stage,case_uid_x,case_uid_y,attempt_uid_x,attempt_uid_y,solver_entered,solver_replay,model_fill,ml_eligible,ml_admitted,split
H1C1C_R02,168183f772de0c0e5e702d4e995a2ad592396ff647434e2a6e3935f5bdf6ff73,196.01020381602586,108.0,107.0,98.0,0.5846305207051778,550.0,450.5,0.633341272181452,0.5449177973855305,-0.0029070295904556334,0.004613073223853019,-0.002903305283287767,0.0045850670255011125,0.17837240746723476,0.021391713304164946,40.70823332810602,0.04426881666608562,0.6980565729559179,2.9731265608414332e-05,2.945202119630428e-05,0.032274321143744816,0.854628619569031,True,0.6980860249771144,0.03230405240935324,0.3651950386932338,True,True,True,H1C1C_PHASE_GAP_BROADBAND,H1C1C_H1C1C_R02_Px,H1C1C_H1C1C_R02_Py,H1C1C_H1C1C_R02_Px_attempt_003,H1C1C_H1C1C_R02_Py_attempt_002,True,False,NONE,True,False,UNASSIGNED
H1C1C_R02,168183f772de0c0e5e702d4e995a2ad592396ff647434e2a6e3935f5bdf6ff73,196.01020381602586,108.0,107.0,98.0,0.5846305207051778,550.0,451.0,-0.28660720151598357,0.2753762026895846,-0.0007795537670265599,0.0003587747004194135,-0.0008262564731853076,0.00035942092781937173,0.0764206798175678,-0.008444404630376975,136.14487933623803,0.036079216851018336,0.15797574096855885,7.364233613463399e-07,8.11883162835161e-07,0.005911428273340747,0.40483171509705573,True,0.1579765528517216,0.005912164696702091,0.08194435877421184,True,True,True,H1C1C_PHASE_GAP_BROADBAND,H1C1C_H1C1C_R02_Px,H1C1C_H1C1C_R02_Py,H1C1C_H1C1C_R02_Px_attempt_003,H1C1C_H1C1C_R02_Py_attempt_002,True,False,NONE,True,False,UNASSIGNED
H1C1C_R02,168183f772de0c0e5e702d4e995a2ad592396ff647434e2a6e3935f5bdf6ff73,196.01020381602586,108.0,107.0,98.0,0.5846305207051778,550.0,451.5,-0.17400788591773167,0.8059472411563694,-0.002820875133641938,0.0011722359530837365,-0.003568731173014946,0.0014807484829986522,-0.029930912010994893,0.009423625865970254,102.18342222886133,0.0014818844209958382,0.6798296998891215,9.331473649301556e-06,1.4928458255151443e-05,0.000984664218271702,0.8251294589573793,True,0.6798446283473767,0.0009939956919210033,0.34041931201964887,True,True,True,H1C1C_PHASE_GAP_BROADBAND,H1C1C_H1C1C_R02_Px,H1C1C_H1C1C_R02_Py,H1C1C_H1C1C_R02_Px_attempt_003,H1C1C_H1C1C_R02_Py_attempt_002,True,False,NONE,True,False,UNASSIGNED
H1C1C_R02,168183f772de0c0e5e702d4e995a2ad592396ff647434e2a6e3935f5bdf6ff73,196.01020381602586,108.0,107.0,98.0,0.5846305207051778,550.0,452.0,-0.057272465010592924,0.915504580450969,-0.0037577215821206138,0.0013379809314290612,-0.0038811337108704447,0.001404994662772721,-0.15410514847983145,0.06585058363130533,93.57966512659726,0.03233598978188845,0.8414287720750944,1.5910664461602827e-05,1.7037208884074825e-05,0.028084696152574435,0.9324947271170033,True,0.8414458092839785,0.028100606817036026,0.4347732080505073,True,True,True,H1C1C_PHASE_GAP_BROADBAND,H1C1C_H1C1C_R02_Px,H1C1C_H1C1C_R02_Py,H1C1C_H1C1C_R02_Px_attempt_003,H1C1C_H1C1C_R02_Py_attempt_002,True,False,NONE,True,False,UNASSIGNED
H1C1C_R02,168183f772de0c0e5e702d4e995a2ad592396ff647434e2a6e3935f5bdf6ff73,196.01020381602586,108.0,107.0,98.0,0.5846305207051778,550.0,452.5,0.023196240354971667,0.9307342784306365,-0.0027441483319914244,0.0012829814327850132,-0.002807444671257912,0.0013220449265926618,-0.2513860498275799,0.14585883030201402,88.57234053247254,0.08881444317751097,0.8668043626124033,9.176391424842405e-06,9.629548370103843e-06,0.08446974442498618,0.9753424593327127,True,0.8668139921607733,0.08447892081641106,0.47564645648859216,True,True,True,H1C1C_PHASE_GAP_BROADBAND,H1C1C_H1C1C_R02_Px,H1C1C_H1C1C_R02_Py,H1C1C_H1C1C_R02_Px_attempt_003,H1C1C_H1C1C_R02_Py_attempt_002,True,False,NONE,True,False,UNASSIGNED
H1C1C_R02,168183f772de0c0e5e702d4e995a2ad592396ff647434e2a6e3935f5bdf6ff73,196.01020381602586,108.0,107.0,98.0,0.5846305207051778,550.0,453.0,0.10262475499151968,0.9304829940256821,-0.0021588426957201453,0.002070054225414476,-0.002191097640344127,0.0020806567625874244,-0.3051381014830907,0.2581794334614471,83.70617627125586,0.1542145893767901,0.8763304425080669,8.945726281020552e-06,9.130041433222381e-06,0.15976588083917875,1.0178970474045792,True,0.8763395725495005,0.15977482656545983,0.5180571995574801,True,True,True,H1C1C_PHASE_GAP_BROADBAND,H1C1C_H1C1C_R02_Px,H1C1C_H1C1C_R02_Py,H1C1C_H1C1C_R02_Px_attempt_003,H1C1C_H1C1C_R02_Py_attempt_002,True,False,NONE,True,False,UNASSIGNED
H1C1C_R02,168183f772de0c0e5e702d4e995a2ad592396ff647434e2a6e3935f5bdf6ff73,196.01020381602586,108.0,107.0,98.0,0.5846305207051778,550.0,453.5,0.168351251496045,0.9381297249466867,-0.0026293051419705917,0.002145902881516742,-0.0026359693067406534,0.0021579945598777747,-0.3282345487965839,0.3907482295817196,79.82632378965343,0.2228170488235106,0.9084295247088305,1.1518144706494851e-05,1.1605274706540872e-05,0.2604220979449453,1.0811451087033548,True,0.9084411299835373,0.2604336160896518,0.5844373730365946,True,True,True,H1C1C_PHASE_GAP_BROADBAND,H1C1C_H1C1C_R02_Px,H1C1C_H1C1C_R02_Py,H1C1C_H1C1C_R02_Px_attempt_003,H1C1C_H1C1C_R02_Py_attempt_002,True,False,NONE,True,False,UNASSIGNED
H1C1C_R02,168183f772de0c0e5e702d4e995a2ad592396ff647434e2a6e3935f5bdf6ff73,196.01020381602586,108.0,107.0,98.0,0.5846305207051778,550.0,454.0,0.21372237406301522,0.9403875613659096,-0.002463666895980671,0.0012500812964462583,-0.0024782885735509523,0.001275762194451339,-0.3235129326268608,0.5104976326549809,77.19585395946609,0.2820093482635152,0.930006018746854,7.632357822075793e-06,7.76948343058451e-06,0.36526845052317164,1.138108022602107,True,0.9300137882302844,0.3652760828809937,0.6476449355556391,True,True,True,H1C1C_PHASE_GAP_BROADBAND,H1C1C_H1C1C_R02_Px,H1C1C_H1C1C_R02_Py,H1C1C_H1C1C_R02_Px_attempt_003,H1C1C_H1C1C_R02_Py_attempt_002,True,False,NONE,True,False,UNASSIGNED
H1C1C_R03,28fe1e8af9f21a1d42ee7b194d5c31a4a207045a5d9ba16a3a51e00814c03a7c,186.04300578092153,113.0,101.0,101.0,-1.231977402639728,550.0,450.0,-0.4575947564696356,0.49211010343584566,0.005894509221542235,0.02607011684163175,0.006048877353608314,0.0257312701538861,0.20909211261713906,0.451635661131495,132.91860208580192,0.3555260142639992,0.4515653150521438,0.0007143962310991778,0.0006986871809712649,0.24769428196438098,0.8370619334485323,True,0.452264002233115,0.24840867819548015,0.3503363402142976,True,True,True,H1C1C_PHASE_GAP_BROADBAND,H1C1C_H1C1C_R03_Px,H1C1C_H1C1C_R03_Py,H1C1C_H1C1C_R03_Px_attempt_002,H1C1C_H1C1C_R03_Py_attempt_002,True,False,NONE,True,False,UNASSIGNED
H1C1C_R03,28fe1e8af9f21a1d42ee7b194d5c31a4a207045a5d9ba16a3a51e00814c03a7c,186.04300578092153,113.0,101.0,101.0,-1.231977402639728,550.0,450.5,-0.41555241304260554,0.6451897710455671,0.00022958157474443918,0.012114145068558329,0.00038237669075119347,0.012059611998104158,0.250491944945245,0.40768245084930405,122.78468626561153,0.28018132133731033,0.5889536486473635,0.0001468052184415382,0.0001455804534784476,0.2289511952129469,0.904542552637647,True,0.5890992291008419,0.22909800043138845,0.4090986147661152,True,True,True,H1C1C_PHASE_GAP_BROADBAND,H1C1C_H1C1C_R03_Px,H1C1C_H1C1C_R03_Py,H1C1C_H1C1C_R03_Px_attempt_002,H1C1C_H1C1C_R03_Py_attempt_002,True,False,NONE,True,False,UNASSIGNED
H1C1C_R03,28fe1e8af9f21a1d42ee7b194d5c31a4a207045a5d9ba16a3a51e00814c03a7c,186.04300578092153,113.0,101.0,101.0,-1.231977402639728,550.0,451.0,-0.3369926330453642,0.7723124878087715,0.0060092955982802175,0.003935670668212728,0.0059296998249000815,0.00388416063230135,0.27257477872291436,0.37212235672592353,113.57368086100882,0.23065647928282218,0.7100306135522212,5.1601137196140024e-05,5.024804383093968e-05,0.21277205837110122,0.9606791978097317,True,0.7100808615960521,0.2128236595082973,0.4614522605521747,True,True,True,H1C1C_PHASE_GAP_BROADBAND,H1C1C_H1C1C_R03_Px,H1C1C_H1C1C_R03_Py,H1C1C_H1C1C_R03_Px_attempt_002,H1C1C_H1C1C_R03_Py_attempt_002,True,False,NONE,True,False,UNASSIGNED
H1C1C_R03,28fe1e8af9f21a1d42ee7b194d5c31a4a207045a5d9ba16a3a51e00814c03a7c,186.04300578092153,113.0,101.0,101.0,-1.231977402639728,550.0,451.5,-0.21270413197123894,0.876995686266748,0.005921791361076339,0.006053628787126577,0.0058654884331744775,0.005835747558127219,0.2751719711384574,0.32473408741155224,103.63311077116663,0.18209932219460723,0.8143644814881223,7.171403441644594e-05,6.845990412189138e-05,0.18117184122723767,0.9978359066769938,True,0.8144329413922445,0.18124355526165412,0.49783824832694934,True,True,True,H1C1C_PHASE_GAP_BROADBAND,H1C1C_H1C1C_R03_Px,H1C1C_H1C1C_R03_Py,H1C1C_H1C1C_R03_Px_attempt_002,H1C1C_H1C1C_R03_Py_attempt_002,True,False,NONE,True,False,UNASSIGNED
H1C1C_R03,28fe1e8af9f21a1d42ee7b194d5c31a4a207045a5d9ba16a3a51e00814c03a7c,186.04300578092153,113.0,101.0,101.0,-1.231977402639728,550.0,452.0,-0.02708179725030958,0.9583642682294852,-0.003236112630925048,0.004422600354766285,-0.0031742666448363274,0.004277370113835684,0.27568416819958574,0.26608468872441665,91.61865369132533,0.1377611744924203,0.9191954943613435,3.0031818858011513e-05,2.8371863823255164e-05,0.14680282216946722,1.0325002277062663,True,0.9192238662251667,0.14683285398832527,0.533028360106746,True,True,True,H1C1C_PHASE_GAP_BROADBAND,H1C1C_H1C1C_R03_Px,H1C1C_H1C1C_R03_Py,H1C1C_H1C1C_R03_Px_attempt_002,H1C1C_H1C1C_R03_Py_attempt_002,True,False,NONE,True,False,UNASSIGNED
H1C1C_R03,28fe1e8af9f21a1d42ee7b194d5c31a4a207045a5d9ba16a3a51e00814c03a7c,186.04300578092153,113.0,101.0,101.0,-1.231977402639728,550.0,452.5,0.2505627031570374,0.9632932229729931,-0.01123710959160969,0.00033816525586321963,-0.011292389980273244,0.0003232363763713553,0.27280613927636815,0.2126142847150265,75.41985248024821,0.10794372350784909,0.9907155016390583,0.0001263869877141195,0.00012762255322158525,0.11962802369175954,1.0538489146323364,True,0.9908431241922798,0.11975441067947362,0.5552987674358767,True,True,True,H1C1C_PHASE_GAP_BROADBAND,H1C1C_H1C1C_R03_Px,H1C1C_H1C1C_R03_Py,H1C1C_H1C1C_R03_Px_attempt_002,H1C1C_H1C1C_R03_Py_attempt_002,True,False,NONE,True,False,UNASSIGNED
H1C1C_R03,28fe1e8af9f21a1d42ee7b194d5c31a4a207045a5d9ba16a3a51e00814c03a7c,186.04300578092153,113.0,101.0,101.0,-1.231977402639728,550.0,453.0,0.5981938652881214,0.6860086560343653,-0.018827295974290392,0.010554031650660028,-0.019048916474682022,0.010495853053601858,0.25308555461410176,0.16467626913951955,48.91184142984349,0.10005879907666082,0.8284437766224194,0.0004658546577866649,0.0004730241501822157,0.09117057157203898,0.9594546508316206,True,0.8289168007726013,0.09163642622982565,0.4602766135012135,True,True,True,H1C1C_PHASE_GAP_BROADBAND,H1C1C_H1C1C_R03_Px,H1C1C_H1C1C_R03_Py,H1C1C_H1C1C_R03_Px_attempt_002,H1C1C_H1C1C_R03_Py_attempt_002,True,False,NONE,True,False,UNASSIGNED
H1C1C_R03,28fe1e8af9f21a1d42ee7b194d5c31a4a207045a5d9ba16a3a51e00814c03a7c,186.04300578092153,113.0,101.0,101.0,-1.231977402639728,550.0,453.5,0.4638787475312949,0.07193666936182624,-0.013940765488176049,0.03496825002423806,-0.014160327555354329,0.03526112364032357,0.2170077984037427,0.11338372560292953,8.815010427678772,0.2218094000471028,0.22035837681007556,0.0014171234521539457,0.001443861716853113,0.059948253799639854,0.5321349601170012,True,0.22180223852692865,0.06136537725179381,0.14158380788936123,True,True,True,H1C1C_PHASE_GAP_BROADBAND,H1C1C_H1C1C_R03_Px,H1C1C_H1C1C_R03_Py,H1C1C_H1C1C_R03_Px_attempt_002,H1C1C_H1C1C_R03_Py_attempt_002,True,False,NONE,True,False,UNASSIGNED
H1C1C_R03,28fe1e8af9f21a1d42ee7b194d5c31a4a207045a5d9ba16a3a51e00814c03a7c,186.04300578092153,113.0,101.0,101.0,-1.231977402639728,550.0,454.0,-0.07242591593653788,0.04946519551752619,0.0050169493415021214,0.035218793244644296,0.005175915350764535,0.036254815818715355,0.17424307696118693,0.06549097793341582,145.66784372952105,0.8288647599023606,0.007692318866833544,0.0012655331783042016,0.001341201769767253,0.03464971805957727,0.21201125412223348,True,0.009033520636600798,0.035915251237881474,0.022474385937241135,True,True,True,H1C1C_PHASE_GAP_BROADBAND,H1C1C_H1C1C_R03_Px,H1C1C_H1C1C_R03_Py,H1C1C_H1C1C_R03_Px_attempt_002,H1C1C_H1C1C_R03_Py_attempt_002,True,False,NONE,True,False,UNASSIGNED
H1C1C_R04,335a88ab04422b7cee7c78ee36928f383f33253ec86a6166c835cc268e7f4513,181.22361876973983,114.0,100.0,94.0,2.8466169158161057,550.0,450.0,0.23348428208752192,0.9183234598223479,0.22288415337163053,0.052853887239545864,0.218578497410488,0.050682686984154096,0.16284491514004754,0.10375166322851934,75.73477179871315,0.13497903174778292,0.8978328868420129,0.05247087922051915,0.05034529429016044,0.037282874009653376,1.0187894455491506,True,0.9481781811321734,0.08975375323017251,0.5189659671811729,True,True,True,H1C1C_PHASE_GAP_BROADBAND,H1C1C_H1C1C_R04_Px,H1C1C_H1C1C_R04_Py,H1C1C_H1C1C_R04_Px_attempt_002,H1C1C_H1C1C_R04_Py_attempt_002,True,False,NONE,True,False,UNASSIGNED
H1C1C_R04,335a88ab04422b7cee7c78ee36928f383f33253ec86a6166c835cc268e7f4513,181.22361876973983,114.0,100.0,94.0,2.8466169158161057,550.0,450.5,0.5578002110993346,0.41174796086651244,0.18718632537776603,-0.10905487154888904,0.18382696035365279,-0.10847375171767,0.1174079773662618,0.06582928679218189,36.43340347217179,0.18706461228127202,0.4806774587801933,0.04693168541697559,0.045558906164570145,0.01811812814880397,0.7689513498983814,True,0.5262363649447633,0.06504981356577956,0.29564308925527144,True,True,True,H1C1C_PHASE_GAP_BROADBAND,H1C1C_H1C1C_R04_Px,H1C1C_H1C1C_R04_Py,H1C1C_H1C1C_R04_Px_attempt_002,H1C1C_H1C1C_R04_Py_attempt_002,True,False,NONE,True,False,UNASSIGNED
H1C1C_R04,335a88ab04422b7cee7c78ee36928f383f33253ec86a6166c835cc268e7f4513,181.22361876973983,114.0,100.0,94.0,2.8466169158161057,550.0,451.0,0.23993269824338911,0.008692821467443965,0.06550045451253769,-0.13104656395094638,0.0628491248578758,-0.12759615816634326,0.08088240424106563,0.04175395104182344,2.074932818251966,0.46439603545342034,0.05764326483141807,0.021463511464698503,0.02023079207421135,0.00828535574341814,0.3280593301732875,True,0.07787405690562944,0.029748867208116647,0.053811462056873045,True,True,True,H1C1C_PHASE_GAP_BROADBAND,H1C1C_H1C1C_R04_Px,H1C1C_H1C1C_R04_Py,H1C1C_H1C1C_R04_Px_attempt_002,H1C1C_H1C1C_R04_Py_attempt_002,True,False,NONE,True,False,UNASSIGNED
H1C1C_R04,335a88ab04422b7cee7c78ee36928f383f33253ec86a6166c835cc268e7f4513,181.22361876973983,114.0,100.0,94.0,2.8466169158161057,550.0,451.5,-0.04401174696144374,0.027379953923129724,0.0035545375986278196,-0.09687782257120453,0.003129700343558356,-0.09780779642627754,0.06224627162500666,0.027237970006001526,148.11402576391538,0.897756052229574,0.002686695747430859,0.009397947243677847,0.009576160066004619,0.004616505341261948,0.16210277110023527,True,0.01226285581343548,0.01401445258493979,0.013138654199187635,True,True,True,H1C1C_PHASE_GAP_BROADBAND,H1C1C_H1C1C_R04_Px,H1C1C_H1C1C_R04_Py,H1C1C_H1C1C_R04_Px_attempt_002,H1C1C_H1C1C_R04_Py_attempt_002,True,False,NONE,True,False,UNASSIGNED
H1C1C_R04,335a88ab04422b7cee7c78ee36928f383f33253ec86a6166c835cc268e7f4513,181.22361876973983,114.0,100.0,94.0,2.8466169158161057,550.0,452.0,-0.18714603542826674,0.14762222934127636,-0.015684683356810954,-0.07293780260051765,-0.01609682649518633,-0.07288389412251536,0.030256660207494356,0.014347497640451887,141.73335220151017,0.17746693410943948,0.05681596117220647,0.005565932340195502,0.005571169845678163,0.0011213161754545446,0.2628200516199909,True,0.06238713101788462,0.006687248515650043,0.03453718976676733,True,True,True,H1C1C_PHASE_GAP_BROADBAND,H1C1C_H1C1C_R04_Px,H1C1C_H1C1C_R04_Py,H1C1C_H1C1C_R04_Px_attempt_002,H1C1C_H1C1C_R04_Py_attempt_002,True,False,NONE,True,False,UNASSIGNED
H1C1C_R04,335a88ab04422b7cee7c78ee36928f383f33253ec86a6166c835cc268e7f4513,181.22361876973983,114.0,100.0,94.0,2.8466169158161057,550.0,452.5,-0.2469783768340034,0.2520807163783261,-0.01905332808585889,-0.054625381133236235,-0.019664984694868767,-0.0553870485198331,-0.00968816813449855,-0.005461236340154824,134.41423302349506,0.05267501819977982,0.12454300619336904,0.0033469615750987,0.003454436766787769,0.00012368570416534076,0.3625852868490679,True,0.1279974429601568,0.003470647279264041,0.06573404511971043,True,True,True,H1C1C_PHASE_GAP_BROADBAND,H1C1C_H1C1C_R04_Px,H1C1C_H1C1C_R04_Py,H1C1C_H1C1C_R04_Px_attempt_002,H1C1C_H1C1C_R04_Py_attempt_002,True,False,NONE,True,False,UNASSIGNED
H1C1C_R04,335a88ab04422b7cee7c78ee36928f383f33253ec86a6166c835cc268e7f4513,181.22361876973983,114.0,100.0,94.0,2.8466169158161057,550.0,453.0,-0.2573095515445151,0.3365405442378477,-0.02088467269022739,-0.04236132428346221,-0.02165579466002224,-0.04362590588535498,-0.045286316974855405,-0.018322770862812827,127.40052396161411,0.037485387060009145,0.17946774323194617,0.0022306513484265746,0.0023721931066748984,0.0023865744372382194,0.43180685743082625,True,0.18183993633862106,0.004617225785664795,0.09322858106214292,True,True,True,H1C1C_PHASE_GAP_BROADBAND,H1C1C_H1C1C_R04_Px,H1C1C_H1C1C_R04_Py,H1C1C_H1C1C_R04_Px_attempt_002,H1C1C_H1C1C_R04_Py_attempt_002,True,False,NONE,True,False,UNASSIGNED
