wavelength_nm,farfield_Ex_real,farfield_Ex_imag,farfield_Ey_real,farfield_Ey_imag,farfield_intensity_angular_integral_raw,farfield_intensity_angular_integral_over_sourcepower,farfield_max_raw,farfield_max_over_sourcepower,normal_S0,normal_S1,normal_S2,normal_S3,normal_DoLP,normal_DoCP,normal_psi_deg
400.00000000000006,3.4461752057015635e-08,-9.49843468740534e-08,-5.147456395311248e-10,-2.892819965765764e-09,1.7623846666868826e-14,4.773591538515473,3.9913720668149444e-14,10.811022295735821,5.109135938178735e-15,5.100502567750985e-15,2.5703357847053104e-16,1.4858442278293505e-16,0.9995770261595837,0.029082104015400553,1.4424550807755148
401.0000000000001,-6.792864506328499e-08,6.266165655844189e-08,-2.2954250940150983e-10,2.4398679479068554e-09,1.895676255604513e-14,5.186163984488385,4.650138170637077e-14,12.721781492041861,4.2733948340743606e-15,4.267389188707515e-15,1.6847867904776067e-16,1.5135340994496996e-16,0.9993725998150002,0.03541760493042621,1.130446045013419
402.0000000000001,7.904462492106024e-08,5.845454714821291e-09,5.324875646932726e-12,-2.5227810766334457e-09,2.0398931489124265e-14,5.6365870140579535,4.846868615244439e-14,13.392758689393839,3.1442932612245222e-15,3.137928808509602e-15,-1.4325899740605822e-17,1.9944341027989546e-16,0.9979862720716697,0.06343028264552641,179.8692118368007
403.0000000000001,-1.0299122945752188e-07,4.987033410750057e-08,2.1385464178014036e-09,9.146742273684938e-10,1.9703264054193652e-14,5.498736974426421,5.809655756038211e-14,16.213439979563812,6.54982678944448e-15,6.544416779721177e-15,-1.746364155029591e-16,2.0085344758994458e-16,0.9995297042103548,0.030665459415451176,179.23571833007213
404.00000000000006,-9.441851735502397e-08,1.4139713219488469e-07,3.434337560542216e-09,-3.9676164272082973e-10,1.9183075235005575e-14,5.406899217547396,6.14457527461029e-14,17.318964158481442,1.4459978753369772e-14,1.4448026659088884e-14,-3.803660190087227e-16,4.48143836000801e-16,0.9995196322174423,0.030992012066156392,179.24597540956503
405.00000000000017,-2.0329539425565683e-07,-4.469178403374983e-08,2.896765107891741e-09,2.105117323264423e-09,1.8368924011451805e-14,5.228876621166522,4.643377686882708e-14,13.217785110902808,2.1669597826358642e-14,2.1656775059323636e-14,-6.829804534519208e-16,2.9849905558905416e-16,0.9999051199667414,0.013775015945425783,179.0968430859425
406.00000000000006,1.061826244128111e-07,-1.0838702769525705e-07,-1.8039400713506494e-09,5.924558213544777e-10,1.7858010906847872e-14,5.133833768003879,3.382220436482115e-14,9.723231539177949,1.1513051351742904e-14,1.1509446148061624e-14,-2.557616165768097e-16,1.3261518851400082e-16,0.9999336577706969,0.011518682967910577,179.36349457659475
407.0000000000001,1.0759419571124623e-07,1.1143344035844261e-07,-1.3283696681259998e-09,-2.7155458891087632e-09,1.754467447334828e-14,5.093631652324972,2.595323839854137e-14,7.534835530175412,1.2001530668159797e-14,1.1992391912708746e-14,-4.455274869238474e-16,1.4415217366855562e-16,0.9999278635474302,0.012011149048762009,178.9361959384568
408.00000000000006,1.443276281080255e-07,4.319099350424481e-08,-3.0857584215987237e-09,-3.576603543355011e-10,1.7210927399494094e-14,5.04602629190966,2.4413821033450306e-14,7.157823629212944,1.135278799056888e-14,1.1343138164603349e-14,-4.608078999445388e-16,-8.165670133342036e-17,0.9999741325135738,-0.007192656235741842,178.83683696993893
409.0,-1.4010796649261296e-07,9.053608411326936e-08,1.254547123276215e-09,-2.5991722429828053e-09,1.6702174188359853e-14,4.945051566641529,2.885498919620159e-14,8.54316377741676,1.3917677193046676e-14,1.3909347608213462e-14,-4.110909231269542e-16,-2.5058295365136905e-16,0.999837903090712,-0.018004653375389482,179.15355769792905
