wavelength_nm,R_total,T_total,signed_reflection_T,closure_RT,abs_residual,eta_plus1,eta_0,eta_minus1,order_sum_T_mismatch,raw_transmission_over_sourcepower,raw_reflection_over_sourcepower_signed,normalization_T_mismatch,normalization_R_mismatch,open_order_count,all_transmitted_orders_json
445.0,0.302832665438269,0.6757461146895625,-0.302832665438269,0.021421219872168606,0.021421219872168606,0.136933911514094,0.06847347394119847,0.11432274890724632,0.0,0.6757461146895625,-0.30283266543826903,0.0,5.551115123125783e-17,8,"{""-1"": 0.11432274890724632, ""0"": 0.06847347394119847, ""1"": 0.136933911514094, ""2"": 0.11883212582846743, ""3"": 0.057920922245555576, ""4"": 0.05971042776684176, ""5"": 0.009625807265385276, ""6"": 0.10992669722077365}"
445.99999999999994,0.31296845721227295,0.6696823286901449,-0.31296845721227295,0.017349214097582166,0.017349214097582166,0.13325496171114276,0.06362435680252608,0.11889319004353444,1.1102230246251565e-16,0.6696823286901449,-0.31296845721227295,0.0,0.0,8,"{""-1"": 0.11889319004353444, ""0"": 0.06362435680252608, ""1"": 0.13325496171114276, ""2"": 0.12281438373698295, ""3"": 0.0461016083726704, ""4"": 0.058381576275294694, ""5"": 0.014279421677409776, ""6"": 0.11233283007058388}"
446.99999999999994,0.31945207585992574,0.6655829505931952,-0.31945207585992574,0.01496497354687909,0.01496497354687909,0.13083400322252578,0.06102705760147472,0.120701082901194,0.0,0.6655829505931952,-0.3194520758599257,0.0,5.551115123125783e-17,8,"{""-1"": 0.120701082901194, ""0"": 0.06102705760147472, ""1"": 0.13083400322252578, ""2"": 0.12791182353447195, ""3"": 0.04022114530512723, ""4"": 0.0546902817620715, ""5"": 0.015935125297703103, ""6"": 0.1142624309686269}"
448.00000000000006,0.3210053752341562,0.6656687787896516,-0.3210053752341562,0.013325845976192241,0.013325845976192241,0.12931503008739803,0.05948304732300524,0.1226575373023945,0.0,0.6656687787896515,-0.3210053752341562,1.1102230246251565e-16,0.0,8,"{""-1"": 0.1226575373023945, ""0"": 0.05948304732300524, ""1"": 0.12931503008739803, ""2"": 0.13105404079852148, ""3"": 0.03710109420315688, ""4"": 0.05227088877910001, ""5"": 0.016497089675498892, ""6"": 0.11729005062057654}"
449.0,0.320115574266044,0.6675554609517464,-0.320115574266044,0.012328964782209573,0.012328964782209573,0.12826159895410044,0.05837147664129417,0.1248777727469643,0.0,0.6675554609517464,-0.320115574266044,0.0,0.0,8,"{""-1"": 0.1248777727469643, ""0"": 0.05837147664129417, ""1"": 0.12826159895410044, ""2"": 0.13339087533822272, ""3"": 0.034840410792528496, ""4"": 0.05045220873168819, ""5"": 0.016816893390123697, ""6"": 0.12054422435682441}"
450.0,0.31906232166569415,0.6688715891692893,-0.31906232166569415,0.012066089165016503,0.012066089165016503,0.12757711258737536,0.05741840896530095,0.1270644494468259,0.0,0.6688715891692895,-0.3190623216656942,1.1102230246251565e-16,5.551115123125783e-17,8,"{""-1"": 0.1270644494468259, ""0"": 0.05741840896530095, ""1"": 0.12757711258737536, ""2"": 0.13577826457455758, ""3"": 0.03271420843009319, ""4"": 0.048469491131303805, ""5"": 0.01733757157790899, ""6"": 0.1225120824559236}"
450.9999999999999,0.32864716835123625,0.6595078079200694,-0.32864716835123625,0.011845023728694448,0.011845023728694448,0.12707599928179697,0.05624879651859437,0.1265060372403141,0.0,0.6595078079200694,-0.32864716835123625,0.0,0.0,8,"{""-1"": 0.1265060372403141, ""0"": 0.05624879651859437, ""1"": 0.12707599928179697, ""2"": 0.1357584830720156, ""3"": 0.034705458362876376, ""4"": 0.04507916958413404, ""5"": 0.01717621967890037, ""6"": 0.11695764418143759}"
451.99999999999994,0.2982781970296513,0.6908688417625691,-0.2982781970296513,0.010852961207779566,0.010852961207779566,0.12269968312034256,0.05555505412834703,0.1322183831299911,0.0,0.6908688417625692,-0.2982781970296513,1.1102230246251565e-16,0.0,8,"{""-1"": 0.1322183831299911, ""0"": 0.05555505412834703, ""1"": 0.12269968312034256, ""2"": 0.12823952402335492, ""3"": 0.03881814730224262, ""4"": 0.0516986366919329, ""5"": 0.011751746328509206, ""6"": 0.1498876670378488}"
453.00000000000006,0.29087677626720077,0.6953830643333756,-0.29087677626720077,0.013740159399423635,0.013740159399423635,0.12277783117289716,0.05456477714942855,0.13588271206021688,0.0,0.6953830643333756,-0.2908767762672007,0.0,5.551115123125783e-17,8,"{""-1"": 0.13588271206021688, ""0"": 0.05456477714942855, ""1"": 0.12277783117289716, ""2"": 0.13468726957553925, ""3"": 0.03227487606344201, ""4"": 0.04874741805084731, ""5"": 0.014243366554909879, ""6"": 0.1522048137060946}"
453.9999999999999,0.2837516308599117,0.6997991073351129,-0.2837516308599117,0.016449261804975412,0.016449261804975412,0.12214106074345646,0.05331140309830818,0.13857472869190143,0.0,0.6997991073351129,-0.2837516308599117,0.0,0.0,8,"{""-1"": 0.13857472869190143, ""0"": 0.05331140309830818, ""1"": 0.12214106074345646, ""2"": 0.13792291749683225, ""3"": 0.02921680064131594, ""4"": 0.04660617990308442, ""5"": 0.015110906840812868, ""6"": 0.15691510991940136}"
455.00000000000006,0.27605092122261427,0.7044206306629258,-0.27605092122261427,0.019528448114459862,0.019528448114459862,0.12138095352012933,0.051828273349209676,0.14101224183955288,0.0,0.7044206306629258,-0.27605092122261427,0.0,0.0,8,"{""-1"": 0.14101224183955288, ""0"": 0.051828273349209676, ""1"": 0.12138095352012933, ""2"": 0.14063407074951959, ""3"": 0.026731384511536654, ""4"": 0.04452234262846167, ""5"": 0.015653815570110596, ""6"": 0.16265754849440545}"
