wavelength_nm,order_n,u_x,fraction,eta_abs
445.0,-1,-0.9366827804495408,0.1691800314083436,0.11432274890724632
445.0,0,-0.6809356540127592,0.10133017778822918,0.06847347394119847
445.0,1,-0.42518852757597764,0.20264106376253663,0.136933911514094
445.0,2,-0.16944140113919598,0.17585321357424136,0.11883212582846743
445.0,3,0.08630572529758569,0.08571402925811039,0.057920922245555576
445.0,4,0.3420528517343673,0.08836222135627478,0.05971042776684176
445.0,5,0.597799978171149,0.014244709745474997,0.009625807265385276
445.0,6,0.8535471046079306,0.16267455310678913,0.10992669722077365
445.99999999999994,-1,-0.9387876855741464,0.17753669904368208,0.11889319004353444
445.99999999999994,0,-0.6824658464936867,0.09500677272905078,0.06362435680252608
445.99999999999994,1,-0.42614400741322694,0.1989823473045508,0.13325496171114276
445.99999999999994,2,-0.16982216833276717,0.18339200315648152,0.12281438373698295
445.99999999999994,3,0.0864996707476926,0.06884101072644719,0.0461016083726704
445.99999999999994,4,0.3428215098281523,0.08717801526805294,0.058381576275294694
445.99999999999994,5,0.5991433489086122,0.0213226795237966,0.014279421677409776
445.99999999999994,6,0.8554651879890719,0.1677404722479382,0.11233283007058388
446.99999999999994,-1,-0.9408925906987521,0.18134641639125548,0.120701082901194
446.99999999999994,0,-0.6839960389746141,0.0916896346985524,0.06102705760147472
446.99999999999994,1,-0.4270994872504763,0.19657054482228112,0.13083400322252578
446.99999999999994,2,-0.1702029355263384,0.19218013835912057,0.12791182353447195
446.99999999999994,3,0.08669361619779954,0.06042995132204104,0.04022114530512723
446.99999999999994,4,0.3435901679219374,0.0821689944331195,0.0546902817620715
446.99999999999994,5,0.6004867196460754,0.023941606802729935,0.015935125297703103
446.99999999999994,6,0.8573832713702133,0.1716727131709,0.1142624309686269
448.00000000000006,-1,-0.9429974958233579,0.18426211535024348,0.1226575373023945
448.00000000000006,0,-0.6855262314555418,0.08935832536890186,0.05948304732300524
448.00000000000006,1,-0.4280549670877258,0.1942633246560314,0.12931503008739803
448.00000000000006,2,-0.17058370271990964,0.19687575108571223,0.13105404079852148
448.00000000000006,3,0.0868875616479065,0.0557350673267503,0.03710109420315688
448.00000000000006,4,0.34435882601572254,0.0785238701958371,0.05227088877910001
448.00000000000006,5,0.6018300903835387,0.02478273009212574,0.016497089675498892
448.00000000000006,6,0.8593013547513548,0.17619881592439787,0.11729005062057654
449.0,-1,-0.9451024009479636,0.18706726264949386,0.1248777727469643
449.0,0,-0.6870564239364694,0.08744063985046703,0.05837147664129417
449.0,1,-0.42901044692497514,0.1921362440376646,0.12826159895410044
449.0,2,-0.17096446991348088,0.1998199148098419,0.13339087533822272
449.0,3,0.08708150709801342,0.05219103554760209,0.034840410792528496
449.0,4,0.34512748410950767,0.07557755375075131,0.05045220873168819
449.0,5,0.603173461121002,0.025191754653834355,0.016816893390123697
449.0,6,0.8612194381324962,0.1805755947003448,0.12054422435682441
450.0,-1,-0.9472073060725693,0.1899683758501907,0.1270644494468259
450.0,0,-0.6885866164173969,0.08584369540439327,0.05741840896530095
450.0,1,-0.42996592676222456,0.19073483558454146,0.12757711258737536
450.0,2,-0.1713452371070521,0.20299601115243737,0.13577826457455758
450.0,3,0.08727545254812036,0.04890954999407716,0.03271420843009319
450.0,4,0.34589614220329273,0.07246456856016398,0.048469491131303805
450.0,5,0.6045168318584653,0.025920627903244526,0.01733757157790899
450.0,6,0.8631375215136377,0.18316233555095157,0.1225120824559236
450.9999999999999,-1,-0.949312211197175,0.19181886206818996,0.1265060372403141
450.9999999999999,0,-0.6901168088983245,0.08528905320467652,0.05624879651859437
450.9999999999999,1,-0.4309214065994739,0.19268308540965484,0.12707599928179697
450.9999999999999,2,-0.17172600430062332,0.20584818169198868,0.1357584830720156
450.9999999999999,3,0.08746939799822728,0.05262327139435867,0.034705458362876376
450.9999999999999,4,0.3466648002970778,0.06835274585497784,0.04507916958413404
450.9999999999999,5,0.6058602025959285,0.026043997466944444,0.01717621967890037
450.9999999999999,6,0.8650556048947791,0.17734080290920914,0.11695764418143759
451.99999999999994,-1,-0.9514171163217807,0.19137986132457627,0.1322183831299911
451.99999999999994,0,-0.6916470013792521,0.08041331548056647,0.05555505412834703
451.99999999999994,1,-0.4318768864367233,0.17760199288667697,0.12269968312034256
451.99999999999994,2,-0.17210677149419454,0.18562065079702494,0.12823952402335492
451.99999999999994,3,0.08766334344833422,0.05618743378729946,0.03881814730224262
451.99999999999994,4,0.3474334583908629,0.07483133348442449,0.0516986366919329
451.99999999999994,5,0.6072035733333917,0.017010097457178318,0.011751746328509206
451.99999999999994,6,0.8669736882759205,0.2169553147822531,0.1498876670378488
453.00000000000006,-1,-0.9535220214463864,0.19540699080798,0.13588271206021688
453.00000000000006,0,-0.6931771938601795,0.07846722180635318,0.05456477714942855
453.00000000000006,1,-0.4328323662739727,0.17656143422272919,0.12277783117289716
453.00000000000006,2,-0.17248753868776576,0.19368787720571873,0.13468726957553925
453.00000000000006,3,0.08785728889844116,0.04641308901358147,0.03227487606344201
453.00000000000006,4,0.348202116484648,0.07010153187664803,0.04874741805084731
453.00000000000006,5,0.608546944070855,0.02048276307759118,0.014243366554909879
453.00000000000006,6,0.8688917716570619,0.2188790919893983,0.1522048137060946
453.9999999999999,-1,-0.9556269265709919,0.198020728005219,0.13857472869190143
453.9999999999999,0,-0.694707386341107,0.07618101043501181,0.05331140309830818
453.9999999999999,1,-0.433787846111222,0.17453732001542374,0.12214106074345646
453.9999999999999,2,-0.17286830588133695,0.1970893018455725,0.13792291749683225
453.9999999999999,3,0.08805123434854807,0.04175026852002669,0.02921680064131594
453.9999999999999,4,0.348970774578433,0.06659937032581283,0.04660617990308442
453.9999999999999,5,0.6098903148083181,0.021593206796671014,0.015110906840812868
453.9999999999999,6,0.8708098550382031,0.2242287940562625,0.15691510991940136
455.00000000000006,-1,-0.957731831695598,0.20018187387108063,0.14101224183955288
455.00000000000006,0,-0.6962375788220347,0.07357574592957962,0.051828273349209676
455.00000000000006,1,-0.43474332594847154,0.17231317232418147,0.12138095352012933
455.00000000000006,2,-0.17324907307490825,0.19964501979047625,0.14063407074951959
455.00000000000006,3,0.08824517979865504,0.03794804318320421,0.026731384511536654
455.00000000000006,4,0.34973943267221824,0.06320420028948041,0.04452234262846167
455.00000000000006,5,0.6112336855457816,0.022222255977055766,0.015653815570110596
455.00000000000006,6,0.8727279384193448,0.23090968863494166,0.16265754849440545
