case_id,wavelength_nm,T_total,R_signed_monitor,R_total,closure,signed_closure_residual,sourcepower_W,raw_transmitted_power_W,raw_reflected_power_W,normalization_path,transmitted_order_sum,transmitted_order_sum_mismatch,eta_plus1,eta_0,eta_minus1,non_target_efficiency,directionality,eta_plus1_over_minus1,plus1_transmitted_fraction,plus1_air_side_angle_deg,transmitted_order_count,raw_power_origin,transmission_power_normalization_mismatch,reflection_power_normalization_mismatch,source_case_id,frequency_hz,geometry_id,geometry_hash,polarization,generator_id,interface_stack_id,quality_gate_pass,training_label,provisional_hf_label,diagnostic_only,pilot_scope_only,bulk_mdc_compatible,candidate_performance_label
RUN3C_P_PILOT_HF_V1,455,0.7663191867354433,-0.23336134117128826,0.23336134117128826,0.9996805279067316,0.00031947209326843584,9.412404171376484e-16,7.212905909834521e-16,-2.1964912610786446e-16,monitor_T_and_order_sum,0.7663191867354432,-1.1102230246251565e-16,0.661378979364011,0.03797530512104224,0.007739094989874803,0.10494020737143228,0.9884338874011918,85.45947300418267,0.8630594024162664,15.158744308614912,7,direct_getdata_power,0.0,-2.7755575615628914e-17,RUN3C_P_PILOT_HF_SIMTIME_3PS_CONTROL_V1,658884523076923.0,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
RUN3C_S_PILOT_HF_V2,445,0.9232889951891871,-0.07717783321031811,0.07717783321031811,1.000466828399505,-0.0004668283995051675,9.406179484425252e-16,8.684622004744137e-16,-7.25948551395288e-17,,0.9232889951891868,-2.220446049250313e-16,0.8642819524816584,0.018346060266659588,0.003487357886889569,0.059007042707528656,0.9959812385097965,247.8328810848047,0.9360903866341028,14.817860402183731,7,,,,,673690916853932.6,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
RUN3C_S_PILOT_HF_V2,446,0.919821556233092,-0.08175262355372118,0.08175262355372118,1.0015741797868132,-0.0015741797868132068,9.406820787279247e-16,8.652596535760996e-16,-7.690322786597593e-17,,0.9198215562330923,2.220446049250313e-16,0.864761271615089,0.01531245320529127,0.003946889083809803,0.05506028461800305,0.9954565995090521,219.09946118383525,0.9401402541124507,14.85192444636312,7,,,,,672180399103139.1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
RUN3C_S_PILOT_HF_V2,447,0.9064719171937545,-0.09537873817346086,0.09537873817346086,1.0018506553672153,-0.0018506553672153897,9.407457805215036e-16,8.527596312612624e-16,-8.972714548814858e-17,,0.9064719171937544,-1.1102230246251565e-16,0.8502382367791608,0.014782094574358712,0.004948363979280524,0.056233680414593756,0.9942137026294706,171.82208914688258,0.9379642332564683,14.885993861861795,7,,,,,670676639821029.1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
RUN3C_S_PILOT_HF_V2,448,0.8877165852250026,-0.11390208204192505,0.11390208204192505,1.0016186672669276,-0.0016186672669276786,9.408090576289273e-16,8.351718039871041e-16,-1.0716011046783627e-16,,0.8877165852250024,-2.220446049250313e-16,0.8282998912819008,0.014763562438670151,0.0062972700143597024,0.059416693943101784,0.9924547191071449,131.53317062681506,0.9330679465360648,14.92006866327333,7,,,,,669179593750000.0,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
RUN3C_S_PILOT_HF_V2,449,0.8651101573300399,-0.13602883573493793,0.13602883573493793,1.001138993064978,-0.0011389930649778612,9.408719138137385e-16,8.13957849386819e-16,-1.2798571101178572e-16,,0.8651101573300398,-1.1102230246251565e-16,0.8018033810205912,0.014606433888507289,0.00787943527360856,0.0633067763094487,0.9902684914202927,101.75899073708462,0.9268222945100654,14.95414886521045,7,,,,,667689216035634.8,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
RUN3C_S_PILOT_HF_V2,450,0.8413296886744587,-0.15927989692528158,0.15927989692528158,1.0006095855997403,-0.0006095855997402533,9.409343527979162e-16,7.916360061025741e-16,-1.4987192672710865e-16,,0.8413296886744586,-1.1102230246251565e-16,0.7746563104770713,0.013886572014595516,0.009508963224194212,0.06667337819738739,0.9878737766857337,81.46590666226028,0.9207523767496743,14.988234482305128,7,,,,,666205462222222.2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
RUN3C_S_PILOT_HF_V2,451,0.8203543744882145,-0.17980122487964234,0.17980122487964234,1.0001555993678568,-0.00015559936785680684,9.409963782624261e-16,7.719504952851479e-16,-1.6919230141889147e-16,,0.8203543744882145,0.0,0.7518395062832949,0.012306077003747095,0.01094892434362056,0.06851486820491959,0.9856461845722778,68.66788761047177,0.9164813764202048,15.022325529208606,7,,,,,664728288248337.1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
RUN3C_S_PILOT_HF_V2,452,0.8045922708429888,-0.19523308698870828,0.19523308698870828,0.9998253578316971,0.00017464216830292978,9.410579938477605e-16,7.57167988264917e-16,-1.8372565717429913e-16,,0.8045922708429888,0.0,0.735538754511113,0.009809289937483905,0.012050647404411322,0.06905351633187584,0.9838806604621009,61.037281220414584,0.9141757647515966,15.056422020591514,7,,,,,663257650442477.9,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
RUN3C_S_PILOT_HF_V2,453,0.791664351414941,-0.20794740661400282,0.20794740661400282,0.9996117580289438,0.00038824197105621905,9.411192031544697e-16,7.450505235694294e-16,-1.9570329761060885e-16,,0.7916643514149411,1.1102230246251565e-16,0.7212189913406618,0.006720207471886737,0.01277036118659366,0.07044536007427915,0.9826014353714764,56.476005713745856,0.9110161270387226,15.0905239711439,7,,,,,661793505518763.8,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
RUN3C_S_PILOT_HF_V2,454,0.7769776979114256,-0.22251258665817714,0.22251258665817714,0.9994902845696028,0.0005097154303972951,9.411800097436879e-16,7.312758772909037e-16,-2.0942439847903634e-16,,0.7769776979114256,0.0,0.7010670867671519,0.003968430359879891,0.01279071990686599,0.07591061114427367,0.982082258137009,54.81060424056529,0.9023001414991356,15.124631395575323,7,,,,,660335810572687.4,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
RUN3C_S_PILOT_HF_V2,455,0.763139839204367,-0.23630573744841163,0.23630573744841163,0.9994455766527787,0.0005544233472213611,9.412404171376484e-16,7.182980605870764e-16,-2.2242051088796257e-16,,0.7631398392043669,-1.1102230246251565e-16,0.6764770626503063,0.0031314095286569528,0.011302937898503203,0.08666277655406074,0.983566056166966,59.84966640751774,0.8864391922659765,15.158744308614912,7,,,,,658884523076923.0,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
RUN3A_P_PILOT_HF_V1,445,0.7715955012725566,-0.22723662782696163,0.22723662782696163,0.9988321290995182,0.00116787090048176,9.406179484425252e-16,7.25776577434474e-16,-2.1374285067759427e-16,,0.7715955012725565,-1.1102230246251565e-16,0.6989210177009164,0.015175419457932238,0.002880265162432663,0.07267448357164019,0.9958958964128974,242.65856727948264,0.9058127173476497,14.817860402183731,7,,,,,673690916853932.6,K6X_D125_D135_D150_D175_D190_D210,06f49f63b580719dd1345d98f28881538154de46899e4d633dbf6dacce51c0f9,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
RUN3A_P_PILOT_HF_V1,446,0.781712061211798,-0.21764831557122002,0.21764831557122002,0.999360376783018,0.0006396232169819382,9.406820787279247e-16,7.353425267074048e-16,-2.0473786992316656e-16,,0.7817120612117981,1.1102230246251565e-16,0.7106722488376127,0.01312302469002894,0.003900424193103517,0.07103981237418533,0.994541598999916,182.20383569924994,0.9091227884292069,14.85192444636312,7,,,,,672180399103139.1,K6X_D125_D135_D150_D175_D190_D210,06f49f63b580719dd1345d98f28881538154de46899e4d633dbf6dacce51c0f9,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
RUN3A_P_PILOT_HF_V1,447,0.7912869801540274,-0.20809320951487711,0.20809320951487711,0.9993801896689045,0.000619810331095455,9.407457805215036e-16,7.443998877615042e-16,-1.9576280880629788e-16,,0.7912869801540274,0.0,0.7217496448275353,0.011293320005333564,0.00498860431454552,0.06953733532649209,0.993135624386862,144.6796737763094,0.9121212188870385,14.885993861861795,7,,,,,670676639821029.1,K6X_D125_D135_D150_D175_D190_D210,06f49f63b580719dd1345d98f28881538154de46899e4d633dbf6dacce51c0f9,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
RUN3A_P_PILOT_HF_V1,448,0.7996233968401735,-0.19957170214405576,0.19957170214405576,0.9991950989842292,0.0008049010157707703,9.408090576289273e-16,7.522929344392453e-16,-1.8775886502355006e-16,,0.7996233968401734,-1.1102230246251565e-16,0.7311447106443568,0.009776018338267405,0.0062396392373503685,0.06847868619581665,0.9915381452856283,117.17740126187708,0.9143613275119012,14.92006866327333,7,,,,,669179593750000.0,K6X_D125_D135_D150_D175_D190_D210,06f49f63b580719dd1345d98f28881538154de46899e4d633dbf6dacce51c0f9,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
RUN3A_P_PILOT_HF_V1,449,0.8080768388615611,-0.19160772381224467,0.19160772381224467,0.9996845626738058,0.0003154373261942123,9.408719138137385e-16,7.60296801888233e-16,-1.8027832580472085e-16,,0.808076838861561,-1.1102230246251565e-16,0.7405042504290853,0.008486948499505117,0.007479098912606892,0.06757258843247582,0.9900009820817678,99.00982178225765,0.9163785110736823,14.95414886521045,7,,,,,667689216035634.8,K6X_D125_D135_D150_D175_D190_D210,06f49f63b580719dd1345d98f28881538154de46899e4d633dbf6dacce51c0f9,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
RUN3A_P_PILOT_HF_V1,450,0.8158624866324152,-0.1833553642602435,0.1833553642602435,0.9992178508926587,0.0007821491073412845,9.409343527979162e-16,7.676730408315702e-16,-1.7252536100223838e-16,,0.8158624866324153,1.1102230246251565e-16,0.7492506215421282,0.007266229813798092,0.008925532685834776,0.06661186509028705,0.9882276267381115,83.94463926295657,0.9183540533096004,14.988234482305128,7,,,,,666205462222222.2,K6X_D125_D135_D150_D175_D190_D210,06f49f63b580719dd1345d98f28881538154de46899e4d633dbf6dacce51c0f9,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
RUN3A_P_PILOT_HF_V1,451,0.8236385330400573,-0.17632668784962047,0.17632668784962047,0.9999652208896778,3.477911032223613e-05,9.409963782624261e-16,7.750408765880716e-16,-1.6592277465750222e-16,,0.8236385330400572,-1.1102230246251565e-16,0.7576847434785773,0.006247498479226989,0.010458071571954325,0.06595378956148001,0.9863852510665398,72.44975694280765,0.9199238659730453,15.022325529208606,7,,,,,664728288248337.1,K6X_D125_D135_D150_D175_D190_D210,06f49f63b580719dd1345d98f28881538154de46899e4d633dbf6dacce51c0f9,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
RUN3A_P_PILOT_HF_V1,452,0.8358056214105131,-0.1630617913855273,0.1630617913855273,0.9988674127960404,0.0011325872039596452,9.410579938477605e-16,7.865415613312583e-16,-1.5345060227448633e-16,,0.835805621410513,-1.1102230246251565e-16,0.7734277923702855,0.004536848633327783,0.012681914221892635,0.062377829040227595,0.9838675007883195,60.98667589433198,0.9253680192591213,15.056422020591514,7,,,,,663257650442477.9,K6X_D125_D135_D150_D175_D190_D210,06f49f63b580719dd1345d98f28881538154de46899e4d633dbf6dacce51c0f9,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
RUN3A_P_PILOT_HF_V1,453,0.8242335759546499,-0.1737854504634039,0.1737854504634039,0.9980190264180537,0.001980973581946238,9.411192031544697e-16,7.757020462155992e-16,-1.6355282465995926e-16,,0.8242335759546501,2.220446049250313e-16,0.7553560425046477,0.006657722076071947,0.00958378430071811,0.06887753345000214,0.9874711918965664,78.8160520732973,0.9164344483658939,15.0905239711439,7,,,,,661793505518763.8,K6X_D125_D135_D150_D175_D190_D210,06f49f63b580719dd1345d98f28881538154de46899e4d633dbf6dacce51c0f9,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
RUN3A_P_PILOT_HF_V1,454,0.8332325680653546,-0.16674788855971784,0.16674788855971784,0.9999804566250725,1.954337492754421e-05,9.411800097436879e-16,7.842218365305085e-16,-1.569397793793746e-16,,0.8332325680653546,0.0,0.764081566743284,0.0051947662277201205,0.013547653182430763,0.06915100132207064,0.9825782611618877,56.39955174924179,0.9170087632524624,15.124631395575323,7,,,,,660335810572687.4,K6X_D125_D135_D150_D175_D190_D210,06f49f63b580719dd1345d98f28881538154de46899e4d633dbf6dacce51c0f9,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
RUN3A_P_PILOT_HF_V1,455,0.8393687744227545,-0.16039311832418834,0.16039311832418834,0.9997618927469428,0.00023810725305717373,9.412404171376484e-16,7.900478153699901e-16,-1.5096848559746724e-16,,0.8393687744227546,1.1102230246251565e-16,0.7705060507968104,0.004269191903420009,0.015733955583946396,0.06886272362594403,0.9799883553924286,48.970905420819285,0.9179589165997962,15.158744308614912,7,,,,,658884523076923.0,K6X_D125_D135_D150_D175_D190_D210,06f49f63b580719dd1345d98f28881538154de46899e4d633dbf6dacce51c0f9,p,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
RUN3A_S_PILOT_HF_V1,445,0.8918344824016029,-0.10793086885681506,0.10793086885681506,0.9997653512584179,0.00023464874158203586,9.406179484425252e-16,8.38875521186897e-16,-1.0152171243771662e-16,,0.891834482401603,1.1102230246251565e-16,0.8583556819452779,0.007235669776908788,0.006158525605892005,0.03347880045632501,0.9928763164883817,139.37681465902634,0.962460746789953,14.817860402183731,7,,,,,673690916853932.6,K6X_D125_D135_D150_D175_D190_D210,06f49f63b580719dd1345d98f28881538154de46899e4d633dbf6dacce51c0f9,s,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
RUN3A_S_PILOT_HF_V1,446,0.8911602575516393,-0.10903322526314015,0.10903322526314015,1.0001934828147794,-0.00019348281477944707,9.406820787279247e-16,8.382984835533887e-16,-1.0256560099094073e-16,,0.8911602575516394,1.1102230246251565e-16,0.8567280642698385,0.006839295868000453,0.006538979711455989,0.034432193281800805,0.992425310618486,131.01861484122526,0.9613625125334928,14.85192444636312,7,,,,,672180399103139.1,K6X_D125_D135_D150_D175_D190_D210,06f49f63b580719dd1345d98f28881538154de46899e4d633dbf6dacce51c0f9,s,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,true,true,false,false,true,false,true
