wavelength_nm,order_n,u_x,reflected_fraction,absolute_efficiency,case_id,geometry_id,geometry_hash,polarization,angle_deg
446,2,0.3594518195988659,0.06631567354498252,0.015312925312395738,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
446,3,0.5391777293982989,0.012685201159757962,0.0029291346607575298,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
446,4,0.7189036391977318,0.023384295606118363,0.005399658224938092,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
446,5,0.8986295489971649,0.0863674279692662,0.01994306780311901,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
447,-5,-0.9006444134567998,0.3898236572493194,0.09143977305753838,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
447,-4,-0.7205155307654397,0.052958512451554085,0.012422320374819634,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
447,-3,-0.5403866480740799,0.04185847982496529,0.0098186188153286,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
447,-2,-0.36025776538271986,0.016810661862166495,0.0039432268335638666,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
447,-1,-0.18012888269135993,0.013739115727875933,0.0032227434143760523,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
447,0,0.0,0.1751127041146432,0.04107566492172608,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
447,1,0.18012888269135993,0.09425952397006933,0.022110175511544806,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
447,2,0.36025776538271986,0.06343835903287848,0.014880546742700736,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
447,3,0.5403866480740799,0.014970794141780914,0.0035116545477896642,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
447,4,0.7205155307654397,0.03506451209096826,0.008224978059555788,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
447,5,0.9006444134567998,0.10196367953377865,0.023917316312891804,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
448,-5,-0.9026592779164347,0.05259311186540131,0.02596605577471381,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
448,-4,-0.7221274223331478,0.06602228635445935,0.03259625279906294,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
448,-3,-0.5415955667498609,0.03049535762189048,0.015056043059524139,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
448,-2,-0.3610637111665739,0.01124426586967488,0.005551472889927293,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
448,-1,-0.18053185558328694,0.003814360315881149,0.0018832103519659104,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
448,0,0.0,0.3373004817285116,0.1665306122941569,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
448,1,0.18053185558328694,0.00923420931082025,0.004559075998655219,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
448,2,0.3610637111665739,0.1674567907232374,0.08267608083169242,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
448,3,0.5415955667498609,0.03453025728958955,0.017048137196965206,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
448,4,0.7221274223331478,0.07835573030351373,0.03868547022919054,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
448,5,0.9026592779164347,0.20895314861702022,0.10316349268659518,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
449,-5,-0.9046741423760697,0.3769351762696176,0.12703238093315916,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
449,-4,-0.7237393139008557,0.09054721523045478,0.03051566704765257,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
449,-3,-0.5428044854256417,0.01714326759011107,0.0057775188840119025,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
449,-2,-0.36186965695042783,0.013817832367648289,0.004656801104023463,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
449,-1,-0.18093482847521392,0.045369503702244345,0.015290151834832693,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
449,0,0.0,0.2602764710481469,0.08771677970027551,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
449,1,0.18093482847521392,0.026862782026810094,0.009053130018603724,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
449,2,0.36186965695042783,0.07418735786074279,0.025002168270571418,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
449,3,0.5428044854256417,0.0002817816895558403,9.496433652571243e-05,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
449,4,0.7237393139008557,0.005416103139935346,0.001825301857084871,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
449,5,0.9046741423760697,0.08916250907473304,0.030049001873032957,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
450,-5,-0.9066890068357044,0.37992042130374176,0.09912581395178645,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
450,-4,-0.7253512054685635,0.04392802890126272,0.011461351840979284,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
450,-3,-0.5440134041014226,0.03687623817590122,0.009621454703914723,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
450,-2,-0.36267560273428173,0.013624921973665426,0.0035549062512472644,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
450,-1,-0.18133780136714087,0.018157654217099,0.004737550689032412,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
450,0,0.0,0.22482963204404344,0.058660759009394575,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
450,1,0.18133780136714087,0.058941762047564274,0.015378615655003697,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
450,2,0.36267560273428173,0.11080158960663097,0.02890946930206756,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
450,3,0.5440134041014226,0.0015467127916458242,0.000403555997056961,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
450,4,0.7253512054685635,0.009672800896228044,0.0025237502599672204,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
450,5,0.9066890068357044,0.10170023804221746,0.026534817055715754,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
451,-5,-0.9087038712953394,0.36406735639283355,0.09206013995320877,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
451,-4,-0.7269630970362714,0.045931326577167086,0.011614456167742739,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
451,-3,-0.5452223227772036,0.03401820977650677,0.00860203777677793,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
451,-2,-0.3634815485181357,0.014577563697236888,0.0036861655695832117,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
451,-1,-0.18174077425906784,0.016918829671311243,0.004278191384192097,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
451,0,0.0,0.21666607859513856,0.0547874154832466,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
451,1,0.18174077425906784,0.06292533846057728,0.015911658553185805,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
451,2,0.3634815485181357,0.12138856377414006,0.030695001827377007,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
451,3,0.5452223227772036,0.0017252075968119621,0.0004362457935928653,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
451,4,0.7269630970362714,0.01267140506380875,0.0032041634689140568,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
451,5,0.9087038712953394,0.10911012039446784,0.027590204882274063,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
452,-5,-0.9107187357549742,0.34942596957410105,0.08668640093516888,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
452,-4,-0.7285749886039793,0.05007588433877788,0.012422940951599452,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
452,-3,-0.5464312414529845,0.03002790539315243,0.007449392068159158,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
452,-2,-0.36428749430198964,0.015981897760349195,0.003964826079318384,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
452,-1,-0.18214374715099482,0.01697506250169109,0.004211212680370311,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
452,0,0.0,0.21374690951214115,0.05302682659565001,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
452,1,0.18214374715099482,0.06360591645823642,0.015779502544324375,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
452,2,0.36428749430198964,0.12931736595296237,0.032081350583478004,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
452,3,0.5464312414529845,0.0019466987907678715,0.000482941528593872,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
452,4,0.7285749886039793,0.014055755373636592,0.003486984230882493,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
452,5,0.9107187357549742,0.11484063434418404,0.028489929596655035,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
453,-5,-0.9127336002146094,0.3355517607495393,0.0815900319634795,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
453,-4,-0.7301868801716874,0.05359463264721895,0.01303163416871905,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
453,-3,-0.5476401601287656,0.02641591211554362,0.006423077944926648,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
453,-2,-0.3650934400858437,0.017608440719195588,0.0042815249662139475,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
453,-1,-0.18254672004292186,0.01704788758046968,0.004145225432563122,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
453,0,0.0,0.21267781939694247,0.051713005599370795,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
453,1,0.18254672004292186,0.06305054354352631,0.015330856412554618,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
453,2,0.3650934400858437,0.13670717985848077,0.033240603921658604,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
453,3,0.5476401601287656,0.0023954487088491765,0.0005824577891807363,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
453,4,0.7301868801716874,0.014748528837443545,0.0035861320965009124,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
453,5,0.9127336002146094,0.12020184584279073,0.029227301393011676,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
454,-5,-0.914748464674244,0.32308191635289485,0.07699227048089698,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
454,-4,-0.7317987717393951,0.056878307915144394,0.013554426434425544,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
454,-3,-0.5488490788045464,0.023447406119017154,0.005587651126901681,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
454,-2,-0.36589938586969756,0.0196732190449368,0.0046882407379410605,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
454,-1,-0.18294969293484878,0.01714219430977123,0.004085083052102472,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
454,0,0.0,0.2118203256953199,0.05047799639603578,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
454,1,0.18294969293484878,0.061936796298137184,0.01475989317860089,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
454,2,0.36589938586969756,0.1432379342070609,0.03413441983409897,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
454,3,0.5488490788045464,0.0030714253202077857,0.0007319382393318981,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
454,4,0.7317987717393951,0.014984449464684529,0.0035708801012934994,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
454,5,0.914748464674244,0.12472602527282509,0.02972292594464951,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
455,-5,-0.9167633291338791,0.31186679554161467,0.07277765367438314,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
455,-4,-0.7334106633071032,0.05983909518868737,0.013964131507708468,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
455,-3,-0.5500579974803275,0.021073442559724483,0.0049177268188334115,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
455,-2,-0.3667053316535516,0.02221428990016993,0.005183956484271458,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
455,-1,-0.1833526658267758,0.017367666646264036,0.004052941981588025,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,
