wavelength_nm,order_n,u_x,angle_deg,transmitted_fraction,absolute_efficiency,case_id,geometry_id,geometry_hash,polarization
454,-1,-0.260919540229885,-15.124631395575323,0.00866213338783212,0.006594206636631321,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p
454,0,0.0,0.0,0.05265124468593921,0.04008171793136197,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p
454,1,0.260919540229885,15.124631395575323,0.8604133910637591,0.6550053479399345,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p
454,2,0.52183908045977,31.45569441912687,0.06154288322482122,0.04685063953974842,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p
454,3,0.7827586206896551,51.51385068335645,0.0064840054678134106,0.004936067129590781,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p
455,-3,-0.7844827586206898,-51.67286503641983,0.0040878903186355,0.0031326287844404485,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p
455,-2,-0.5229885057471265,-31.532928895577506,0.005903525994945449,0.004523985239318145,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p
455,-1,-0.26149425287356326,-15.158744308614912,0.010099048965280017,0.007739094989874803,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p
455,0,0.0,0.0,0.04955546693645878,0.03797530512104224,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p
455,1,0.26149425287356326,15.158744308614912,0.8630594024162664,0.661378979364011,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p
455,2,0.5229885057471265,31.532928895577506,0.05992108821430044,0.04591867958868547,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p
455,3,0.7844827586206898,51.67286503641983,0.007373577154113275,0.005650513648071129,RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p
