case_id,geometry_id,geometry_hash,polarization,post_sha256,generator_id,interface_stack_id,source_post_sha256,quality_gate_pass,source_type
RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,p,c14fd3a2464e11c3ba667e4b513bd76a1828c918f80df54511fec7862e2705ca,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,c14fd3a2464e11c3ba667e4b513bd76a1828c918f80df54511fec7862e2705ca,True,accepted_3ps_correction_v2_bridge
RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s,f31404b25632cf5b9e5c7307540e360b1b1f29f5955b6903784c5777b3f4a945,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,f31404b25632cf5b9e5c7307540e360b1b1f29f5955b6903784c5777b3f4a945,True,remaining_five_v2_anchor
RUN3A_P_PILOT_HF_V1,K6X_D125_D135_D150_D175_D190_D210,06f49f63b580719dd1345d98f28881538154de46899e4d633dbf6dacce51c0f9,p,eb30cc93ee74c4c0ed04361ac3d6393a8fe495579f6076861aa458dba8fddaea,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,eb30cc93ee74c4c0ed04361ac3d6393a8fe495579f6076861aa458dba8fddaea,True,remaining_five_v2_anchor
RUN3A_S_PILOT_HF_V1,K6X_D125_D135_D150_D175_D190_D210,06f49f63b580719dd1345d98f28881538154de46899e4d633dbf6dacce51c0f9,s,b4ca137b2b7d43b6d990c1d13cc1640188c9791aaebfdd25729d5dd5e772a8fd,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,b4ca137b2b7d43b6d990c1d13cc1640188c9791aaebfdd25729d5dd5e772a8fd,True,remaining_five_v2_anchor
RUN3B_P_PILOT_HF_V1,K6X_D100_D115_D130_D145_D155_D185,42d96454a34a0ccbde1bba64746f5920389e2a2924569a69ee7f2aac08a6bcde,p,67d8d721e2b679d53eca99fbdfbe7aca1560ed207a41d27977149fd386fdd2a0,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,67d8d721e2b679d53eca99fbdfbe7aca1560ed207a41d27977149fd386fdd2a0,True,remaining_five_v2_anchor
RUN3B_S_PILOT_HF_V1,K6X_D100_D115_D130_D145_D155_D185,42d96454a34a0ccbde1bba64746f5920389e2a2924569a69ee7f2aac08a6bcde,s,8490c35a5bb95fa2deb2d19ce13ac24c8a0d9c5b48662e06ca34457399a03904,NP_K6_PILOT_FDTD_GENERATOR_FIXED_GRID_3PS_V2,NP_K6_INDEPENDENT_STACK_PILOT_V1,8490c35a5bb95fa2deb2d19ce13ac24c8a0d9c5b48662e06ca34457399a03904,True,remaining_five_v2_anchor
