wavelength_nm,T_total_1ps,R_total_1ps,eta_plus1_1ps,eta_0_1ps,eta_minus1_1ps,directionality_1ps,T_total_2ps,R_total_2ps,eta_plus1_2ps,eta_0_2ps,eta_minus1_2ps,directionality_2ps,T_total_3ps,R_total_3ps,eta_plus1_3ps,eta_0_3ps,eta_minus1_3ps,directionality_3ps,delta_T_total_2ps_minus_1ps,delta_T_total_3ps_minus_2ps,delta_R_total_2ps_minus_1ps,delta_R_total_3ps_minus_2ps,delta_eta_plus1_2ps_minus_1ps,delta_eta_plus1_3ps_minus_2ps,delta_eta_0_2ps_minus_1ps,delta_eta_0_3ps_minus_2ps,delta_eta_minus1_2ps_minus_1ps,delta_eta_minus1_3ps_minus_2ps,delta_directionality_2ps_minus_1ps,delta_directionality_3ps_minus_2ps
445,0.7711060203438089,0.22551899280687432,0.6730290419079564,0.05471794094590285,0.0004743938480255028,0.9992956326236213,0.7716198781306755,0.22788119903774132,0.6715695664768114,0.055678518332987446,0.0004985699011389438,0.9992581557223856,0.7714685754729051,0.2274249850221656,0.6718526258097849,0.05551371459157115,0.0004979075063314866,0.9992594525003561,0.0005138577868665228,-0.0001513026577703025,0.0023622062308669978,-0.0004562140155757177,-0.0014594754311449964,0.00028305933297345653,0.0009605773870845977,-0.0001648037414162945,2.4176053113440993e-05,-6.623948074571413e-07,-3.747690123567793e-05,1.2967779704498028e-06
446,0.7686486961088492,0.23329847950898236,0.6637057075593017,0.05569346654025978,0.0006686351642131356,0.9989935867157781,0.7683030674357874,0.23143919519838338,0.6651850013025734,0.05473669516195086,0.0006361350789674859,0.9990445856338765,0.7683377425907277,0.23090959487893675,0.6656996021966244,0.0545606080036974,0.0006319729582451568,0.9990515638432739,-0.00034562867306187073,3.467515494037787e-05,-0.0018592843105989798,-0.000529600319446627,0.0014792937432717146,0.0005146008940509761,-0.000956771378308921,-0.00017608715825345733,-3.250008524564971e-05,-4.162120722329098e-06,5.0998918098454915e-05,6.9782093973236314e-06
447,0.7640857553525796,0.23338254857662916,0.6687399367770693,0.047185257299809054,0.0006427525489363727,0.9990397831327493,0.7650740853429394,0.23512146396637737,0.6643895766367183,0.049764323457776205,0.000721058680121604,0.9989158815964834,0.7640762197468066,0.2345670185918354,0.6647124616768313,0.049179713859199996,0.0007048431604870594,0.9989407501798299,0.0009883299903598042,-0.0009978655961327965,0.0017389153897482135,-0.0005544453745419675,-0.004350360140351062,0.000322885040113019,0.002579066157967151,-0.0005846095985762093,7.830613118523129e-05,-1.6215519634544574e-05,-0.0001239015362659579,2.4868583346493445e-05
448,0.5320700792053954,0.3866632961304095,0.47112650058245953,0.023553904877423516,0.0014723085086091562,0.996884654636687,0.5053457166872318,0.4740546559762544,0.44235867507686044,0.024687621873255263,0.002217680199700987,0.9950117000749592,0.5017703282746444,0.4937159041124496,0.4369482676175689,0.0259399392707764,0.0024840249074800126,0.994347195347874,-0.02672436251816357,-0.0035753884125874213,0.0873913598458449,0.019661248136195186,-0.028767825505599087,-0.005410407459291555,0.0011337169958317468,0.0012523173975211369,0.000745371691091831,0.00026634470777902545,-0.0018729545617277576,-0.0006645047270852356
449,0.6326573344224153,0.3615512796195751,0.48056199545696504,0.04329828201208959,0.0009816373111542894,0.997961477954736,0.6644653378812949,0.33942522401330766,0.5201808368440247,0.045699967115403986,0.0015178224490125715,0.9970906146259425,0.6616737715478084,0.33701386585977394,0.5178569668483581,0.04611304287971799,0.0013932232793238324,0.9973168555239601,0.031808003458879575,-0.0027915663334865393,-0.02212605560626746,-0.002411358153533716,0.03961884138705968,-0.002323869995666583,0.0024016851033143993,0.0004130757643140068,0.0005361851378582821,-0.00012459916968873917,-0.0008708633287934919,0.0002262408980175934
450,0.7484681185851593,0.25768524050557384,0.6314101273720275,0.05281083597706896,0.00309099671157125,0.9951284614096855,0.7395719671897157,0.26067433158527137,0.6216787417275325,0.05220383934188648,0.0029133828557477625,0.9953355434033186,0.7381864216043362,0.26091204471616586,0.6201621630612836,0.05223277541798286,0.002896089500717282,0.9953518158393558,-0.00889615139544353,-0.0013855455853795107,0.0029890910796975256,0.0002377131308944902,-0.00973138564449505,-0.00151657866624888,-0.0006069966351824815,2.8936076096379437e-05,-0.00017761385582348767,-1.729335503048053e-05,0.0002070819936331736,1.6272436037190197e-05
451,0.7394919535984618,0.25423413153507723,0.6256757156186853,0.04848944888086615,0.003581071236459551,0.9943090463046783,0.7470487693072377,0.25299419122123756,0.6331743055899215,0.04884986725363966,0.0036812166344265067,0.9942196989647367,0.7464590563065906,0.25286568086009514,0.6326530886533821,0.04895231969460795,0.0037148946668496244,0.9941623482572658,0.007556815708775977,-0.0005897130006471407,-0.0012399403138396714,-0.00012851036114241987,0.0074985899712362025,-0.0005212169365393926,0.0003604183727735147,0.0001024524409682856,0.00010014539796695567,3.367803242311767e-05,-8.934733994159227e-05,-5.735070747092674e-05
452,0.7568237458610013,0.24777060732205222,0.6455340122493332,0.0460338302203836,0.004658825904649719,0.9928347012897327,0.751794819801661,0.24816137625286053,0.6408670232828975,0.04556799103572265,0.004541210013397167,0.99296381765971,0.7514025843662324,0.24808230779419996,0.6405808746985518,0.045599230067421274,0.004565687213575243,0.9929230232584002,-0.005028926059340355,-0.0003922354354285451,0.0003907689308083051,-7.906845866056944e-05,-0.004666988966435692,-0.0002861485843456135,-0.00046583918466094887,3.123903169862524e-05,-0.0001176158912525524,2.447720017807655e-05,0.00012911636997725573,-4.079440130977385e-05
453,0.7521603053477425,0.2429331319764722,0.6447139753302689,0.042182984501779035,0.0054651036211315965,0.9915944640514338,0.7563445891144975,0.24346909204948086,0.6479121564691263,0.042627536757659006,0.005505001504392862,0.9915750582346723,0.756196141605645,0.24315185168817957,0.6480755827737456,0.04256971249720822,0.005510902883068261,0.9915682116995884,0.004184283766755059,-0.0001484475088525672,0.0005359600730086567,-0.00031724036130129085,0.003198181138857392,0.0001634263046192963,0.0004445522558799708,-5.7824260450783926e-05,3.9897883261265886e-05,5.901378675398326e-06,-1.9405816761519645e-05,-6.846535083870897e-06
454,0.7639249810143901,0.2389873803643462,0.6569120338295694,0.04041580374703781,0.006598447418704275,0.990055247648401,0.761075512310817,0.23854296351973384,0.6546642175820175,0.0401026117776966,0.006574216634297308,0.9900577215507913,0.7612681935716138,0.23830572552627832,0.6550053479399345,0.04008171793136197,0.006594206636631321,0.9900329336816864,-0.002849468703573055,0.0001926812607967454,-0.0004444168446123553,-0.00023723799345551355,-0.0022478162475518815,0.00034113035791694113,-0.00031319196934120885,-2.0893846334628374e-05,-2.423078440696655e-05,1.9990002334012436e-05,2.47390239027645e-06,-2.4787869104869742e-05
