authoritative_id,anchor_role,J1_side_nm,J2_length_nm,J2_width_nm,D_nm,Psi_deg,J2_aspect_ratio,phi_400_deg,phi_450_deg,phi_500_deg,phi_550_deg,phi_600_deg,delta_phi_400_vs_H500_deg,delta_phi_450_vs_H500_deg,delta_phi_500_vs_H500_deg,delta_phi_550_vs_H500_deg,delta_phi_600_vs_H500_deg,max_abs_delta_phi_deg,delta_phi_range_deg,net_delta_phi_600_vs_400_deg,projector_error_range,min_throughput_Txx,throughput_range_Txx
LPML_R1_GLOBAL_SOBOL_002,ordinary_interior_control,110.0,108.0,100.0,200.0,0.0,1.08,66.00488014827084,76.69305345257709,83.9237554992942,93.6619177404915,59.14909314015745,-17.91887535102336,-7.230702046717113,0.0,9.738162241197301,-24.774662359136755,24.774662359136755,34.512824600334056,-6.855787008113396,0.4370112373018955,0.6806552820619249,0.9851191319390287
LPML_R1_GLOBAL_SOBOL_038,projector_best,112.0,109.0,100.0,203.0098519776811,0.5644721753069635,1.09,73.61161602518396,84.25858850496547,91.98730797800658,76.8685674551491,79.85457357825942,-18.37569195282262,-7.72871947304111,0.0,-15.118740522857479,-12.132734399747164,18.37569195282262,18.37569195282262,6.242957553075456,0.49342915854627145,0.8668615715910959,0.9927954877558394
LPML_R1_GLOBAL_SOBOL_126,balanced_good_throughput,111.0,110.0,101.0,203.0098519776811,0.5644721753069635,1.0891089108910892,74.48579417359349,83.83874110845233,89.33310463322061,82.96798918003071,80.843078282784,-14.847310459627124,-5.494363524768289,0.0,-6.365115453189901,-8.490026350436608,14.847310459627124,14.847310459627124,6.357284109190516,0.4914575693445119,0.8930153989823681,0.9895034919754477
LPML_R2_BOUNDARY_AND_HIGH_GRADIENT_054,boundary_sensitive,112.0,112.0,104.0,193.12690128513947,-2.077174765162813,1.0769230769230769,87.73055954651835,96.75476224257875,105.81660022498727,111.08910050508672,85.38843535365868,-18.08604067846892,-9.06183798240852,0.0,5.27250028009945,-20.42816487132859,20.42816487132859,25.70066515142804,-2.3421241928596714,0.4481896435779724,0.7039295111109455,1.0016513385972392
LPML_R2_HIGH_UNCERTAINTY_007,historical_high_phase,112.0,112.0,102.0,192.12756179163884,-2.0879838327233444,1.0980392156862746,84.7745808757823,94.53376408685085,106.8978329484824,106.96528957076407,78.413375491024,-22.123252072700097,-12.364068861631551,0.0,0.06745662228166793,-28.484457457458404,28.484457457458404,28.551914079740072,-6.361205384758307,0.5966351696761003,0.5958817481120533,0.9920572367560561
LPML_R2_LOW_PHASE_AND_SIX_BIN_COVERAGE_024,historical_low_phase,104.0,106.0,99.0,205.11947737842937,1.9556813975228868,1.0707070707070707,48.41794458914882,57.60701390515243,62.053626948833056,69.35021877672307,85.35981578262414,-13.635682359684239,-4.446613043680628,0.0,7.296591827890012,23.306188833791083,23.306188833791083,36.94187119347532,36.94187119347532,0.08673737605265486,0.8523609923096993,1.0012737571603312
