geometry_uid,parent_uid,mode,delta_phi_deg,median_delta_phi_deg,max_abs_delta_phi_deg,spectral_spread_deg,sign_consistent
H1E3C_A_TIED_PLUS_H1C1B_V2_010,H1C1B_V2_010,TIED_PLUS,"[10.334632093630091, 9.044270603269979, 8.297476364178976, 9.896210790759426, 14.109045947050959, 3.617520835264145, 4.862320636731283, 16.717590947670374, 20.45277543913994]",9.896210790759426,20.45277543913994,16.835254603875796,True
H1E3C_A_DECOUPLED_PLUS_H1C1B_V2_010,H1C1B_V2_010,DECOUPLED_PLUS,"[9.918160715147678, 7.357271738820373, 6.902189717038539, 8.847377476023382, 12.261734736001813, 2.382749904870991, 0.7102549360029684, 18.021287749276496, 16.640373200231693]",8.847377476023382,18.021287749276496,17.311032813273528,True
H1E3C_A_TIED_MINUS_H1C1B_V2_010,H1C1B_V2_010,TIED_MINUS,"[-2.57882599600822, -3.5485338018044104, -3.78780542162707, -1.7168313178602261, -6.148347061490654, -1.9261143994528993, -9.762457368555033, -11.38906232332755, -10.246526113866082]",-3.78780542162707,11.38906232332755,9.672231005467324,True
H1E3C_A_DECOUPLED_MINUS_H1C1B_V2_010,H1C1B_V2_010,DECOUPLED_MINUS,"[-2.993951241660284, -3.2620353900273926, -3.905527511022399, -2.3942607204547244, -2.0831124942030783, -9.598699993984042, -11.729947409087174, -14.520668003910203, -13.616607797531856]",-3.905527511022399,14.520668003910203,12.437555509707124,True
H1E3C_B_DECOUPLED_PLUS_GLOBAL_006,GLOBAL_006,DECOUPLED_PLUS,"[3.175638926083593, 2.8694058245472434, 6.428180681733863, 5.3167199151717455, -0.028008882973210802, 16.030562223287347, -34.033505248474626, 33.415877311166525, 24.63603506016682]",5.3167199151717455,34.033505248474626,67.44938255964115,False
H1E3C_B_DECOUPLED_MINUS_GLOBAL_006,GLOBAL_006,DECOUPLED_MINUS,"[-1.0703752145012686, -0.2927179419041295, -0.38197821516837394, -0.6530693815650466, 0.04899795969197385, 9.04010173888912, -14.704733082874327, -5.2496324206118175, -6.982607265574529]",-0.6530693815650466,14.704733082874327,23.744834821763448,False
H1E3C_C_DECOUPLED_PLUS_H1C1B_V2_009,H1C1B_V2_009,DECOUPLED_PLUS,"[-39.333664641327914, 24.571292113416575, 9.783326979355422, 6.370968750773443, 8.176865751087632, 19.78163159972968, -21.974831654999832, 6.342714302444904, 5.85606220011266]",6.370968750773443,39.333664641327914,63.90495675474449,False
H1E3C_C_DECOUPLED_MINUS_H1C1B_V2_009,H1C1B_V2_009,DECOUPLED_MINUS,"[-12.387141225921027, -3.2731663332971266, -1.1129201267194162, -4.340997223591216, -3.319253527038029, 9.6318524207, -25.838810653730263, -10.316084924769939, -13.607632802341982]",-4.340997223591216,25.838810653730263,35.47066307443026,False
