geometry_uid,exact_hash,parent_uid,role,mode,Psi_position_deg,theta_J2_deg,delta_theta_J2_deg,wavelength_nm,Re_txx,Im_txx,Re_txy,Im_txy,Re_tyx,Im_tyx,Re_tyy,Im_tyy,phi_txx,projector_error,Txx,Txy,Tyx,Tyy,full_jones_frobenius_norm,full_jones_finite,throughput,x_source_T,y_source_T,x_accepted,y_accepted,full_jones_accepted,ml_admitted,solver_replay,broadband_status,projector_pass_count,failed_wavelengths,worst_projector_error,median_projector_error,min_Txx,median_Txx,max_Txx,min_throughput,median_throughput,max_throughput
H1E3C_A_DECOUPLED_PLUS_H1C1B_V2_010,27352db3f59faf95f295663c3dd41b128680dc64dcd5f709417bddca7a71ad78,H1C1B_V2_010,A,DECOUPLED_PLUS,3.997042580283685,2.997042580283685,-1.0,450.5,-0.20549377146772574,0.964508607352292,0.045332148081961114,0.04199571671913351,0.044932404491759705,0.04125635542012641,0.216704007616016,0.26707774742718593,102.02734330780788,0.11456501177366996,0.9725045437686878,0.003818643872478561,0.003721007835962901,0.11829115008762203,1.048014954838313,True,0.5491676727823757,0.9762255516046507,0.12210979396010059,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.1433347115279079,0.056377923933378815,0.8125801830272726,0.9725045437686878,1.0048459375744274,0.41450110673006924,0.5214419962290852,0.5577643602230983
H1E3C_A_DECOUPLED_PLUS_H1C1B_V2_010,27352db3f59faf95f295663c3dd41b128680dc64dcd5f709417bddca7a71ad78,H1C1B_V2_010,A,DECOUPLED_PLUS,3.997042580283685,2.997042580283685,-1.0,451.0,-0.1365122026853209,0.9930812434501163,0.04876772171414157,0.03014419877167926,0.048307181815736296,0.029713746630197678,0.2239798709972425,0.23240556427347242,97.82701150477465,0.09922002082339709,1.0048459375744274,0.0032869634007744648,0.003216490553782187,0.10417932891721253,1.0561859308124666,True,0.5577643602230983,1.0080624281282096,0.10746629231798696,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.1433347115279079,0.056377923933378815,0.8125801830272726,0.9725045437686878,1.0048459375744274,0.41450110673006924,0.5214419962290852,0.5577643602230983
H1E3C_A_DECOUPLED_PLUS_H1C1B_V2_010,27352db3f59faf95f295663c3dd41b128680dc64dcd5f709417bddca7a71ad78,H1C1B_V2_010,A,DECOUPLED_PLUS,3.997042580283685,2.997042580283685,-1.0,451.5,-0.048666105453406244,0.9908549663185128,0.0458484128620087,0.03165536584471622,0.045250120685917085,0.031036384396391198,0.20975839712296734,0.1909062828192074,92.81183790889082,0.0808415885402951,0.9841619540980631,0.0031041391487280304,0.003010830578490617,0.08044379398344369,1.0347563567375295,True,0.5353603589043626,0.9871727846765536,0.08354793313217174,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.1433347115279079,0.056377923933378815,0.8125801830272726,0.9725045437686878,1.0048459375744274,0.41450110673006924,0.5214419962290852,0.5577643602230983
H1E3C_A_DECOUPLED_PLUS_H1C1B_V2_010,27352db3f59faf95f295663c3dd41b128680dc64dcd5f709417bddca7a71ad78,H1C1B_V2_010,A,DECOUPLED_PLUS,3.997042580283685,2.997042580283685,-1.0,452.0,0.05265096908381422,0.9984513514158778,0.041267430551797143,0.02530027062235413,0.040605167505166184,0.024650237005417224,0.19021085498632145,0.1376492782902682,86.9814385271751,0.056377923933378815,0.9996772256896573,0.002343104517911756,0.0022564138125458445,0.055127493168459114,1.0292736454357383,True,0.5297021185942871,1.0019336395022032,0.05747059768637088,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.1433347115279079,0.056377923933378815,0.8125801830272726,0.9725045437686878,1.0048459375744274,0.41450110673006924,0.5214419962290852,0.5577643602230983
H1E3C_A_DECOUPLED_PLUS_H1C1B_V2_010,27352db3f59faf95f295663c3dd41b128680dc64dcd5f709417bddca7a71ad78,H1C1B_V2_010,A,DECOUPLED_PLUS,3.997042580283685,2.997042580283685,-1.0,452.5,0.13929312548400138,0.9851084659027226,0.045529167336447594,0.018941200659064055,0.04486257586575635,0.01856518147199164,0.17029293963139233,0.09081976963465802,81.9518017450228,0.04073824590926245,0.9898412644003173,0.0024316741607571745,0.002357316676398726,0.03724791584479339,1.0158140435543637,True,0.5159390855411332,0.9921985810767159,0.039679590005550554,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.1433347115279079,0.056377923933378815,0.8125801830272726,0.9725045437686878,1.0048459375744274,0.41450110673006924,0.5214419962290852,0.5577643602230983
H1E3C_A_DECOUPLED_PLUS_H1C1B_V2_010,27352db3f59faf95f295663c3dd41b128680dc64dcd5f709417bddca7a71ad78,H1C1B_V2_010,A,DECOUPLED_PLUS,3.997042580283685,2.997042580283685,-1.0,453.0,0.30961300937537706,0.8465931534407748,0.029987479535198182,0.022789114446616472,0.029436713799445284,0.022277644996745297,0.13818432722256022,0.06091822829347491,69.91170453969625,0.030527721752931503,0.8125801830272726,0.0014185926661349135,0.001362813585911463,0.022805938828367525,0.9155148978076143,True,0.4190837640538433,0.8139429966131841,0.02422453149450243,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.1433347115279079,0.056377923933378815,0.8125801830272726,0.9725045437686878,1.0048459375744274,0.41450110673006924,0.5214419962290852,0.5577643602230983
H1E3C_A_DECOUPLED_PLUS_H1C1B_V2_010,27352db3f59faf95f295663c3dd41b128680dc64dcd5f709417bddca7a71ad78,H1C1B_V2_010,A,DECOUPLED_PLUS,3.997042580283685,2.997042580283685,-1.0,453.5,0.21688313080339675,0.9079264413296202,0.08721284263938049,0.02307657629316385,0.08538181994868589,0.02249824430985815,0.07618494747969588,0.021494004629531605,76.56509798691496,0.02484526189688374,0.8713687152925517,0.008138608294655557,0.007796226174775879,0.006266138457498347,0.9452881508934096,True,0.44678484410974045,0.879164941467327,0.014404746752153903,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.1433347115279079,0.056377923933378815,0.8125801830272726,0.9725045437686878,1.0048459375744274,0.41450110673006924,0.5214419962290852,0.5577643602230983
H1E3C_A_DECOUPLED_PLUS_H1C1B_V2_010,27352db3f59faf95f295663c3dd41b128680dc64dcd5f709417bddca7a71ad78,H1C1B_V2_010,A,DECOUPLED_PLUS,3.997042580283685,2.997042580283685,-1.0,454.0,0.4830431736670187,0.7652139865142296,0.06964227689196516,-0.007405062932782573,0.06816541075920625,-0.00741223773934023,0.022327118854907364,-0.0037701804281586758,57.737731938415095,0.012206313219114362,0.818883152783305,0.004904881687735615,0.00470146449227581,0.0005127144968220306,0.9104955867329279,True,0.41450110673006924,0.8235846172755809,0.0054175961845576446,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.1433347115279079,0.056377923933378815,0.8125801830272726,0.9725045437686878,1.0048459375744274,0.41450110673006924,0.5214419962290852,0.5577643602230983
H1E3C_A_TIED_MINUS_H1C1B_V2_010,405ef47bf4982f1ee15f52588e2b04fc358919abf0e381cad6496d0924e0a3a4,H1C1B_V2_010,A,TIED_MINUS,1.997042580283685,1.997042580283685,0.0,450.0,-0.11994077872541822,0.97621163902899,0.0039878408296447525,0.026558636055455713,0.0038658832430893382,0.025918953500057285,0.2441154161313437,0.31830495432878075,97.00445566094356,0.14368357887650862,0.9673749545769267,0.0007212640236087341,0.0006867372037873308,0.1609103803432263,1.0628703289430697,True,0.5648466680737746,0.9680616917807141,0.16163164436683505,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.14368357887650862,0.0929494635264525,0.40502229611451784,0.8452602774332083,1.0279794196050318,0.20565689964868694,0.4502260391643049,0.5781729610671036
H1E3C_A_TIED_MINUS_H1C1B_V2_010,405ef47bf4982f1ee15f52588e2b04fc358919abf0e381cad6496d0924e0a3a4,H1C1B_V2_010,A,TIED_MINUS,1.997042580283685,1.997042580283685,0.0,450.5,-0.01957219908249924,0.9997533795232507,-0.006346276516041227,0.014571104759843004,-0.006343412238684254,0.014095196240698517,0.2647002769334547,0.28230640464614715,91.1215377671831,0.1306397964189897,0.9998898908450861,0.00025259231954037587,0.00023891343589369077,0.1497631427128818,1.0724479191612997,True,0.5750722696567009,1.0001288042809795,0.15001573503242221,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.14368357887650862,0.0929494635264525,0.40502229611451784,0.8452602774332083,1.0279794196050318,0.20565689964868694,0.4502260391643049,0.5781729610671036
H1E3C_A_TIED_MINUS_H1C1B_V2_010,405ef47bf4982f1ee15f52588e2b04fc358919abf0e381cad6496d0924e0a3a4,H1C1B_V2_010,A,TIED_MINUS,1.997042580283685,1.997042580283685,0.0,451.0,0.05064163280993557,1.0126276930004312,-0.001202308229311316,0.011870001680481593,-0.001232504897560217,0.01149722011624243,0.26265670500255583,0.24310884439419117,87.13701636610904,0.11101046846972595,1.0279794196050318,0.00014234248497290556,0.0001337051387238395,0.12809045490547868,1.0753352603417259,True,0.5781729610671036,1.0281131247437556,0.12823279739045157,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.14368357887650862,0.0929494635264525,0.40502229611451784,0.8452602774332083,1.0279794196050318,0.20565689964868694,0.4502260391643049,0.5781729610671036
H1E3C_A_TIED_MINUS_H1C1B_V2_010,405ef47bf4982f1ee15f52588e2b04fc358919abf0e381cad6496d0924e0a3a4,H1C1B_V2_010,A,TIED_MINUS,1.997042580283685,1.997042580283685,0.0,451.5,0.13142659219210096,0.9654053645362943,0.00010427981497751638,0.014278266487142637,-0.0001399922150497342,0.013936111341052554,0.25139701198542863,0.19401840194022638,82.24762911500721,0.09637275106353627,0.949280467010684,0.00020387976815767225,0.00019423479713048813,0.100843597926641,1.0249498424326007,True,0.5252610897513068,0.9494747018078149,0.10104747769479865,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.14368357887650862,0.0929494635264525,0.40502229611451784,0.8452602774332083,1.0279794196050318,0.20565689964868694,0.4502260391643049,0.5781729610671036
H1E3C_A_TIED_MINUS_H1C1B_V2_010,405ef47bf4982f1ee15f52588e2b04fc358919abf0e381cad6496d0924e0a3a4,H1C1B_V2_010,A,TIED_MINUS,1.997042580283685,1.997042580283685,0.0,452.0,0.32787020690230706,0.8353965827631074,0.02441523770398642,0.0013823789538560144,0.02293488337247122,0.00039590211331242905,0.24589424705864582,0.14471807990077185,68.57135672968263,0.0929494635264525,0.8053863230664389,0.0005980148037142243,0.0005261656137921821,0.08140730338670453,0.9422939068415173,True,0.44395890343532496,0.8059124886802312,0.08200531819041873,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.14368357887650862,0.0929494635264525,0.40502229611451784,0.8452602774332083,1.0279794196050318,0.20565689964868694,0.4502260391643049,0.5781729610671036
H1E3C_A_TIED_MINUS_H1C1B_V2_010,405ef47bf4982f1ee15f52588e2b04fc358919abf0e381cad6496d0924e0a3a4,H1C1B_V2_010,A,TIED_MINUS,1.997042580283685,1.997042580283685,0.0,452.5,0.19675047967416687,0.8980810242852221,-0.05147574909366489,-0.00400373519146704,-0.050959310789280676,-0.002437606066551478,0.2026289168122963,0.09415278565812857,77.64293744069892,0.06129343495752371,0.8452602774332083,0.0026657826402373334,0.0026027932794541867,0.04992322497571,0.9489215343370652,True,0.4502260391643049,0.8478630707126625,0.05258900761594731,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.14368357887650862,0.0929494635264525,0.40502229611451784,0.8452602774332083,1.0279794196050318,0.20565689964868694,0.4502260391643049,0.5781729610671036
H1E3C_A_TIED_MINUS_H1C1B_V2_010,405ef47bf4982f1ee15f52588e2b04fc358919abf0e381cad6496d0924e0a3a4,H1C1B_V2_010,A,TIED_MINUS,1.997042580283685,1.997042580283685,0.0,453.0,0.45999827540829646,0.7790241047164609,-0.004429875642903081,0.01585083425911029,-0.004471873104024223,0.01567388585309059,0.1730179504668983,0.0672664248262127,59.438992235138244,0.04100481673939649,0.8184769691078904,0.00027087274492137043,0.0002656683467942085,0.034459983092666596,0.9238362913916472,True,0.4267367466461363,0.8187426374546847,0.03473085583758797,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.14368357887650862,0.0929494635264525,0.40502229611451784,0.8452602774332083,1.0279794196050318,0.20565689964868694,0.4502260391643049,0.5781729610671036
H1E3C_A_TIED_MINUS_H1C1B_V2_010,405ef47bf4982f1ee15f52588e2b04fc358919abf0e381cad6496d0924e0a3a4,H1C1B_V2_010,A,TIED_MINUS,1.997042580283685,1.997042580283685,0.0,453.5,0.564440877059235,0.6085758487816663,-0.005669021075981325,0.02947404007365036,-0.005360223681088699,0.028832428091250174,0.1241325258482162,0.03736244397194688,47.15474791431092,0.026240437287400775,0.688958067415724,0.0009008568382230679,0.0008600409075484164,0.01680483619301493,0.8411443403807164,True,0.35376190067725516,0.6898181083232723,0.017705693031238003,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.14368357887650862,0.0929494635264525,0.40502229611451784,0.8452602774332083,1.0279794196050318,0.20565689964868694,0.4502260391643049,0.5781729610671036
H1E3C_A_TIED_MINUS_H1C1B_V2_010,405ef47bf4982f1ee15f52588e2b04fc358919abf0e381cad6496d0924e0a3a4,H1C1B_V2_010,A,TIED_MINUS,1.997042580283685,1.997042580283685,0.0,454.0,0.546364450892414,0.32635591447919066,-0.009686522211582145,0.02140054467977656,-0.009188678158399277,0.02065893625521092,0.07144088068736892,0.011165494652139497,30.85083262431732,0.015296115018760492,0.40502229611451784,0.0005518120251465871,0.0005112234534955122,0.005228467704213839,0.6413375081011353,True,0.20565689964868694,0.4055335195680135,0.005780279729360422,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.14368357887650862,0.0929494635264525,0.40502229611451784,0.8452602774332083,1.0279794196050318,0.20565689964868694,0.4502260391643049,0.5781729610671036
H1E3C_A_DECOUPLED_MINUS_H1C1B_V2_010,f141c4d78883582d7e2ab90e4cb4cf1723d9ab15070148c2ee68c929a42eda0f,H1C1B_V2_010,A,DECOUPLED_MINUS,1.997042580283685,2.997042580283685,1.0,450.0,-0.11350835630943226,0.9826266814360876,-0.006662656980084038,0.027357431068436987,-0.00664599368657884,0.02677226562310295,0.24600182121329117,0.3227192067396789,96.5893304152915,0.1452122591469175,0.9784393420221674,0.0007928200326985438,0.0007609234386760259,0.1646645824389437,1.0698867547233613,True,0.5723288339662429,0.9792002654608435,0.1654574024716422,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.1452122591469175,0.09193090702384643,0.36161045326845126,0.8892316577526137,1.0061726564626974,0.18528174828921035,0.48672279888035325,0.5809132367243284
H1E3C_A_DECOUPLED_MINUS_H1C1B_V2_010,f141c4d78883582d7e2ab90e4cb4cf1723d9ab15070148c2ee68c929a42eda0f,H1C1B_V2_010,A,DECOUPLED_MINUS,1.997042580283685,2.997042580283685,1.0,450.5,-0.024613749621827982,1.0013805635767614,-0.013679786511761492,0.01311641192779008,-0.013671839284280025,0.01267466547054737,0.2686183687190167,0.2925662873616171,91.40803617896012,0.13638663543149243,1.0033688697797583,0.0003591768208668455,0.0003475663342054683,0.15775086051382595,1.0778805469293231,True,0.5809132367243284,1.003716436113964,0.15811003733469275,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.1452122591469175,0.09193090702384643,0.36161045326845126,0.8892316577526137,1.0061726564626974,0.18528174828921035,0.48672279888035325,0.5809132367243284
H1E3C_A_DECOUPLED_MINUS_H1C1B_V2_010,f141c4d78883582d7e2ab90e4cb4cf1723d9ab15070148c2ee68c929a42eda0f,H1C1B_V2_010,A,DECOUPLED_MINUS,1.997042580283685,2.997042580283685,1.0,451.0,0.05215990726837942,1.001724513295173,-0.007330432139200174,0.01490544829825566,-0.007266159852700361,0.014439244662864314,0.2631113863712607,0.25506870879673643,87.01929427671371,0.11816401371687202,1.0061726564626974,0.00027590762431939147,0.0002612888654390501,0.13428764784544114,1.0681748456118487,True,0.5704987503989487,1.0064339453281368,0.13456355546976057,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.1452122591469175,0.09193090702384643,0.36161045326845126,0.8892316577526137,1.0061726564626974,0.18528174828921035,0.48672279888035325,0.5809132367243284
H1E3C_A_DECOUPLED_MINUS_H1C1B_V2_010,f141c4d78883582d7e2ab90e4cb4cf1723d9ab15070148c2ee68c929a42eda0f,H1C1B_V2_010,A,DECOUPLED_MINUS,1.997042580283685,2.997042580283685,1.0,451.5,0.14384102270857985,0.9705960524173308,-0.011357506842299442,0.020898088958313837,-0.011357700787406364,0.020513393138909933,0.25266240580845845,0.2006790581928899,81.57019971241272,0.09852862570924814,0.9627469367819561,0.0005657230837824773,0.0005497966652477284,0.10411037570610343,1.0334277102134866,True,0.5339864161185447,0.9632967334472036,0.10467609878988586,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.1452122591469175,0.09193090702384643,0.36161045326845126,0.8892316577526137,1.0061726564626974,0.18528174828921035,0.48672279888035325,0.5809132367243284
H1E3C_A_DECOUPLED_MINUS_H1C1B_V2_010,f141c4d78883582d7e2ab90e4cb4cf1723d9ab15070148c2ee68c929a42eda0f,H1C1B_V2_010,A,DECOUPLED_MINUS,1.997042580283685,2.997042580283685,1.0,452.0,0.28058192131558224,0.8973458900842254,0.004684644411984133,0.005498438482066119,0.0031538238492538977,0.004429950228237964,0.2600277694935775,0.14762637315128524,72.63659129697021,0.09193090702384643,0.8839558610201944,5.2178719007799745e-05,2.9571063896788263e-05,0.08940798695760757,0.9866334667751274,True,0.48672279888035325,0.8839854320840911,0.08946016567661541,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.1452122591469175,0.09193090702384643,0.36161045326845126,0.8892316577526137,1.0061726564626974,0.18528174828921035,0.48672279888035325,0.5809132367243284
H1E3C_A_DECOUPLED_MINUS_H1C1B_V2_010,f141c4d78883582d7e2ab90e4cb4cf1723d9ab15070148c2ee68c929a42eda0f,H1C1B_V2_010,A,DECOUPLED_MINUS,1.997042580283685,2.997042580283685,1.0,452.5,0.32298033755107036,0.885954490540011,-0.04737334154696292,0.01197939107729476,-0.046657147295751884,0.013498173027015082,0.20313747338624336,0.10002113235608581,69.97035184616777,0.05926054984241802,0.8892316577526137,0.0023877392999079724,0.0023590900688447245,0.051269060011540364,0.9722384209302298,True,0.47262377356645335,0.8915907478214584,0.053656799311448344,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.1452122591469175,0.09193090702384643,0.36161045326845126,0.8892316577526137,1.0061726564626974,0.18528174828921035,0.48672279888035325,0.5809132367243284
