geometry_uid,exact_hash,parent_uid,role,mode,Psi_position_deg,theta_J2_deg,delta_theta_J2_deg,wavelength_nm,Re_txx,Im_txx,Re_txy,Im_txy,Re_tyx,Im_tyx,Re_tyy,Im_tyy,phi_txx,projector_error,Txx,Txy,Tyx,Tyy,full_jones_frobenius_norm,full_jones_finite,throughput,x_source_T,y_source_T,x_accepted,y_accepted,full_jones_accepted,ml_admitted,solver_replay,broadband_status,projector_pass_count,failed_wavelengths,worst_projector_error,median_projector_error,min_Txx,median_Txx,max_Txx,min_throughput,median_throughput,max_throughput
H1E3C_A_TIED_PLUS_H1C1B_V2_010,9645afed93730d1b7f61db22ca1124308896e8fa88571ea6584a4e09818ca537,H1C1B_V2_010,A,TIED_PLUS,3.997042580283685,3.997042580283685,0.0,450.0,-0.3215673561112347,0.8874529847574909,0.061275335942991796,0.08531348000032461,0.060831699901911916,0.08389195564427127,0.18724541137930872,0.2957589798267672,109.91791375058187,0.13938748348981234,0.8909783646713492,0.01103305666469229,0.010738355934776646,0.12253421823077663,1.017489064069779,True,0.5176419977507973,0.9017167206061257,0.13356727489546893,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.13938748348981234,0.058130289577693506,0.7557716599499731,0.9740394682412863,0.996547811283501,0.38817503899977945,0.5176419977507973,0.5590127513801794
H1E3C_A_TIED_PLUS_H1C1B_V2_010,9645afed93730d1b7f61db22ca1124308896e8fa88571ea6584a4e09818ca537,H1C1B_V2_010,A,TIED_PLUS,3.997042580283685,3.997042580283685,0.0,450.5,-0.23562698109669422,0.965530288762945,0.05559991626652261,0.041208500344159064,0.05525221189943595,0.04056933060476785,0.2120802138080534,0.2753007523366642,103.71434217225749,0.1165060096566336,0.9877688127393978,0.004789491189458884,0.004698677505499126,0.12076852132600295,1.0573672506562508,True,0.5590127513801794,0.9924674902448969,0.1255580125154619,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.13938748348981234,0.058130289577693506,0.7557716599499731,0.9740394682412863,0.996547811283501,0.38817503899977945,0.5176419977507973,0.5590127513801794
H1E3C_A_TIED_PLUS_H1C1B_V2_010,9645afed93730d1b7f61db22ca1124308896e8fa88571ea6584a4e09818ca537,H1C1B_V2_010,A,TIED_PLUS,3.997042580283685,3.997042580283685,0.0,451.0,-0.15942964276989333,0.9819268768943769,0.05445779636992675,0.03849751696652717,0.05399239176447922,0.03797261478709002,0.21293921165339894,0.2429742381216362,99.22229815191508,0.10263527606251799,0.9895982025612807,0.0044477103980564555,0.00435709784221773,0.10437958825036059,1.0501345623547085,True,0.5513912995259578,0.9939553004034984,0.10882729864841707,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.13938748348981234,0.058130289577693506,0.7557716599499731,0.9740394682412863,0.996547811283501,0.38817503899977945,0.5176419977507973,0.5590127513801794
H1E3C_A_TIED_PLUS_H1C1B_V2_010,9645afed93730d1b7f61db22ca1124308896e8fa88571ea6584a4e09818ca537,H1C1B_V2_010,A,TIED_PLUS,3.997042580283685,3.997042580283685,0.0,451.5,-0.06685772103429674,0.9907256705729467,0.044301609770048385,0.03677386046921874,0.04364961118606802,0.036069391866491864,0.20163686075678894,0.19336724066835864,93.86067122362687,0.07899437718216606,0.9860073091941148,0.003314949442027215,0.0032062895863134637,0.07804831337954762,1.0346868422870772,True,0.5352884308010014,0.9892135987804279,0.08136326282157484,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.13938748348981234,0.058130289577693506,0.7557716599499731,0.9740394682412863,0.996547811283501,0.38817503899977945,0.5176419977507973,0.5590127513801794
H1E3C_A_TIED_PLUS_H1C1B_V2_010,9645afed93730d1b7f61db22ca1124308896e8fa88571ea6584a4e09818ca537,H1C1B_V2_010,A,TIED_PLUS,3.997042580283685,3.997042580283685,0.0,452.0,0.02040543655892219,0.9980638403641026,0.041165501900726605,0.02706735757078553,0.040609883350187656,0.026499028021274334,0.19272711987001864,0.1399377250970677,88.82874973822425,0.058130289577693506,0.996547811283501,0.002427240392603487,0.002351361111788131,0.056726309638735026,1.0286168977936478,True,0.5290263612133138,0.998899172395289,0.05915355003133851,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.13938748348981234,0.058130289577693506,0.7557716599499731,0.9740394682412863,0.996547811283501,0.38817503899977945,0.5176419977507973,0.5590127513801794
H1E3C_A_TIED_PLUS_H1C1B_V2_010,9645afed93730d1b7f61db22ca1124308896e8fa88571ea6584a4e09818ca537,H1C1B_V2_010,A,TIED_PLUS,3.997042580283685,3.997042580283685,0.0,452.5,0.11693916544290078,0.9787303724527987,0.04474973505711314,0.021824540583439227,0.0442946496071807,0.02147804508117369,0.17437900710159474,0.10237693972598988,83.18657267541596,0.04500902864677747,0.9715879103760761,0.0024788493593600066,0.002423322404331842,0.04088907590539699,1.0086521491798672,True,0.5086895790225826,0.9740112327804081,0.04336792526475698,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.13938748348981234,0.058130289577693506,0.7557716599499731,0.9740394682412863,0.996547811283501,0.38817503899977945,0.5176419977507973,0.5590127513801794
H1E3C_A_TIED_PLUS_H1C1B_V2_010,9645afed93730d1b7f61db22ca1124308896e8fa88571ea6584a4e09818ca537,H1C1B_V2_010,A,TIED_PLUS,3.997042580283685,3.997042580283685,0.0,453.0,0.2709799080945202,0.949004403388294,0.04088326201415661,0.013796709505465526,0.040102690278203366,0.013419595736881215,0.1341812647314978,0.07154002421612542,74.06377024042456,0.026750962518812593,0.9740394682412863,0.0018617903060963834,0.0017883113172908272,0.02312258686978811,1.0004059959508749,True,0.5004060783672308,0.9758277795585772,0.024984377175884497,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.13938748348981234,0.058130289577693506,0.7557716599499731,0.9740394682412863,0.996547811283501,0.38817503899977945,0.5176419977507973,0.5590127513801794
H1E3C_A_TIED_PLUS_H1C1B_V2_010,9645afed93730d1b7f61db22ca1124308896e8fa88571ea6584a4e09818ca537,H1C1B_V2_010,A,TIED_PLUS,3.997042580283685,3.997042580283685,0.0,453.5,0.2211712370042397,0.8407466585553508,0.06992214106697794,0.042069748210282976,0.06785070959508951,0.04078810771968822,0.08506924786388814,0.02037849522612017,75.26140118530884,0.026506621990186163,0.7557716599499731,0.0066589695258669705,0.006267388523910062,0.007652059999808641,0.8811073022053324,True,0.38817503899977945,0.7620390484738833,0.01431102952567561,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.13938748348981234,0.058130289577693506,0.7557716599499731,0.9740394682412863,0.996547811283501,0.38817503899977945,0.5176419977507973,0.5590127513801794
H1E3C_A_TIED_PLUS_H1C1B_V2_010,9645afed93730d1b7f61db22ca1124308896e8fa88571ea6584a4e09818ca537,H1C1B_V2_010,A,TIED_PLUS,3.997042580283685,3.997042580283685,0.0,454.0,0.4564312317320705,0.8423987120766532,0.06878764472318147,-0.009224502291785853,0.0690620663131055,-0.00940226304121472,0.033258172290606736,-0.00045819471819878515,61.55013417732334,0.011608251295813887,0.917965059408859,0.004816831509093798,0.0048579715537319735,0.001106315966511467,0.9637147806473637,True,0.4643730892190981,0.9228230309625909,0.005923147475605264,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.13938748348981234,0.058130289577693506,0.7557716599499731,0.9740394682412863,0.996547811283501,0.38817503899977945,0.5176419977507973,0.5590127513801794
H1E3C_A_DECOUPLED_PLUS_H1C1B_V2_010,27352db3f59faf95f295663c3dd41b128680dc64dcd5f709417bddca7a71ad78,H1C1B_V2_010,A,DECOUPLED_PLUS,3.997042580283685,2.997042580283685,-1.0,450.0,-0.3155365805324703,0.8909765331297909,0.06617164299970017,0.08324758248861691,0.06563596490164146,0.08174528047905082,0.19077492443509544,0.30130912254062486,109.50144237209946,0.1433347115279079,0.8934025162421056,0.011308846327478849,0.010990370769168195,0.12718225911941766,1.021216917436335,True,0.5214419962290852,0.9043928870112737,0.1384911054468965,True,True,True,False,False,BROADBAND_PROJECTOR_COMPATIBLE_STRICT,9,[],0.1433347115279079,0.056377923933378815,0.8125801830272726,0.9725045437686878,1.0048459375744274,0.41450110673006924,0.5214419962290852,0.5577643602230983
