trace,source_x_um,angle_deg,intensity_proxy
case,-0.7,-31.787029273790253,4.14304061306944e-07
case,-0.7,-31.719614266070224,3.843981470514315e-07
case,-0.7,-31.652248250197143,3.537740387404979e-07
case,-0.7,-31.584931026590837,3.228532188030056e-07
case,-0.7,-31.517662396662004,2.920569629004569e-07
case,-0.7,-31.450442162804677,2.6180007062585673e-07
case,-0.7,-31.3832701283889,2.3248474586201297e-07
case,-0.7,-31.31614609775339,2.0449470789252066e-07
case,-0.7,-31.249069876198234,1.7818961097099492e-07
case,-0.7,-31.182041269977738,1.538998459439507e-07
case,-0.7,-31.11506008629329,1.319217927192814e-07
case,-0.7,-31.04812613328633,1.1251358690126098e-07
case,-0.7,-30.981239220031295,9.589145779741323e-08
case,-0.7,-30.914399156528773,8.222668826441614e-08
case,-0.7,-30.847605753698566,7.164323952206707e-08
case,-0.7,-30.780858823372945,6.421607615167732e-08
case,-0.7,-30.714158178289868,5.997021803864474e-08
case,-0.7,-30.64750363208634,5.888053705650538e-08
case,-0.7,-30.58089499929177,6.087230686955299e-08
case,-0.7,-30.514332095321457,6.582250441343926e-08
case,-0.7,-30.447814736470008,7.356185147257663e-08
case,-0.7,-30.381342739905026,8.38775744000513e-08
case,-0.7,-30.314915923660614,9.651684952753242e-08
case,-0.7,-30.248534106631137,1.1119089131420782e-07
case,-0.7,-30.182197108564903,1.2757962992733936e-07
case,-0.7,-30.115904750058007,1.453369148911294e-07
case,-0.7,-30.049656852548125,1.6409617185838825e-07
case,-0.7,-29.983453238308474,1.8347643063599074e-07
case,-0.7,-29.91729373044172,2.030886345238277e-07
case,-0.7,-29.851178152874013,2.2254213400555309e-07
case,-0.7,-29.78510633034908,2.414512620548365e-07
