candidate_id,case_count,tri_point_avg_peak_abs_angle_deg,tri_point_avg_signed_peak_angle_deg,tri_point_avg_fwhm_deg,tri_point_avg_normal_offaxis_ratio,tri_point_avg_offaxis_30_40_fraction,tri_point_avg_offaxis_45_55_fraction,tri_point_avg_offaxis_40_60_fraction,tri_point_avg_eta_5deg,tri_point_avg_eta_10deg,tri_point_avg_eta_20deg,tri_point_avg_eta_30deg,source_position_peak_abs_min_deg,source_position_peak_abs_max_deg,source_position_peak_abs_std_deg,bilateral_asymmetry_metric,center_vs_bilateral_mismatch_metric,pass_fail_verdict,verdict_reasons
F0_0204,3,65.49913049329244,65.49913049329244,138.4457847281323,0.15662592241965104,0.37224929094741166,0.33011133081099886,0.7432619818691985,0.05799949103208945,0.11133132260845328,0.2267730028500233,0.3183789023844579,46.875072062153805,66.62949928935348,9.312326300539363,2.842170943040401e-14,19.754427227199656,fail,tri_point_avg_peak_abs_angle_gt_8deg;tri_point_avg_fwhm_gt_20deg;tri_point_avg_normal_offaxis_ratio_le_1;F0_0204_xm0p7_xdipole_453_40_60_lobe_dominant;F0_0204_x0p0_xdipole_453_45_55_lobe_dominant;F0_0204_x0p0_xdipole_453_40_60_lobe_dominant;F0_0204_xp0p7_xdipole_453_40_60_lobe_dominant;soft_warning_source_position_peak_abs_std_gt_5deg
