case_id,dipole_orientation,validity,invalid_reason,source_name,source_theta_deg,source_phi_deg,source_y_nm,source_inside_cavity_center,source_distance_to_bottom_interface_nm,source_distance_to_top_interface_nm,monitor_y_um,monitor_y_to_top_pml_um,monitor_y_above_top_structure_um,monitor_inside_pml,pml_not_too_close
R2_2C_R2_1_00223_453_center_x,x,VALID_SOLVE_CANDIDATE,,center_x_dipole,90.0,0.0,140.0,True,140.0,140.0,1.8,0.40000000000000013,0.6080000000000001,False,True
R2_2C_R2_1_00223_453_center_z_outofplane,z_outofplane,VALID_SOLVE_CANDIDATE,,center_z_outofplane_dipole,0.0,0.0,140.0,True,140.0,140.0,1.8,0.40000000000000013,0.6080000000000001,False,True
R2_2C_R2_1_00223_453_center_y,y_invalid_cavity_normal,INVALID_DO_NOT_SOLVE,simulation_y is the vertical cavity-normal direction in this 2D x-y layout; MQW incoherent pair should be simulation_x + simulation_z_outofplane,center_y_dipole,90.0,90.0,140.0,True,140.0,140.0,1.8,0.40000000000000013,0.6080000000000001,False,True
